entry,exp,adte,vix,bucket,spot,credit,pnl,coll,breach,yr
2016-04-13,2016-04-20,7.0,13.84,1 <15,2082.37,151.87499999999997,143.87499999999997,4848.125,0,2016
2016-04-21,2016-04-27,6.0,13.95,1 <15,2091.61,190.75,182.75,4809.25,0,2016
2016-04-28,2016-05-04,6.0,15.22,2 15-20,2076.2,216.87499999999997,208.87499999999997,4783.125,0,2016
2016-05-05,2016-05-11,6.0,15.91,2 15-20,2050.5,221.875,213.875,4778.125,0,2016
2016-05-12,2016-05-19,7.0,14.41,1 <15,2064.46,290.125,282.125,4709.875,0,2016
2016-05-19,2016-05-25,6.0,16.33,2 15-20,2039.9,223.375,197.37500000001637,4776.625,1,2016
2016-05-26,2016-06-01,6.0,13.43,1 <15,2090.09,83.50000000000001,75.50000000000001,4916.5,0,2016
2016-06-03,2016-06-10,7.0,13.47,1 <15,2099.07,66.37499999999999,58.374999999999986,4933.625,0,2016
2016-06-10,2016-06-16,6.0,17.03,2 15-20,2096.22,181.62499999999997,173.62499999999997,4818.375,0,2016
2016-06-17,2016-06-24,7.0,19.41,2 15-20,2071.22,416.25000000000006,408.25000000000006,4583.75,0,2016
2016-06-24,2016-07-01,7.0,25.76,3 20-30,2037.28,321.25000000000006,313.25000000000006,4678.75,0,2016
2016-07-01,2016-07-08,7.0,14.77,1 <15,2102.62,131.625,123.625,4868.375,0,2016
2016-07-11,2016-07-20,9.0,13.54,1 <15,2136.92,195.62500000000003,187.62500000000003,4804.375,0,2016
2016-07-18,2016-07-27,9.0,12.44,1 <15,2166.81,172.24999999999997,164.24999999999997,4827.75,0,2016
2016-07-25,2016-08-03,9.0,12.87,1 <15,2168.54,223.875,215.875,4776.125,0,2016
2016-08-01,2016-08-10,9.0,12.44,1 <15,2170.68,211.00000000000003,203.00000000000003,4789.0,0,2016
2016-08-08,2016-08-17,9.0,11.5,1 <15,2180.75,166.0,158.0,4834.0,0,2016
2016-08-15,2016-08-22,7.0,11.81,1 <15,2190.16,102.50000000000001,94.50000000000001,4897.5,0,2016
2016-08-22,2016-08-29,7.0,12.27,1 <15,2182.7,166.37499999999997,158.37499999999997,4833.625,0,2016
2016-08-29,2016-09-06,8.0,12.94,1 <15,2180.42,138.75,130.75,4861.25,0,2016
2016-09-06,2016-09-12,6.0,12.02,1 <15,2186.5,93.75,85.75,4906.25,0,2016
2016-09-13,2016-09-19,6.0,17.85,2 15-20,2127.13,318.75,310.75,4681.25,0,2016
2016-09-20,2016-09-26,6.0,15.92,2 15-20,2139.58,384.99999999999994,376.99999999999994,4615.0,0,2016
2016-09-27,2016-10-03,6.0,13.1,1 <15,2159.89,174.375,166.375,4825.625,0,2016
2016-10-04,2016-10-10,6.0,13.63,1 <15,2150.52,250.99999999999997,242.99999999999997,4749.0,0,2016
2016-10-11,2016-10-17,6.0,15.36,2 15-20,2136.96,155.625,147.625,4844.375,0,2016
2016-10-18,2016-10-24,6.0,15.28,2 15-20,2139.42,105.87499999999999,97.87499999999999,4894.125,0,2016
2016-10-25,2016-10-31,6.0,13.46,1 <15,2143.36,129.5,121.5,4870.5,0,2016
2016-11-01,2016-11-07,6.04,18.56,2 15-20,2111.74,152.125,144.125,4847.875,0,2016
2016-11-08,2016-11-14,6.0,18.74,2 15-20,2139.74,628.375,620.375,4371.625,0,2016
2016-11-15,2016-11-21,6.0,13.37,1 <15,2180.43,120.875,112.875,4879.125,0,2016
2016-11-22,2016-11-28,6.0,12.41,1 <15,2202.78,54.0,46.0,4946.0,0,2016
2016-11-30,2016-12-07,7.0,13.33,1 <15,2199.28,232.74999999999997,224.74999999999997,4767.25,0,2016
2016-12-07,2016-12-14,7.0,12.22,1 <15,2240.77,192.74999999999997,184.74999999999997,4807.25,0,2016
2016-12-14,2016-12-21,7.0,13.19,1 <15,2253.41,262.125,254.125,4737.875,0,2016
2016-12-21,2016-12-28,7.0,11.27,1 <15,2265.28,93.75,85.75,4906.25,0,2016
2016-12-29,2017-01-04,6.0,13.37,1 <15,2249.28,101.125,93.125,4898.875,0,2016
2017-01-06,2017-01-13,7.0,11.32,1 <15,2277.24,143.375,135.375,4856.625,0,2017
2017-01-13,2017-01-20,7.0,11.23,1 <15,2274.46,55.375,47.375,4944.625,0,2017
2017-01-23,2017-01-30,7.0,11.77,1 <15,2265.43,113.375,105.375,4886.625,0,2017
2017-01-30,2017-02-06,7.0,11.88,1 <15,2280.4,165.24999999999997,157.24999999999997,4834.75,0,2017
2017-02-06,2017-02-13,7.0,11.37,1 <15,2292.42,115.75,107.75,4884.25,0,2017
2017-02-13,2017-02-21,8.0,11.07,1 <15,2328.13,104.99999999999999,96.99999999999999,4895.0,0,2017
2017-02-21,2017-02-28,7.0,11.57,1 <15,2364.92,121.24999999999999,113.24999999999999,4878.75,0,2017
2017-02-28,2017-03-06,6.0,12.92,1 <15,2363.66,154.75,146.75,4845.25,0,2017
2017-03-07,2017-03-15,7.96,11.45,1 <15,2368.09,161.24999999999997,153.24999999999997,4838.75,0,2017
2017-03-14,2017-03-20,6.0,12.3,1 <15,2365.32,155.99999999999997,147.99999999999997,4844.0,0,2017
2017-03-21,2017-03-27,6.0,12.47,1 <15,2343.99,251.625,243.625,4748.375,0,2017
2017-03-28,2017-04-03,6.0,11.53,1 <15,2358.67,125.0,117.0,4875.0,0,2017
2017-04-04,2017-04-10,6.0,11.79,1 <15,2359.96,76.75,68.75,4923.25,0,2017
2017-04-11,2017-04-17,6.0,15.07,2 15-20,2353.88,67.24999999999999,59.249999999999986,4932.75,0,2017
2017-04-19,2017-04-26,7.0,14.93,1 <15,2337.99,381.62499999999994,373.62499999999994,4618.375,0,2017
2017-04-26,2017-05-03,7.0,10.85,1 <15,2387.55,150.0,142.0,4850.0,0,2017
2017-05-03,2017-05-10,7.0,10.68,1 <15,2387.75,149.12500000000003,141.12500000000003,4850.875,0,2017
2017-05-10,2017-05-17,7.0,10.21,1 <15,2399.42,113.375,-166.62499999998,4886.625,1,2017
2017-05-17,2017-05-24,7.0,15.59,2 15-20,2357.28,324.50000000000006,316.50000000000006,4675.5,0,2017
2017-05-24,2017-05-31,7.0,10.02,1 <15,2404.23,108.74999999999999,100.74999999999999,4891.25,0,2017
2017-06-01,2017-06-07,6.0,9.89,1 <15,2429.86,100.62499999999999,92.62499999999999,4899.375,0,2017
2017-06-08,2017-06-14,6.0,10.16,1 <15,2433.78,166.0,158.0,4834.0,0,2017
2017-06-15,2017-06-21,6.0,10.9,1 <15,2432.48,115.62500000000003,107.62500000000003,4884.375,0,2017
2017-06-22,2017-06-28,6.0,10.48,1 <15,2434.72,111.24999999999999,103.24999999999999,4888.75,0,2017
2017-06-29,2017-07-05,6.0,11.44,1 <15,2419.76,181.25,173.25,4818.75,0,2017
2017-07-07,2017-07-14,7.0,11.19,1 <15,2424.98,116.24999999999999,108.24999999999999,4883.75,0,2017
2017-07-14,2017-07-21,7.0,9.51,1 <15,2459.22,86.24999999999999,78.24999999999999,4913.75,0,2017
2017-07-28,2017-08-04,7.0,10.29,1 <15,2472.04,95.25,87.25,4904.75,0,2017
2017-08-04,2017-08-11,7.0,10.03,1 <15,2476.23,96.75,88.75,4903.25,0,2017
2017-08-11,2017-08-18,7.0,15.51,2 15-20,2441.53,255.62500000000003,247.62500000000003,4744.375,0,2017
2017-08-18,2017-08-25,7.0,14.26,1 <15,2425.58,234.75,226.75,4765.25,0,2017
2017-08-25,2017-09-01,7.0,11.28,1 <15,2443.45,150.375,142.375,4849.625,0,2017
2017-09-01,2017-09-08,7.0,10.13,1 <15,2476.29,94.99999999999999,86.99999999999999,4905.0,0,2017
2017-09-11,2017-09-18,7.0,10.73,1 <15,2487.95,105.99999999999999,97.99999999999999,4894.0,0,2017
2017-09-18,2017-09-25,7.0,10.15,1 <15,2504.09,88.12499999999999,80.12499999999999,4911.875,0,2017
2017-09-25,2017-10-02,7.0,10.21,1 <15,2496.68,121.875,113.875,4878.125,0,2017
2017-10-03,2017-10-09,6.0,9.51,1 <15,2534.69,65.375,57.375,4934.625,0,2017
2017-10-10,2017-10-16,6.0,10.08,1 <15,2550.82,85.24999999999999,77.24999999999999,4914.75,0,2017
2017-10-17,2017-10-23,6.0,10.31,1 <15,2559.32,83.0,75.0,4917.0,0,2017
2017-10-24,2017-10-31,7.0,11.16,1 <15,2569.31,127.375,119.375,4872.625,0,2017
2017-10-31,2017-11-06,6.04,10.18,1 <15,2575.15,115.375,107.375,4884.625,0,2017
2017-11-07,2017-11-13,6.0,9.89,1 <15,2590.34,102.49999999999999,94.49999999999999,5397.5,0,2017
2017-11-14,2017-11-20,6.0,11.59,1 <15,2578.85,175.62500000000003,167.62500000000003,4824.375,0,2017
2017-11-21,2017-11-27,6.0,9.73,1 <15,2599.17,43.999999999999986,35.999999999999986,4956.0,0,2017
2017-11-29,2017-12-06,7.0,10.7,1 <15,2625.95,193.25,185.25,4806.75,0,2017
2017-12-06,2017-12-13,7.0,11.02,1 <15,2629.54,189.00000000000006,181.00000000000006,4811.0,0,2017
2017-12-13,2017-12-20,7.0,10.18,1 <15,2663.48,173.75,165.75,4826.25,0,2017
2017-12-20,2017-12-27,7.0,9.72,1 <15,2679.43,101.375,93.375,4898.625,0,2017
2017-12-28,2018-01-03,6.0,10.18,1 <15,2687.17,69.99999999999999,61.999999999999986,4930.0,0,2017
2018-01-05,2018-01-12,7.0,9.22,1 <15,2742.12,118.00000000000001,21.000000000012747,4882.0,1,2018
2018-01-12,2018-01-19,7.0,10.16,1 <15,2785.89,124.87499999999999,116.87499999999999,4875.125,0,2018
2018-01-22,2018-01-29,7.0,11.03,1 <15,2833.02,196.87499999999994,188.87499999999994,4803.125,0,2018
2018-01-29,2018-02-05,7.0,13.84,1 <15,2853.21,256.25000000000006,-4751.75,4743.75,1,2018
2018-02-12,2018-02-20,8.0,25.61,3 20-30,2655.92,238.12500000000009,230.12500000000009,4761.875,0,2018
2018-02-20,2018-02-26,6.0,20.6,3 20-30,2715.87,157.50000000000003,149.50000000000003,4842.5,0,2018
2018-02-27,2018-03-05,6.0,18.59,2 15-20,2744.31,341.625,333.625,4658.375,0,2018
2018-03-06,2018-03-14,7.96,18.36,2 15-20,2728.18,350.125,342.125,4649.875,0,2018
2018-03-13,2018-03-19,6.0,16.35,2 15-20,2765.24,216.25,208.25,4783.75,0,2018
2018-03-20,2018-03-26,6.0,18.2,2 15-20,2717.19,292.12499999999994,284.12499999999994,4707.875,0,2018
2018-03-27,2018-04-02,6.0,22.5,3 20-30,2612.65,222.24999999999997,214.24999999999997,5277.75,0,2018
2018-04-04,2018-04-11,7.0,20.06,3 20-30,2644.62,436.25000000000006,428.25000000000006,4563.75,0,2018
2018-04-11,2018-04-18,7.0,20.24,3 20-30,2642.35,330.87499999999994,322.87499999999994,4669.125,0,2018
2018-04-18,2018-04-25,7.0,15.6,2 15-20,2708.58,232.875,192.87499999998363,4767.125,1,2018
2018-04-25,2018-05-02,7.0,17.84,2 15-20,2639.68,440.87499999999994,432.87499999999994,4559.125,0,2018
2018-05-02,2018-05-09,7.0,15.97,2 15-20,2635.57,371.50000000000006,363.50000000000006,4628.5,0,2018
2018-05-09,2018-05-16,7.0,13.42,1 <15,2697.8,215.25,207.25,4784.75,0,2018
2018-05-16,2018-05-23,7.0,13.42,1 <15,2722.58,194.375,186.375,4805.625,0,2018
2018-05-23,2018-05-30,7.0,12.58,1 <15,2733.24,93.75,85.75,4906.25,0,2018
2018-05-31,2018-06-06,6.0,15.43,2 15-20,2705.55,153.50000000000003,-93.49999999998722,4846.5,1,2018
2018-06-07,2018-06-13,6.0,12.13,1 <15,2770.11,240.50000000000006,232.50000000000006,4759.5,0,2018
2018-06-14,2018-06-20,6.0,12.12,1 <15,2783.05,137.49999999999997,129.49999999999997,4862.5,0,2018
2018-06-21,2018-06-27,6.0,14.64,1 <15,2749.78,262.75,254.75,4737.25,0,2018
2018-06-28,2018-07-06,8.0,16.85,2 15-20,2716.51,271.87500000000006,263.87500000000006,4728.125,0,2018
2018-07-06,2018-07-13,7.0,13.37,1 <15,2759.81,191.25000000000009,183.25000000000009,4808.75,0,2018
2018-07-13,2018-07-20,7.0,12.18,1 <15,2801.54,126.87499999999999,118.87499999999999,5373.125,0,2018
2018-07-20,2018-07-27,7.0,12.86,1 <15,2801.9,134.75,126.75,4865.25,0,2018
2018-07-27,2018-08-03,7.0,13.03,1 <15,2818.47,156.87499999999997,148.87499999999997,4843.125,0,2018
2018-08-03,2018-08-10,7.0,11.64,1 <15,2839.92,142.25,134.25,4857.75,0,2018
2018-08-10,2018-08-17,7.0,13.16,1 <15,2833.28,162.49999999999997,154.49999999999997,4837.5,0,2018
2018-08-17,2018-08-24,7.0,12.64,1 <15,2849.76,199.75,191.75,4800.25,0,2018
2018-08-24,2018-08-31,7.0,11.99,1 <15,2874.67,156.49999999999994,148.49999999999994,4843.5,0,2018
2018-08-31,2018-09-07,7.0,12.86,1 <15,2901.07,114.74999999999997,106.74999999999997,4885.25,0,2018
2018-09-10,2018-09-17,7.0,14.16,1 <15,2877.61,164.37499999999997,156.37499999999997,4835.625,0,2018
2018-09-17,2018-09-24,7.0,13.68,1 <15,2888.87,190.00000000000003,182.00000000000003,4810.0,0,2018
2018-09-24,2018-10-01,7.0,12.2,1 <15,2919.53,213.75000000000003,205.75000000000003,4786.25,0,2018
2018-10-01,2018-10-08,7.0,12.0,1 <15,2924.96,144.50000000000003,136.50000000000003,4855.5,0,2018
2018-10-08,2018-10-15,7.0,15.69,2 15-20,2884.77,259.74999999999994,-4748.25,4740.25,1,2018
2018-10-15,2018-10-22,7.0,21.3,3 20-30,2750.69,302.50000000000006,294.50000000000006,4697.5,0,2018
2018-10-22,2018-10-29,7.0,19.64,2 15-20,2755.66,358.375,-1968.6250000000052,4641.625,1,2018
2018-10-29,2018-11-05,7.04,24.7,3 20-30,2641.81,610.875,602.875,4389.125,0,2018
2018-11-05,2018-11-12,7.0,19.96,2 15-20,2738.0,459.62500000000006,451.62500000000006,4540.375,0,2018
2018-11-12,2018-11-19,7.0,20.45,3 20-30,2726.16,333.375,325.375,4666.625,0,2018
2018-11-19,2018-11-26,7.0,20.1,3 20-30,2690.39,222.87499999999997,214.87499999999997,4777.125,0,2018
2018-11-27,2018-12-03,6.0,19.02,2 15-20,2682.45,535.6249999999999,-2520.375000000002,4464.375,1,2018
2018-12-04,2018-12-10,6.0,20.74,3 20-30,2700.48,414.625,406.625,4585.375,0,2018
2018-12-11,2018-12-18,7.0,21.76,3 20-30,2637.03,566.25,558.25,4433.75,0,2018
2018-12-18,2018-12-24,6.0,25.58,3 20-30,2546.09,506.87499999999994,-4501.125,4493.125,1,2018
2018-12-26,2019-01-02,7.0,30.41,4 >30,2467.73,226.62500000000003,218.62500000000003,4773.375,0,2018
2019-01-03,2019-01-09,6.0,25.45,3 20-30,2446.85,377.50000000000006,-2638.4999999999927,4622.5,1,2019
2019-01-10,2019-01-16,6.0,19.5,2 15-20,2596.69,323.12499999999994,315.12499999999994,4676.875,0,2019
2019-01-17,2019-01-23,6.0,18.06,2 15-20,2636.09,214.62499999999997,206.62499999999997,4785.375,0,2019
2019-01-25,2019-02-01,7.0,17.42,2 15-20,2664.73,381.24999999999994,373.24999999999994,4618.75,0,2019
2019-02-01,2019-02-08,7.0,16.14,2 15-20,2706.14,244.75000000000006,236.75000000000006,4755.25,0,2019
2019-02-08,2019-02-15,7.0,15.72,2 15-20,2708.07,198.12500000000003,190.12500000000003,4801.875,0,2019
2019-02-15,2019-02-22,7.0,14.91,1 <15,2775.59,158.37499999999997,150.37499999999997,4841.625,0,2019
2019-02-25,2019-03-04,7.0,14.85,1 <15,2795.91,189.62500000000006,181.62500000000006,4810.375,0,2019
2019-03-05,2019-03-13,7.96,14.74,1 <15,2789.72,237.125,229.125,4762.875,0,2019
2019-03-12,2019-03-18,6.0,13.77,1 <15,2791.66,200.5,192.5,4799.5,0,2019
2019-03-19,2019-03-25,6.0,13.56,1 <15,2832.9,238.75000000000003,230.75000000000003,4761.25,0,2019
2019-03-26,2019-04-01,6.0,14.68,1 <15,2818.41,275.62499999999994,267.62499999999994,4724.375,0,2019
2019-04-02,2019-04-08,6.0,13.36,1 <15,2867.22,163.125,155.125,4836.875,0,2019
2019-04-09,2019-04-15,6.0,14.28,1 <15,2879.04,144.49999999999997,136.49999999999997,4855.5,0,2019
2019-04-16,2019-04-23,7.0,12.18,1 <15,2907.24,214.12500000000003,206.12500000000003,4785.875,0,2019
2019-04-25,2019-05-01,6.0,13.25,1 <15,2926.06,195.00000000000003,187.00000000000003,4805.0,0,2019
2019-05-02,2019-05-08,6.0,14.42,1 <15,2917.59,211.50000000000003,203.50000000000003,4788.5,0,2019
2019-05-09,2019-05-15,6.0,19.1,2 15-20,2870.29,709.5,701.5,4290.5,0,2019
2019-05-16,2019-05-22,6.0,15.29,2 15-20,2875.53,361.00000000000006,353.00000000000006,4639.0,0,2019
2019-05-23,2019-05-29,6.0,16.92,2 15-20,2822.42,304.375,296.375,4695.625,0,2019
2019-06-03,2019-06-10,7.0,18.86,2 15-20,2743.8,447.75,-4560.25,4552.25,1,2019
2019-06-11,2019-06-17,6.0,15.99,2 15-20,2885.71,246.62499999999997,238.62499999999997,4753.375,0,2019
2019-06-18,2019-06-24,6.0,15.15,2 15-20,2918.07,392.87500000000006,384.87500000000006,4607.125,0,2019
2019-06-25,2019-07-01,6.0,16.28,2 15-20,2917.49,612.9999999999999,604.9999999999999,4387.0,0,2019
2019-07-02,2019-07-08,6.0,12.93,1 <15,2973.21,95.87499999999999,87.87499999999999,4904.125,0,2019
2019-07-10,2019-07-17,7.0,13.03,1 <15,2993.01,145.00000000000003,137.00000000000003,4855.0,0,2019
2019-07-17,2019-07-24,7.0,13.97,1 <15,2984.25,192.0,184.0,4808.0,0,2019
2019-07-24,2019-07-31,7.0,12.07,1 <15,3019.59,333.74999999999994,325.74999999999994,4666.25,0,2019
2019-07-31,2019-08-07,7.0,16.12,2 15-20,2979.93,209.75,-1394.2500000000036,4790.25,1,2019
2019-08-07,2019-08-14,7.0,19.49,2 15-20,2884.04,467.12499999999994,459.12499999999994,4532.875,0,2019
2019-08-14,2019-08-21,7.0,22.1,3 20-30,2840.47,495.0000000000001,487.0000000000001,4505.0,0,2019
2019-08-21,2019-08-28,7.0,15.8,2 15-20,2924.46,461.25000000000006,453.25000000000006,4538.75,0,2019
2019-08-28,2019-09-04,7.0,19.35,2 15-20,2887.92,412.87499999999994,404.87499999999994,4587.125,0,2019
2019-09-06,2019-09-13,7.0,15.0,2 15-20,2978.83,214.25,206.25,4785.75,0,2019
2019-09-13,2019-09-20,7.0,13.74,1 <15,3007.01,294.25,286.25,4705.75,0,2019
2019-09-20,2019-09-27,7.0,15.32,2 15-20,2991.14,265.62499999999994,257.62499999999994,4734.375,0,2019
2019-09-27,2019-10-04,7.0,17.22,2 15-20,2962.05,362.5,354.5,4637.5,0,2019
2019-10-04,2019-10-11,7.0,17.04,2 15-20,2951.59,423.50000000000006,415.50000000000006,4576.5,0,2019
2019-10-11,2019-10-18,7.0,15.58,2 15-20,2969.41,427.25,419.25,4572.75,0,2019
2019-10-18,2019-10-25,7.0,14.25,1 <15,2985.98,225.25000000000003,217.25000000000003,4774.75,0,2019
2019-10-25,2019-11-01,7.0,12.65,1 <15,3022.19,241.24999999999997,233.24999999999997,4758.75,0,2019
2019-11-01,2019-11-08,7.04,12.3,1 <15,3066.95,192.5,184.5,4807.5,0,2019
2019-11-08,2019-11-15,7.0,12.07,1 <15,3092.91,110.625,102.625,4889.375,0,2019
2019-11-15,2019-11-22,7.0,12.05,1 <15,3120.29,204.37500000000003,196.37500000000003,4795.625,0,2019
2019-11-22,2019-11-29,7.0,12.34,1 <15,3110.3,109.125,101.125,4890.875,0,2019
2019-12-02,2019-12-09,7.0,14.91,1 <15,3114.49,221.24999999999994,213.24999999999994,4778.75,0,2019
2019-12-09,2019-12-16,7.0,15.86,2 15-20,3135.89,343.75,335.75,4656.25,0,2019
2019-12-16,2019-12-23,7.0,12.14,1 <15,3191.38,231.87499999999997,223.87499999999997,4768.125,0,2019
2019-12-23,2019-12-30,7.0,12.61,1 <15,3224.02,83.75,75.75,4916.25,0,2019
2019-12-31,2020-01-06,6.0,13.78,1 <15,3229.7,121.25000000000001,113.25000000000001,4878.75,0,2019
2020-01-08,2020-01-15,7.0,13.45,1 <15,3253.21,252.74999999999994,244.74999999999994,4747.25,0,2020
2020-01-15,2020-01-22,7.0,12.42,1 <15,3289.76,118.37499999999999,110.37499999999999,4881.625,0,2020
2020-01-23,2020-01-29,6.0,12.98,1 <15,3325.39,171.875,163.875,4828.125,0,2020
2020-01-30,2020-02-05,6.0,15.49,2 15-20,3283.59,471.0,463.0,4529.0,0,2020
2020-02-06,2020-02-12,6.0,14.96,1 <15,3345.76,206.87499999999997,198.87499999999997,4793.125,0,2020
2020-02-13,2020-02-19,6.0,14.15,1 <15,3374.41,206.5,198.5,4793.5,0,2020
2020-02-21,2020-02-28,7.0,17.08,2 15-20,3337.68,326.75000000000006,-4681.25,4673.25,1,2020
2020-02-28,2020-03-06,7.0,40.11,4 >30,2956.69,799.9999999999998,791.9999999999998,4200.0,0,2020
2020-03-06,2020-03-13,6.96,41.94,4 >30,2972.48,441.87499999999994,433.87499999999994,4558.125,0,2020
2020-03-13,2020-03-20,7.0,57.83,4 >30,2710.68,303.75,-4704.25,4696.25,1,2020
2020-03-20,2020-03-27,7.0,66.04,4 >30,2303.91,825.1250000000002,817.1250000000002,4174.875,0,2020
2020-03-27,2020-04-03,7.0,65.54,4 >30,2541.12,382.25,374.25,4617.75,0,2020
2020-04-03,2020-04-09,6.0,46.8,4 >30,2488.58,312.75000000000006,-4695.25,4687.25,1,2020
2020-04-13,2020-04-20,7.0,41.17,4 >30,2761.56,219.99999999999997,211.99999999999997,4780.0,0,2020
2020-04-20,2020-04-27,7.0,43.83,4 >30,2822.8,177.5,169.5,4822.5,0,2020
2020-04-27,2020-05-04,7.0,33.29,4 >30,2878.08,144.0,136.0,4856.0,0,2020
2020-05-04,2020-05-11,7.0,35.97,4 >30,2842.66,165.5,157.5,4834.5,0,2020
2020-05-11,2020-05-18,7.0,27.57,3 20-30,2929.7,251.37499999999994,243.37499999999994,4748.625,0,2020
2020-05-18,2020-05-26,8.0,29.3,3 20-30,2953.16,248.12499999999997,240.12499999999997,4751.875,0,2020
2020-05-26,2020-06-01,6.0,28.01,3 20-30,2992.25,223.5,215.5,5776.5,0,2020
2020-06-02,2020-06-08,6.0,26.84,3 20-30,3081.07,193.125,-66.87499999999818,4806.875,1,2020
2020-06-09,2020-06-15,6.0,27.57,3 20-30,3207.1,312.75000000000006,304.75000000000006,4687.25,0,2020
2020-06-16,2020-06-22,6.0,33.67,4 >30,3126.22,290.625,282.625,4709.375,0,2020
2020-06-24,2020-07-01,7.0,33.84,4 >30,3050.51,248.12499999999997,240.12499999999997,4751.875,0,2020
2020-07-01,2020-07-08,7.0,28.62,3 20-30,3115.78,216.62499999999994,208.62499999999994,4783.375,0,2020
2020-07-09,2020-07-15,6.0,29.26,3 20-30,3152.31,222.49999999999997,214.49999999999997,4777.5,0,2020
2020-07-16,2020-07-22,6.0,28.0,3 20-30,3215.7,208.37500000000003,200.37500000000003,4791.625,0,2020
2020-07-23,2020-07-29,6.0,26.08,3 20-30,3235.96,251.37499999999994,243.37499999999994,4748.625,0,2020
2020-07-30,2020-08-05,6.0,24.76,3 20-30,3246.72,261.3749999999999,253.3749999999999,4738.625,0,2020
2020-08-06,2020-08-12,6.0,22.65,3 20-30,3349.44,161.625,153.625,4838.375,0,2020
2020-08-13,2020-08-19,6.0,22.13,3 20-30,3373.55,139.0,131.0,4861.0,0,2020
2020-08-20,2020-08-26,6.0,22.72,3 20-30,3385.47,109.24999999999996,101.24999999999996,4890.75,0,2020
2020-08-27,2020-09-02,6.0,24.47,3 20-30,3484.56,145.25,137.25,4854.75,0,2020
2020-09-03,2020-09-09,6.0,33.6,4 >30,3455.82,110.87500000000001,102.87500000000001,5389.125,0,2020
2020-09-11,2020-09-18,7.0,26.87,3 20-30,3341.38,352.50000000000006,344.50000000000006,4647.5,0,2020
2020-09-18,2020-09-25,7.0,25.83,3 20-30,3318.56,251.87500000000006,243.87500000000006,4748.125,0,2020
2020-09-25,2020-10-02,7.0,26.38,3 20-30,3298.98,296.62500000000006,288.62500000000006,4703.375,0,2020
2020-10-02,2020-10-09,7.0,27.63,3 20-30,3348.69,284.12500000000006,276.12500000000006,4715.875,0,2020
2020-10-09,2020-10-16,7.0,25.0,3 20-30,3477.22,88.75,80.75,4911.25,0,2020
2020-10-16,2020-10-23,7.0,27.41,3 20-30,3482.62,135.74999999999994,127.74999999999994,4864.25,0,2020
2020-10-23,2020-10-30,7.0,27.55,3 20-30,3465.71,137.875,-1183.125000000011,4862.125,1,2020
2020-10-30,2020-11-06,7.04,38.02,4 >30,3271.87,306.6249999999998,298.6249999999998,4693.375,0,2020
2020-11-06,2020-11-13,7.0,24.86,3 20-30,3509.5,365.87500000000006,357.87500000000006,4634.125,0,2020
2020-11-13,2020-11-20,7.0,23.1,3 20-30,3585.32,250.99999999999994,242.99999999999994,4749.0,0,2020
2020-12-01,2020-12-07,6.0,20.77,3 20-30,3661.88,192.62499999999997,184.62499999999997,4807.375,0,2020
2020-12-08,2020-12-14,6.0,20.68,3 20-30,3701.93,114.00000000000001,106.00000000000001,4886.0,0,2020
2020-12-15,2020-12-21,6.0,22.89,3 20-30,3695.12,213.0,205.0,4787.0,0,2020
2020-12-22,2020-12-28,6.0,24.23,3 20-30,3687.33,88.12500000000001,80.12500000000001,5411.875,0,2020
2021-07-08,2021-07-14,6.0,19.0,2 15-20,4322.04,267.99999999999994,259.99999999999994,4732.0,0,2021
2021-07-15,2021-07-21,6.0,17.01,2 15-20,4359.73,201.74999999999997,193.74999999999997,4798.25,0,2021
2021-07-22,2021-07-28,6.0,17.69,2 15-20,4367.57,189.00000000000003,181.00000000000003,4811.0,0,2021
2021-07-29,2021-08-04,6.0,17.7,2 15-20,4418.95,138.12499999999997,130.12499999999997,4861.875,0,2021
2021-08-05,2021-08-11,6.0,17.28,2 15-20,4429.21,155.875,147.875,4844.125,0,2021
2021-08-13,2021-08-20,7.0,15.45,2 15-20,4468.36,93.875,85.875,4906.125,0,2021
2021-08-20,2021-08-27,7.0,18.56,2 15-20,4441.31,215.25000000000009,207.25000000000009,4784.75,0,2021
2021-08-27,2021-09-03,7.0,16.39,2 15-20,4509.36,134.37500000000003,126.37500000000003,4865.625,0,2021
2021-09-17,2021-09-24,7.0,20.81,3 20-30,4433.27,219.87499999999994,211.87499999999994,4780.125,0,2021
2021-09-24,2021-10-01,7.0,17.75,2 15-20,4455.58,264.24999999999994,256.24999999999994,4735.75,0,2021
2021-10-01,2021-10-08,7.0,21.15,3 20-30,4354.44,288.75,280.75,4711.25,0,2021
2021-10-08,2021-10-15,7.0,18.77,2 15-20,4391.8,325.0000000000001,317.0000000000001,4675.0,0,2021
2021-10-15,2021-10-22,7.0,16.3,2 15-20,4471.61,238.74999999999994,230.74999999999994,4761.25,0,2021
2021-10-22,2021-10-29,7.0,15.43,2 15-20,4544.95,173.75,165.75,4826.25,0,2021
2021-10-29,2021-11-05,7.0,16.26,2 15-20,4605.45,226.24999999999997,218.24999999999997,4773.75,0,2021
2021-11-05,2021-11-12,7.04,16.48,2 15-20,4697.16,216.87499999999994,208.87499999999994,4783.125,0,2021
2021-11-12,2021-11-19,7.0,16.29,2 15-20,4682.87,142.50000000000003,134.50000000000003,4857.5,0,2021
2021-11-19,2021-11-26,7.0,17.91,2 15-20,4698.11,111.87500000000001,103.87500000000001,4888.125,0,2021
