dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,entry_px,Date,yr,gap,vix_prev,sma20,above
S,BEAR,True,282.5,39.17,53,11.75,9.5,6.0,10,4987.25,2023-09-26,2023,0.669,16.9,5166.7875,False
S,BEAR,True,1545.0,45.67,64,13.75,5.75,31.25,9,5021.75,2023-09-29,2023,0.635,17.34,5130.85,False
S,BEAR,True,-705.0,45.67,5,13.75,25.75,-13.75,13,4976.75,2023-09-29,2023,0.635,17.34,5130.85,False
L,BULL,True,-755.0,48.83,13,14.75,21.5,-5.0,11,4934.0,2023-10-03,2023,0.501,17.61,5106.7625,False
S,BEAR,True,-792.5,51.95,12,15.5,27.75,-17.5,13,4937.5,2023-10-04,2023,0.036,19.78,5092.625,False
S,BEAR,True,-780.0,50.52,18,15.25,35.0,-22.75,10,4927.0,2023-10-05,2023,0.061,18.58,5081.4125,False
L,BULL,True,82.5,49.85,23,15.0,4.0,2.0,13,5005.0,2023-10-06,2023,0.47,18.49,5070.575,False
S,BEAR,True,-892.5,58.48,65,17.5,23.5,-23.0,9,5055.75,2023-10-11,2023,0.208,17.03,5047.6375,True
L,BULL,True,-230.0,57.8,25,17.25,10.5,-4.25,13,5017.5,2023-10-13,2023,0.253,16.69,5033.675,False
L,BULL,True,-330.0,57.8,22,17.25,12.5,-6.25,13,5019.5,2023-10-13,2023,0.253,16.69,5033.675,False
L,BULL,True,-892.5,58.27,0,17.5,63.0,-61.25,11,5017.0,2023-10-19,2023,0.035,19.22,5011.8,True
S,BEAR,True,45.0,57.25,33,17.25,2.0,1.25,12,4877.75,2023-10-25,2023,0.41,18.97,4993.15,False
L,BULL,True,-880.0,57.83,11,17.25,42.0,-27.25,11,4825.5,2023-10-27,2023,0.135,20.68,4979.3125,False
S,BEAR,True,-867.5,56.58,2,17.0,31.0,-20.0,12,4827.75,2023-10-30,2023,0.599,21.27,4969.7,False
L,BULL,True,120.0,57.48,18,17.25,0.75,2.75,13,4864.25,2023-10-31,2023,0.103,19.75,4962.725,False
L,BULL,True,795.0,54.8,53,16.5,4.75,16.25,10,4978.5,2023-11-02,2023,0.788,16.87,4957.7,True
L,BULL,True,195.0,54.8,20,16.5,1.0,4.25,13,4990.5,2023-11-02,2023,0.788,16.87,4957.7,True
S,BEAR,True,-517.5,49.45,26,14.75,13.5,-10.0,13,5033.25,2023-11-06,2023,0.06,14.91,4961.6375,True
L,BULL,True,-105.0,45.23,53,13.5,11.5,-1.75,10,5058.5,2023-11-07,2023,0.04,14.89,4962.2125,True
S,BEAR,True,-242.5,45.23,44,13.5,12.25,-4.5,11,5052.25,2023-11-07,2023,0.04,14.89,4962.2125,True
L,BULL,True,582.5,41.08,19,12.25,0.25,12.0,13,5080.75,2023-11-10,2023,0.368,15.29,4960.45,True
L,BULL,True,520.0,41.08,16,12.25,0.5,10.75,13,5082.0,2023-11-10,2023,0.368,15.29,4960.45,True
L,BULL,True,-105.0,42.4,44,12.75,6.5,-1.75,11,5090.0,2023-11-13,2023,0.314,14.17,4964.425,True
L,BULL,True,-630.0,40.8,39,12.25,13.75,-0.5,9,5175.25,2023-11-14,2023,1.169,14.76,4965.5125,True
L,BULL,True,-630.0,40.8,4,12.25,16.25,-3.0,10,5177.75,2023-11-14,2023,1.169,14.76,4965.5125,True
L,BULL,True,95.0,36.25,38,11.0,1.0,2.25,12,5184.25,2023-11-17,2023,0.019,14.32,4990.875,True
S,BEAR,True,-342.5,21.73,11,6.5,6.75,6.5,11,5232.5,2023-11-29,2023,0.402,12.69,5129.85,True
L,BULL,True,-367.5,23.27,0,7.0,17.5,11.5,9,5223.5,2023-11-30,2023,0.029,12.98,5145.325,True
S,BEAR,True,-367.5,23.27,41,7.0,23.75,-18.0,10,5217.0,2023-11-30,2023,0.029,12.98,5145.325,True
S,BEAR,True,-380.0,24.3,9,7.25,10.0,-8.25,13,5255.75,2023-12-01,2023,0.096,12.92,5157.3375,True
L,BULL,True,195.0,24.3,18,7.25,3.5,4.25,13,5259.75,2023-12-01,2023,0.096,12.92,5157.3375,True
S,BEAR,True,-417.5,26.65,6,8.0,21.0,-14.5,10,5220.0,2023-12-04,2023,0.698,12.63,5168.5,True
L,BULL,True,-417.5,26.65,6,8.0,10.75,-2.5,12,5237.0,2023-12-04,2023,0.698,12.63,5168.5,True
S,BEAR,True,-417.5,26.65,15,8.0,11.25,-4.75,13,5229.75,2023-12-04,2023,0.698,12.63,5168.5,True
S,BEAR,True,-392.5,24.62,32,7.5,8.5,-6.0,11,5231.25,2023-12-05,2023,0.215,13.08,5178.0625,True
S,BEAR,True,945.0,25.65,49,7.75,2.25,19.25,11,5236.25,2023-12-06,2023,0.406,12.85,5187.0875,True
S,BEAR,True,782.5,25.65,29,7.75,3.0,16.0,12,5233.0,2023-12-06,2023,0.406,12.85,5187.0875,True
L,BULL,True,-180.0,27.65,18,8.25,4.5,-3.25,13,5251.75,2023-12-07,2023,0.398,12.97,5195.0875,True
L,BULL,True,820.0,29.75,57,9.0,8.25,16.75,10,5250.75,2023-12-08,2023,0.119,13.06,5206.1875,True
L,BULL,True,145.0,32.48,23,9.75,2.5,3.25,13,5282.25,2023-12-11,2023,0.076,12.35,5214.925,True
L,BULL,True,882.5,33.77,52,10.25,3.75,18.0,10,5290.0,2023-12-12,2023,0.09,12.63,5224.7875,True
L,BULL,True,732.5,33.77,35,10.25,1.75,15.0,12,5293.0,2023-12-12,2023,0.09,12.63,5224.7875,True
L,BULL,True,-592.5,38.5,42,11.5,12.5,1.5,9,5377.75,2023-12-15,2023,0.033,12.48,5251.0,True
L,BULL,True,-592.5,38.5,31,11.5,15.5,-1.5,10,5380.75,2023-12-15,2023,0.033,12.48,5251.0,True
L,BULL,True,132.5,35.77,52,10.75,6.0,3.0,10,5422.25,2023-12-19,2023,0.153,12.56,5269.4875,True
L,BULL,True,170.0,35.77,24,10.75,3.25,3.75,13,5421.5,2023-12-19,2023,0.153,12.56,5269.4875,True
S,BEAR,True,32.5,39.6,50,12.0,5.25,1.0,11,5442.5,2023-12-28,2023,0.051,12.43,5325.8625,True
L,BULL,True,-55.0,34.02,21,10.25,5.25,-0.75,13,5422.25,2023-12-29,2023,0.092,12.47,5336.6375,True
L,BULL,True,-517.5,33.3,3,10.0,23.5,-1.0,12,5397.0,2024-01-02,2024,0.553,12.45,5345.9625,True
S,BEAR,True,-530.0,34.27,8,10.25,19.5,5.75,11,5360.25,2024-01-03,2024,0.44,13.2,5352.5625,True
S,BEAR,True,-567.5,36.6,3,11.0,14.0,-5.5,12,5339.5,2024-01-05,2024,0.028,14.13,5363.5375,False
L,BULL,True,732.5,35.08,31,10.5,0.5,15.0,12,5407.0,2024-01-11,2024,0.138,12.69,5391.6375,True
L,BULL,True,-580.0,37.9,0,11.25,31.25,-12.0,10,5418.75,2024-01-16,2024,0.212,13.25,5402.0375,True
S,BEAR,True,-417.5,37.9,37,11.25,10.5,-8.0,12,5398.75,2024-01-16,2024,0.212,13.25,5402.0375,False
L,BULL,True,-592.5,38.33,29,11.5,20.0,2.5,9,5374.25,2024-01-17,2024,0.606,13.84,5403.4125,False
S,BEAR,True,-592.5,38.2,46,11.5,30.5,-22.75,9,5394.5,2024-01-18,2024,0.321,14.79,5402.3875,False
S,BEAR,True,-592.5,38.2,19,11.5,36.75,-29.0,11,5388.25,2024-01-18,2024,0.321,14.79,5402.3875,False
L,BULL,True,2082.5,38.95,48,11.75,1.0,42.0,11,5437.75,2024-01-19,2024,0.235,14.13,5401.9875,True
S,BEAR,True,270.0,40.83,51,12.25,2.5,5.75,10,5493.5,2024-01-22,2024,0.255,13.3,5408.25,True
S,BEAR,True,70.0,40.83,17,12.25,6.5,1.75,13,5489.5,2024-01-22,2024,0.255,13.3,5408.25,True
S,BEAR,True,-567.5,36.77,32,11.0,19.25,-19.25,11,5487.25,2024-01-23,2024,0.109,13.19,5412.45,True
L,BULL,True,1795.0,38.23,31,11.5,7.5,36.25,12,5516.0,2024-02-01,2024,0.205,14.35,5450.1375,True
L,BULL,True,982.5,40.62,58,12.25,2.0,20.0,10,5566.5,2024-02-02,2024,0.203,13.88,5460.9125,True
L,BULL,True,-630.0,40.62,5,12.25,14.5,5.25,11,5581.25,2024-02-02,2024,0.203,13.88,5460.9125,True
S,BEAR,True,-205.0,41.75,68,12.5,8.25,-3.75,9,5619.75,2024-02-08,2024,0.022,12.83,5499.55,True
L,BULL,True,170.0,41.75,22,12.5,3.75,3.75,13,5619.75,2024-02-08,2024,0.022,12.83,5499.55,True
S,BEAR,True,20.0,39.9,32,12.0,1.5,0.75,12,5579.5,2024-02-13,2024,1.046,13.93,5532.1125,True
S,BEAR,True,-617.5,39.9,14,12.0,18.5,-16.25,13,5562.5,2024-02-13,2024,1.046,13.93,5532.1125,True
L,BULL,True,-667.5,43.23,4,13.0,25.25,20.25,9,5606.0,2024-02-14,2024,0.475,15.85,5540.7125,True
S,BEAR,True,-642.5,41.52,13,12.5,31.75,-28.75,10,5626.75,2024-02-15,2024,0.013,14.38,5553.1875,True
L,BULL,True,495.0,41.52,28,12.5,1.0,10.25,12,5645.25,2024-02-15,2024,0.013,14.38,5553.1875,True
S,BEAR,True,7.5,35.4,12,10.5,1.25,0.5,10,5633.0,2024-02-19,2024,0.182,14.24,5572.2875,True
S,BEAR,True,-530.0,33.77,15,10.25,23.75,-18.5,11,5582.5,2024-02-21,2024,0.161,15.42,5583.95,False
S,BEAR,True,607.5,38.42,22,11.5,3.5,12.5,13,5699.25,2024-02-26,2024,0.11,13.75,5606.7125,True
L,BULL,True,-592.5,38.05,31,11.5,11.5,13.25,9,5686.5,2024-02-27,2024,0.136,13.74,5613.1,True
S,BEAR,True,-505.0,32.6,61,9.75,21.75,-7.25,9,5700.75,2024-02-29,2024,0.467,13.84,5630.4125,True
S,BEAR,True,-505.0,32.6,10,9.75,29.0,-14.5,11,5693.5,2024-02-29,2024,0.467,13.84,5630.4125,True
L,BULL,True,1220.0,33.38,68,10.0,3.75,24.75,9,5724.25,2024-03-01,2024,0.101,13.4,5638.2,True
L,BULL,True,332.5,33.38,38,10.0,1.0,7.0,12,5742.0,2024-03-01,2024,0.101,13.4,5638.2,True
L,BULL,True,-330.0,34.0,60,10.25,6.75,-6.25,10,5749.0,2024-03-04,2024,0.091,13.11,5646.325,True
L,BULL,True,-530.0,34.0,37,10.25,10.5,-10.0,12,5752.75,2024-03-04,2024,0.091,13.11,5646.325,True
S,BEAR,True,-580.0,37.52,4,11.25,23.75,-1.75,9,5718.75,2024-03-06,2024,0.505,14.46,5661.175,True
S,BEAR,True,-192.5,37.52,22,11.25,8.75,-3.5,13,5717.0,2024-03-06,2024,0.505,14.46,5661.175,True
S,BEAR,True,-242.5,37.52,17,11.25,8.5,-4.5,13,5716.0,2024-03-06,2024,0.505,14.46,5661.175,True
L,BULL,True,-30.0,37.27,41,11.25,3.75,-0.25,11,5763.75,2024-03-07,2024,0.533,14.5,5666.075,True
L,BULL,True,-580.0,37.27,4,11.25,11.25,-7.75,13,5771.25,2024-03-07,2024,0.533,14.5,5666.075,True
L,BULL,True,-617.5,39.88,14,12.0,26.25,7.75,10,5778.25,2024-03-12,2024,0.314,15.22,5682.1625,True
S,BEAR,True,-617.5,39.88,3,12.0,35.5,-30.25,12,5755.75,2024-03-12,2024,0.314,15.22,5682.1625,True
L,BULL,True,1282.5,45.08,48,13.5,1.0,26.0,11,5759.25,2024-03-19,2024,0.169,14.33,5717.1875,True
L,BULL,True,2495.0,44.17,56,13.25,11.5,50.25,10,5789.0,2024-03-20,2024,0.004,13.82,5726.7,True
L,BULL,True,-717.5,46.77,53,14.0,16.75,-10.0,9,5861.25,2024-03-21,2024,0.347,13.04,5738.6125,True
S,BEAR,True,395.0,46.77,31,14.0,1.75,8.25,12,5859.5,2024-03-21,2024,0.347,13.04,5738.6125,True
S,BEAR,True,270.0,45.33,53,13.5,10.5,5.75,10,5840.0,2024-03-22,2024,0.094,12.92,5746.05,True
S,BEAR,True,820.0,37.92,21,11.5,1.0,16.75,13,5832.5,2024-03-26,2024,0.206,13.19,5759.275,True
S,BEAR,True,20.0,32.4,62,9.75,5.5,0.75,10,5839.75,2024-04-01,2024,0.09,13.01,5781.0375,True
S,BEAR,True,-505.0,32.4,46,9.75,11.75,-5.5,11,5833.5,2024-04-01,2024,0.09,13.01,5781.0375,True
S,BEAR,True,-505.0,32.5,48,9.75,18.75,-18.5,10,5788.25,2024-04-02,2024,0.706,13.65,5785.5375,True
S,BEAR,True,-967.5,63.58,1,19.0,30.25,1.0,13,5637.5,2024-04-16,2024,0.128,19.23,5795.9625,False
S,BEAR,True,1420.0,69.1,44,20.75,2.25,28.75,11,5622.5,2024-04-18,2024,0.232,18.21,5780.7875,False
S,BEAR,True,45.0,69.1,28,20.75,11.75,1.25,12,5595.0,2024-04-18,2024,0.232,18.21,5780.7875,False
L,BULL,True,-967.5,63.45,15,19.0,28.25,-24.25,13,5613.5,2024-04-22,2024,0.478,18.71,5753.3625,False
S,BEAR,True,-1017.5,66.47,16,20.0,27.5,2.75,11,5633.5,2024-04-24,2024,0.115,15.69,5732.725,False
L,BULL,True,3220.0,66.6,41,20.0,3.5,64.75,11,5605.25,2024-04-25,2024,0.83,15.97,5723.475,False
L,BULL,True,-180.0,69.97,64,21.0,8.25,-3.25,9,5677.5,2024-04-26,2024,0.256,15.37,5714.1875,False
S,BEAR,True,3632.5,58.95,70,17.75,1.5,73.0,9,5682.0,2024-04-30,2024,0.294,14.67,5698.0125,False
S,BEAR,True,2145.0,58.95,50,17.75,7.5,43.25,11,5652.25,2024-04-30,2024,0.294,14.67,5698.0125,False
S,BEAR,True,-967.5,63.2,49,19.0,77.5,-1.25,9,5593.75,2024-05-01,2024,0.116,15.65,5688.125,False
S,BEAR,True,-967.5,63.2,23,19.0,74.25,2.0,11,5597.0,2024-05-01,2024,0.116,15.65,5688.125,False
L,BULL,True,420.0,62.55,15,18.75,5.25,8.75,13,5739.75,2024-05-06,2024,0.302,13.49,5667.2,True
L,BULL,True,645.0,54.4,55,16.25,8.5,13.25,10,5773.75,2024-05-09,2024,0.048,13.0,5662.475,True
L,BULL,True,570.0,54.4,29,16.25,4.0,11.75,12,5775.25,2024-05-09,2024,0.048,13.0,5662.475,True
S,BEAR,True,-167.5,47.5,51,14.25,9.5,-3.0,10,5785.75,2024-05-10,2024,0.225,12.69,5662.425,True
S,BEAR,True,-167.5,47.5,46,14.25,9.5,-3.0,11,5785.75,2024-05-10,2024,0.225,12.69,5662.425,True
S,BEAR,True,-17.5,46.42,24,14.0,5.25,0.0,13,5787.0,2024-05-13,2024,0.307,12.55,5666.125,True
L,BULL,True,195.0,40.48,30,12.25,3.5,4.25,12,5867.0,2024-05-15,2024,0.43,13.42,5682.0875,True
S,BEAR,True,1045.0,37.08,41,11.0,3.0,21.25,11,5883.5,2024-05-16,2024,0.094,12.45,5695.3875,True
L,BULL,True,507.5,31.2,54,9.25,5.75,10.5,10,5878.25,2024-05-21,2024,0.094,12.15,5739.175,True
S,BEAR,True,-492.5,31.57,24,9.5,9.5,-1.25,13,5871.75,2024-05-22,2024,0.106,11.86,5750.875,True
S,BEAR,True,1720.0,32.8,33,9.75,1.75,34.75,12,5865.5,2024-05-23,2024,0.494,12.29,5762.9875,True
L,BULL,True,20.0,37.23,51,11.25,10.75,0.75,10,5864.5,2024-05-24,2024,0.313,12.77,5771.025,True
L,BULL,True,-517.5,33.25,32,10.0,29.5,-24.5,11,5812.25,2024-05-30,2024,0.176,14.28,5814.25,False
S,BEAR,True,-530.0,33.92,4,10.25,92.5,-83.0,11,5759.0,2024-05-31,2024,0.251,14.47,5821.825,False
L,BULL,True,3370.0,33.92,20,10.25,1.75,67.75,13,5774.25,2024-05-31,2024,0.251,14.47,5821.825,False
S,BEAR,True,-705.0,45.98,4,13.75,36.5,-28.75,11,5820.25,2024-06-04,2024,0.261,13.11,5833.4625,False
L,BULL,True,1232.5,45.98,37,13.75,2.5,25.0,12,5824.0,2024-06-04,2024,0.261,13.11,5833.4625,False
L,BULL,True,807.5,45.98,28,13.75,2.25,16.5,12,5832.5,2024-06-04,2024,0.261,13.11,5833.4625,False
L,BULL,True,820.0,47.75,38,14.25,4.25,16.75,12,5890.25,2024-06-05,2024,0.393,13.16,5837.9125,True
L,BULL,True,370.0,47.15,16,14.25,7.0,7.75,13,5922.0,2024-06-11,2024,0.182,12.74,5863.1875,True
S,BEAR,True,720.0,48.88,26,14.75,14.25,14.75,13,5984.75,2024-06-12,2024,0.755,12.85,5869.025,True
S,BEAR,True,-780.0,50.73,47,15.25,24.5,-15.25,9,5965.75,2024-06-13,2024,0.314,12.04,5873.9625,True
S,BEAR,True,595.0,36.5,26,11.0,6.5,12.25,13,6004.5,2024-06-24,2024,0.121,13.2,5925.1875,True
S,BEAR,True,407.5,36.5,19,11.0,10.25,8.5,13,6000.75,2024-06-24,2024,0.121,13.2,5925.1875,True
L,BULL,True,-517.5,33.7,2,10.0,66.25,-45.25,9,6053.0,2024-06-28,2024,0.058,12.24,5959.15,True
S,BEAR,True,-592.5,38.12,7,11.5,29.75,-22.25,9,5985.75,2024-07-01,2024,0.087,12.44,5967.4375,True
S,BEAR,True,-592.5,38.12,8,11.5,19.0,-11.5,10,5996.5,2024-07-01,2024,0.087,12.44,5967.4375,True
L,BULL,True,745.0,38.25,35,11.5,7.75,15.25,9,6051.75,2024-07-03,2024,0.017,12.03,5985.2,True
L,BULL,True,157.5,36.7,19,11.0,1.0,3.5,13,6091.75,2024-07-05,2024,0.062,12.26,6001.075,True
S,BEAR,True,20.0,38.08,58,11.5,1.5,0.75,10,6104.5,2024-07-08,2024,0.16,12.48,6011.0125,True
S,BEAR,True,-142.5,38.08,50,11.5,4.5,-2.5,11,6101.25,2024-07-08,2024,0.16,12.48,6011.0125,True
S,BEAR,True,-255.0,38.08,33,11.5,6.75,-4.75,12,6099.0,2024-07-08,2024,0.16,12.48,6011.0125,True
L,BULL,True,870.0,34.42,32,10.25,1.25,17.75,12,6142.25,2024-07-10,2024,0.192,12.51,6029.55,True
L,BULL,True,695.0,34.42,23,10.25,2.5,14.25,13,6145.75,2024-07-10,2024,0.192,12.51,6029.55,True
S,BEAR,True,1082.5,39.4,53,11.75,1.5,22.0,10,6183.25,2024-07-15,2024,0.354,12.46,6054.0375,True
S,BEAR,True,-605.0,39.4,7,11.75,15.0,-4.5,12,6156.75,2024-07-15,2024,0.354,12.46,6054.0375,True
S,BEAR,True,-630.0,41.17,22,12.25,25.5,-19.25,11,6171.75,2024-07-16,2024,0.211,13.12,6061.0,True
S,BEAR,True,695.0,38.8,67,11.75,4.75,14.25,9,6129.0,2024-07-17,2024,0.965,13.19,6068.6375,True
S,BEAR,True,182.5,38.8,24,11.75,9.0,4.0,13,6118.75,2024-07-17,2024,0.965,13.19,6068.6375,True
S,BEAR,True,2032.5,47.83,71,14.25,5.25,41.0,9,6065.25,2024-07-19,2024,0.128,15.93,6075.1875,False
S,BEAR,True,1232.5,47.83,49,14.25,5.25,25.0,11,6049.25,2024-07-19,2024,0.128,15.93,6075.1875,False
S,BEAR,True,307.5,47.83,25,14.25,13.75,6.5,13,6030.75,2024-07-19,2024,0.128,15.93,6075.1875,False
L,BULL,True,-892.5,57.95,9,17.5,86.25,-75.0,11,5995.5,2024-07-25,2024,0.159,18.04,6080.875,False
S,BEAR,True,2007.5,57.95,18,17.5,10.25,40.5,13,5961.0,2024-07-25,2024,0.159,18.04,6080.875,False
S,BEAR,True,-930.0,60.7,16,18.25,24.75,-0.75,9,5976.5,2024-07-29,2024,0.234,16.39,6074.0625,False
S,BEAR,True,3045.0,59.85,70,18.0,2.25,61.25,9,5981.25,2024-07-30,2024,0.251,16.6,6072.525,False
L,BULL,True,-1167.5,76.8,10,23.0,63.75,-27.5,11,5732.0,2024-08-05,2024,3.634,23.39,6046.725,False
S,BEAR,True,-1167.5,76.8,22,23.0,28.25,-6.0,13,5698.5,2024-08-05,2024,3.634,23.39,6046.725,False
L,BULL,True,620.0,99.65,29,30.0,12.0,12.75,12,5921.25,2024-08-13,2024,0.59,20.71,5940.175,False
S,BEAR,True,-367.5,71.85,59,21.5,14.0,-7.0,10,6094.25,2024-08-20,2024,0.012,14.65,5920.4,True
S,BEAR,True,-367.5,63.42,56,19.0,17.75,-7.0,10,6109.25,2024-08-21,2024,0.098,15.88,5921.875,True
S,BEAR,True,2170.0,53.9,67,16.25,3.5,43.75,9,6117.75,2024-08-22,2024,0.302,16.27,5929.825,True
S,BEAR,True,457.5,51.98,60,15.5,6.0,9.5,10,6116.5,2024-08-26,2024,0.171,15.86,5945.0125,True
S,BEAR,True,-392.5,51.98,24,15.5,15.25,-7.5,13,6099.5,2024-08-26,2024,0.171,15.86,5945.0125,True
L,BULL,True,107.5,52.0,64,15.5,15.25,2.5,9,6118.0,2024-08-27,2024,0.127,16.15,5951.5,True
S,BEAR,True,-767.5,49.83,6,15.0,35.0,-19.75,13,6062.5,2024-08-28,2024,0.074,15.43,5961.525,True
L,BULL,True,-792.5,51.62,15,15.5,63.0,-43.25,11,6137.0,2024-08-29,2024,0.399,17.11,5963.4875,True
S,BEAR,True,-817.5,53.65,32,16.0,52.75,-42.0,11,6088.25,2024-08-30,2024,0.222,15.65,5971.125,True
S,BEAR,True,1982.5,52.5,58,15.75,7.25,40.0,10,6060.5,2024-09-03,2024,0.631,15.55,6007.0625,True
S,BEAR,True,1420.0,52.5,35,15.75,7.25,28.75,12,6049.25,2024-09-03,2024,0.631,15.55,6007.0625,True
S,BEAR,True,870.0,60.23,51,18.0,11.75,17.75,10,6015.75,2024-09-04,2024,0.361,20.72,6021.2375,False
S,BEAR,True,282.5,59.52,47,17.75,14.5,6.0,11,5897.5,2024-09-06,2024,0.025,19.9,6044.2375,False
S,BEAR,True,-292.5,75.2,32,22.5,6.25,-5.5,12,6112.75,2024-09-17,2024,0.438,17.14,6062.6375,True
L,BULL,True,-1067.5,69.8,26,21.0,28.0,-12.5,12,6118.75,2024-09-18,2024,0.074,17.61,6063.4875,True
L,BULL,True,-617.5,72.85,37,21.75,13.25,-12.0,12,6200.25,2024-09-19,2024,1.433,18.23,6062.9875,True
S,BEAR,True,-417.5,62.98,41,19.0,11.75,-8.0,11,6183.25,2024-09-23,2024,0.304,16.15,6070.9375,True
L,BULL,True,182.5,60.27,31,18.0,13.0,4.0,12,6202.0,2024-09-24,2024,0.137,15.89,6075.15,True
S,BEAR,True,245.0,58.45,55,17.5,2.25,5.25,10,6205.0,2024-09-25,2024,0.0,15.39,6079.425,True
S,BEAR,True,-355.0,58.45,33,17.5,7.0,-6.75,12,6193.0,2024-09-25,2024,0.0,15.39,6079.425,True
S,BEAR,True,520.0,44.2,38,13.25,4.25,10.75,12,6216.0,2024-09-27,2024,0.125,15.37,6091.575,True
L,BULL,True,945.0,49.4,73,14.75,1.25,19.25,9,6162.0,2024-10-02,2024,0.182,19.26,6107.25,True
L,BULL,True,-755.0,49.4,30,14.75,15.0,2.75,10,6178.5,2024-10-02,2024,0.182,19.26,6107.25,True
L,BULL,True,-755.0,49.4,14,14.75,21.5,-3.75,10,6185.0,2024-10-02,2024,0.182,19.26,6107.25,True
L,BULL,True,-755.0,49.4,5,14.75,19.0,-1.25,11,6182.5,2024-10-02,2024,0.182,19.26,6107.25,True
L,BULL,True,-705.0,46.17,4,13.75,34.0,-8.75,11,6175.25,2024-10-03,2024,0.344,18.9,6116.4125,True
S,BEAR,True,-705.0,45.67,1,13.75,44.25,-39.5,10,6176.0,2024-10-04,2024,0.689,20.49,6125.0875,True
L,BULL,True,720.0,50.15,58,15.0,10.75,14.75,10,6200.75,2024-10-08,2024,0.389,22.64,6151.5625,True
L,BULL,True,95.0,50.5,46,15.25,13.5,2.25,11,6247.75,2024-10-09,2024,0.008,21.42,6163.4375,True
S,BEAR,True,-805.0,52.7,19,15.75,17.0,-1.75,9,6241.75,2024-10-10,2024,0.144,20.86,6174.275,True
L,BULL,True,-30.0,50.98,63,15.25,11.0,-0.25,9,6271.5,2024-10-11,2024,0.06,20.93,6182.85,True
S,BEAR,True,1270.0,49.67,60,15.0,8.25,25.75,10,6300.5,2024-10-15,2024,0.047,19.7,6201.825,True
S,BEAR,True,1245.0,49.67,47,15.0,6.25,25.25,11,6300.0,2024-10-15,2024,0.047,19.7,6201.825,True
L,BULL,True,-55.0,47.15,31,14.25,9.25,-0.75,12,6324.0,2024-10-18,2024,0.214,19.11,6225.175,True
S,BEAR,True,1682.5,45.77,47,13.75,7.25,34.0,11,6291.5,2024-10-25,2024,0.235,19.08,6249.3125,True
L,BULL,True,782.5,45.42,64,13.75,7.25,16.0,9,6281.75,2024-10-29,2024,0.167,19.8,6254.65,True
L,BULL,True,407.5,45.42,31,13.75,6.25,8.5,12,6289.25,2024-10-29,2024,0.167,19.8,6254.65,True
S,BEAR,True,1182.5,43.65,22,13.0,1.25,24.0,13,6284.5,2024-10-30,2024,0.254,19.34,6260.7125,True
L,BULL,True,-767.5,49.83,8,15.0,42.5,-19.75,9,6182.25,2024-11-04,2024,0.085,21.88,6262.45,False
L,BULL,True,-767.5,49.83,16,15.0,18.25,-8.75,13,6171.25,2024-11-04,2024,0.085,21.88,6262.45,False
L,BULL,True,-417.5,52.58,23,15.75,14.5,-8.0,13,6450.0,2024-11-08,2024,0.027,15.2,6278.425,True
S,BEAR,True,357.5,50.62,68,15.25,3.75,7.5,9,6439.5,2024-11-12,2024,0.012,14.97,6293.05,True
L,BULL,True,-780.0,50.98,19,15.25,22.0,-10.25,12,6445.5,2024-11-13,2024,0.008,14.71,6300.9125,True
L,BULL,True,-780.0,50.98,13,15.25,21.75,-10.0,12,6445.25,2024-11-13,2024,0.008,14.71,6300.9125,True
L,BULL,True,-780.0,50.67,6,15.25,43.25,-43.0,10,6423.25,2024-11-14,2024,0.07,14.02,6307.6,True
L,BULL,True,-405.0,49.6,27,15.0,8.25,-7.75,12,6393.0,2024-11-21,2024,0.409,17.16,6319.725,True
S,BEAR,True,-817.5,53.67,7,16.0,18.75,-12.75,10,6390.25,2024-11-22,2024,0.023,16.87,6325.45,True
S,BEAR,True,132.5,53.17,64,16.0,1.25,3.0,9,6429.5,2024-11-25,2024,0.613,15.24,6332.725,True
S,BEAR,True,-417.5,53.17,32,16.0,9.75,-8.0,12,6418.5,2024-11-25,2024,0.613,15.24,6332.725,True
S,BEAR,True,-855.0,55.75,28,16.75,28.75,-26.75,9,6430.75,2024-11-26,2024,0.117,14.6,6340.15,True
L,BULL,True,370.0,43.85,32,13.25,4.0,7.75,12,6475.25,2024-12-03,2024,0.123,13.34,6401.3625,True
L,BULL,True,-455.0,29.02,22,8.75,16.75,-15.25,11,6492.25,2024-12-09,2024,0.035,12.77,6428.1625,True
L,BULL,True,-417.5,27.05,13,8.0,30.5,-18.25,9,6485.75,2024-12-10,2024,0.158,14.19,6429.75,True
S,BEAR,True,582.5,27.05,46,8.0,4.5,12.0,11,6479.5,2024-12-10,2024,0.158,14.19,6429.75,True
L,BULL,True,82.5,27.32,65,8.25,3.75,2.0,9,6501.75,2024-12-11,2024,0.363,14.18,6431.525,True
L,BULL,True,-455.0,29.3,21,8.75,15.25,-12.25,13,6503.75,2024-12-16,2024,0.348,13.81,6447.05,True
L,BULL,True,-467.5,30.0,24,9.0,16.75,-6.25,11,6472.75,2024-12-17,2024,0.343,14.69,6454.9375,True
S,BEAR,True,10470.0,30.32,47,9.0,6.5,209.75,11,6481.25,2024-12-18,2024,0.012,15.87,6460.3375,True
S,BEAR,True,-792.5,51.5,5,15.5,31.0,23.0,12,6297.25,2024-12-19,2024,0.941,27.62,6456.05,False
S,BEAR,True,-1242.5,81.3,9,24.5,67.5,-29.25,9,6267.5,2024-12-30,2024,1.177,15.95,6440.7875,False
