dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,entry_px,Date,yr,gap,vix_prev,sma20,above
S,BEAR,True,357.5,84.45,51,25.25,5.0,7.5,10,6287.0,2024-12-31,2024,0.278,17.4,6432.275,False
S,BEAR,True,-1467.5,96.8,32,29.0,39.25,-28.25,9,6299.25,2025-01-03,2025,0.371,17.93,6411.175,False
S,BEAR,True,-505.0,96.8,38,29.0,20.75,-9.75,12,6317.75,2025-01-03,2025,0.371,17.93,6411.175,False
L,BULL,True,-1205.0,78.92,14,23.75,60.5,-37.75,10,6406.25,2025-01-06,2025,0.743,16.13,6401.9625,True
S,BEAR,True,-180.0,78.92,20,23.75,5.0,-3.25,13,6365.25,2025-01-06,2025,0.743,16.13,6401.9625,False
L,BULL,True,907.5,73.4,24,22.0,9.25,18.5,13,6201.25,2025-01-13,2025,0.761,19.54,6362.8125,False
S,BEAR,True,-242.5,75.62,64,22.75,12.25,-4.5,9,6228.25,2025-01-14,2025,0.398,19.19,6348.6125,False
S,BEAR,True,-1155.0,75.62,26,22.75,29.75,-22.0,10,6210.75,2025-01-14,2025,0.398,19.19,6348.6125,False
L,BULL,True,-1155.0,75.62,8,22.75,44.0,-1.75,13,6234.5,2025-01-14,2025,0.398,19.19,6348.6125,False
S,BEAR,True,-1142.5,75.08,25,22.5,32.75,-17.75,11,6310.25,2025-01-15,2025,1.183,18.71,6336.625,False
L,BULL,True,170.0,70.25,68,21.0,1.0,3.75,9,6368.25,2025-01-17,2025,0.999,16.6,6320.45,True
L,BULL,True,220.0,61.0,31,18.25,9.0,4.75,12,6425.0,2025-01-21,2025,0.133,15.81,6322.0,True
S,BEAR,True,395.0,49.75,31,15.0,1.5,8.25,12,6479.25,2025-01-24,2025,0.042,15.02,6341.2625,True
L,BULL,True,-705.0,46.12,20,13.75,14.75,23.75,10,6368.25,2025-01-27,2025,2.028,14.85,6342.775,True
S,BEAR,True,-705.0,45.45,3,13.75,43.0,-29.5,10,6404.25,2025-01-28,2025,0.113,17.9,6340.6625,True
L,BULL,True,-830.0,53.95,1,16.25,25.25,-4.75,10,6370.25,2025-02-03,2025,1.428,16.43,6364.2875,True
L,BULL,True,-830.0,53.95,2,16.25,30.0,-10.0,10,6375.5,2025-02-03,2025,1.428,16.43,6364.2875,True
S,BEAR,True,-917.5,59.77,11,18.0,37.75,-37.0,9,6393.25,2025-02-05,2025,0.0,17.21,6367.4,True
L,BULL,True,-155.0,67.05,66,20.0,14.5,-2.75,9,6428.5,2025-02-10,2025,0.461,16.54,6390.0375,True
L,BULL,True,-292.5,67.05,63,20.0,17.25,-5.5,9,6431.25,2025-02-10,2025,0.461,16.54,6390.0375,True
L,BULL,True,295.0,63.9,55,19.25,15.5,6.25,10,6427.75,2025-02-11,2025,0.296,15.81,6400.3375,True
L,BULL,True,257.5,63.9,25,19.25,3.0,5.5,13,6428.5,2025-02-11,2025,0.296,15.81,6400.3375,True
L,BULL,True,1345.0,60.38,55,18.0,17.5,27.25,10,6447.25,2025-02-13,2025,0.156,15.89,6414.7625,True
L,BULL,True,-380.0,61.17,71,18.25,14.75,-7.25,9,6482.25,2025-02-14,2025,0.027,15.1,6423.2125,True
L,BULL,True,-192.5,61.17,67,18.25,11.0,-3.5,9,6478.5,2025-02-14,2025,0.027,15.1,6423.2125,True
L,BULL,True,-155.0,61.17,17,18.25,7.25,-2.75,13,6477.75,2025-02-14,2025,0.027,15.1,6423.2125,True
S,BEAR,True,-692.5,45.3,45,13.5,15.25,-13.0,11,6476.0,2025-02-18,2025,0.042,15.37,6432.9,True
S,BEAR,True,-692.5,45.3,17,13.5,22.25,-20.0,13,6469.0,2025-02-18,2025,0.042,15.37,6432.9,True
S,BEAR,True,3095.0,41.98,60,12.5,10.0,62.25,10,6437.0,2025-02-21,2025,0.023,15.66,6436.7125,True
S,BEAR,True,782.5,41.98,24,12.5,4.5,16.0,13,6390.75,2025-02-21,2025,0.023,15.66,6436.7125,False
S,BEAR,True,-742.5,48.35,8,14.5,49.5,-31.5,10,6287.75,2025-02-25,2025,0.11,18.98,6429.7625,False
L,BULL,True,-817.5,53.25,21,16.0,70.5,-40.5,9,6357.75,2025-02-26,2025,0.154,19.43,6424.0375,False
L,BULL,True,-817.5,53.25,8,16.0,71.25,-41.25,10,6358.5,2025-02-26,2025,0.154,19.43,6424.0375,False
L,BULL,True,-1092.5,71.97,10,21.5,141.0,-92.75,9,6304.5,2025-03-03,2025,0.437,19.63,6403.375,False
S,BEAR,True,2357.5,71.97,24,21.5,12.0,47.5,13,6259.25,2025-03-03,2025,0.437,19.63,6403.375,False
S,BEAR,True,-1342.5,88.42,13,26.5,115.5,-50.5,9,6102.0,2025-03-04,2025,0.821,22.78,6395.6875,False
S,BEAR,True,-1492.5,98.47,5,29.5,109.25,-85.0,10,6102.0,2025-03-05,2025,0.37,23.51,6383.675,False
S,BEAR,True,-880.0,106.62,39,32.0,27.5,-17.25,11,6082.75,2025-03-06,2025,1.156,21.93,6371.5125,False
S,BEAR,True,-1692.5,112.03,23,33.5,72.5,-55.25,10,6060.25,2025-03-07,2025,0.525,24.87,6354.725,False
S,BEAR,True,-242.5,124.65,45,37.5,20.0,-4.5,11,5880.75,2025-03-13,2025,0.013,24.23,6268.85,False
L,BULL,True,1245.0,116.85,40,35.0,2.5,25.25,11,5993.75,2025-03-17,2025,0.18,21.77,6214.05,False
S,BEAR,True,-705.0,106.8,56,32.0,22.0,-13.75,10,5951.0,2025-03-18,2025,0.328,20.51,6190.6125,False
S,BEAR,True,-692.5,106.8,34,32.0,21.75,-13.5,12,5951.25,2025-03-18,2025,0.328,20.51,6190.6125,False
L,BULL,True,-1517.5,99.67,20,30.0,30.5,21.75,11,6003.0,2025-03-19,2025,0.226,21.7,6164.4,False
S,BEAR,True,-1442.5,95.22,19,28.5,56.25,-52.75,9,5956.5,2025-03-21,2025,0.874,19.8,6117.5625,False
L,BULL,True,920.0,95.22,34,28.5,12.25,18.75,12,5990.5,2025-03-21,2025,0.874,19.8,6117.5625,False
S,BEAR,True,-630.0,90.42,27,27.25,20.5,-12.25,12,6095.5,2025-03-24,2025,1.061,19.28,6099.2875,False
S,BEAR,True,-1380.0,90.42,19,27.25,27.5,-19.25,13,6088.5,2025-03-24,2025,1.061,19.28,6099.2875,False
S,BEAR,True,2482.5,73.2,60,22.0,0.25,50.0,10,6098.75,2025-03-26,2025,0.078,17.15,6077.2125,True
S,BEAR,True,1707.5,73.2,53,22.0,0.5,34.5,10,6083.25,2025-03-26,2025,0.078,17.15,6077.2125,True
S,BEAR,True,970.0,73.2,41,22.0,2.75,19.75,11,6068.5,2025-03-26,2025,0.078,17.15,6077.2125,False
S,BEAR,True,-167.5,73.2,26,22.0,12.0,-3.0,13,6045.75,2025-03-26,2025,0.078,17.15,6077.2125,False
S,BEAR,True,432.5,69.4,28,20.75,13.5,9.0,12,5913.5,2025-03-28,2025,0.323,18.69,6054.4125,False
S,BEAR,True,-442.5,79.3,35,23.75,13.75,-8.5,12,5956.5,2025-04-01,2025,0.114,22.28,6020.9,False
S,BEAR,True,-1205.0,79.3,8,23.75,48.75,-43.5,13,5921.5,2025-04-01,2025,0.114,22.28,6020.9,False
S,BEAR,True,2732.5,88.3,28,26.5,0.5,55.0,12,5779.5,2025-04-03,2025,3.988,21.51,6004.35,False
S,BEAR,True,-2680.0,177.72,16,53.25,500.5,-464.25,10,5310.0,2025-04-09,2025,0.57,52.33,5890.925,False
L,BULL,True,5482.5,177.72,27,53.25,21.75,110.0,12,5664.25,2025-04-09,2025,0.57,52.33,5890.925,False
S,BEAR,True,-3630.0,240.82,21,72.25,113.75,-92.75,10,5595.0,2025-04-11,2025,0.677,40.72,5868.9125,False
L,BULL,True,245.0,240.82,18,72.25,20.0,5.25,13,5682.5,2025-04-11,2025,0.677,40.72,5868.9125,False
S,BEAR,True,-1480.0,245.55,48,73.75,70.5,-29.25,11,5699.0,2025-04-14,2025,1.688,37.56,5854.8875,False
S,BEAR,True,557.5,242.2,29,72.75,5.0,11.5,12,5730.25,2025-04-15,2025,0.201,30.89,5840.35,False
S,BEAR,True,-1055.0,235.43,45,70.75,33.5,-20.75,11,5450.0,2025-04-21,2025,1.224,29.65,5787.5875,False
S,BEAR,True,-1867.5,235.43,30,70.75,49.75,-37.0,12,5433.75,2025-04-21,2025,1.224,29.65,5787.5875,False
S,BEAR,True,-1867.5,235.43,19,70.75,49.75,-37.0,13,5433.75,2025-04-21,2025,1.224,29.65,5787.5875,False
L,BULL,True,2445.0,169.85,61,51.0,8.75,49.25,10,5763.0,2025-04-24,2025,0.193,28.45,5714.1125,True
L,BULL,True,2257.5,169.85,51,51.0,8.25,45.5,10,5766.75,2025-04-24,2025,0.193,28.45,5714.1125,True
S,BEAR,True,-1967.5,130.15,28,39.0,48.25,-47.5,9,5796.75,2025-04-25,2025,0.194,26.47,5702.2875,True
S,BEAR,True,-917.5,105.35,33,31.5,29.25,-18.0,12,5858.5,2025-04-29,2025,0.236,25.15,5689.3625,True
S,BEAR,True,1832.5,111.3,38,33.5,22.0,37.0,12,5936.75,2025-05-01,2025,0.666,24.7,5682.95,True
L,BULL,True,795.0,104.38,63,31.25,10.5,16.25,9,5985.75,2025-05-02,2025,1.309,24.6,5675.7625,True
L,BULL,True,-1380.0,90.88,6,27.25,57.0,-1.75,9,5943.5,2025-05-07,2025,0.237,24.76,5742.5875,True
S,BEAR,True,-1380.0,90.88,9,27.25,43.75,-20.0,13,5921.75,2025-05-07,2025,0.237,24.76,5742.5875,True
L,BULL,True,-1330.0,87.17,42,26.25,47.0,-44.25,11,6020.0,2025-05-08,2025,0.631,23.55,5774.5,True
S,BEAR,True,-92.5,76.78,23,23.0,8.75,-1.5,13,6199.25,2025-05-14,2025,0.165,18.22,5849.175,True
L,BULL,True,445.0,61.2,47,18.25,1.0,9.25,11,6254.25,2025-05-19,2025,0.962,17.24,5936.6875,True
S,BEAR,True,1345.0,61.58,25,18.5,13.0,27.25,13,6170.75,2025-05-21,2025,0.605,18.09,6008.225,True
L,BULL,True,-5.0,64.53,66,19.25,15.25,0.25,9,6149.25,2025-05-22,2025,0.041,20.87,6030.8375,True
L,BULL,True,1295.0,57.67,52,17.25,0.75,26.25,10,6204.25,2025-05-27,2025,0.077,20.57,6077.9125,True
L,BULL,True,670.0,57.67,33,17.25,2.5,13.75,12,6216.75,2025-05-27,2025,0.077,20.57,6077.9125,True
L,BULL,True,357.5,57.67,21,17.25,8.75,7.5,13,6223.0,2025-05-27,2025,0.077,20.57,6077.9125,True
L,BULL,True,-892.5,58.67,16,17.5,30.5,-21.0,12,6214.25,2025-05-28,2025,0.004,18.96,6095.6125,True
L,BULL,True,-930.0,61.1,5,18.25,39.25,-5.5,10,6213.75,2025-05-29,2025,0.844,19.31,6110.4625,True
S,BEAR,True,-955.0,62.33,10,18.75,57.0,-41.0,12,6166.25,2025-05-30,2025,0.117,19.18,6125.8875,True
S,BEAR,True,1182.5,58.23,16,17.5,3.5,24.0,13,6264.75,2025-06-05,2025,0.263,17.61,6184.325,True
S,BEAR,True,220.0,61.02,70,18.25,7.75,4.75,9,6303.5,2025-06-06,2025,0.841,18.48,6197.575,True
L,BULL,True,-867.5,56.42,26,17.0,45.5,-22.25,9,6342.25,2025-06-11,2025,0.284,16.95,6228.0125,True
L,BULL,True,-867.5,56.42,15,17.0,54.25,-31.0,9,6351.0,2025-06-11,2025,0.284,16.95,6228.0125,True
S,BEAR,True,1270.0,56.42,54,17.0,3.25,25.75,10,6345.75,2025-06-11,2025,0.284,16.95,6228.0125,True
S,BEAR,True,182.5,56.42,16,17.0,0.75,4.0,13,6324.0,2025-06-11,2025,0.284,16.95,6228.0125,True
S,BEAR,True,1845.0,47.83,61,14.25,6.25,37.25,10,6310.0,2025-06-17,2025,0.478,19.11,6243.6,True
S,BEAR,True,-5.0,47.83,20,14.25,12.0,0.25,13,6273.0,2025-06-17,2025,0.478,19.11,6243.6,True
S,BEAR,True,-692.5,44.85,12,13.5,13.75,-0.75,11,6256.75,2025-06-20,2025,1.324,22.17,6254.875,True
S,BEAR,True,70.0,44.85,19,13.5,8.25,1.75,13,6259.25,2025-06-20,2025,1.324,22.17,6254.875,True
L,BULL,True,-80.0,50.9,17,15.25,4.25,-1.25,13,6426.5,2025-06-26,2025,0.317,16.76,6285.925,True
L,BULL,True,395.0,49.83,32,15.0,13.75,8.25,12,6473.0,2025-06-30,2025,0.445,16.32,6309.1375,True
L,BULL,True,657.5,48.08,60,14.5,1.75,13.5,10,6494.25,2025-07-02,2025,0.0,16.83,6331.6875,True
L,BULL,True,445.0,48.08,45,14.5,2.25,9.25,11,6498.5,2025-07-02,2025,0.0,16.83,6331.6875,True
L,BULL,True,282.5,48.08,38,14.5,3.75,6.0,12,6501.75,2025-07-02,2025,0.0,16.83,6331.6875,True
S,BEAR,True,-80.0,38.33,70,11.5,1.5,-1.25,9,6543.5,2025-07-09,2025,0.353,16.81,6389.7,True
L,BULL,True,870.0,38.33,28,11.5,2.75,17.75,12,6527.0,2025-07-09,2025,0.353,16.81,6389.7,True
L,BULL,True,-605.0,39.3,16,11.75,14.25,-12.25,13,6567.5,2025-07-10,2025,0.031,15.94,6400.9375,True
S,BEAR,True,-330.0,42.75,34,12.75,9.0,-6.25,12,6563.0,2025-07-18,2025,0.175,16.52,6478.275,True
L,BULL,True,-680.0,44.42,19,13.25,30.75,-23.75,12,6606.75,2025-07-21,2025,0.171,16.41,6493.8625,True
L,BULL,True,570.0,41.83,55,12.5,2.75,11.75,10,6648.25,2025-07-25,2025,0.011,15.39,6541.1,True
L,BULL,True,95.0,41.83,35,12.5,1.5,2.25,12,6657.75,2025-07-25,2025,0.011,15.39,6541.1,True
L,BULL,True,-80.0,41.83,26,12.5,5.0,-1.25,13,6661.25,2025-07-25,2025,0.011,15.39,6541.1,True
L,BULL,True,-180.0,41.83,16,12.5,7.0,-3.25,13,6663.25,2025-07-25,2025,0.011,15.39,6541.1,True
S,BEAR,True,-505.0,41.25,19,12.5,11.75,-9.75,13,6648.5,2025-07-28,2025,0.06,14.93,6551.375,True
S,BEAR,True,370.0,40.35,44,12.0,7.75,7.75,11,6646.5,2025-07-29,2025,0.203,15.03,6560.225,True
S,BEAR,True,-767.5,50.4,14,15.0,23.0,-3.5,10,6560.75,2025-08-05,2025,0.004,17.52,6582.225,False
S,BEAR,True,-917.5,60.15,11,18.0,23.0,11.5,10,6643.5,2025-08-11,2025,0.135,15.15,6597.2,True
S,BEAR,True,495.0,60.15,19,18.0,2.0,10.25,13,6642.25,2025-08-11,2025,0.135,15.15,6597.2,True
L,BULL,True,445.0,62.0,34,18.5,2.0,9.25,12,6692.25,2025-08-12,2025,0.403,16.25,6601.625,True
L,BULL,True,232.5,62.0,17,18.5,0.75,5.0,13,6696.5,2025-08-12,2025,0.403,16.25,6601.625,True
L,BULL,True,-142.5,60.5,27,18.25,5.5,-2.5,12,6719.0,2025-08-14,2025,0.286,14.49,6620.375,True
S,BEAR,True,695.0,46.45,58,14.0,5.75,14.25,10,6683.0,2025-08-19,2025,0.041,14.99,6640.1875,True
L,BULL,True,720.0,46.52,38,14.0,13.0,14.75,12,6633.5,2025-08-20,2025,0.086,15.57,6644.6375,False
L,BULL,True,1470.0,47.55,63,14.25,4.25,29.75,9,6691.25,2025-08-26,2025,0.123,14.79,6649.1875,True
L,BULL,True,1170.0,47.55,41,14.25,8.75,23.75,11,6697.25,2025-08-26,2025,0.123,14.79,6649.1875,True
L,BULL,True,-717.5,46.8,5,14.0,43.0,24.25,9,6649.75,2025-09-02,2025,1.262,16.12,6680.1875,False
L,BULL,True,1557.5,45.27,50,13.5,3.75,31.5,11,6718.25,2025-09-04,2025,0.078,16.35,6690.2,True
L,BULL,True,1470.0,45.27,46,13.5,5.5,29.75,11,6720.0,2025-09-04,2025,0.078,16.35,6690.2,True
L,BULL,True,1045.0,45.27,20,13.5,1.25,21.25,13,6728.5,2025-09-04,2025,0.078,16.35,6690.2,True
S,BEAR,True,-280.0,46.67,35,14.0,6.25,-5.25,12,6737.25,2025-09-08,2025,0.242,15.18,6700.3625,True
S,BEAR,True,-317.5,46.67,17,14.0,7.0,-6.0,13,6736.5,2025-09-08,2025,0.242,15.18,6700.3625,True
L,BULL,True,720.0,46.33,24,14.0,0.25,14.75,13,6748.25,2025-09-09,2025,0.004,15.11,6705.8875,True
L,BULL,True,-5.0,47.05,48,14.0,6.25,0.25,11,6826.25,2025-09-11,2025,0.299,15.35,6711.5,True
L,BULL,True,-317.5,47.62,38,14.25,10.25,-6.0,12,6828.25,2025-09-12,2025,0.026,14.71,6717.0,True
S,BEAR,True,-155.0,45.38,65,13.5,7.5,-2.75,9,6847.25,2025-09-16,2025,0.164,15.69,6730.35,True
S,BEAR,True,-192.5,45.38,52,13.5,8.25,-3.5,10,6846.5,2025-09-16,2025,0.164,15.69,6730.35,True
L,BULL,True,45.0,45.38,23,13.5,4.5,1.25,13,6848.75,2025-09-16,2025,0.164,15.69,6730.35,True
L,BULL,True,-630.0,40.88,29,12.25,49.0,4.5,10,6838.5,2025-09-17,2025,0.036,16.36,6739.4125,True
L,BULL,True,657.5,43.42,33,13.0,0.75,13.5,12,6886.5,2025-09-19,2025,0.211,15.7,6761.4,True
L,BULL,True,482.5,43.42,23,13.0,3.0,10.0,13,6890.0,2025-09-19,2025,0.211,15.7,6761.4,True
S,BEAR,True,1507.5,41.35,60,12.5,0.5,30.5,10,6925.5,2025-09-23,2025,0.054,16.1,6781.9875,True
S,BEAR,True,-255.0,42.9,34,12.75,5.5,-4.75,12,6873.0,2025-09-24,2025,0.156,16.64,6790.6875,True
L,BULL,True,-680.0,43.98,24,13.25,37.75,-0.5,10,6840.5,2025-09-25,2025,0.571,16.18,6798.1375,True
L,BULL,True,-680.0,43.98,9,13.25,44.75,-7.5,11,6847.5,2025-09-25,2025,0.571,16.18,6798.1375,True
L,BULL,True,895.0,48.3,73,14.5,14.25,18.25,9,6885.75,2025-09-30,2025,0.091,16.12,6819.7375,True
L,BULL,True,957.5,48.3,68,14.5,13.0,19.5,9,6884.5,2025-09-30,2025,0.091,16.12,6819.7375,True
L,BULL,True,-742.5,48.3,7,14.5,17.25,14.0,11,6890.0,2025-09-30,2025,0.091,16.12,6819.7375,True
S,BEAR,True,-755.0,49.52,29,14.75,20.75,-16.25,10,6929.25,2025-10-02,2025,0.343,16.29,6843.15,True
L,BULL,True,395.0,49.52,33,14.75,1.5,8.25,12,6937.25,2025-10-02,2025,0.343,16.29,6843.15,True
L,BULL,True,-742.5,48.62,25,14.5,35.5,-27.75,10,6968.0,2025-10-03,2025,0.072,16.63,6852.9375,True
S,BEAR,True,-230.0,46.83,42,14.0,5.75,-4.25,11,6940.5,2025-10-07,2025,0.118,16.37,6875.0375,True
S,BEAR,True,9345.0,45.45,74,13.75,6.25,187.25,9,6970.75,2025-10-10,2025,0.133,16.43,6901.125,True
S,BEAR,True,-705.0,45.45,0,13.75,21.25,66.0,11,6849.5,2025-10-10,2025,0.133,16.43,6901.125,False
L,BULL,True,757.5,63.98,55,19.25,3.25,15.5,10,6843.25,2025-10-14,2025,0.848,19.03,6900.1125,False
L,BULL,True,-980.0,63.98,27,19.25,48.0,-33.75,12,6892.5,2025-10-14,2025,0.848,19.03,6900.1125,False
L,BULL,True,-980.0,63.98,12,19.25,47.75,-33.5,13,6892.25,2025-10-14,2025,0.848,19.03,6900.1125,False
S,BEAR,True,57.5,71.85,47,21.5,11.0,1.5,11,6895.0,2025-10-15,2025,0.755,20.81,6900.55,False
S,BEAR,True,-1092.5,71.85,24,21.5,24.0,-14.5,13,6879.0,2025-10-15,2025,0.755,20.81,6900.55,False
S,BEAR,True,-1167.5,76.95,2,23.0,43.5,8.75,11,6839.75,2025-10-16,2025,0.239,20.64,6903.075,False
L,BULL,True,1070.0,73.78,65,22.25,7.0,21.75,9,7066.75,2025-10-27,2025,0.821,16.37,6918.475,True
L,BULL,True,895.0,73.78,36,22.25,4.0,18.25,12,7070.25,2025-10-27,2025,0.821,16.37,6918.475,True
S,BEAR,True,1120.0,53.42,60,16.0,5.25,22.75,10,7073.25,2025-10-31,2025,0.386,16.91,6951.95,True
S,BEAR,True,1207.5,52.58,58,15.75,8.25,24.5,10,7006.25,2025-11-04,2025,1.069,17.17,6962.3,True
L,BULL,True,-842.5,54.98,31,16.5,31.75,-29.5,12,7030.25,2025-11-05,2025,0.068,19.0,6964.15,True
S,BEAR,True,1632.5,52.92,68,16.0,1.25,33.0,9,6971.25,2025-11-06,2025,0.143,18.01,6965.1,True
S,BEAR,True,-867.5,56.75,17,17.0,91.0,-89.0,10,6850.0,2025-11-07,2025,0.522,19.5,6964.15,False
S,BEAR,True,-980.0,64.58,6,19.25,66.25,-62.75,10,6978.0,2025-11-10,2025,0.796,19.08,6971.925,True
S,BEAR,True,-530.0,69.12,64,20.75,15.5,-10.25,9,7047.25,2025-11-12,2025,0.181,17.28,6990.3375,True
L,BULL,True,-1005.0,66.22,17,19.75,48.0,-17.25,11,6972.5,2025-11-13,2025,0.45,17.51,6998.5375,False
L,BULL,True,-1567.5,103.7,9,31.0,39.75,-13.0,11,6818.5,2025-11-21,2025,0.364,26.42,6982.2125,False
L,BULL,True,-1567.5,103.7,10,31.0,55.5,-42.5,13,6848.0,2025-11-21,2025,0.364,26.42,6982.2125,False
S,BEAR,True,-1742.5,114.92,14,34.5,43.0,-26.5,9,6982.25,2025-11-26,2025,0.32,18.56,6955.9,True
L,BULL,True,770.0,84.8,61,25.5,8.5,15.75,10,7027.0,2025-12-03,2025,0.153,16.59,6947.1,True
L,BULL,True,-142.5,84.8,23,25.5,7.5,-2.5,13,7045.25,2025-12-03,2025,0.153,16.59,6947.1,True
S,BEAR,True,-255.0,61.38,41,18.5,15.0,-4.75,11,7054.0,2025-12-05,2025,0.135,15.78,6954.5,True
S,BEAR,True,-605.0,51.38,21,15.5,14.75,-11.75,13,7021.5,2025-12-08,2025,0.078,15.41,6960.4875,True
L,BULL,True,-742.5,48.62,4,14.5,35.75,-15.25,12,7028.5,2025-12-12,2025,0.233,14.85,6965.9375,True
L,BULL,True,45.0,55.17,20,16.5,4.25,1.25,13,7000.75,2025-12-15,2025,0.517,15.74,6969.4625,True
L,BULL,True,-905.0,59.17,4,17.75,78.75,-59.75,9,6974.25,2025-12-17,2025,0.179,16.48,6983.7,False
S,BEAR,True,345.0,59.17,52,17.75,13.25,7.25,10,6921.75,2025-12-17,2025,0.179,16.48,6983.7,False
S,BEAR,True,157.5,59.17,48,17.75,17.0,3.5,11,6918.0,2025-12-17,2025,0.179,16.48,6983.7,False
S,BEAR,True,82.5,59.17,32,17.75,3.0,2.0,12,6916.5,2025-12-17,2025,0.179,16.48,6983.7,False
S,BEAR,True,-430.0,59.17,26,17.75,10.25,-8.25,13,6906.25,2025-12-17,2025,0.179,16.48,6983.7,False
L,BULL,True,45.0,65.42,38,19.75,9.0,1.25,12,7008.25,2025-12-19,2025,0.367,16.87,6997.6125,True
L,BULL,True,107.5,66.38,44,20.0,4.25,2.5,11,7048.75,2025-12-22,2025,0.46,14.91,7007.8125,True
L,BULL,True,1120.0,64.05,68,19.25,0.25,22.75,9,7055.0,2025-12-23,2025,0.17,14.08,7015.275,True
S,BEAR,True,195.0,61.08,64,18.25,4.25,4.25,9,7102.0,2025-12-26,2025,0.049,13.47,7025.6625,True
S,BEAR,True,-680.0,44.23,2,13.25,31.5,-25.75,13,6997.25,2026-01-02,2026,0.431,14.95,7035.175,False
L,BULL,True,-67.5,41.95,73,12.5,5.5,-1.0,9,7065.5,2026-01-05,2026,0.445,14.51,7034.1875,True
L,BULL,True,-405.0,41.95,63,12.5,12.25,-7.75,9,7072.25,2026-01-05,2026,0.445,14.51,7034.1875,True
L,BULL,True,-605.0,38.8,6,11.75,42.75,-41.75,11,7121.75,2026-01-07,2026,0.028,14.75,7037.6125,True
S,BEAR,True,-605.0,39.55,2,11.75,46.5,-33.0,9,7091.0,2026-01-09,2026,0.085,15.45,7042.9,True
L,BULL,True,370.0,42.65,53,12.75,4.0,7.75,10,7128.75,2026-01-12,2026,0.484,14.49,7045.6125,True
S,BEAR,True,-730.0,47.38,2,14.25,37.75,-31.5,10,7053.0,2026-01-14,2026,0.404,15.98,7053.2625,False
S,BEAR,True,607.5,49.48,15,14.75,1.0,12.5,13,7108.5,2026-01-16,2026,0.215,15.84,7063.8,True
L,BULL,True,-5.0,46.35,0,14.0,0.5,0.25,11,7033.0,2026-01-19,2026,1.12,15.86,7072.875,False
L,BULL,True,82.5,53.4,70,16.0,5.0,2.0,9,7124.75,2026-01-27,2026,0.201,16.15,7071.675,True
L,BULL,True,1995.0,51.4,37,15.5,1.5,40.25,12,7069.25,2026-01-29,2026,0.067,16.35,7077.525,False
L,BULL,True,1057.5,51.4,17,15.5,6.75,21.5,13,7088.0,2026-01-29,2026,0.067,16.35,7077.525,True
S,BEAR,True,945.0,67.17,65,20.25,20.0,19.25,9,7081.0,2026-02-03,2026,0.07,16.34,7088.15,False
S,BEAR,True,595.0,67.17,52,20.25,3.25,12.25,10,7074.0,2026-02-03,2026,0.07,16.34,7088.15,False
S,BEAR,True,-1092.5,72.0,29,21.5,27.0,-19.75,11,7023.5,2026-02-04,2026,0.106,18.0,7085.8875,False
L,BULL,True,-1080.0,71.03,13,21.25,53.5,-37.75,11,6973.5,2026-02-05,2026,0.99,18.64,7084.05,False
L,BULL,True,657.5,74.8,34,22.5,5.0,13.5,12,7053.0,2026-02-06,2026,0.584,21.77,7076.625,False
L,BULL,True,720.0,74.8,22,22.5,0.5,14.75,13,7051.75,2026-02-06,2026,0.584,21.77,7076.625,False
S,BEAR,True,532.5,82.42,15,24.75,1.75,11.0,13,7117.0,2026-02-09,2026,0.156,17.76,7073.75,True
S,BEAR,True,432.5,85.7,22,25.75,7.0,9.0,13,7095.25,2026-02-10,2026,0.053,17.36,7072.225,True
S,BEAR,True,1482.5,90.3,42,27.0,12.0,30.0,11,7006.0,2026-02-12,2026,0.268,17.65,7070.3875,False
S,BEAR,True,-1367.5,90.3,11,27.0,32.75,9.25,12,6985.25,2026-02-12,2026,0.268,17.65,7070.3875,False
L,BULL,True,-1417.5,93.05,50,28.0,41.0,-21.25,10,6993.75,2026-02-13,2026,0.065,20.82,7064.125,False
L,BULL,True,-705.0,89.45,22,26.75,22.0,-13.75,13,6995.5,2026-02-17,2026,0.276,21.2,7055.0,False
S,BEAR,True,382.5,85.65,22,25.75,4.5,8.0,13,7021.25,2026-02-18,2026,0.172,20.29,7056.1125,False
L,BULL,True,532.5,81.3,45,24.5,4.0,11.0,11,7070.75,2026-02-25,2026,0.409,19.55,7039.675,True
L,BULL,True,507.5,81.3,31,24.5,0.25,10.5,12,7071.25,2026-02-25,2026,0.409,19.55,7039.675,True
L,BULL,True,1382.5,75.55,47,22.75,9.5,28.0,11,6913.25,2026-03-03,2026,1.574,21.44,7023.7,False
L,BULL,True,-80.0,79.38,52,23.75,13.75,-1.25,10,6999.75,2026-03-04,2026,0.252,23.57,7017.675,False
S,BEAR,True,170.0,80.58,48,24.25,6.75,3.75,11,6952.25,2026-03-05,2026,0.518,21.15,7015.4375,False
L,BULL,True,-1305.0,85.95,17,25.75,32.25,-21.0,13,6881.5,2026-03-06,2026,1.097,23.75,7016.075,False
L,BULL,True,3695.0,84.0,44,25.25,18.5,74.25,11,6837.25,2026-03-09,2026,0.86,29.49,7005.775,False
S,BEAR,True,20.0,92.58,45,27.75,12.5,0.75,11,6842.5,2026-03-17,2026,0.429,23.51,6950.9625,False
L,BULL,True,-380.0,92.58,25,27.75,12.5,-7.25,13,6849.0,2026-03-17,2026,0.429,23.51,6950.9625,False
