Date,book,cnt,adr_eod,swing
2022-06-17,2EL,3,170.0,-80.0
2022-06-17,2EL,3,107.5,-142.5
2022-06-21,2ES,3,-230.0,-180.0
2022-06-21,2ES,3,-1155.0,-530.0
2022-06-21,2EL,1,-292.5,-155.0
2022-06-21,2EL,1,-292.5,-330.0
2022-06-23,2EL,1,-1142.5,-417.5
2022-06-23,2ES,1,-1142.5,-55.0
2022-06-23,2ES,1,-1142.5,-167.5
2022-06-23,2ES,1,-1142.5,-217.5
2022-06-23,2ES,1,-1142.5,-455.0
2022-06-23,2EL,1,1457.5,1457.5
2022-06-28,2ES,1,4757.5,4757.5
2022-06-28,2ES,1,3945.0,3945.0
2022-06-28,2ES,1,3807.5,3807.5
2022-06-28,2ES,1,1657.5,-430.0
2022-06-28,2ES,2,1832.5,1832.5
2022-06-28,2ES,3,1782.5,1782.5
2022-06-28,2ES,1,1032.5,-342.5
2022-06-28,2ES,1,1257.5,-117.5
2022-06-28,2ES,2,1170.0,1170.0
2022-06-28,2ES,1,432.5,432.5
2022-06-29,2EL,1,-1105.0,-867.5
2022-06-29,2ES,1,-1105.0,-205.0
2022-06-29,2ES,1,-1105.0,-442.5
2022-07-01,2EL,3,2220.0,-367.5
2022-07-01,2EL,3,2782.5,2782.5
2022-07-01,2EL,3,2382.5,2382.5
2022-07-01,2EL,3,2557.5,2557.5
2022-07-01,2EL,3,2307.5,2307.5
2022-07-01,2EL,3,1532.5,-30.0
2022-07-01,2EL,3,1395.0,1395.0
2022-07-01,2EL,3,1507.5,1507.5
2022-07-01,2EL,3,632.5,-242.5
2022-07-08,2ES,3,-980.0,-642.5
2022-07-08,2ES,3,-980.0,-642.5
2022-07-12,2ES,3,1332.5,1332.5
2022-07-20,2ES,3,-955.0,-505.0
2022-07-20,2ES,3,-955.0,-267.5
2022-07-21,2EL,1,195.0,-105.0
2022-07-21,2EL,2,107.5,-355.0
2022-07-21,2EL,3,195.0,-367.5
2022-07-21,2EL,3,557.5,557.5
2022-07-21,2EL,3,620.0,620.0
2022-07-21,2EL,3,582.5,582.5
2022-07-21,2EL,3,282.5,282.5
2022-07-21,2EL,3,470.0,470.0
2022-07-22,2ES,1,557.5,557.5
2022-07-22,2ES,2,520.0,520.0
2022-07-22,2ES,1,220.0,220.0
2022-07-26,2EL,3,-42.5,-155.0
2022-07-26,2EL,3,-30.0,-317.5
2022-07-28,2EL,1,2182.5,2182.5
2022-07-28,2EL,1,1557.5,-42.5
2022-07-28,2EL,1,1457.5,-155.0
2022-07-28,2EL,2,1432.5,-55.0
2022-07-28,2EL,3,1432.5,-55.0
2022-07-28,2EL,3,1370.0,-117.5
2022-07-28,2EL,3,1370.0,-117.5
2022-07-28,2EL,1,382.5,-67.5
2022-07-28,2EL,1,532.5,-80.0
2022-07-28,2EL,2,495.0,-117.5
2022-07-28,2EL,3,445.0,-30.0
2022-07-28,2EL,3,370.0,-105.0
2022-07-28,2EL,3,282.5,-205.0
2022-07-29,2EL,1,920.0,-330.0
2022-07-29,2EL,1,1045.0,-505.0
2022-07-29,2EL,1,-1017.5,-830.0
2022-07-29,2EL,1,1082.5,1082.5
2022-08-01,2ES,3,-105.0,-55.0
2022-08-01,2ES,3,-1042.5,-692.5
2022-08-01,2ES,3,-492.5,-442.5
2022-08-01,2ES,3,-205.0,-592.5
2022-08-01,2ES,3,-392.5,-780.0
2022-08-02,2EL,1,-992.5,-292.5
2022-08-02,2EL,2,-992.5,-280.0
2022-08-02,2EL,3,-992.5,-217.5
2022-08-02,2EL,1,-992.5,-992.5
2022-08-02,2EL,1,-992.5,-317.5
2022-08-02,2EL,1,-992.5,-492.5
2022-08-03,2EL,1,520.0,520.0
2022-08-03,2EL,1,345.0,345.0
2022-08-03,2EL,1,-30.0,-67.5
2022-08-03,2EL,1,-230.0,-67.5
2022-08-04,2EL,2,-980.0,-817.5
2022-08-08,2EL,3,-867.5,-867.5
2022-08-08,2EL,3,-867.5,-630.0
2022-08-08,2ES,1,-455.0,-205.0
2022-08-09,2EL,3,-92.5,-30.0
2022-08-09,2ES,1,-142.5,-30.0
2022-08-09,2ES,1,-505.0,-267.5
2022-08-12,2EL,1,570.0,570.0
2022-08-15,2EL,1,-180.0,-180.0
2022-08-16,2ES,1,-730.0,-30.0
2022-08-16,2ES,1,-730.0,-705.0
2022-08-16,2EL,1,-80.0,-80.0
2022-08-16,2EL,1,-730.0,-230.0
2022-08-16,2EL,3,-730.0,-92.5
2022-08-18,2ES,1,-705.0,-380.0
2022-08-18,2EL,1,270.0,270.0
2022-08-19,2ES,1,7.5,-80.0
2022-08-23,2ES,3,270.0,-292.5
2022-08-24,2EL,1,-705.0,-705.0
2022-08-24,2ES,1,-705.0,-230.0
2022-08-24,2ES,2,-342.5,-92.5
2022-08-24,2ES,3,-330.0,-480.0
2022-08-24,2ES,3,-705.0,-605.0
2022-08-25,2EL,1,-705.0,-705.0
2022-08-25,2EL,1,-705.0,-705.0
2022-08-25,2ES,3,-705.0,-705.0
2022-08-26,2ES,1,2920.0,-280.0
2022-08-26,2ES,1,2907.5,2907.5
2022-08-26,2ES,1,2507.5,2507.5
2022-08-26,2ES,1,1970.0,1970.0
2022-08-26,2ES,1,1920.0,1920.0
2022-08-30,2ES,1,807.5,807.5
2022-08-30,2ES,1,-55.0,-455.0
2022-08-30,2ES,2,-5.0,-355.0
2022-08-30,2ES,3,70.0,-280.0
2022-08-30,2ES,3,107.5,-392.5
2022-08-30,2ES,3,232.5,232.5
2022-08-30,2ES,3,270.0,270.0
2022-08-30,2ES,3,-217.5,-180.0
2022-08-30,2ES,3,-842.5,-405.0
2022-08-30,2ES,1,-842.5,-30.0
2022-08-30,2ES,1,-842.5,-105.0
2022-08-30,2ES,1,-842.5,-192.5
2022-08-30,2ES,2,-842.5,-842.5
2022-08-31,2EL,3,-892.5,-267.5
2022-08-31,2EL,3,-892.5,-442.5
2022-08-31,2EL,3,-892.5,-430.0
2022-08-31,2EL,3,-892.5,-517.5
2022-09-06,2EL,3,-1017.5,-305.0
2022-09-06,2EL,3,-1017.5,-1017.5
2022-09-07,2ES,3,-1055.0,-855.0
2022-09-07,2EL,1,2020.0,2020.0
2022-09-07,2EL,1,1570.0,-355.0
2022-09-07,2EL,2,1695.0,-230.0
2022-09-07,2EL,3,1645.0,1645.0
2022-09-07,2EL,3,1995.0,1995.0
2022-09-07,2EL,1,1370.0,1370.0
2022-09-07,2EL,1,445.0,445.0
2022-09-07,2EL,1,195.0,195.0
2022-09-07,2EL,1,-167.5,-67.5
2022-09-08,2EL,1,-1117.5,-1117.5
2022-09-08,2EL,1,-1117.5,-55.0
2022-09-08,2EL,1,-1117.5,-642.5
2022-09-08,2ES,1,-1117.5,-1117.5
2022-09-08,2ES,1,-1117.5,-855.0
2022-09-08,2ES,2,-880.0,-317.5
2022-09-08,2ES,3,-942.5,-380.0
2022-09-08,2ES,3,-780.0,-217.5
2022-09-08,2ES,3,-892.5,-280.0
2022-09-09,2ES,3,-417.5,-130.0
2022-09-09,2ES,3,-1142.5,-255.0
2022-09-09,2ES,3,-467.5,-67.5
2022-09-09,2ES,3,-1142.5,-230.0
2022-09-12,2EL,3,607.5,-217.5
2022-09-12,2EL,3,545.0,545.0
2022-09-14,2ES,1,-767.5,-105.0
2022-09-14,2ES,1,-1017.5,-380.0
2022-09-14,2ES,1,-792.5,-392.5
2022-09-14,2ES,2,-555.0,-180.0
2022-09-14,2ES,3,-755.0,-130.0
2022-09-14,2ES,3,-1017.5,-392.5
2022-09-15,2EL,3,-992.5,-630.0
2022-09-15,2EL,3,-992.5,-880.0
2022-09-21,2EL,1,-980.0,-205.0
2022-09-21,2EL,2,-980.0,-292.5
2022-09-21,2EL,3,-980.0,-430.0
2022-09-21,2EL,3,-980.0,-467.5
2022-09-21,2EL,1,-980.0,-280.0
2022-09-21,2ES,1,-980.0,-417.5
2022-09-28,2EL,1,1857.5,-242.5
2022-09-28,2EL,2,1970.0,-130.0
2022-09-28,2EL,3,1820.0,-280.0
2022-09-28,2EL,1,1732.5,1732.5
2022-09-28,2EL,1,1145.0,-30.0
2022-09-28,2EL,1,1082.5,-92.5
2022-09-28,2EL,2,945.0,-230.0
2022-09-28,2EL,3,907.5,-55.0
2022-09-28,2EL,1,495.0,-467.5
2022-09-28,2EL,1,720.0,720.0
2022-09-28,2EL,2,1082.5,1082.5
2022-09-28,2EL,3,970.0,970.0
2022-09-28,2EL,3,932.5,932.5
2022-09-30,2ES,1,1920.0,1920.0
2022-10-03,2EL,1,1670.0,-105.0
2022-10-03,2EL,1,1295.0,-155.0
2022-10-03,2EL,1,1082.5,-80.0
2022-10-03,2EL,2,1245.0,-417.5
2022-10-03,2EL,1,957.5,-205.0
2022-10-03,2EL,1,1020.0,-167.5
2022-10-03,2EL,2,995.0,-667.5
2022-10-06,2EL,1,-1130.0,-905.0
2022-10-06,2ES,1,620.0,-542.5
2022-10-06,2ES,1,545.0,-617.5
2022-10-06,2EL,1,-1130.0,-105.0
2022-10-06,2EL,1,-1130.0,-105.0
2022-10-06,2EL,2,-1130.0,-542.5
2022-10-06,2EL,3,-1130.0,-755.0
2022-10-11,2EL,1,-1242.5,-1242.5
2022-10-11,2EL,1,-1242.5,-155.0
2022-10-12,2ES,2,370.0,-367.5
2022-10-12,2EL,3,-855.0,-105.0
2022-10-20,2EL,1,-1267.5,-667.5
2022-10-20,2EL,2,-1267.5,-180.0
2022-10-20,2EL,3,-1267.5,-605.0
2022-10-20,2EL,3,-1267.5,-505.0
2022-10-20,2EL,3,-1267.5,-105.0
2022-10-20,2EL,3,-1267.5,-1267.5
2022-10-20,2ES,1,957.5,957.5
2022-10-20,2ES,1,807.5,807.5
2022-10-20,2ES,1,257.5,257.5
2022-10-20,2ES,2,382.5,382.5
2022-10-20,2ES,3,332.5,332.5
2022-10-20,2ES,1,-192.5,-192.5
2022-10-20,2ES,1,-417.5,-417.5
2022-10-21,2ES,2,-1305.0,-1305.0
2022-10-21,2ES,3,-1055.0,-1255.0
2022-10-25,2ES,3,-117.5,-567.5
2022-10-25,2ES,3,-67.5,-517.5
2022-10-25,2EL,1,-530.0,-230.0
2022-10-25,2EL,1,-417.5,-117.5
2022-10-26,2ES,3,620.0,-142.5
2022-10-26,2ES,3,445.0,-67.5
2022-10-26,2ES,3,295.0,295.0
2022-10-27,2ES,3,3257.5,-55.0
2022-10-27,2ES,3,2920.0,-42.5
2022-10-27,2EL,1,-1380.0,-630.0
2022-10-27,2ES,1,2495.0,2495.0
2022-10-27,2ES,1,2170.0,-55.0
2022-10-27,2ES,2,2070.0,-155.0
2022-10-27,2ES,3,2032.5,-217.5
2022-11-02,2ES,1,-1155.0,-317.5
2022-11-02,2ES,2,-1155.0,-255.0
2022-11-02,2EL,1,-1155.0,-1155.0
2022-11-02,2EL,1,-1155.0,-1155.0
2022-11-07,2ES,3,-1205.0,-430.0
2022-11-08,2EL,1,-1180.0,-555.0
2022-11-08,2EL,1,-1180.0,-180.0
2022-11-08,2EL,2,-1180.0,-255.0
2022-11-08,2EL,3,-1180.0,-105.0
2022-11-08,2EL,3,-1180.0,-67.5
2022-11-08,2EL,3,-1180.0,-1180.0
2022-11-08,2ES,1,-1180.0,-117.5
2022-11-08,2ES,1,-1180.0,-467.5
2022-11-11,2EL,1,-1205.0,-167.5
2022-11-11,2EL,2,-1205.0,-905.0
2022-11-11,2EL,3,1495.0,1495.0
2022-11-11,2EL,3,1407.5,1407.5
2022-11-11,2EL,3,1870.0,1870.0
2022-11-11,2EL,3,1257.5,1257.5
2022-11-11,2EL,3,1370.0,1370.0
2022-11-11,2EL,3,532.5,532.5
2022-11-11,2EL,1,370.0,370.0
2022-11-11,2EL,1,107.5,107.5
2022-11-16,2ES,1,-55.0,-267.5
2022-11-16,2ES,2,-80.0,-292.5
2022-11-16,2ES,3,-80.0,-255.0
2022-11-16,2ES,3,-5.0,-180.0
2022-11-16,2ES,1,-355.0,-530.0
2022-11-16,2ES,2,-30.0,-205.0
2022-11-16,2ES,3,-5.0,-142.5
2022-11-16,2ES,3,32.5,-105.0
2022-11-16,2ES,3,-92.5,-92.5
2022-11-16,2ES,3,-355.0,-255.0
2022-11-16,2ES,1,-467.5,-367.5
2022-11-21,2EL,3,182.5,-42.5
2022-11-21,2EL,3,395.0,395.0
2022-11-21,2EL,3,-130.0,-117.5
2022-11-22,2ES,3,-917.5,-230.0
2022-11-22,2ES,3,-917.5,-242.5
2022-11-22,2ES,3,-917.5,-367.5
2022-11-23,2EL,1,-880.0,-30.0
2022-11-23,2EL,1,-880.0,-117.5
2022-11-23,2EL,2,-880.0,-80.0
2022-11-23,2EL,3,-880.0,-880.0
2022-11-23,2EL,1,820.0,820.0
2022-11-25,2EL,1,-67.5,-42.5
2022-11-29,2ES,3,-617.5,-80.0
2022-11-29,2ES,3,-617.5,-92.5
2022-11-29,2ES,3,-617.5,-617.5
2022-11-29,2ES,3,-267.5,-480.0
2022-11-30,2ES,1,-567.5,-67.5
2022-11-30,2ES,2,-567.5,-92.5
2022-11-30,2ES,1,-567.5,-217.5
2022-11-30,2ES,1,-567.5,-567.5
2022-11-30,2EL,1,3257.5,3257.5
2022-11-30,2EL,1,2570.0,2570.0
2022-12-01,2ES,1,-742.5,-742.5
2022-12-01,2EL,1,-105.0,-142.5
2022-12-01,2EL,1,-280.0,-142.5
2022-12-05,2ES,2,1032.5,1032.5
2022-12-05,2ES,1,570.0,570.0
2022-12-05,2ES,1,520.0,520.0
2022-12-05,2ES,1,620.0,620.0
2022-12-05,2ES,2,357.5,357.5
2022-12-05,2ES,1,-505.0,-167.5
2022-12-05,2ES,1,-467.5,-280.0
2022-12-06,2ES,1,1007.5,1007.5
2022-12-06,2ES,1,1007.5,1007.5
2022-12-06,2ES,2,707.5,707.5
2022-12-06,2ES,1,732.5,732.5
2022-12-06,2ES,2,807.5,807.5
2022-12-06,2ES,3,607.5,607.5
2022-12-06,2ES,1,307.5,307.5
2022-12-06,2ES,2,270.0,270.0
2022-12-06,2ES,3,220.0,220.0
2022-12-06,2ES,1,-205.0,-205.0
2022-12-06,2ES,1,-817.5,-80.0
2022-12-06,2ES,1,-817.5,-817.5
2022-12-09,2ES,1,-917.5,-430.0
2022-12-09,2ES,2,-917.5,-592.5
2022-12-09,2EL,1,-917.5,-67.5
2022-12-09,2EL,2,-917.5,-130.0
2022-12-09,2EL,1,-917.5,-330.0
2022-12-09,2EL,2,-917.5,-217.5
2022-12-09,2EL,3,-917.5,-505.0
2022-12-12,2ES,2,-967.5,-80.0
2022-12-12,2ES,3,-967.5,-967.5
2022-12-14,2ES,3,1745.0,-205.0
2022-12-14,2ES,3,1832.5,-255.0
2022-12-14,2ES,1,-1080.0,-1080.0
2022-12-19,2ES,1,907.5,-117.5
2022-12-19,2ES,2,945.0,-80.0
2022-12-19,2ES,1,782.5,-242.5
2022-12-19,2ES,2,970.0,-55.0
2022-12-19,2ES,3,982.5,-55.0
2022-12-19,2ES,3,857.5,857.5
2022-12-19,2ES,3,870.0,870.0
2022-12-19,2ES,1,-67.5,-67.5
2022-12-19,2ES,1,-380.0,-330.0
2022-12-27,2ES,1,-1042.5,-1042.5
2022-12-27,2ES,3,107.5,-117.5
2022-12-27,2ES,3,-442.5,-380.0
2022-12-28,2ES,1,1732.5,1732.5
2022-12-28,2ES,2,1795.0,1795.0
2022-12-28,2ES,1,-1017.5,-1017.5
2023-01-03,2ES,1,-842.5,-180.0
2023-01-03,2ES,1,-842.5,-480.0
2023-01-03,2ES,1,-842.5,-405.0
2023-01-03,2EL,3,382.5,-230.0
2023-01-03,2EL,3,370.0,370.0
2023-01-11,2EL,1,1270.0,1270.0
2023-01-11,2EL,1,1182.5,-55.0
2023-01-11,2EL,2,1132.5,-105.0
2023-01-11,2EL,3,1132.5,1132.5
2023-01-12,2ES,1,-917.5,-292.5
2023-01-12,2ES,2,-917.5,-917.5
2023-01-12,2EL,1,-917.5,-180.0
2023-01-12,2EL,1,-917.5,-230.0
2023-01-12,2EL,1,-917.5,-917.5
2023-01-12,2ES,3,182.5,182.5
2023-01-17,2EL,1,-855.0,-167.5
2023-01-17,2EL,2,-855.0,-855.0
2023-01-17,2ES,1,-167.5,-517.5
2023-01-17,2ES,1,220.0,-67.5
2023-01-18,2EL,1,-780.0,-780.0
2023-01-18,2ES,1,1470.0,1470.0
2023-01-18,2ES,1,1157.5,-130.0
2023-01-18,2ES,1,957.5,-180.0
2023-01-18,2ES,2,982.5,982.5
2023-01-19,2ES,1,-817.5,-817.5
2023-01-19,2EL,1,-255.0,-67.5
2023-01-19,2EL,1,-455.0,-267.5
2023-01-19,2EL,2,-480.0,-292.5
2023-01-19,2EL,1,-817.5,-155.0
2023-01-19,2EL,1,-817.5,-355.0
2023-01-20,2EL,1,2682.5,2682.5
2023-01-20,2EL,1,2545.0,2545.0
2023-01-20,2EL,2,2482.5,2482.5
2023-01-20,2EL,1,2170.0,2170.0
2023-01-20,2EL,1,1920.0,-92.5
2023-01-20,2EL,1,1895.0,-117.5
2023-01-20,2EL,1,1895.0,-30.0
2023-01-20,2EL,2,1895.0,-30.0
2023-01-20,2EL,3,1832.5,-55.0
2023-01-20,2EL,3,1832.5,-55.0
2023-01-20,2EL,3,1820.0,-105.0
2023-01-20,2EL,3,1757.5,1757.5
2023-01-20,2EL,1,907.5,907.5
2023-01-20,2EL,1,745.0,745.0
2023-01-23,2EL,1,482.5,-205.0
2023-01-23,2EL,1,-805.0,-580.0
2023-01-23,2ES,1,345.0,-417.5
2023-01-23,2EL,1,-805.0,-805.0
2023-01-30,2ES,3,695.0,695.0
2023-01-30,2ES,3,407.5,-180.0
2023-01-30,2ES,1,482.5,482.5
2023-01-30,2ES,1,107.5,107.5
2023-01-31,2ES,1,-805.0,-805.0
2023-01-31,2EL,1,1470.0,-67.5
2023-01-31,2EL,1,1382.5,-155.0
2023-01-31,2EL,1,1332.5,1332.5
2023-01-31,2EL,2,1295.0,1295.0
2023-01-31,2EL,1,1020.0,-130.0
2023-01-31,2EL,2,1057.5,1057.5
2023-01-31,2EL,3,1070.0,1070.0
2023-02-07,2EL,1,-892.5,-142.5
2023-02-07,2EL,1,-892.5,-342.5
2023-02-07,2EL,2,-892.5,-392.5
2023-02-07,2EL,3,-892.5,-892.5
2023-02-07,2EL,3,-892.5,-892.5
2023-02-08,2EL,3,-580.0,-130.0
2023-02-08,2EL,3,-692.5,-80.0
2023-02-08,2EL,3,-980.0,-730.0
2023-02-10,2ES,3,-630.0,-55.0
2023-02-10,2ES,3,-580.0,-55.0
2023-02-10,2ES,3,-955.0,-205.0
2023-02-10,2ES,3,-955.0,-442.5
2023-02-10,2ES,3,-955.0,-205.0
2023-02-10,2ES,3,-955.0,-480.0
2023-02-10,2ES,3,-517.5,-142.5
2023-02-10,2ES,3,-542.5,-555.0
2023-02-13,2EL,1,1382.5,1382.5
2023-02-13,2EL,1,682.5,-130.0
2023-02-13,2EL,1,607.5,-205.0
2023-02-13,2EL,1,720.0,-30.0
2023-02-13,2EL,1,457.5,-267.5
2023-02-14,2EL,3,720.0,720.0
2023-02-14,2EL,3,-117.5,-230.0
2023-02-14,2EL,3,-92.5,-255.0
2023-02-14,2EL,1,-192.5,-205.0
2023-02-14,2EL,1,-530.0,-255.0
2023-02-15,2ES,3,-967.5,-467.5
2023-02-15,2EL,1,632.5,632.5
2023-02-15,2EL,1,495.0,-67.5
2023-02-15,2EL,2,445.0,445.0
2023-02-17,2ES,1,-867.5,-55.0
2023-02-17,2ES,2,-867.5,-855.0
2023-02-22,2EL,3,-742.5,-155.0
2023-02-22,2EL,3,-742.5,-142.5
2023-02-22,2EL,1,-742.5,-742.5
2023-02-28,2EL,1,-692.5,-180.0
2023-03-01,2EL,3,-642.5,-267.5
2023-03-01,2EL,3,-642.5,-417.5
2023-03-01,2EL,3,-642.5,-442.5
2023-03-01,2ES,1,-80.0,-105.0
2023-03-01,2ES,1,-92.5,-155.0
2023-03-01,2ES,2,-105.0,-55.0
2023-03-02,2EL,1,1945.0,-180.0
2023-03-02,2EL,1,1982.5,-142.5
2023-03-02,2EL,1,1695.0,-430.0
2023-03-02,2EL,2,2032.5,2032.5
2023-03-02,2EL,3,1995.0,1995.0
2023-03-02,2EL,1,682.5,682.5
2023-03-02,2EL,1,545.0,545.0
2023-03-03,2EL,1,1645.0,-242.5
2023-03-03,2EL,2,1632.5,-255.0
2023-03-03,2EL,3,1695.0,1695.0
2023-03-03,2EL,3,1670.0,1670.0
2023-03-03,2EL,3,1570.0,1570.0
2023-03-03,2EL,1,1145.0,-42.5
2023-03-03,2EL,1,1107.5,1107.5
2023-03-03,2EL,1,682.5,-142.5
2023-03-03,2EL,1,732.5,-92.5
2023-03-03,2EL,2,745.0,745.0
2023-03-03,2EL,1,295.0,-55.0
2023-03-06,2EL,1,-680.0,-92.5
2023-03-06,2EL,1,-680.0,-117.5
2023-03-06,2EL,2,-680.0,-105.0
2023-03-06,2EL,1,-680.0,-267.5
2023-03-06,2EL,2,-680.0,-367.5
2023-03-07,2ES,1,2032.5,2032.5
2023-03-07,2ES,1,1232.5,-230.0
2023-03-07,2ES,2,-717.5,-117.5
2023-03-07,2ES,3,-717.5,-180.0
2023-03-07,2ES,1,-717.5,-492.5
2023-03-08,2EL,1,-742.5,-567.5
2023-03-08,2EL,1,-742.5,-730.0
2023-03-08,2EL,3,832.5,-42.5
2023-03-08,2EL,3,745.0,-130.0
2023-03-09,2ES,1,3782.5,3782.5
2023-03-09,2ES,1,3457.5,3457.5
2023-03-09,2ES,1,2057.5,2057.5
2023-03-10,2EL,1,-805.0,-542.5
2023-03-10,2EL,1,-805.0,-805.0
2023-03-17,2EL,3,-1105.0,-30.0
2023-03-17,2EL,1,-1105.0,-292.5
2023-03-17,2EL,1,-1105.0,-292.5
2023-03-20,2ES,2,-192.5,-130.0
2023-03-20,2ES,3,-217.5,-42.5
2023-03-20,2ES,3,-417.5,-242.5
2023-03-20,2ES,3,-367.5,-67.5
2023-03-22,2ES,1,-1080.0,-217.5
2023-03-22,2EL,1,-1080.0,-1080.0
2023-03-23,2ES,1,845.0,-55.0
2023-03-23,2ES,1,-1192.5,-1192.5
2023-03-24,2ES,3,-1155.0,-217.5
2023-03-24,2ES,3,-1155.0,-1155.0
2023-03-28,2ES,1,-805.0,-42.5
2023-03-28,2ES,1,-1030.0,-217.5
2023-03-28,2ES,2,-1030.0,-542.5
2023-03-28,2ES,3,-1030.0,-567.5
2023-03-31,2ES,3,-805.0,-380.0
2023-04-04,2ES,1,-305.0,-92.5
2023-04-05,2ES,1,-667.5,-330.0
2023-04-05,2ES,1,-492.5,-180.0
2023-04-05,2ES,3,-592.5,-92.5
2023-04-05,2ES,1,-792.5,-80.0
2023-04-05,2ES,1,-792.5,-467.5
2023-04-05,2EL,1,207.5,-42.5
2023-04-05,2EL,3,182.5,-67.5
2023-04-05,2EL,1,45.0,45.0
2023-04-06,2EL,1,1507.5,1507.5
2023-04-06,2EL,1,1145.0,1145.0
2023-04-06,2EL,2,1245.0,1245.0
2023-04-06,2EL,3,1395.0,1395.0
2023-04-06,2EL,3,1032.5,1032.5
2023-04-06,2EL,1,945.0,945.0
2023-04-06,2EL,1,345.0,345.0
2023-04-06,2EL,1,82.5,-117.5
2023-04-06,2EL,2,132.5,-67.5
2023-04-06,2EL,1,32.5,-167.5
2023-04-06,2EL,1,107.5,-92.5
2023-04-06,2EL,2,132.5,132.5
2023-04-06,2EL,1,-67.5,-80.0
2023-04-06,2EL,1,-67.5,-67.5
2023-04-10,2EL,1,1695.0,-42.5
2023-04-10,2EL,1,1395.0,1395.0
2023-04-11,2ES,1,-555.0,-55.0
2023-04-11,2ES,2,-555.0,-67.5
2023-04-11,2EL,3,157.5,-92.5
2023-04-11,2EL,1,120.0,-130.0
2023-04-11,2EL,1,-67.5,-55.0
2023-04-11,2EL,1,-167.5,-155.0
2023-04-11,2EL,2,-130.0,-130.0
2023-04-12,2ES,1,-542.5,-542.5
2023-04-12,2EL,1,-542.5,-205.0
2023-04-12,2EL,2,-542.5,-80.0
2023-04-12,2EL,3,-542.5,-217.5
2023-04-12,2EL,3,-542.5,-542.5
2023-04-12,2ES,1,432.5,432.5
2023-04-12,2ES,1,357.5,357.5
2023-04-13,2EL,1,1407.5,1407.5
2023-04-13,2EL,1,1582.5,1582.5
2023-04-13,2EL,2,1420.0,1420.0
2023-04-13,2EL,3,1482.5,1482.5
2023-04-13,2EL,1,1057.5,1057.5
2023-04-13,2EL,1,107.5,107.5
2023-04-14,2ES,1,-317.5,-80.0
2023-04-14,2ES,1,-605.0,-180.0
2023-04-14,2ES,1,-605.0,-342.5
2023-04-14,2ES,1,-605.0,-605.0
2023-04-14,2EL,1,-605.0,-605.0
2023-04-17,2ES,1,-642.5,-180.0
2023-04-17,2ES,2,-642.5,-242.5
2023-04-17,2ES,1,-642.5,-242.5
2023-04-17,2ES,1,-642.5,-92.5
2023-04-17,2ES,2,-642.5,-105.0
2023-04-17,2ES,3,-642.5,-142.5
2023-04-17,2ES,3,-642.5,-130.0
2023-04-17,2ES,3,-642.5,-80.0
2023-04-17,2ES,3,-642.5,-92.5
2023-04-17,2ES,3,-642.5,-217.5
2023-04-17,2ES,3,-642.5,-117.5
2023-04-18,2EL,3,82.5,-55.0
2023-04-18,2EL,3,57.5,-130.0
2023-04-18,2EL,3,157.5,-30.0
2023-04-18,2EL,3,82.5,-105.0
2023-04-18,2EL,3,45.0,-142.5
2023-04-18,2EL,3,-30.0,-55.0
2023-04-18,2EL,3,-117.5,-142.5
2023-04-21,2EL,3,257.5,-130.0
2023-04-21,2EL,3,-92.5,-55.0
2023-04-21,2EL,1,-192.5,-155.0
2023-04-21,2EL,1,-130.0,-280.0
2023-04-21,2ES,1,-92.5,-67.5
2023-04-24,2ES,1,-567.5,-92.5
2023-04-24,2ES,1,-567.5,-180.0
2023-04-24,2ES,2,-567.5,-342.5
2023-04-24,2EL,1,520.0,520.0
2023-04-24,2EL,2,495.0,495.0
2023-04-24,2EL,1,195.0,-167.5
2023-04-24,2EL,2,295.0,295.0
2023-04-25,2ES,1,1007.5,-117.5
2023-04-25,2ES,1,932.5,-55.0
2023-04-25,2ES,1,882.5,-317.5
2023-04-25,2ES,1,645.0,645.0
2023-04-25,2ES,1,557.5,557.5
2023-04-25,2ES,1,-242.5,-42.5
2023-04-25,2ES,2,-167.5,-42.5
2023-04-25,2ES,1,-355.0,-55.0
2023-04-25,2ES,1,-417.5,-117.5
2023-04-25,2ES,1,-455.0,-205.0
2023-04-25,2ES,1,-505.0,-255.0
2023-04-26,2ES,1,770.0,770.0
2023-04-26,2ES,1,707.5,707.5
2023-04-26,2ES,1,632.5,632.5
2023-04-26,2ES,1,-92.5,-105.0
2023-04-27,2EL,1,1570.0,-30.0
2023-04-27,2EL,2,1557.5,-30.0
2023-04-27,2EL,1,1520.0,-67.5
2023-04-27,2EL,2,1520.0,1520.0
2023-04-27,2EL,1,1432.5,1432.5
2023-04-28,2EL,1,-605.0,-442.5
2023-04-28,2EL,2,-605.0,-392.5
2023-04-28,2EL,3,620.0,620.0
2023-05-02,2ES,1,-592.5,-80.0
2023-05-02,2ES,1,-592.5,-192.5
2023-05-02,2ES,1,-592.5,-405.0
2023-05-02,2ES,2,-592.5,-592.5
2023-05-03,2EL,3,-655.0,-392.5
2023-05-03,2EL,3,-655.0,-467.5
2023-05-04,2ES,1,-705.0,-705.0
2023-05-08,2ES,1,-417.5,-130.0
2023-05-08,2ES,2,-492.5,-367.5
2023-05-08,2EL,1,182.5,-217.5
2023-05-08,2EL,1,157.5,-242.5
2023-05-09,2EL,3,-105.0,-130.0
2023-05-09,2EL,3,-142.5,-167.5
2023-05-09,2EL,3,-105.0,-117.5
2023-05-09,2EL,3,-67.5,-42.5
