engine,entry_dt,exit_dt,why,entry,exit,pts,pnl,window
daily,2011-01-28 00:00:00,2011-02-01 00:00:00,sma5,1929.0,1960.5,31.25,151.25,B: 2010-06..2021-06 (OOS)
daily,2011-02-22 00:00:00,2011-02-25 00:00:00,sma5,1971.25,1977.25,5.75,23.75,B: 2010-06..2021-06 (OOS)
daily,2011-03-01 00:00:00,2011-03-03 00:00:00,sma5,1956.0,1988.25,32.0,155.0,B: 2010-06..2021-06 (OOS)
daily,2011-03-10 00:00:00,2011-03-16 00:00:00,stop,1951.75,1916.75,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2011-04-11 00:00:00,2011-04-15 00:00:00,sma5,1984.0,1985.5,1.25,1.25,B: 2010-06..2021-06 (OOS)
daily,2011-05-16 00:00:00,2011-05-18 00:00:00,sma5,1988.0,2006.5,18.25,86.25,B: 2010-06..2021-06 (OOS)
daily,2011-05-23 00:00:00,2011-05-26 00:00:00,sma5,1980.5,1993.25,12.5,57.5,B: 2010-06..2021-06 (OOS)
daily,2011-11-17 00:00:00,2011-11-22 00:00:00,stop,1908.75,1873.75,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2011-12-14 00:00:00,2011-12-20 00:00:00,sma5,1908.5,1938.75,30.0,145.0,B: 2010-06..2021-06 (OOS)
daily,2012-03-06 00:00:00,2012-03-08 00:00:00,sma5,2045.25,2069.25,23.75,113.75,B: 2010-06..2021-06 (OOS)
daily,2012-04-06 00:00:00,2012-04-12 00:00:00,sma5,2083.25,2092.0,8.5,37.5,B: 2010-06..2021-06 (OOS)
daily,2012-05-04 00:00:00,2012-05-15 00:00:00,stop,2070.75,2035.75,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2012-08-23 00:00:00,2012-08-24 00:00:00,sma5,2101.5,2111.0,9.25,41.25,B: 2010-06..2021-06 (OOS)
daily,2012-08-30 00:00:00,2012-09-03 00:00:00,sma5,2096.75,2109.0,12.0,55.0,B: 2010-06..2021-06 (OOS)
daily,2012-09-25 00:00:00,2012-10-01 00:00:00,sma5,2146.5,2145.0,-1.75,-13.75,B: 2010-06..2021-06 (OOS)
daily,2012-10-10 00:00:00,2012-10-15 00:00:00,sma5,2130.5,2143.75,13.0,60.0,B: 2010-06..2021-06 (OOS)
daily,2012-10-23 00:00:00,2012-10-30 00:00:00,sma5,2116.5,2119.25,2.5,7.5,B: 2010-06..2021-06 (OOS)
daily,2013-02-20 00:00:00,2013-02-22 00:00:00,sma5,2216.25,2223.25,6.75,28.75,B: 2010-06..2021-06 (OOS)
daily,2013-02-25 00:00:00,2013-02-27 00:00:00,sma5,2194.0,2225.75,31.5,152.5,B: 2010-06..2021-06 (OOS)
daily,2013-04-17 00:00:00,2013-04-22 00:00:00,sma5,2261.25,2274.25,12.75,58.75,B: 2010-06..2021-06 (OOS)
daily,2013-05-31 00:00:00,2013-06-07 00:00:00,sma5,2344.0,2355.5,11.25,51.25,B: 2010-06..2021-06 (OOS)
daily,2013-06-20 00:00:00,2013-06-26 00:00:00,sma5,2305.0,2318.25,13.0,60.0,B: 2010-06..2021-06 (OOS)
daily,2013-08-15 00:00:00,2013-08-22 00:00:00,sma5,2375.75,2376.75,0.75,-1.25,B: 2010-06..2021-06 (OOS)
daily,2013-09-25 00:00:00,2013-09-26 00:00:00,sma5,2404.0,2412.0,7.75,33.75,B: 2010-06..2021-06 (OOS)
daily,2013-09-27 00:00:00,2013-10-01 00:00:00,sma5,2403.0,2409.5,6.25,26.25,B: 2010-06..2021-06 (OOS)
daily,2013-10-03 00:00:00,2013-10-04 00:00:00,sma5,2385.25,2399.75,14.25,66.25,B: 2010-06..2021-06 (OOS)
daily,2013-10-07 00:00:00,2013-10-10 00:00:00,sma5,2385.25,2400.75,15.25,71.25,B: 2010-06..2021-06 (OOS)
daily,2013-11-07 00:00:00,2013-11-08 00:00:00,sma5,2462.5,2484.5,21.75,103.75,B: 2010-06..2021-06 (OOS)
daily,2013-12-11 00:00:00,2013-12-16 00:00:00,sma5,2498.25,2501.5,3.0,10.0,B: 2010-06..2021-06 (OOS)
daily,2014-01-06 00:00:00,2014-01-07 00:00:00,sma5,2542.5,2553.0,10.25,46.25,B: 2010-06..2021-06 (OOS)
daily,2014-01-24 00:00:00,2014-01-30 00:00:00,sma5,2502.75,2506.25,3.25,11.25,B: 2010-06..2021-06 (OOS)
daily,2014-03-13 00:00:00,2014-03-17 00:00:00,sma5,2570.5,2581.75,11.0,50.0,B: 2010-06..2021-06 (OOS)
daily,2014-04-07 00:00:00,2014-04-09 00:00:00,sma5,2569.25,2595.5,26.0,125.0,B: 2010-06..2021-06 (OOS)
daily,2014-04-10 00:00:00,2014-04-15 00:00:00,sma5,2559.0,2572.75,13.5,62.5,B: 2010-06..2021-06 (OOS)
daily,2014-07-17 00:00:00,2014-07-18 00:00:00,sma5,2686.25,2708.75,22.25,106.25,B: 2010-06..2021-06 (OOS)
daily,2014-07-31 00:00:00,2014-08-08 00:00:00,stop,2663.0,2628.0,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2014-09-12 00:00:00,2014-09-16 00:00:00,sma5,2721.5,2739.5,17.75,83.75,B: 2010-06..2021-06 (OOS)
daily,2014-09-30 00:00:00,2014-10-02 00:00:00,stop,2708.5,2673.5,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2014-12-10 00:00:00,2014-12-15 00:00:00,stop,2773.5,2738.5,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2015-01-05 00:00:00,2015-01-08 00:00:00,sma5,2774.75,2810.75,35.75,173.75,B: 2010-06..2021-06 (OOS)
daily,2015-03-06 00:00:00,2015-03-12 00:00:00,sma5,2829.0,2821.0,-8.25,-46.25,B: 2010-06..2021-06 (OOS)
daily,2015-11-11 00:00:00,2015-11-13 00:00:00,stop,2858.5,2823.5,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2016-05-04 00:00:00,2016-05-09 00:00:00,sma5,2853.75,2861.25,7.25,31.25,B: 2010-06..2021-06 (OOS)
daily,2016-06-13 00:00:00,2016-06-16 00:00:00,sma5,2889.0,2891.25,2.0,5.0,B: 2010-06..2021-06 (OOS)
daily,2016-09-09 00:00:00,2016-09-15 00:00:00,sma5,2943.0,2964.5,21.25,101.25,B: 2010-06..2021-06 (OOS)
daily,2016-12-28 00:00:00,2017-01-03 00:00:00,sma5,3078.25,3086.0,7.5,32.5,B: 2010-06..2021-06 (OOS)
daily,2017-03-08 00:00:00,2017-03-10 00:00:00,sma5,3196.75,3204.75,7.75,33.75,B: 2010-06..2021-06 (OOS)
daily,2017-03-21 00:00:00,2017-03-28 00:00:00,sma5,3178.0,3189.25,11.0,50.0,B: 2010-06..2021-06 (OOS)
daily,2017-04-12 00:00:00,2017-04-17 00:00:00,sma5,3176.25,3182.25,5.75,23.75,B: 2010-06..2021-06 (OOS)
daily,2017-05-17 00:00:00,2017-05-19 00:00:00,sma5,3193.25,3219.0,25.5,122.5,B: 2010-06..2021-06 (OOS)
daily,2017-06-27 00:00:00,2017-06-28 00:00:00,sma5,3257.5,3282.25,24.5,117.5,B: 2010-06..2021-06 (OOS)
daily,2017-07-06 00:00:00,2017-07-07 00:00:00,sma5,3248.25,3263.0,14.5,67.5,B: 2010-06..2021-06 (OOS)
daily,2017-08-10 00:00:00,2017-08-14 00:00:00,sma5,3273.75,3304.75,30.75,148.75,B: 2010-06..2021-06 (OOS)
daily,2017-08-17 00:00:00,2017-08-22 00:00:00,sma5,3267.0,3293.5,26.25,126.25,B: 2010-06..2021-06 (OOS)
daily,2017-12-29 00:00:00,2018-01-02 00:00:00,sma5,3499.5,3525.25,25.5,122.5,B: 2010-06..2021-06 (OOS)
daily,2018-02-02 00:00:00,2018-02-05 00:00:00,stop,3588.5,3553.5,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2018-08-13 00:00:00,2018-08-16 00:00:00,sma5,3650.5,3668.25,17.5,82.5,B: 2010-06..2021-06 (OOS)
daily,2018-09-07 00:00:00,2018-09-11 00:00:00,sma5,3697.0,3714.25,17.0,80.0,B: 2010-06..2021-06 (OOS)
daily,2019-03-06 00:00:00,2019-03-08 00:00:00,stop,3593.75,3558.75,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2019-05-13 00:00:00,2019-05-15 00:00:00,sma5,3629.25,3675.5,46.0,225.0,B: 2010-06..2021-06 (OOS)
daily,2019-05-28 00:00:00,2019-05-29 00:00:00,stop,3626.0,3591.0,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2019-07-19 00:00:00,2019-07-23 00:00:00,sma5,3788.75,3820.75,31.75,153.75,B: 2010-06..2021-06 (OOS)
daily,2019-08-01 00:00:00,2019-08-02 00:00:00,stop,3766.5,3731.5,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2019-10-01 00:00:00,2019-10-02 00:00:00,stop,3770.5,3735.5,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2020-01-27 00:00:00,2020-01-30 00:00:00,sma5,4061.25,4114.75,53.25,261.25,B: 2010-06..2021-06 (OOS)
daily,2020-01-31 00:00:00,2020-02-04 00:00:00,target,4047.5,4122.5,74.75,368.75,B: 2010-06..2021-06 (OOS)
daily,2020-02-21 00:00:00,2020-02-24 00:00:00,stop,4158.75,4123.75,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2020-06-11 00:00:00,2020-06-15 00:00:00,stop,3837.75,3802.75,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2020-06-26 00:00:00,2020-06-30 00:00:00,sma5,3838.25,3888.25,49.75,243.75,B: 2010-06..2021-06 (OOS)
daily,2020-09-08 00:00:00,2020-09-09 00:00:00,stop,4171.0,4136.0,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2020-09-11 00:00:00,2020-09-14 00:00:00,sma5,4172.5,4201.0,28.25,136.25,B: 2010-06..2021-06 (OOS)
daily,2020-09-23 00:00:00,2020-09-25 00:00:00,sma5,4063.5,4118.0,54.25,266.25,B: 2010-06..2021-06 (OOS)
daily,2020-10-20 00:00:00,2020-10-22 00:00:00,sma5,4260.5,4283.0,22.25,106.25,B: 2010-06..2021-06 (OOS)
daily,2020-10-27 00:00:00,2020-10-28 00:00:00,stop,4201.0,4166.0,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2020-12-14 00:00:00,2020-12-15 00:00:00,sma5,4467.0,4509.25,42.0,205.0,B: 2010-06..2021-06 (OOS)
daily,2021-01-29 00:00:00,2021-02-01 00:00:00,stop,4519.0,4484.0,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2021-02-25 00:00:00,2021-02-26 00:00:00,stop,4644.5,4609.5,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2021-03-24 00:00:00,2021-03-25 00:00:00,stop,4709.5,4674.5,-35.25,-181.25,B: 2010-06..2021-06 (OOS)
daily,2021-05-12 00:00:00,2021-05-14 00:00:00,target,4878.75,4953.75,74.75,368.75,B: 2010-06..2021-06 (OOS)
4h,2010-07-16 05:00:00,2010-07-19 01:00:00,sma5,1730.75,1722.5,-8.5,-47.5,B: 2010-06..2021-06 (OOS)
4h,2010-07-19 09:00:00,2010-07-19 21:00:00,sma5,1717.25,1718.75,1.25,1.25,B: 2010-06..2021-06 (OOS)
4h,2010-07-21 17:00:00,2010-07-22 01:00:00,sma5,1719.5,1732.75,13.0,60.0,B: 2010-06..2021-06 (OOS)
4h,2010-07-28 13:00:00,2010-07-28 21:00:00,sma5,1757.0,1761.0,3.75,13.75,B: 2010-06..2021-06 (OOS)
4h,2010-07-30 01:00:00,2010-07-30 13:00:00,sma5,1746.0,1755.75,9.5,42.5,B: 2010-06..2021-06 (OOS)
4h,2010-08-04 01:00:00,2010-08-04 05:00:00,sma5,1769.25,1777.0,7.5,32.5,B: 2010-06..2021-06 (OOS)
4h,2010-08-06 09:00:00,2010-08-06 13:00:00,sma5,1762.75,1775.25,12.25,56.25,B: 2010-06..2021-06 (OOS)
4h,2010-08-11 01:00:00,2010-08-12 17:00:00,sma5,1759.75,1738.25,-21.75,-113.75,B: 2010-06..2021-06 (OOS)
4h,2010-09-07 05:00:00,2010-09-08 05:00:00,sma5,1748.5,1752.75,4.0,15.0,B: 2010-06..2021-06 (OOS)
4h,2010-09-23 01:00:00,2010-09-23 21:00:00,sma5,1780.0,1778.0,-2.25,-16.25,B: 2010-06..2021-06 (OOS)
4h,2010-09-27 21:00:00,2010-09-28 01:00:00,sma5,1793.75,1795.5,1.5,2.5,B: 2010-06..2021-06 (OOS)
4h,2010-09-28 05:00:00,2010-09-28 09:00:00,sma5,1786.75,1798.0,11.0,50.0,B: 2010-06..2021-06 (OOS)
4h,2010-09-29 21:00:00,2010-09-30 01:00:00,sma5,1792.0,1795.0,2.75,8.75,B: 2010-06..2021-06 (OOS)
4h,2010-10-11 17:00:00,2010-10-12 09:00:00,sma5,1811.75,1814.75,2.75,8.75,B: 2010-06..2021-06 (OOS)
4h,2010-10-19 05:00:00,2010-10-19 21:00:00,sma5,1820.0,1821.75,1.5,2.5,B: 2010-06..2021-06 (OOS)
4h,2010-10-26 01:00:00,2010-10-26 13:00:00,sma5,1836.0,1838.5,2.25,6.25,B: 2010-06..2021-06 (OOS)
4h,2010-10-28 21:00:00,2010-10-29 05:00:00,sma5,1829.5,1832.0,2.25,6.25,B: 2010-06..2021-06 (OOS)
4h,2010-11-09 09:00:00,2010-11-10 09:00:00,sma5,1868.75,1867.75,-1.25,-11.25,B: 2010-06..2021-06 (OOS)
4h,2010-11-11 21:00:00,2010-11-12 05:00:00,sma5,1853.5,1862.25,8.5,37.5,B: 2010-06..2021-06 (OOS)
4h,2010-11-12 13:00:00,2010-11-14 21:00:00,sma5,1849.75,1853.25,3.25,11.25,B: 2010-06..2021-06 (OOS)
4h,2010-12-07 13:00:00,2010-12-08 05:00:00,sma5,1875.0,1881.25,6.0,25.0,B: 2010-06..2021-06 (OOS)
4h,2010-12-14 17:00:00,2010-12-15 05:00:00,sma5,1892.5,1896.0,3.25,11.25,B: 2010-06..2021-06 (OOS)
4h,2010-12-15 17:00:00,2010-12-16 09:00:00,sma5,1889.0,1896.5,7.25,31.25,B: 2010-06..2021-06 (OOS)
4h,2011-01-05 01:00:00,2011-01-05 05:00:00,sma5,1915.75,1922.25,6.25,26.25,B: 2010-06..2021-06 (OOS)
4h,2011-01-10 05:00:00,2011-01-10 09:00:00,sma5,1917.25,1923.75,6.25,26.25,B: 2010-06..2021-06 (OOS)
4h,2011-01-19 21:00:00,2011-01-20 13:00:00,sma5,1935.5,1936.0,0.25,-3.75,B: 2010-06..2021-06 (OOS)
4h,2011-02-21 09:00:00,2011-02-22 05:00:00,sma5,1988.5,1990.5,1.75,3.75,B: 2010-06..2021-06 (OOS)
4h,2011-03-28 13:00:00,2011-03-29 09:00:00,sma5,1969.0,1977.5,8.25,36.25,B: 2010-06..2021-06 (OOS)
4h,2011-03-31 21:00:00,2011-04-01 01:00:00,sma5,1987.75,1991.0,3.0,10.0,B: 2010-06..2021-06 (OOS)
4h,2011-04-05 01:00:00,2011-04-05 05:00:00,sma5,1990.75,1994.0,3.0,10.0,B: 2010-06..2021-06 (OOS)
4h,2011-04-06 21:00:00,2011-04-07 05:00:00,sma5,1993.75,2001.0,7.0,30.0,B: 2010-06..2021-06 (OOS)
4h,2011-04-11 13:00:00,2011-04-12 21:00:00,sma5,1984.0,1979.75,-4.5,-27.5,B: 2010-06..2021-06 (OOS)
4h,2011-05-02 13:00:00,2011-05-03 05:00:00,sma5,2023.25,2022.5,-1.0,-10.0,B: 2010-06..2021-06 (OOS)
4h,2011-05-03 09:00:00,2011-05-04 01:00:00,sma5,2016.75,2020.5,3.5,12.5,B: 2010-06..2021-06 (OOS)
4h,2011-05-04 05:00:00,2011-05-04 21:00:00,sma5,2013.5,2014.5,0.75,-1.25,B: 2010-06..2021-06 (OOS)
4h,2011-07-06 05:00:00,2011-07-06 13:00:00,sma5,2001.25,2009.5,8.0,35.0,B: 2010-06..2021-06 (OOS)
4h,2011-07-11 01:00:00,2011-07-12 05:00:00,sma5,2000.5,1987.0,-13.75,-73.75,B: 2010-06..2021-06 (OOS)
4h,2011-07-26 05:00:00,2011-07-28 05:00:00,sma5,1998.5,1974.5,-24.25,-126.25,B: 2010-06..2021-06 (OOS)
4h,2011-09-01 09:00:00,2011-09-06 01:00:00,sma5,1878.75,1823.75,-55.25,-281.25,B: 2010-06..2021-06 (OOS)
4h,2011-09-09 01:00:00,2011-09-12 05:00:00,sma5,1851.0,1840.25,-11.0,-60.0,B: 2010-06..2021-06 (OOS)
4h,2011-09-18 17:00:00,2011-09-19 13:00:00,sma5,1887.0,1890.5,3.25,11.25,B: 2010-06..2021-06 (OOS)
4h,2011-09-21 09:00:00,2011-09-22 17:00:00,sma5,1882.5,1821.25,-61.5,-312.5,B: 2010-06..2021-06 (OOS)
4h,2011-10-17 09:00:00,2011-10-18 09:00:00,sma5,1893.75,1903.0,9.0,40.0,B: 2010-06..2021-06 (OOS)
4h,2011-10-19 21:00:00,2011-10-20 01:00:00,sma5,1895.25,1905.0,9.5,42.5,B: 2010-06..2021-06 (OOS)
4h,2011-10-25 13:00:00,2011-10-26 01:00:00,sma5,1919.25,1925.25,5.75,23.75,B: 2010-06..2021-06 (OOS)
4h,2011-10-31 01:00:00,2011-11-01 17:00:00,sma5,1962.0,1918.75,-43.5,-222.5,B: 2010-06..2021-06 (OOS)
4h,2011-11-09 01:00:00,2011-11-10 01:00:00,sma5,1941.5,1930.75,-11.0,-60.0,B: 2010-06..2021-06 (OOS)
4h,2011-12-08 09:00:00,2011-12-09 01:00:00,sma5,1934.0,1940.0,5.75,23.75,B: 2010-06..2021-06 (OOS)
4h,2011-12-12 09:00:00,2011-12-12 21:00:00,sma5,1927.25,1934.75,7.25,31.25,B: 2010-06..2021-06 (OOS)
4h,2011-12-14 05:00:00,2011-12-15 01:00:00,sma5,1915.5,1914.75,-1.0,-10.0,B: 2010-06..2021-06 (OOS)
4h,2011-12-28 05:00:00,2011-12-29 05:00:00,sma5,1956.0,1953.25,-3.0,-20.0,B: 2010-06..2021-06 (OOS)
4h,2012-01-05 01:00:00,2012-01-05 09:00:00,sma5,1965.0,1979.25,14.0,65.0,B: 2010-06..2021-06 (OOS)
4h,2012-01-23 17:00:00,2012-01-24 09:00:00,sma5,2009.75,2011.25,1.25,1.25,B: 2010-06..2021-06 (OOS)
4h,2012-01-29 17:00:00,2012-01-30 09:00:00,sma5,2008.75,2010.0,1.0,0.0,B: 2010-06..2021-06 (OOS)
4h,2012-02-09 21:00:00,2012-02-10 13:00:00,sma5,2045.0,2043.25,-2.0,-15.0,B: 2010-06..2021-06 (OOS)
4h,2012-02-15 13:00:00,2012-02-16 05:00:00,sma5,2042.75,2045.25,2.25,6.25,B: 2010-06..2021-06 (OOS)
4h,2012-02-21 01:00:00,2012-02-21 21:00:00,sma5,2065.25,2065.75,0.25,-3.75,B: 2010-06..2021-06 (OOS)
4h,2012-02-23 05:00:00,2012-02-23 09:00:00,sma5,2054.75,2062.25,7.25,31.25,B: 2010-06..2021-06 (OOS)
4h,2012-02-26 21:00:00,2012-02-27 09:00:00,sma5,2062.25,2069.5,7.0,30.0,B: 2010-06..2021-06 (OOS)
4h,2012-02-29 13:00:00,2012-03-01 01:00:00,sma5,2062.25,2068.75,6.25,26.25,B: 2010-06..2021-06 (OOS)
4h,2012-03-04 17:00:00,2012-03-06 17:00:00,sma5,2069.25,2049.5,-20.0,-105.0,B: 2010-06..2021-06 (OOS)
4h,2012-03-22 01:00:00,2012-03-22 17:00:00,sma5,2097.0,2098.25,1.0,0.0,B: 2010-06..2021-06 (OOS)
4h,2012-03-28 05:00:00,2012-03-29 13:00:00,sma5,2114.0,2106.0,-8.25,-46.25,B: 2010-06..2021-06 (OOS)
4h,2012-04-04 01:00:00,2012-04-04 21:00:00,sma5,2106.5,2104.5,-2.25,-16.25,B: 2010-06..2021-06 (OOS)
4h,2012-04-30 09:00:00,2012-04-30 13:00:00,sma5,2100.5,2104.0,3.25,11.25,B: 2010-06..2021-06 (OOS)
4h,2012-05-02 05:00:00,2012-05-02 21:00:00,sma5,2102.0,2105.75,3.5,12.5,B: 2010-06..2021-06 (OOS)
4h,2012-05-03 09:00:00,2012-05-07 05:00:00,sma5,2095.0,2072.0,-23.25,-121.25,B: 2010-06..2021-06 (OOS)
4h,2012-06-07 21:00:00,2012-06-08 09:00:00,sma5,2017.0,2029.25,12.0,55.0,B: 2010-06..2021-06 (OOS)
4h,2012-06-21 09:00:00,2012-06-22 01:00:00,sma5,2027.25,2025.0,-2.5,-17.5,B: 2010-06..2021-06 (OOS)
4h,2012-07-04 17:00:00,2012-07-05 01:00:00,sma5,2063.75,2068.75,4.75,18.75,B: 2010-06..2021-06 (OOS)
4h,2012-07-05 05:00:00,2012-07-05 09:00:00,sma5,2060.75,2068.0,7.0,30.0,B: 2010-06..2021-06 (OOS)
4h,2012-07-05 17:00:00,2012-07-09 13:00:00,sma5,2060.0,2047.25,-13.0,-70.0,B: 2010-06..2021-06 (OOS)
4h,2012-07-19 21:00:00,2012-07-23 17:00:00,sma5,2067.25,2044.0,-23.5,-122.5,B: 2010-06..2021-06 (OOS)
4h,2012-07-31 09:00:00,2012-08-01 01:00:00,sma5,2076.75,2079.5,2.5,7.5,B: 2010-06..2021-06 (OOS)
4h,2012-08-01 13:00:00,2012-08-02 01:00:00,sma5,2070.5,2077.0,6.25,26.25,B: 2010-06..2021-06 (OOS)
4h,2012-08-09 21:00:00,2012-08-10 09:00:00,sma5,2095.25,2098.5,3.0,10.0,B: 2010-06..2021-06 (OOS)
4h,2012-08-14 17:00:00,2012-08-15 05:00:00,sma5,2098.5,2104.0,5.25,21.25,B: 2010-06..2021-06 (OOS)
4h,2012-08-21 17:00:00,2012-08-22 05:00:00,sma5,2107.5,2110.25,2.5,7.5,B: 2010-06..2021-06 (OOS)
4h,2012-08-22 09:00:00,2012-08-22 13:00:00,sma5,2106.75,2112.5,5.5,22.5,B: 2010-06..2021-06 (OOS)
4h,2012-08-23 05:00:00,2012-08-23 21:00:00,sma5,2104.25,2102.5,-2.0,-15.0,B: 2010-06..2021-06 (OOS)
4h,2012-08-24 01:00:00,2012-08-24 09:00:00,sma5,2100.25,2110.0,9.5,42.5,B: 2010-06..2021-06 (OOS)
4h,2012-08-27 17:00:00,2012-08-28 01:00:00,sma5,2107.0,2109.75,2.5,7.5,B: 2010-06..2021-06 (OOS)
4h,2012-08-28 05:00:00,2012-08-28 09:00:00,sma5,2105.0,2108.5,3.25,11.25,B: 2010-06..2021-06 (OOS)
4h,2012-09-10 13:00:00,2012-09-11 01:00:00,sma5,2126.0,2130.5,4.25,16.25,B: 2010-06..2021-06 (OOS)
4h,2012-09-18 01:00:00,2012-09-18 13:00:00,sma5,2157.75,2162.75,4.75,18.75,B: 2010-06..2021-06 (OOS)
4h,2012-09-19 21:00:00,2012-09-20 09:00:00,sma5,2156.75,2159.0,2.0,5.0,B: 2010-06..2021-06 (OOS)
4h,2012-09-23 17:00:00,2012-09-24 13:00:00,sma5,2156.75,2161.0,4.0,15.0,B: 2010-06..2021-06 (OOS)
4h,2012-09-25 17:00:00,2012-09-26 17:00:00,sma5,2146.25,2140.75,-5.75,-33.75,B: 2010-06..2021-06 (OOS)
4h,2012-10-07 17:00:00,2012-10-08 17:00:00,sma5,2161.25,2161.0,-0.5,-7.5,B: 2010-06..2021-06 (OOS)
4h,2012-10-19 01:00:00,2012-10-22 01:00:00,sma5,2157.5,2137.75,-20.0,-105.0,B: 2010-06..2021-06 (OOS)
4h,2012-11-27 17:00:00,2012-11-28 09:00:00,sma5,2102.5,2110.75,8.0,35.0,B: 2010-06..2021-06 (OOS)
4h,2012-12-03 09:00:00,2012-12-04 01:00:00,sma5,2118.25,2115.5,-3.0,-20.0,B: 2010-06..2021-06 (OOS)
4h,2012-12-04 13:00:00,2012-12-04 17:00:00,sma5,2111.25,2116.25,4.75,18.75,B: 2010-06..2021-06 (OOS)
4h,2012-12-13 09:00:00,2012-12-14 01:00:00,sma5,2127.25,2129.5,2.0,5.0,B: 2010-06..2021-06 (OOS)
4h,2012-12-14 05:00:00,2012-12-17 05:00:00,sma5,2123.5,2126.0,2.25,6.25,B: 2010-06..2021-06 (OOS)
4h,2012-12-19 17:00:00,2012-12-20 01:00:00,sma5,2139.0,2141.5,2.25,6.25,B: 2010-06..2021-06 (OOS)
4h,2012-12-20 05:00:00,2012-12-20 09:00:00,sma5,2137.75,2146.0,8.0,35.0,B: 2010-06..2021-06 (OOS)
4h,2013-01-07 09:00:00,2013-01-07 13:00:00,sma5,2161.75,2166.0,4.0,15.0,B: 2010-06..2021-06 (OOS)
4h,2013-01-07 21:00:00,2013-01-08 01:00:00,sma5,2161.25,2164.25,2.75,8.75,B: 2010-06..2021-06 (OOS)
4h,2013-01-08 05:00:00,2013-01-08 17:00:00,sma5,2160.75,2163.5,2.5,7.5,B: 2010-06..2021-06 (OOS)
4h,2013-01-14 05:00:00,2013-01-15 09:00:00,sma5,2172.0,2171.75,-0.5,-7.5,B: 2010-06..2021-06 (OOS)
4h,2013-01-29 01:00:00,2013-01-29 05:00:00,sma5,2201.75,2206.25,4.25,16.25,B: 2010-06..2021-06 (OOS)
4h,2013-01-30 13:00:00,2013-01-31 05:00:00,sma5,2203.0,2208.0,4.75,18.75,B: 2010-06..2021-06 (OOS)
4h,2013-02-04 09:00:00,2013-02-05 01:00:00,sma5,2202.75,2208.5,5.5,22.5,B: 2010-06..2021-06 (OOS)
4h,2013-02-14 01:00:00,2013-02-14 09:00:00,sma5,2220.5,2227.25,6.5,27.5,B: 2010-06..2021-06 (OOS)
4h,2013-03-15 05:00:00,2013-03-18 05:00:00,sma5,2266.75,2260.5,-6.5,-37.5,B: 2010-06..2021-06 (OOS)
4h,2013-03-21 09:00:00,2013-03-22 05:00:00,sma5,2257.75,2261.5,3.5,12.5,B: 2010-06..2021-06 (OOS)
4h,2013-04-15 01:00:00,2013-04-16 01:00:00,sma5,2289.75,2269.0,-21.0,-110.0,B: 2010-06..2021-06 (OOS)
4h,2013-05-01 09:00:00,2013-05-02 05:00:00,sma5,2297.75,2299.25,1.25,1.25,B: 2010-06..2021-06 (OOS)
4h,2013-05-22 21:00:00,2013-05-23 09:00:00,sma5,2361.75,2365.0,3.0,10.0,B: 2010-06..2021-06 (OOS)
4h,2013-05-28 21:00:00,2013-05-29 17:00:00,sma5,2368.5,2366.0,-2.75,-18.75,B: 2010-06..2021-06 (OOS)
4h,2013-07-17 01:00:00,2013-07-17 05:00:00,sma5,2387.75,2397.0,9.0,40.0,B: 2010-06..2021-06 (OOS)
4h,2013-07-24 05:00:00,2013-07-25 09:00:00,sma5,2408.0,2404.0,-4.25,-26.25,B: 2010-06..2021-06 (OOS)
4h,2013-08-05 17:00:00,2013-08-06 01:00:00,sma5,2419.5,2423.0,3.25,11.25,B: 2010-06..2021-06 (OOS)
4h,2013-08-06 17:00:00,2013-08-07 09:00:00,sma5,2411.75,2408.75,-3.25,-21.25,B: 2010-06..2021-06 (OOS)
4h,2013-09-16 17:00:00,2013-09-17 05:00:00,sma5,2406.5,2412.75,6.0,25.0,B: 2010-06..2021-06 (OOS)
4h,2013-09-20 05:00:00,2013-09-23 01:00:00,sma5,2432.25,2423.0,-9.5,-52.5,B: 2010-06..2021-06 (OOS)
4h,2013-09-23 05:00:00,2013-09-24 05:00:00,sma5,2414.5,2409.75,-5.0,-30.0,B: 2010-06..2021-06 (OOS)
4h,2013-09-25 13:00:00,2013-09-25 21:00:00,sma5,2404.0,2408.5,4.25,16.25,B: 2010-06..2021-06 (OOS)
