Date,book,dir,variant,net,mfe_r,mfe_pts
2022-03-30,WT,S,gb50,745.0,1.61,30.5
2022-03-30,WT,S,peakK,1032.5,1.61,30.5
2022-03-30,WT,S,t1r,932.5,1.61,30.5
2022-03-30,WT,S,d1,207.5,1.61,30.5
2022-04-01,FADE,S,eod,-217.5,6.69,26.75
2022-04-01,FADE,S,gb25,170.0,6.69,26.75
2022-04-01,FADE,S,gb50,232.5,6.69,26.75
2022-04-01,FADE,S,peakK,270.0,6.69,26.75
2022-04-01,FADE,S,t1r,182.5,6.69,26.75
2022-04-01,FADE,S,d1,-217.5,6.69,26.75
2022-04-05,FADE,S,eod,-217.5,8.25,33.0
2022-04-05,FADE,S,gb25,132.5,8.25,33.0
2022-04-05,FADE,S,gb50,95.0,8.25,33.0
2022-04-05,FADE,S,peakK,107.5,8.25,33.0
2022-04-05,FADE,S,t1r,182.5,8.25,33.0
2022-04-05,FADE,S,d1,-217.5,8.25,33.0
2022-04-07,WT,S,eod,-855.0,0.81,13.5
2022-04-07,WT,S,gb25,-855.0,0.81,13.5
2022-04-07,WT,S,gb50,-855.0,0.81,13.5
2022-04-07,WT,S,peakK,-855.0,0.81,13.5
2022-04-07,WT,S,t1r,-855.0,0.81,13.5
2022-04-07,WT,S,d1,-855.0,0.81,13.5
2022-04-07,WT,S,eod,-855.0,0.57,9.5
2022-04-07,WT,S,gb25,-855.0,0.57,9.5
2022-04-07,WT,S,gb50,-855.0,0.57,9.5
2022-04-07,WT,S,peakK,-855.0,0.57,9.5
2022-04-07,WT,S,t1r,-855.0,0.57,9.5
2022-04-07,WT,S,d1,-855.0,0.57,9.5
2022-04-07,WT,S,eod,-855.0,0.03,0.5
2022-04-07,WT,S,gb25,-855.0,0.03,0.5
2022-04-07,WT,S,gb50,-855.0,0.03,0.5
2022-04-07,WT,S,peakK,-855.0,0.03,0.5
2022-04-07,WT,S,t1r,-855.0,0.03,0.5
2022-04-07,WT,S,d1,-855.0,0.03,0.5
2022-04-13,WT,L,eod,1557.5,2.31,42.75
2022-04-13,WT,L,gb25,807.5,2.31,42.75
2022-04-13,WT,L,gb50,520.0,2.31,42.75
2022-04-13,WT,L,peakK,620.0,2.31,42.75
2022-04-13,WT,L,t1r,907.5,2.31,42.75
2022-04-13,WT,L,d1,1557.5,2.31,42.75
2022-04-13,WT,L,eod,907.5,1.61,29.75
2022-04-13,WT,L,gb25,695.0,1.61,29.75
2022-04-13,WT,L,gb50,907.5,1.61,29.75
2022-04-13,WT,L,peakK,1007.5,1.61,29.75
2022-04-13,WT,L,t1r,907.5,1.61,29.75
2022-04-13,WT,L,d1,907.5,1.61,29.75
2022-04-13,WT,L,eod,295.0,0.95,17.5
2022-04-13,WT,L,gb25,295.0,0.95,17.5
2022-04-13,WT,L,gb50,295.0,0.95,17.5
2022-04-13,WT,L,peakK,295.0,0.95,17.5
2022-04-13,WT,L,t1r,-942.5,0.95,17.5
2022-04-13,WT,L,d1,295.0,0.95,17.5
2022-04-14,WT,S,eod,1832.5,1.97,37.0
2022-04-14,WT,S,gb25,695.0,1.97,37.0
2022-04-14,WT,S,gb50,445.0,1.97,37.0
2022-04-14,WT,S,peakK,445.0,1.97,37.0
2022-04-14,WT,S,t1r,920.0,1.97,37.0
2022-04-14,WT,S,d1,1832.5,1.97,37.0
2022-04-14,FADE,S,eod,-217.5,5.0,20.0
2022-04-14,FADE,S,gb25,-217.5,5.0,20.0
2022-04-14,FADE,S,gb50,-217.5,5.0,20.0
2022-04-14,FADE,S,peakK,-217.5,5.0,20.0
2022-04-14,FADE,S,t1r,-217.5,5.0,20.0
2022-04-14,FADE,S,d1,-217.5,5.0,20.0
2022-04-14,FADE,S,eod,1370.0,6.94,27.75
2022-04-14,FADE,S,gb25,457.5,6.94,27.75
2022-04-14,FADE,S,gb50,370.0,6.94,27.75
2022-04-14,FADE,S,peakK,432.5,6.94,27.75
2022-04-14,FADE,S,t1r,182.5,6.94,27.75
2022-04-14,FADE,S,d1,1370.0,6.94,27.75
2022-04-21,FADE,S,eod,-217.5,24.44,97.75
2022-04-21,FADE,S,gb25,-217.5,24.44,97.75
2022-04-21,FADE,S,gb50,-217.5,24.44,97.75
2022-04-21,FADE,S,peakK,-217.5,24.44,97.75
2022-04-21,FADE,S,t1r,-217.5,24.44,97.75
2022-04-21,FADE,S,d1,-217.5,24.44,97.75
2022-04-22,FADE,S,eod,3895.0,20.31,81.25
2022-04-22,FADE,S,gb25,132.5,20.31,81.25
2022-04-22,FADE,S,gb50,82.5,20.31,81.25
2022-04-22,FADE,S,peakK,82.5,20.31,81.25
2022-04-22,FADE,S,t1r,182.5,20.31,81.25
2022-04-22,FADE,S,d1,3895.0,20.31,81.25
2022-04-25,FADE,S,eod,-217.5,4.06,16.25
2022-04-25,FADE,S,gb25,170.0,4.06,16.25
2022-04-25,FADE,S,gb50,107.5,4.06,16.25
2022-04-25,FADE,S,peakK,145.0,4.06,16.25
2022-04-25,FADE,S,t1r,182.5,4.06,16.25
2022-04-25,FADE,S,d1,-217.5,4.06,16.25
2022-04-27,WT,S,eod,-1317.5,0.38,10.0
2022-04-27,WT,S,gb25,-1317.5,0.38,10.0
2022-04-27,WT,S,gb50,-1317.5,0.38,10.0
2022-04-27,WT,S,peakK,-1317.5,0.38,10.0
2022-04-27,WT,S,t1r,-1317.5,0.38,10.0
2022-04-27,WT,S,d1,-1317.5,0.38,10.0
2022-04-29,WT,S,eod,3407.5,3.31,91.0
2022-04-29,WT,S,gb25,1145.0,3.31,91.0
2022-04-29,WT,S,gb50,757.5,3.31,91.0
2022-04-29,WT,S,peakK,857.5,3.31,91.0
2022-04-29,WT,S,t1r,1357.5,3.31,91.0
2022-04-29,WT,S,d1,3407.5,3.31,91.0
2022-04-29,FADE,S,eod,-217.5,18.69,74.75
2022-04-29,FADE,S,gb25,170.0,18.69,74.75
2022-04-29,FADE,S,gb50,145.0,18.69,74.75
2022-04-29,FADE,S,peakK,145.0,18.69,74.75
2022-04-29,FADE,S,t1r,182.5,18.69,74.75
2022-04-29,FADE,S,d1,-217.5,18.69,74.75
2022-05-02,FADE,S,eod,-217.5,14.44,57.75
2022-05-02,FADE,S,gb25,195.0,14.44,57.75
2022-05-02,FADE,S,gb50,145.0,14.44,57.75
2022-05-02,FADE,S,peakK,170.0,14.44,57.75
2022-05-02,FADE,S,t1r,182.5,14.44,57.75
2022-05-02,FADE,S,d1,-217.5,14.44,57.75
2022-05-04,FADE,S,eod,-217.5,1.81,7.25
2022-05-04,FADE,S,gb25,-217.5,1.81,7.25
2022-05-04,FADE,S,gb50,-217.5,1.81,7.25
2022-05-04,FADE,S,peakK,-217.5,1.81,7.25
2022-05-04,FADE,S,t1r,-217.5,1.81,7.25
2022-05-04,FADE,S,d1,-217.5,1.81,7.25
2022-05-04,WT,L,eod,-1567.5,3.91,121.25
2022-05-04,WT,L,gb25,-1567.5,3.91,121.25
2022-05-04,WT,L,gb50,-1567.5,3.91,121.25
2022-05-04,WT,L,peakK,-1567.5,3.91,121.25
2022-05-04,WT,L,t1r,-1567.5,3.91,121.25
2022-05-04,WT,L,d1,-1567.5,3.91,121.25
2022-05-11,FADE,S,eod,3045.0,19.56,78.25
2022-05-11,FADE,S,gb25,170.0,19.56,78.25
2022-05-11,FADE,S,gb50,345.0,19.56,78.25
2022-05-11,FADE,S,peakK,195.0,19.56,78.25
2022-05-11,FADE,S,t1r,182.5,19.56,78.25
2022-05-11,FADE,S,d1,3045.0,19.56,78.25
2022-05-16,WT,L,eod,457.5,1.52,49.5
2022-05-16,WT,L,gb25,1407.5,1.52,49.5
2022-05-16,WT,L,gb50,1220.0,1.52,49.5
2022-05-16,WT,L,peakK,1645.0,1.52,49.5
2022-05-16,WT,L,t1r,1607.5,1.52,49.5
2022-05-16,WT,L,d1,457.5,1.52,49.5
2022-05-16,WT,L,eod,7.5,1.25,40.5
2022-05-16,WT,L,gb25,1495.0,1.25,40.5
2022-05-16,WT,L,gb50,995.0,1.25,40.5
2022-05-16,WT,L,peakK,1195.0,1.25,40.5
2022-05-16,WT,L,t1r,1607.5,1.25,40.5
2022-05-16,WT,L,d1,7.5,1.25,40.5
2022-05-19,WT,S,eod,-1542.5,0.26,8.0
2022-05-19,WT,S,gb25,-1542.5,0.26,8.0
2022-05-19,WT,S,gb50,-1542.5,0.26,8.0
2022-05-19,WT,S,peakK,-1542.5,0.26,8.0
2022-05-19,WT,S,t1r,-1542.5,0.26,8.0
2022-05-19,WT,S,d1,-1542.5,0.26,8.0
2022-05-25,WT,L,eod,1095.0,1.75,48.5
2022-05-25,WT,L,gb25,1070.0,1.75,48.5
2022-05-25,WT,L,gb50,1170.0,1.75,48.5
2022-05-25,WT,L,peakK,1707.5,1.75,48.5
2022-05-25,WT,L,t1r,1370.0,1.75,48.5
2022-05-25,WT,L,d1,1095.0,1.75,48.5
2022-05-26,WT,L,eod,-717.5,0.43,11.25
2022-05-26,WT,L,gb25,-717.5,0.43,11.25
2022-05-26,WT,L,gb50,-717.5,0.43,11.25
2022-05-26,WT,L,peakK,-717.5,0.43,11.25
2022-05-26,WT,L,t1r,-1330.0,0.43,11.25
2022-05-26,WT,L,d1,-717.5,0.43,11.25
2022-06-02,FADE,S,eod,-217.5,2.06,8.25
2022-06-02,FADE,S,gb25,-217.5,2.06,8.25
2022-06-02,FADE,S,gb50,-217.5,2.06,8.25
2022-06-02,FADE,S,peakK,-217.5,2.06,8.25
2022-06-02,FADE,S,t1r,-217.5,2.06,8.25
2022-06-02,FADE,S,d1,-217.5,2.06,8.25
2022-06-02,WT,L,eod,3732.5,3.48,81.75
2022-06-02,WT,L,gb25,995.0,3.48,81.75
2022-06-02,WT,L,gb50,3732.5,3.48,81.75
2022-06-02,WT,L,peakK,745.0,3.48,81.75
2022-06-02,WT,L,t1r,1157.5,3.48,81.75
2022-06-02,WT,L,d1,3732.5,3.48,81.75
2022-06-02,WT,L,eod,2745.0,2.64,62.0
2022-06-02,WT,L,gb25,1245.0,2.64,62.0
2022-06-02,WT,L,gb50,2745.0,2.64,62.0
2022-06-02,WT,L,peakK,1682.5,2.64,62.0
2022-06-02,WT,L,t1r,1157.5,2.64,62.0
2022-06-02,WT,L,d1,2745.0,2.64,62.0
2022-06-09,WT,S,eod,3632.5,3.73,78.25
2022-06-09,WT,S,gb25,807.5,3.73,78.25
2022-06-09,WT,S,gb50,3632.5,3.73,78.25
2022-06-09,WT,S,peakK,2932.5,3.73,78.25
2022-06-09,WT,S,t1r,1032.5,3.73,78.25
2022-06-09,WT,S,d1,3632.5,3.73,78.25
2022-06-14,WT,S,eod,907.5,1.98,45.0
2022-06-14,WT,S,gb25,920.0,1.98,45.0
2022-06-14,WT,S,gb50,607.5,1.98,45.0
2022-06-14,WT,S,peakK,670.0,1.98,45.0
2022-06-14,WT,S,t1r,1120.0,1.98,45.0
2022-06-14,WT,S,d1,907.5,1.98,45.0
2022-06-28,WT,S,eod,1832.5,1.98,40.5
2022-06-28,WT,S,gb25,1370.0,1.98,40.5
2022-06-28,WT,S,gb50,1832.5,1.98,40.5
2022-06-28,WT,S,peakK,1295.0,1.98,40.5
2022-06-28,WT,S,t1r,1007.5,1.98,40.5
2022-06-28,WT,S,d1,1832.5,1.98,40.5
2022-06-28,WT,S,eod,1170.0,1.33,27.25
2022-06-28,WT,S,gb25,882.5,1.33,27.25
2022-06-28,WT,S,gb50,582.5,1.33,27.25
2022-06-28,WT,S,peakK,632.5,1.33,27.25
2022-06-28,WT,S,t1r,1007.5,1.33,27.25
2022-06-28,WT,S,d1,1170.0,1.33,27.25
2022-07-21,WT,L,eod,107.5,0.92,17.0
2022-07-21,WT,L,gb25,107.5,0.92,17.0
2022-07-21,WT,L,gb50,107.5,0.92,17.0
2022-07-21,WT,L,peakK,107.5,0.92,17.0
2022-07-21,WT,L,t1r,-942.5,0.92,17.0
2022-07-21,WT,L,d1,107.5,0.92,17.0
2022-07-22,WT,S,eod,520.0,1.65,31.75
2022-07-22,WT,S,gb25,982.5,1.65,31.75
2022-07-22,WT,S,gb50,757.5,1.65,31.75
2022-07-22,WT,S,peakK,1082.5,1.65,31.75
2022-07-22,WT,S,t1r,945.0,1.65,31.75
2022-07-22,WT,S,d1,520.0,1.65,31.75
2022-07-26,FADE,S,eod,557.5,7.56,30.25
2022-07-26,FADE,S,gb25,195.0,7.56,30.25
2022-07-26,FADE,S,gb50,132.5,7.56,30.25
2022-07-26,FADE,S,peakK,170.0,7.56,30.25
2022-07-26,FADE,S,t1r,182.5,7.56,30.25
2022-07-26,FADE,S,d1,557.5,7.56,30.25
2022-07-28,WT,L,eod,1432.5,1.86,36.25
2022-07-28,WT,L,gb25,932.5,1.86,36.25
2022-07-28,WT,L,gb50,1432.5,1.86,36.25
2022-07-28,WT,L,peakK,770.0,1.86,36.25
2022-07-28,WT,L,t1r,957.5,1.86,36.25
2022-07-28,WT,L,d1,1432.5,1.86,36.25
2022-07-28,WT,L,eod,495.0,0.9,17.5
2022-07-28,WT,L,gb25,495.0,0.9,17.5
2022-07-28,WT,L,gb50,495.0,0.9,17.5
2022-07-28,WT,L,peakK,495.0,0.9,17.5
2022-07-28,WT,L,t1r,-992.5,0.9,17.5
2022-07-28,WT,L,d1,495.0,0.9,17.5
2022-08-02,WT,L,eod,-992.5,1.58,30.75
2022-08-02,WT,L,gb25,1132.5,1.58,30.75
2022-08-02,WT,L,gb50,745.0,1.58,30.75
2022-08-02,WT,L,peakK,1032.5,1.58,30.75
2022-08-02,WT,L,t1r,957.5,1.58,30.75
2022-08-02,WT,L,d1,-992.5,1.58,30.75
2022-08-04,WT,L,eod,-980.0,0.09,1.75
2022-08-04,WT,L,gb25,-980.0,0.09,1.75
2022-08-04,WT,L,gb50,-980.0,0.09,1.75
2022-08-04,WT,L,peakK,-980.0,0.09,1.75
2022-08-04,WT,L,t1r,-980.0,0.09,1.75
2022-08-04,WT,L,d1,-980.0,0.09,1.75
2022-08-08,FADE,S,eod,-217.5,12.06,48.25
2022-08-08,FADE,S,gb25,-217.5,12.06,48.25
2022-08-08,FADE,S,gb50,-217.5,12.06,48.25
2022-08-08,FADE,S,peakK,-217.5,12.06,48.25
2022-08-08,FADE,S,t1r,-217.5,12.06,48.25
2022-08-08,FADE,S,d1,-217.5,12.06,48.25
2022-08-19,FADE,S,eod,-217.5,3.69,14.75
2022-08-19,FADE,S,gb25,-217.5,3.69,14.75
2022-08-19,FADE,S,gb50,-217.5,3.69,14.75
2022-08-19,FADE,S,peakK,-217.5,3.69,14.75
2022-08-19,FADE,S,t1r,-217.5,3.69,14.75
2022-08-19,FADE,S,d1,-217.5,3.69,14.75
2022-08-24,WT,S,eod,-342.5,0.44,6.0
2022-08-24,WT,S,gb25,-342.5,0.44,6.0
2022-08-24,WT,S,gb50,-342.5,0.44,6.0
2022-08-24,WT,S,peakK,-342.5,0.44,6.0
2022-08-24,WT,S,t1r,-705.0,0.44,6.0
2022-08-24,WT,S,d1,-342.5,0.44,6.0
2022-08-30,WT,S,eod,-5.0,1.55,25.5
2022-08-30,WT,S,gb25,582.5,1.55,25.5
2022-08-30,WT,S,gb50,470.0,1.55,25.5
2022-08-30,WT,S,peakK,545.0,1.55,25.5
2022-08-30,WT,S,t1r,807.5,1.55,25.5
2022-08-30,WT,S,d1,-5.0,1.55,25.5
2022-08-30,WT,S,eod,-842.5,0.02,0.25
2022-08-30,WT,S,gb25,-842.5,0.02,0.25
2022-08-30,WT,S,gb50,-842.5,0.02,0.25
2022-08-30,WT,S,peakK,-842.5,0.02,0.25
2022-08-30,WT,S,t1r,-842.5,0.02,0.25
2022-08-30,WT,S,d1,-842.5,0.02,0.25
2022-08-31,FADE,S,eod,-217.5,8.0,32.0
2022-08-31,FADE,S,gb25,-217.5,8.0,32.0
2022-08-31,FADE,S,gb50,-217.5,8.0,32.0
2022-08-31,FADE,S,peakK,-217.5,8.0,32.0
2022-08-31,FADE,S,t1r,-217.5,8.0,32.0
2022-08-31,FADE,S,d1,-217.5,8.0,32.0
2022-09-07,WT,L,eod,1695.0,2.23,46.25
2022-09-07,WT,L,gb25,1332.5,2.23,46.25
2022-09-07,WT,L,gb50,1695.0,2.23,46.25
2022-09-07,WT,L,peakK,1270.0,2.23,46.25
2022-09-07,WT,L,t1r,1020.0,2.23,46.25
2022-09-07,WT,L,d1,1695.0,2.23,46.25
2022-09-08,WT,S,eod,-880.0,0.56,12.25
2022-09-08,WT,S,gb25,-880.0,0.56,12.25
2022-09-08,WT,S,gb50,-880.0,0.56,12.25
2022-09-08,WT,S,peakK,-880.0,0.56,12.25
2022-09-08,WT,S,t1r,-1117.5,0.56,12.25
2022-09-08,WT,S,d1,-880.0,0.56,12.25
2022-09-14,FADE,S,eod,-217.5,7.31,29.25
2022-09-14,FADE,S,gb25,170.0,7.31,29.25
2022-09-14,FADE,S,gb50,170.0,7.31,29.25
2022-09-14,FADE,S,peakK,145.0,7.31,29.25
2022-09-14,FADE,S,t1r,182.5,7.31,29.25
2022-09-14,FADE,S,d1,-217.5,7.31,29.25
2022-09-14,WT,S,eod,-555.0,1.25,25.0
2022-09-14,WT,S,gb25,832.5,1.25,25.0
2022-09-14,WT,S,gb50,607.5,1.25,25.0
2022-09-14,WT,S,peakK,620.0,1.25,25.0
2022-09-14,WT,S,t1r,982.5,1.25,25.0
2022-09-14,WT,S,d1,-555.0,1.25,25.0
2022-09-21,WT,L,eod,-980.0,1.38,26.5
2022-09-21,WT,L,gb25,-980.0,1.38,26.5
2022-09-21,WT,L,gb50,-980.0,1.38,26.5
2022-09-21,WT,L,peakK,-980.0,1.38,26.5
2022-09-21,WT,L,t1r,-980.0,1.38,26.5
2022-09-21,WT,L,d1,-980.0,1.38,26.5
2022-09-28,WT,L,eod,1970.0,2.99,56.0
2022-09-28,WT,L,gb25,1032.5,2.99,56.0
2022-09-28,WT,L,gb50,682.5,2.99,56.0
2022-09-28,WT,L,peakK,907.5,2.99,56.0
2022-09-28,WT,L,t1r,920.0,2.99,56.0
2022-09-28,WT,L,d1,1970.0,2.99,56.0
2022-09-28,WT,L,eod,945.0,1.89,35.5
2022-09-28,WT,L,gb25,695.0,1.89,35.5
2022-09-28,WT,L,gb50,870.0,1.89,35.5
2022-09-28,WT,L,peakK,1282.5,1.89,35.5
2022-09-28,WT,L,t1r,920.0,1.89,35.5
2022-09-28,WT,L,d1,945.0,1.89,35.5
2022-09-28,WT,L,eod,1082.5,2.04,38.25
2022-09-28,WT,L,gb25,932.5,2.04,38.25
2022-09-28,WT,L,gb50,932.5,2.04,38.25
2022-09-28,WT,L,peakK,1420.0,2.04,38.25
2022-09-28,WT,L,t1r,920.0,2.04,38.25
2022-09-28,WT,L,d1,1082.5,2.04,38.25
2022-10-03,WT,L,eod,1245.0,2.02,42.0
2022-10-03,WT,L,gb25,1557.5,2.02,42.0
2022-10-03,WT,L,gb50,1032.5,2.02,42.0
2022-10-03,WT,L,peakK,1557.5,2.02,42.0
2022-10-03,WT,L,t1r,1020.0,2.02,42.0
2022-10-03,WT,L,d1,1245.0,2.02,42.0
2022-10-03,WT,L,eod,995.0,1.78,37.0
2022-10-03,WT,L,gb25,1370.0,1.78,37.0
2022-10-03,WT,L,gb50,895.0,1.78,37.0
2022-10-03,WT,L,peakK,1307.5,1.78,37.0
2022-10-03,WT,L,t1r,1020.0,1.78,37.0
2022-10-03,WT,L,d1,995.0,1.78,37.0
2022-10-06,WT,L,eod,-1130.0,-0.01,-0.25
2022-10-06,WT,L,gb25,-1130.0,-0.01,-0.25
2022-10-06,WT,L,gb50,-1130.0,-0.01,-0.25
2022-10-06,WT,L,peakK,-1130.0,-0.01,-0.25
2022-10-06,WT,L,t1r,-1130.0,-0.01,-0.25
2022-10-06,WT,L,d1,-1130.0,-0.01,-0.25
2022-10-10,FADE,S,eod,-217.5,5.62,22.5
2022-10-10,FADE,S,gb25,220.0,5.62,22.5
2022-10-10,FADE,S,gb50,282.5,5.62,22.5
2022-10-10,FADE,S,peakK,207.5,5.62,22.5
2022-10-10,FADE,S,t1r,182.5,5.62,22.5
2022-10-10,FADE,S,d1,-217.5,5.62,22.5
2022-10-11,FADE,S,eod,-217.5,2.0,8.0
2022-10-11,FADE,S,gb25,-217.5,2.0,8.0
2022-10-11,FADE,S,gb50,-217.5,2.0,8.0
2022-10-11,FADE,S,peakK,-217.5,2.0,8.0
2022-10-11,FADE,S,t1r,-217.5,2.0,8.0
2022-10-11,FADE,S,d1,-217.5,2.0,8.0
2022-10-11,FADE,S,eod,-217.5,14.38,57.5
2022-10-11,FADE,S,gb25,157.5,14.38,57.5
2022-10-11,FADE,S,gb50,107.5,14.38,57.5
2022-10-11,FADE,S,peakK,145.0,14.38,57.5
2022-10-11,FADE,S,t1r,182.5,14.38,57.5
2022-10-11,FADE,S,d1,-217.5,14.38,57.5
2022-10-12,WT,S,eod,370.0,0.52,12.25
2022-10-12,WT,S,gb25,370.0,0.52,12.25
2022-10-12,WT,S,gb50,370.0,0.52,12.25
2022-10-12,WT,S,peakK,370.0,0.52,12.25
2022-10-12,WT,S,t1r,-1205.0,0.52,12.25
2022-10-12,WT,S,d1,370.0,0.52,12.25
2022-10-12,FADE,S,eod,-217.5,3.38,13.5
2022-10-12,FADE,S,gb25,-217.5,3.38,13.5
2022-10-12,FADE,S,gb50,-217.5,3.38,13.5
2022-10-12,FADE,S,peakK,-217.5,3.38,13.5
2022-10-12,FADE,S,t1r,-217.5,3.38,13.5
2022-10-12,FADE,S,d1,-217.5,3.38,13.5
2022-10-20,WT,L,eod,-1267.5,0.35,8.75
2022-10-20,WT,L,gb25,-1267.5,0.35,8.75
2022-10-20,WT,L,gb50,-1267.5,0.35,8.75
2022-10-20,WT,L,peakK,-1267.5,0.35,8.75
2022-10-20,WT,L,t1r,-1267.5,0.35,8.75
2022-10-20,WT,L,d1,-1267.5,0.35,8.75
2022-10-20,WT,S,eod,382.5,0.95,23.75
2022-10-20,WT,S,gb25,382.5,0.95,23.75
2022-10-20,WT,S,gb50,382.5,0.95,23.75
2022-10-20,WT,S,peakK,382.5,0.95,23.75
2022-10-20,WT,S,t1r,-1267.5,0.95,23.75
2022-10-20,WT,S,d1,382.5,0.95,23.75
2022-10-21,WT,S,eod,-1305.0,0.09,2.25
2022-10-21,WT,S,gb25,-1305.0,0.09,2.25
2022-10-21,WT,S,gb50,-1305.0,0.09,2.25
2022-10-21,WT,S,peakK,-1305.0,0.09,2.25
2022-10-21,WT,S,t1r,-1305.0,0.09,2.25
2022-10-21,WT,S,d1,-1305.0,0.09,2.25
2022-10-27,WT,S,eod,2070.0,1.8,49.0
2022-10-27,WT,S,gb25,1432.5,1.8,49.0
2022-10-27,WT,S,gb50,2070.0,1.8,49.0
2022-10-27,WT,S,peakK,2070.0,1.8,49.0
2022-10-27,WT,S,t1r,1345.0,1.8,49.0
2022-10-27,WT,S,d1,2070.0,1.8,49.0
2022-11-02,WT,S,eod,-1155.0,3.73,84.75
2022-11-02,WT,S,gb25,-1155.0,3.73,84.75
2022-11-02,WT,S,gb50,-1155.0,3.73,84.75
2022-11-02,WT,S,peakK,-1155.0,3.73,84.75
2022-11-02,WT,S,t1r,-1155.0,3.73,84.75
2022-11-02,WT,S,d1,-1155.0,3.73,84.75
2022-11-08,WT,L,eod,-1180.0,0.25,5.75
2022-11-08,WT,L,gb25,-1180.0,0.25,5.75
2022-11-08,WT,L,gb50,-1180.0,0.25,5.75
2022-11-08,WT,L,peakK,-1180.0,0.25,5.75
2022-11-08,WT,L,t1r,-1180.0,0.25,5.75
2022-11-08,WT,L,d1,-1180.0,0.25,5.75
2022-11-11,WT,L,eod,-1205.0,1.22,29.0
2022-11-11,WT,L,gb25,-1205.0,1.22,29.0
2022-11-11,WT,L,gb50,-1205.0,1.22,29.0
2022-11-11,WT,L,peakK,-1205.0,1.22,29.0
2022-11-11,WT,L,t1r,-1205.0,1.22,29.0
2022-11-11,WT,L,d1,-1205.0,1.22,29.0
2022-11-16,WT,S,eod,-80.0,0.67,15.5
2022-11-16,WT,S,gb25,-80.0,0.67,15.5
2022-11-16,WT,S,gb50,-80.0,0.67,15.5
2022-11-16,WT,S,peakK,-80.0,0.67,15.5
2022-11-16,WT,S,t1r,-1180.0,0.67,15.5
2022-11-16,WT,S,d1,-80.0,0.67,15.5
2022-11-16,WT,S,eod,-30.0,0.71,16.5
2022-11-16,WT,S,gb25,-30.0,0.71,16.5
2022-11-16,WT,S,gb50,-30.0,0.71,16.5
2022-11-16,WT,S,peakK,-30.0,0.71,16.5
2022-11-16,WT,S,t1r,-1180.0,0.71,16.5
2022-11-16,WT,S,d1,-30.0,0.71,16.5
2022-11-23,WT,L,eod,-880.0,0.43,7.5
2022-11-23,WT,L,gb25,-880.0,0.43,7.5
2022-11-23,WT,L,gb50,-880.0,0.43,7.5
2022-11-23,WT,L,peakK,-880.0,0.43,7.5
2022-11-23,WT,L,t1r,-880.0,0.43,7.5
2022-11-23,WT,L,d1,-880.0,0.43,7.5
2022-11-30,WT,S,eod,-567.5,1.09,12.0
2022-11-30,WT,S,gb25,395.0,1.09,12.0
2022-11-30,WT,S,gb50,282.5,1.09,12.0
2022-11-30,WT,S,peakK,295.0,1.09,12.0
2022-11-30,WT,S,t1r,532.5,1.09,12.0
2022-11-30,WT,S,d1,-567.5,1.09,12.0
2022-11-30,FADE,S,eod,-217.5,0.56,2.25
2022-11-30,FADE,S,gb25,-217.5,0.56,2.25
2022-11-30,FADE,S,gb50,-217.5,0.56,2.25
2022-11-30,FADE,S,peakK,-217.5,0.56,2.25
2022-11-30,FADE,S,t1r,-217.5,0.56,2.25
2022-11-30,FADE,S,d1,-217.5,0.56,2.25
2022-12-05,WT,S,eod,1032.5,2.41,35.5
2022-12-05,WT,S,gb25,595.0,2.41,35.5
2022-12-05,WT,S,gb50,395.0,2.41,35.5
2022-12-05,WT,S,peakK,432.5,2.41,35.5
2022-12-05,WT,S,t1r,720.0,2.41,35.5
2022-12-05,WT,S,d1,1032.5,2.41,35.5
2022-12-05,WT,S,eod,357.5,1.49,22.0
2022-12-05,WT,S,gb25,545.0,1.49,22.0
2022-12-05,WT,S,gb50,357.5,1.49,22.0
2022-12-05,WT,S,peakK,357.5,1.49,22.0
2022-12-05,WT,S,t1r,720.0,1.49,22.0
2022-12-05,WT,S,d1,357.5,1.49,22.0
2022-12-06,WT,S,eod,707.5,2.3,36.75
2022-12-06,WT,S,gb25,807.5,2.3,36.75
2022-12-06,WT,S,gb50,895.0,2.3,36.75
2022-12-06,WT,S,peakK,932.5,2.3,36.75
2022-12-06,WT,S,t1r,782.5,2.3,36.75
2022-12-06,WT,S,d1,707.5,2.3,36.75
2022-12-06,WT,S,eod,807.5,2.42,38.75
2022-12-06,WT,S,gb25,620.0,2.42,38.75
2022-12-06,WT,S,gb50,945.0,2.42,38.75
2022-12-06,WT,S,peakK,1032.5,2.42,38.75
2022-12-06,WT,S,t1r,782.5,2.42,38.75
2022-12-06,WT,S,d1,807.5,2.42,38.75
2022-12-06,WT,S,eod,270.0,1.75,28.0
2022-12-06,WT,S,gb25,657.5,1.75,28.0
2022-12-06,WT,S,gb50,432.5,1.75,28.0
2022-12-06,WT,S,peakK,495.0,1.75,28.0
2022-12-06,WT,S,t1r,782.5,1.75,28.0
2022-12-06,WT,S,d1,270.0,1.75,28.0
2022-12-09,WT,S,eod,-917.5,1.32,23.75
2022-12-09,WT,S,gb25,-917.5,1.32,23.75
2022-12-09,WT,S,gb50,-917.5,1.32,23.75
2022-12-09,WT,S,peakK,-917.5,1.32,23.75
2022-12-09,WT,S,t1r,-917.5,1.32,23.75
2022-12-09,WT,S,d1,-917.5,1.32,23.75
2022-12-09,WT,L,eod,-917.5,0.25,4.5
2022-12-09,WT,L,gb25,-917.5,0.25,4.5
