dir,regime,with_trend,adr,mae_pts,eod_move,fill_hour,entry_px,Date,yr,gap,sma20,skip_after,net
L,BULL,True,80.22,10.25,25.25,10,4474.25,2022-10-03,2022,0.532,4667.725,False,1245.0
L,BULL,True,80.22,15.25,20.25,10,4479.25,2022-10-03,2022,0.532,4667.725,False,995.0
L,BEAR,False,80.22,6.0,29.25,11,4470.25,2022-10-03,2022,0.532,4667.725,False,1445.0
L,NEUTRAL,False,82.33,26.0,9.25,09,4597.0,2022-10-04,2022,1.206,4655.125,False,-1255.0
L,NEUTRAL,False,82.33,32.25,3.0,10,4603.25,2022-10-04,2022,1.206,4655.125,False,-1255.0
L,BEAR,False,82.33,27.5,7.75,11,4598.5,2022-10-04,2022,1.206,4655.125,False,-1255.0
S,BULL,False,82.33,19.0,-12.0,13,4594.25,2022-10-04,2022,1.206,4655.125,False,-617.5
S,BEAR,True,83.35,79.25,-61.75,10,4545.25,2022-10-05,2022,0.928,4649.0125,False,-1267.5
L,BULL,True,83.35,2.25,13.5,13,4593.5,2022-10-05,2022,0.928,4649.0125,False,657.5
L,BULL,True,79.38,24.0,-19.75,13,4579.25,2022-10-06,2022,0.478,4639.4125,False,-1205.0
S,BULL,False,81.12,5.75,39.0,09,4493.0,2022-10-07,2022,0.905,4625.7875,False,1932.5
L,NEUTRAL,False,81.12,28.0,-11.0,12,4465.0,2022-10-07,2022,0.905,4625.7875,False,-1230.0
L,BEAR,False,81.12,26.0,-9.0,13,4463.0,2022-10-07,2022,0.905,4625.7875,False,-1230.0
L,BEAR,False,82.12,37.25,-11.25,09,4441.75,2022-10-10,2022,0.303,4604.15,False,-1255.0
L,BEAR,False,82.12,26.75,-0.75,10,4431.25,2022-10-10,2022,0.303,4604.15,False,-1255.0
L,BEAR,False,82.12,25.5,0.5,11,4430.0,2022-10-10,2022,0.303,4604.15,False,-1255.0
L,NEUTRAL,False,82.12,6.25,-3.5,13,4434.0,2022-10-10,2022,0.303,4604.15,False,-192.5
L,BEAR,False,81.38,12.0,11.25,09,4395.5,2022-10-11,2022,0.48,4578.825,False,545.0
L,BEAR,False,81.38,64.5,-41.25,12,4448.0,2022-10-11,2022,0.48,4578.825,False,-1242.5
S,BEAR,True,79.03,21.0,7.75,09,4404.0,2022-10-12,2022,0.04,4561.1875,False,370.0
L,NEUTRAL,False,79.03,13.25,-8.75,09,4405.0,2022-10-12,2022,0.04,4561.1875,False,-455.0
L,BEAR,False,79.03,17.25,-12.75,11,4409.0,2022-10-12,2022,0.04,4561.1875,False,-655.0
L,NEUTRAL,False,72.65,1.75,128.75,09,4354.5,2022-10-13,2022,1.786,4542.5375,False,6420.0
L,BULL,True,72.65,3.25,39.25,11,4444.0,2022-10-13,2022,1.786,4542.5375,False,1945.0
L,BULL,True,72.65,14.5,2.0,13,4481.25,2022-10-13,2022,1.786,4542.5375,False,82.5
L,BEAR,False,84.67,43.25,-34.0,10,4439.0,2022-10-14,2022,0.641,4530.3125,True,-1292.5
L,NEUTRAL,False,89.15,23.75,3.75,09,4496.5,2022-10-17,2022,1.402,4515.6125,False,170.0
L,BEAR,False,89.15,4.25,7.25,12,4493.0,2022-10-17,2022,1.402,4515.6125,False,345.0
S,BEAR,True,83.78,35.75,-33.25,11,4517.5,2022-10-18,2022,1.728,4504.4375,False,-1280.0
L,NEUTRAL,False,83.78,35.25,7.75,13,4543.0,2022-10-18,2022,1.728,4504.4375,False,-1280.0
S,BULL,False,85.75,27.75,5.25,09,4517.5,2022-10-19,2022,0.753,4497.775,False,-1305.0
S,BEAR,True,85.75,37.0,-23.5,12,4488.75,2022-10-19,2022,0.753,4497.775,False,-1305.0
S,NEUTRAL,False,85.75,20.75,-7.25,13,4505.0,2022-10-19,2022,0.753,4497.775,False,-380.0
L,BULL,True,83.55,67.5,-51.75,09,4538.25,2022-10-20,2022,0.166,4492.95,False,-1267.5
S,BEAR,True,83.55,2.75,8.0,12,4494.5,2022-10-20,2022,0.166,4492.95,False,382.5
S,BEAR,True,85.65,81.75,-77.5,10,4492.25,2022-10-21,2022,0.234,4488.3125,False,-1305.0
L,NEUTRAL,False,85.65,11.0,41.25,11,4528.5,2022-10-21,2022,0.234,4488.3125,False,2045.0
L,NEUTRAL,False,85.65,6.75,29.75,12,4540.0,2022-10-21,2022,0.234,4488.3125,False,1470.0
S,BULL,False,85.65,24.5,-20.25,12,4549.5,2022-10-21,2022,0.234,4488.3125,False,-1030.0
S,BULL,False,88.55,40.0,-25.5,10,4586.5,2022-10-24,2022,0.312,4491.175,False,-1342.5
S,NEUTRAL,False,89.03,33.0,-9.0,09,4645.75,2022-10-25,2022,0.027,4498.2125,False,-1355.0
S,BULL,False,88.33,21.75,27.5,10,4680.25,2022-10-26,2022,0.279,4507.5625,False,1357.5
S,NEUTRAL,False,91.12,5.25,66.5,10,4654.25,2022-10-27,2022,0.054,4513.225,False,3307.5
S,BEAR,True,91.12,8.5,41.75,13,4629.5,2022-10-27,2022,0.054,4513.225,False,2070.0
S,NEUTRAL,False,81.03,77.75,-77.75,09,4643.25,2022-10-28,2022,0.768,4519.575,False,-1230.0
L,BULL,True,81.03,1.0,23.5,12,4697.5,2022-10-28,2022,0.768,4519.575,False,1157.5
L,NEUTRAL,False,77.62,6.75,0.5,10,4686.5,2022-10-31,2022,0.683,4534.7875,False,7.5
S,NEUTRAL,False,77.62,18.25,-3.25,11,4683.75,2022-10-31,2022,0.683,4534.7875,False,-180.0
L,NEUTRAL,False,76.75,9.5,-4.5,10,4666.5,2022-11-01,2022,0.837,4544.1625,False,-242.5
S,BEAR,True,75.92,62.0,80.5,09,4649.5,2022-11-02,2022,0.021,4546.95,False,-1155.0
S,NEUTRAL,False,75.92,66.0,76.5,12,4645.5,2022-11-02,2022,0.021,4546.95,False,-1155.0
L,NEUTRAL,False,84.2,6.5,7.25,09,4528.5,2022-11-03,2022,0.711,4545.05,True,345.0
L,NEUTRAL,False,84.2,9.25,-3.5,10,4539.25,2022-11-03,2022,0.711,4545.05,True,-192.5
L,BULL,True,84.2,19.25,-13.5,12,4549.25,2022-11-03,2022,0.711,4545.05,True,-692.5
S,BEAR,True,81.45,59.0,-48.5,12,4530.75,2022-11-04,2022,1.213,4543.8625,False,-1242.5
S,NEUTRAL,False,79.08,40.0,-33.0,09,4586.25,2022-11-07,2022,0.399,4550.125,False,-1205.0
L,NEUTRAL,False,77.1,31.75,3.0,09,4629.0,2022-11-08,2022,0.26,4559.5625,False,-1180.0
L,BULL,True,77.1,67.5,-32.75,11,4664.75,2022-11-08,2022,0.26,4559.5625,False,-1180.0
L,BEAR,False,77.8,48.75,-41.0,10,4603.25,2022-11-09,2022,0.297,4570.825,False,-1180.0
L,NEUTRAL,False,77.8,48.25,-40.5,12,4602.75,2022-11-09,2022,0.297,4570.825,False,-1180.0
L,NEUTRAL,False,79.05,18.5,47.75,09,4717.25,2022-11-10,2022,2.992,4579.125,False,2370.0
S,NEUTRAL,False,79.05,40.5,-34.0,10,4731.0,2022-11-10,2022,2.992,4579.125,False,-1205.0
S,NEUTRAL,False,79.05,41.25,-34.75,12,4730.25,2022-11-10,2022,2.992,4579.125,False,-1205.0
L,NEUTRAL,False,79.05,3.25,29.75,13,4735.25,2022-11-10,2022,2.992,4579.125,False,1470.0
L,NEUTRAL,False,79.2,19.0,25.75,09,4779.25,2022-11-11,2022,0.226,4593.2125,False,1270.0
L,BULL,True,79.2,25.0,19.75,10,4785.25,2022-11-11,2022,0.226,4593.2125,False,-1205.0
S,NEUTRAL,False,75.08,19.0,22.75,09,4803.0,2022-11-14,2022,0.39,4613.2125,False,1120.0
S,NEUTRAL,False,77.2,4.75,33.0,09,4834.5,2022-11-15,2022,1.067,4627.2125,False,1632.5
S,BEAR,True,77.2,13.25,21.0,10,4822.5,2022-11-15,2022,1.067,4627.2125,False,1032.5
L,BEAR,False,77.2,61.25,-24.25,11,4825.75,2022-11-15,2022,1.067,4627.2125,False,-1180.0
S,BEAR,True,77.2,17.0,-3.25,13,4798.25,2022-11-15,2022,1.067,4627.2125,False,-180.0
S,BEAR,True,77.9,13.75,-1.25,09,4782.0,2022-11-16,2022,0.292,4639.75,False,-80.0
S,BEAR,True,77.9,12.75,-0.25,10,4783.0,2022-11-16,2022,0.292,4639.75,False,-30.0
S,NEUTRAL,False,77.9,7.0,-6.75,13,4776.5,2022-11-16,2022,0.292,4639.75,False,-355.0
L,BULL,True,66.3,8.0,29.5,09,4728.0,2022-11-17,2022,1.291,4653.3,False,1457.5
L,BEAR,False,65.75,21.5,5.75,09,4768.5,2022-11-18,2022,0.788,4666.85,False,-1005.0
L,NEUTRAL,False,61.65,12.75,9.75,10,4754.75,2022-11-21,2022,0.236,4677.075,False,470.0
L,NEUTRAL,False,59.9,4.75,27.5,09,4786.25,2022-11-22,2022,0.367,4684.7,False,1357.5
S,NEUTRAL,False,59.9,27.0,-23.75,10,4790.0,2022-11-22,2022,0.367,4684.7,False,-917.5
L,BULL,True,57.45,28.75,3.75,10,4836.5,2022-11-23,2022,0.073,4692.65,False,-880.0
S,BULL,False,57.45,20.75,-17.0,11,4823.25,2022-11-23,2022,0.073,4692.65,False,-880.0
S,BEAR,True,53.5,2.75,2.25,09,4841.0,2022-11-25,2022,0.155,4702.025,False,95.0
S,BEAR,True,46.1,4.75,34.75,09,4811.75,2022-11-28,2022,0.697,4714.575,False,1720.0
L,BEAR,False,46.1,36.0,-23.75,10,4800.75,2022-11-28,2022,0.697,4714.575,False,-705.0
S,NEUTRAL,False,45.98,17.0,6.75,09,4769.25,2022-11-29,2022,0.073,4717.375,False,-705.0
S,BULL,False,45.98,16.25,-4.75,11,4757.75,2022-11-29,2022,0.073,4717.375,False,-705.0
S,BEAR,True,44.67,133.0,-132.75,09,4759.25,2022-11-30,2022,0.1,4721.15,False,-692.5
L,BEAR,False,44.67,4.5,140.25,11,4751.75,2022-11-30,2022,0.1,4721.15,False,6995.0
L,NEUTRAL,False,51.3,12.5,5.0,10,4879.25,2022-12-01,2022,0.158,4732.65,True,232.5
S,NEUTRAL,False,53.77,50.5,-35.5,09,4839.5,2022-12-02,2022,1.049,4748.4125,False,-830.0
S,NEUTRAL,False,54.7,12.75,31.25,09,4837.5,2022-12-05,2022,0.508,4765.375,False,1545.0
S,BEAR,True,54.7,1.25,21.0,11,4827.25,2022-12-05,2022,0.508,4765.375,False,1032.5
S,BEAR,True,54.7,1.0,7.5,12,4813.75,2022-12-05,2022,0.508,4765.375,False,357.5
S,BEAR,True,56.6,5.75,14.5,10,4762.75,2022-12-06,2022,0.036,4776.725,False,707.5
S,BEAR,True,56.6,1.25,16.5,10,4764.75,2022-12-06,2022,0.036,4776.725,False,807.5
S,BEAR,True,56.6,1.25,5.75,11,4754.0,2022-12-06,2022,0.036,4776.725,False,270.0
S,BULL,False,61.7,21.25,6.5,09,4744.75,2022-12-07,2022,0.211,4783.175,False,-942.5
L,BEAR,False,60.45,19.5,-2.5,09,4772.5,2022-12-08,2022,0.448,4788.4875,False,-930.0
L,NEUTRAL,False,60.45,15.5,1.5,11,4768.5,2022-12-08,2022,0.448,4788.4875,False,57.5
S,NEUTRAL,False,60.45,13.75,-10.0,13,4760.0,2022-12-08,2022,0.448,4788.4875,False,-517.5
S,BEAR,True,60.77,22.25,20.25,09,4761.75,2022-12-09,2022,0.278,4798.875,False,-930.0
L,BULL,True,60.77,40.25,-36.75,11,4778.25,2022-12-09,2022,0.278,4798.875,False,-930.0
L,BULL,True,60.77,37.0,-33.5,11,4775.0,2022-12-09,2022,0.278,4798.875,False,-930.0
L,BEAR,False,60.77,28.5,-25.0,13,4766.5,2022-12-09,2022,0.278,4798.875,False,-930.0
L,NEUTRAL,False,63.15,3.0,42.25,09,4749.5,2022-12-12,2022,0.132,4797.7,False,2095.0
L,NEUTRAL,False,63.15,2.25,31.5,10,4760.25,2022-12-12,2022,0.132,4797.7,False,1557.5
L,BEAR,False,63.15,3.0,30.75,11,4761.0,2022-12-12,2022,0.132,4797.7,False,1520.0
L,NEUTRAL,False,63.15,6.25,27.5,12,4764.25,2022-12-12,2022,0.132,4797.7,False,1357.5
S,BEAR,True,63.15,33.5,-27.75,13,4764.0,2022-12-12,2022,0.132,4797.7,False,-967.5
L,BEAR,False,63.1,58.5,-29.25,09,4856.25,2022-12-13,2022,2.499,4797.0375,False,-967.5
S,BULL,False,70.53,15.0,37.5,09,4847.25,2022-12-14,2022,0.078,4799.375,True,1857.5
S,NEUTRAL,False,70.53,37.5,-4.25,13,4805.5,2022-12-14,2022,0.078,4799.375,True,-1080.0
L,NEUTRAL,False,65.4,35.75,-21.75,09,4715.25,2022-12-15,2022,1.294,4799.7875,False,-992.5
S,BEAR,True,65.4,12.25,4.5,11,4698.0,2022-12-15,2022,1.294,4799.7875,False,207.5
S,BEAR,True,65.4,12.25,4.5,11,4698.0,2022-12-15,2022,1.294,4799.7875,False,207.5
S,BEAR,True,65.4,27.75,-11.0,12,4682.5,2022-12-15,2022,1.294,4799.7875,False,-992.5
L,BEAR,False,67.58,17.0,0.75,09,4643.75,2022-12-16,2022,0.501,4795.3,False,20.0
S,NEUTRAL,False,67.5,1.25,29.25,09,4641.0,2022-12-19,2022,0.151,4789.65,False,1445.0
S,BEAR,True,67.5,3.25,19.25,10,4631.0,2022-12-19,2022,0.151,4789.65,False,945.0
S,BEAR,True,67.5,2.5,19.75,11,4631.5,2022-12-19,2022,0.151,4789.65,False,970.0
S,BULL,False,66.3,5.5,13.25,09,4632.5,2022-12-20,2022,0.076,4781.525,False,645.0
L,BULL,True,62.33,11.0,4.0,10,4679.0,2022-12-21,2022,0.628,4774.2625,False,182.5
S,NEUTRAL,False,62.33,14.75,-7.5,11,4675.5,2022-12-21,2022,0.628,4774.2625,False,-392.5
L,BEAR,False,63.42,45.5,10.5,09,4605.5,2022-12-22,2022,0.833,4767.725,False,-967.5
L,BEAR,False,68.17,3.75,31.25,09,4609.5,2022-12-23,2022,0.141,4756.5125,False,1545.0
L,NEUTRAL,False,68.17,1.5,16.0,10,4624.75,2022-12-23,2022,0.141,4756.5125,False,782.5
L,NEUTRAL,False,68.17,10.5,7.0,12,4633.75,2022-12-23,2022,0.141,4756.5125,False,332.5
S,BULL,False,68.17,10.25,-7.0,13,4633.75,2022-12-23,2022,0.141,4756.5125,False,-367.5
S,NEUTRAL,False,68.7,8.75,6.75,09,4635.75,2022-12-27,2022,0.005,4746.6125,False,320.0
S,BEAR,True,66.58,2.75,36.25,09,4617.75,2022-12-28,2022,0.076,4739.2125,False,1795.0
L,BEAR,False,66.58,23.75,-18.25,13,4599.75,2022-12-28,2022,0.076,4739.2125,False,-1017.5
S,BULL,False,62.15,14.5,-3.75,09,4639.75,2022-12-29,2022,0.54,4730.1625,False,-205.0
S,BULL,False,58.15,21.0,-19.75,09,4619.0,2022-12-30,2022,0.603,4717.7375,False,-892.5
L,NEUTRAL,False,58.15,23.5,22.25,11,4616.5,2022-12-30,2022,0.603,4717.7375,False,-892.5
L,BEAR,False,58.15,24.0,21.75,12,4617.0,2022-12-30,2022,0.603,4717.7375,False,-892.5
S,NEUTRAL,False,58.15,37.25,-36.0,13,4602.75,2022-12-30,2022,0.603,4717.7375,False,-892.5
S,BULL,False,55.12,0.25,14.0,10,4625.0,2023-01-03,2023,0.296,4705.4625,False,682.5
L,NEUTRAL,False,55.12,5.25,17.0,12,4594.0,2023-01-03,2023,0.296,4705.4625,False,832.5
S,BULL,False,58.1,46.75,-23.0,09,4621.0,2023-01-04,2023,0.64,4692.2625,False,-892.5
L,BULL,True,58.1,44.0,-19.5,11,4663.5,2023-01-04,2023,0.64,4692.2625,False,-892.5
S,BULL,False,58.1,5.0,15.75,12,4659.75,2023-01-04,2023,0.64,4692.2625,False,770.0
S,BEAR,True,58.1,21.25,-15.75,13,4628.25,2023-01-04,2023,0.64,4692.2625,False,-892.5
L,BEAR,False,58.45,12.5,-5.0,09,4606.5,2023-01-05,2023,0.425,4684.15,False,-267.5
S,BULL,False,57.12,42.0,-26.75,09,4658.25,2023-01-06,2023,0.679,4676.8125,False,-880.0
L,BULL,True,62.27,45.25,-43.25,09,4726.5,2023-01-09,2023,0.555,4674.15,True,-955.0
L,BULL,True,62.27,57.0,-55.0,10,4738.25,2023-01-09,2023,0.555,4674.15,True,-955.0
S,NEUTRAL,False,62.27,3.25,44.5,12,4727.75,2023-01-09,2023,0.555,4674.15,True,2207.5
S,BEAR,True,62.27,4.75,27.75,13,4711.0,2023-01-09,2023,0.555,4674.15,True,1370.0
S,BULL,False,59.92,17.0,-14.0,09,4698.25,2023-01-10,2023,0.091,4669.8125,False,-717.5
S,NEUTRAL,False,59.92,26.0,-23.0,10,4689.25,2023-01-10,2023,0.091,4669.8125,False,-917.5
L,BULL,True,59.45,2.5,23.0,11,4738.25,2023-01-11,2023,0.355,4668.35,False,1132.5
L,NEUTRAL,False,59.45,7.0,16.0,12,4745.25,2023-01-11,2023,0.355,4668.35,False,782.5
S,BEAR,True,60.08,28.5,-14.5,10,4761.5,2023-01-12,2023,0.21,4666.825,False,-917.5
S,NEUTRAL,False,60.08,2.5,7.5,13,4783.5,2023-01-12,2023,0.21,4666.825,False,357.5
L,BULL,True,59.15,4.25,26.5,10,4760.75,2023-01-13,2023,0.759,4664.275,False,1307.5
S,BEAR,True,59.62,23.0,3.25,11,4783.75,2023-01-17,2023,0.021,4663.15,False,-917.5
L,BULL,True,59.62,28.5,-22.25,09,4802.75,2023-01-17,2023,0.021,4663.15,False,-917.5
S,NEUTRAL,False,59.62,7.25,5.0,10,4785.5,2023-01-17,2023,0.021,4663.15,False,232.5
S,BULL,False,59.62,5.5,6.75,12,4787.25,2023-01-17,2023,0.021,4663.15,False,320.0
L,NEUTRAL,False,58.17,83.0,-81.25,09,4798.25,2023-01-18,2023,0.272,4667.5,False,-892.5
S,BEAR,True,58.17,4.75,20.0,13,4737.0,2023-01-18,2023,0.272,4667.5,False,982.5
L,BULL,True,58.45,12.5,-9.25,13,4698.5,2023-01-19,2023,0.477,4671.125,False,-480.0
L,NEUTRAL,False,58.45,20.0,-16.75,13,4706.0,2023-01-19,2023,0.477,4671.125,False,-892.5
L,BULL,True,56.33,1.0,50.0,09,4707.5,2023-01-20,2023,0.256,4675.0,False,2482.5
L,BULL,True,56.33,7.5,38.25,11,4719.25,2023-01-20,2023,0.256,4675.0,False,1895.0
L,NEUTRAL,False,58.12,6.5,19.75,09,4791.25,2023-01-24,2023,0.333,4688.0375,False,970.0
L,NEUTRAL,False,58.12,9.0,9.0,10,4802.0,2023-01-24,2023,0.333,4688.0375,False,432.5
L,NEUTRAL,False,58.12,9.25,8.25,13,4802.75,2023-01-24,2023,0.333,4688.0375,False,395.0
S,NEUTRAL,False,56.0,65.5,-55.0,09,4745.5,2023-01-25,2023,1.081,4697.7875,False,-855.0
S,BEAR,True,56.0,63.0,-52.5,10,4748.0,2023-01-25,2023,1.081,4697.7875,False,-855.0
L,BULL,True,56.0,0.75,33.0,11,4767.5,2023-01-25,2023,1.081,4697.7875,False,1632.5
L,BULL,True,56.0,2.75,9.75,13,4790.75,2023-01-25,2023,1.081,4697.7875,False,470.0
S,BEAR,True,58.98,39.25,-33.25,10,4809.25,2023-01-26,2023,0.625,4705.775,False,-905.0
L,BEAR,False,58.98,6.75,21.0,11,4821.5,2023-01-26,2023,0.625,4705.775,False,1032.5
L,BULL,True,58.98,3.75,12.0,13,4830.5,2023-01-26,2023,0.625,4705.775,False,582.5
S,BULL,False,59.75,30.0,-4.75,09,4850.75,2023-01-27,2023,0.15,4716.45,False,-917.5
S,BULL,False,59.75,17.5,7.75,11,4863.25,2023-01-27,2023,0.15,4716.45,False,370.0
S,BULL,False,58.38,1.5,22.75,10,4832.5,2023-01-30,2023,0.608,4730.15,False,1120.0
L,BULL,True,57.38,6.75,26.25,10,4829.25,2023-01-31,2023,0.031,4738.4625,False,1295.0
L,BULL,True,57.38,3.5,21.5,12,4834.0,2023-01-31,2023,0.031,4738.4625,False,1057.5
L,NEUTRAL,False,59.92,32.0,61.25,09,4852.0,2023-02-01,2023,0.129,4749.3,False,-917.5
L,NEUTRAL,False,62.42,36.25,-25.0,10,4965.0,2023-02-02,2023,0.651,4764.4125,True,-955.0
S,NEUTRAL,False,64.1,34.5,14.25,09,4931.0,2023-02-03,2023,0.567,4779.2125,False,-980.0
L,NEUTRAL,False,62.17,13.0,-1.25,13,4895.25,2023-02-06,2023,0.488,4794.975,False,-80.0
L,BULL,True,58.38,29.0,39.75,11,4898.75,2023-02-07,2023,0.235,4805.425,False,-892.5
S,BULL,False,58.38,46.75,-25.5,13,4913.0,2023-02-07,2023,0.235,4805.425,False,-892.5
L,BEAR,False,63.15,9.0,-3.5,10,4901.75,2023-02-08,2023,0.268,4818.1875,False,-192.5
L,NEUTRAL,False,63.15,12.25,-6.75,12,4905.0,2023-02-08,2023,0.268,4818.1875,False,-355.0
L,BEAR,False,60.2,78.75,-65.25,09,4928.5,2023-02-09,2023,0.791,4827.4875,False,-917.5
S,NEUTRAL,False,60.2,7.25,26.75,12,4890.0,2023-02-09,2023,0.791,4827.4875,False,1320.0
S,NEUTRAL,False,64.08,10.75,-5.0,10,4865.0,2023-02-10,2023,0.272,4832.5875,False,-267.5
L,NEUTRAL,False,62.77,10.25,9.5,11,4912.25,2023-02-13,2023,0.175,4837.2875,False,457.5
L,NEUTRAL,False,62.85,21.5,18.0,10,4896.75,2023-02-14,2023,0.381,4844.0125,False,-955.0
S,NEUTRAL,False,63.67,44.5,-42.75,09,4888.75,2023-02-15,2023,0.432,4850.725,False,-967.5
S,BULL,False,63.67,27.5,-25.75,10,4905.75,2023-02-15,2023,0.432,4850.725,False,-967.5
L,BULL,True,63.67,9.25,9.25,13,4922.25,2023-02-15,2023,0.432,4850.725,False,445.0
L,NEUTRAL,False,57.08,33.5,-31.75,10,4900.75,2023-02-16,2023,1.141,4861.45,False,-867.5
L,BULL,True,57.08,36.25,-34.5,11,4903.5,2023-02-16,2023,1.141,4861.45,False,-867.5
S,BULL,False,56.52,14.0,-9.5,09,4848.0,2023-02-17,2023,0.436,4870.4375,False,-492.5
S,BEAR,True,56.52,24.0,-19.5,12,4838.0,2023-02-17,2023,0.436,4870.4375,False,-867.5
L,BEAR,False,54.1,74.25,-67.25,10,4847.75,2023-02-21,2023,0.098,4875.4375,False,-830.0
L,BEAR,False,58.83,10.25,5.25,09,4765.5,2023-02-22,2023,0.0,4874.1875,False,245.0
L,NEUTRAL,False,58.83,34.25,-18.75,13,4789.5,2023-02-22,2023,0.0,4874.1875,False,-905.0
L,NEUTRAL,False,53.95,48.0,-6.75,09,4793.75,2023-02-23,2023,0.613,4872.175,False,-830.0
L,NEUTRAL,False,55.27,6.5,20.5,09,4725.5,2023-02-24,2023,1.05,4871.5,False,1007.5
L,BULL,True,55.27,13.25,7.25,11,4738.75,2023-02-24,2023,1.05,4871.5,False,345.0
L,BEAR,False,55.27,0.25,19.25,12,4726.75,2023-02-24,2023,1.05,4871.5,False,945.0
L,NEUTRAL,False,50.08,24.0,-12.5,10,4774.0,2023-02-27,2023,0.753,4866.675,False,-767.5
L,NEUTRAL,False,50.08,18.75,-7.25,13,4768.75,2023-02-27,2023,0.753,4866.675,False,-767.5
L,NEUTRAL,False,51.25,17.75,-15.5,09,4754.25,2023-02-28,2023,0.152,4861.975,False,-792.5
S,NEUTRAL,False,51.25,2.25,33.5,12,4772.25,2023-02-28,2023,0.152,4861.975,False,1657.5
S,NEUTRAL,False,51.25,2.0,27.5,13,4766.25,2023-02-28,2023,0.152,4861.975,False,1357.5
L,NEUTRAL,False,50.17,14.5,0.0,10,4729.0,2023-03-01,2023,0.074,4858.425,False,-17.5
S,BEAR,True,50.17,5.5,-1.75,13,4727.25,2023-03-01,2023,0.074,4858.425,False,-105.0
L,BULL,True,46.9,2.0,41.0,10,4715.75,2023-03-02,2023,0.476,4852.1,False,2032.5
L,NEUTRAL,False,46.9,2.0,35.25,12,4721.5,2023-03-02,2023,0.476,4852.1,False,1745.0
L,BULL,True,48.45,5.0,33.0,09,4789.5,2023-03-03,2023,0.415,4844.275,False,1632.5
L,BULL,True,48.45,1.75,15.25,13,4807.25,2023-03-03,2023,0.415,4844.275,False,745.0
L,BULL,True,48.98,27.0,-21.75,09,4846.5,2023-03-06,2023,0.14,4838.4,False,-755.0
L,BULL,True,48.98,30.25,-25.0,10,4849.75,2023-03-06,2023,0.14,4838.4,False,-755.0
L,NEUTRAL,False,48.98,17.25,-12.0,12,4836.75,2023-03-06,2023,0.14,4838.4,False,-755.0
S,BEAR,True,48.95,15.5,23.0,10,4783.0,2023-03-07,2023,0.041,4833.8,False,-755.0
L,BEAR,False,48.95,33.25,-27.25,11,4787.25,2023-03-07,2023,0.041,4833.8,False,-755.0
L,NEUTRAL,False,48.12,14.5,9.5,12,4757.5,2023-03-08,2023,0.037,4827.1,False,-742.5
S,BULL,False,47.17,3.75,97.25,09,4783.5,2023-03-09,2023,0.147,4818.525,False,4845.0
S,NEUTRAL,False,47.17,0.75,86.25,10,4772.5,2023-03-09,2023,0.147,4818.525,False,4295.0
L,NEUTRAL,False,52.2,46.0,-31.5,09,4663.75,2023-03-10,2023,0.027,4807.925,True,-805.0
L,NEUTRAL,False,52.2,17.25,-6.5,13,4638.75,2023-03-10,2023,0.027,4807.925,True,-805.0
S,NEUTRAL,False,57.4,11.25,25.25,11,4657.5,2023-03-13,2023,0.928,4796.375,True,1245.0
S,NEUTRAL,False,57.4,32.25,4.25,12,4636.5,2023-03-13,2023,0.928,4796.375,True,-880.0
S,BULL,False,62.75,7.0,18.75,10,4702.5,2023-03-14,2023,1.036,4784.4875,True,920.0
S,BEAR,True,62.75,30.0,-19.25,12,4664.5,2023-03-14,2023,1.036,4784.4875,True,-955.0
L,NEUTRAL,False,65.6,30.25,22.0,09,4636.75,2023-03-15,2023,1.196,4772.5875,False,-1005.0
S,NEUTRAL,False,65.6,51.25,-41.75,12,4617.0,2023-03-15,2023,1.196,4772.5875,False,-1005.0
S,NEUTRAL,False,65.6,39.25,-29.75,13,4629.0,2023-03-15,2023,1.196,4772.5875,False,-1005.0
S,NEUTRAL,False,68.42,97.5,-93.5,09,4638.5,2023-03-16,2023,0.445,4759.7875,False,-1042.5
L,BEAR,False,72.4,16.75,0.0,10,4686.25,2023-03-17,2023,0.285,4749.8125,False,-17.5
L,NEUTRAL,False,72.4,23.25,-6.5,12,4692.75,2023-03-17,2023,0.285,4749.8125,False,-1105.0
S,NEUTRAL,False,72.9,23.0,-18.0,09,4703.5,2023-03-20,2023,0.112,4740.675,False,-1105.0
S,BEAR,True,72.9,8.0,-3.5,12,4718.0,2023-03-20,2023,0.112,4740.675,False,-192.5
L,BEAR,False,73.72,2.75,30.25,10,4744.0,2023-03-21,2023,0.752,4733.875,False,1495.0
S,BULL,False,70.55,28.75,72.25,09,4782.0,2023-03-22,2023,0.031,4733.5625,False,-1080.0
L,NEUTRAL,False,70.55,82.0,-75.5,13,4785.25,2023-03-22,2023,0.031,4733.5625,False,-1080.0
S,BULL,False,78.12,25.25,38.75,09,4751.25,2023-03-23,2023,0.504,4730.5125,False,-1192.5
S,BULL,False,76.2,48.25,-47.25,09,4694.0,2023-03-24,2023,0.276,4726.7875,False,-1155.0
S,NEUTRAL,False,76.2,23.0,-22.0,12,4719.25,2023-03-24,2023,0.276,4726.7875,False,-1155.0
L,BEAR,False,74.12,12.0,0.0,09,4749.25,2023-03-27,2023,0.459,4726.55,False,-17.5
S,BULL,False,67.55,9.75,-6.75,10,4734.75,2023-03-28,2023,0.211,4725.9375,False,-355.0
S,BEAR,True,67.55,21.0,-18.0,13,4723.5,2023-03-28,2023,0.211,4725.9375,False,-1030.0
