Date,book,filled,stop_net,retest_net,yr
2025-06-26,2EL,True,-142.5,-80.0,2025
2025-06-27,2EL,False,-780.0,,2025
2025-06-30,2EL,True,-767.5,395.0,2025
2025-07-02,2EL,True,595.0,657.5,2025
2025-07-02,2EL,True,382.5,445.0,2025
2025-07-02,2EL,True,220.0,282.5,2025
2025-07-02,2EL,False,182.5,,2025
2025-07-09,2ES,True,-142.5,-80.0,2025
2025-07-09,2EL,False,557.5,,2025
2025-07-10,2EL,False,7.5,,2025
2025-07-10,2EL,True,-605.0,-605.0,2025
2025-07-14,2EL,False,682.5,,2025
2025-07-14,2EL,False,395.0,,2025
2025-07-18,2ES,True,-392.5,-330.0,2025
2025-07-21,2EL,True,-680.0,-680.0,2025
2025-07-25,2EL,True,507.5,570.0,2025
2025-07-25,2EL,True,32.5,95.0,2025
2025-07-25,2EL,True,-142.5,-80.0,2025
2025-07-25,2EL,True,-242.5,-180.0,2025
2025-07-28,2ES,False,-55.0,,2025
2025-07-28,2ES,False,-280.0,,2025
2025-07-28,2ES,True,-642.5,-505.0,2025
2025-07-29,2ES,True,307.5,370.0,2025
2025-08-05,2ES,True,-767.5,-767.5,2025
2025-08-08,2EL,False,470.0,,2025
2025-08-11,2ES,True,-917.5,-917.5,2025
2025-08-11,2ES,True,432.5,495.0,2025
2025-08-12,2EL,True,382.5,445.0,2025
2025-08-12,2EL,True,170.0,232.5,2025
2025-08-14,2EL,True,-205.0,-142.5,2025
2025-08-19,2ES,True,632.5,695.0,2025
2025-08-20,2EL,True,-717.5,720.0,2025
2025-08-26,2EL,True,1407.5,1470.0,2025
2025-08-26,2EL,True,1107.5,1170.0,2025
2025-09-04,2EL,True,1495.0,1557.5,2025
2025-09-04,2EL,True,1407.5,1470.0,2025
2025-09-04,2EL,True,982.5,1045.0,2025
2025-09-04,2EL,False,895.0,,2025
2025-09-08,2ES,True,-342.5,-280.0,2025
2025-09-08,2ES,True,-380.0,-317.5,2025
2025-09-09,2EL,True,657.5,720.0,2025
2025-09-11,2EL,False,332.5,,2025
2025-09-11,2EL,True,-67.5,-5.0,2025
2025-09-12,2EL,True,-380.0,-317.5,2025
2025-09-12,2EL,False,-705.0,,2025
2025-09-12,2EL,False,-705.0,,2025
2025-09-16,2ES,True,-255.0,-192.5,2025
2025-09-17,2EL,True,-605.0,-605.0,2025
2025-09-19,2EL,True,595.0,657.5,2025
2025-09-19,2EL,True,420.0,482.5,2025
2025-09-23,2ES,True,1445.0,1507.5,2025
2025-09-24,2ES,True,-317.5,-255.0,2025
2025-09-30,2EL,True,895.0,957.5,2025
2025-09-30,2EL,True,-742.5,-742.5,2025
2025-10-02,2ES,True,-755.0,-755.0,2025
2025-10-02,2EL,True,332.5,395.0,2025
2025-10-03,2EL,True,-742.5,-742.5,2025
2025-10-03,2ES,False,620.0,,2025
2025-10-07,2ES,True,-292.5,-230.0,2025
2025-10-08,2EL,False,682.5,,2025
2025-10-10,2ES,True,9282.5,9345.0,2025
2025-10-10,2ES,True,9370.0,9432.5,2025
2025-10-10,2ES,True,-705.0,-705.0,2025
2025-10-16,2ES,False,2570.0,,2025
2025-10-16,2ES,True,-1167.5,-1167.5,2025
2025-10-29,2ES,False,845.0,,2025
2025-11-05,2EL,True,-842.5,-842.5,2025
2025-11-06,2ES,True,1570.0,1632.5,2025
2025-11-07,2ES,True,-867.5,-867.5,2025
2025-11-11,2EL,False,1070.0,,2025
2025-11-12,2ES,True,-592.5,-530.0,2025
2025-11-13,2EL,True,-1005.0,-1005.0,2025
2025-11-21,2EL,True,-1567.5,-1567.5,2025
2025-12-03,2EL,True,707.5,770.0,2025
2025-12-03,2EL,False,557.5,,2025
2025-12-03,2EL,False,82.5,,2025
2025-12-03,2EL,True,-205.0,-142.5,2025
2025-12-05,2ES,True,-317.5,-255.0,2025
2025-12-08,2ES,True,-792.5,-605.0,2025
2025-12-12,2EL,True,-742.5,-742.5,2025
2025-12-15,2EL,True,-842.5,-842.5,2025
2025-12-15,2EL,True,-55.0,7.5,2025
2025-12-17,2EL,True,-905.0,-905.0,2025
2025-12-17,2ES,True,282.5,345.0,2025
2025-12-17,2ES,True,-905.0,157.5,2025
2025-12-17,2ES,True,20.0,82.5,2025
2025-12-17,2ES,True,-492.5,-430.0,2025
2025-12-19,2EL,True,-17.5,45.0,2025
2025-12-22,2EL,True,45.0,107.5,2025
2025-12-23,2EL,True,1057.5,1120.0,2025
2025-12-26,2ES,True,132.5,195.0,2025
2026-01-02,2ES,True,-680.0,-680.0,2026
2026-01-05,2EL,True,-130.0,-67.5,2026
2026-01-05,2EL,True,-642.5,-405.0,2026
2026-01-07,2EL,True,-605.0,-605.0,2026
2026-01-09,2EL,False,395.0,,2026
2026-01-12,2EL,True,307.5,370.0,2026
2026-01-12,2EL,False,-17.5,,2026
2026-01-14,2ES,False,-730.0,,2026
2026-01-14,2ES,True,-730.0,-730.0,2026
2026-01-16,2ES,True,545.0,607.5,2026
2026-01-27,2EL,False,-367.5,,2026
2026-01-29,2EL,True,1932.5,1995.0,2026
2026-01-29,2EL,False,1332.5,,2026
2026-01-29,2EL,True,995.0,1057.5,2026
2026-02-03,2ES,True,-1030.0,945.0,2026
2026-02-03,2ES,True,532.5,595.0,2026
2026-02-03,2ES,False,-392.5,,2026
2026-02-03,2ES,False,-1030.0,,2026
2026-02-04,2ES,True,-1092.5,-1092.5,2026
2026-02-09,2ES,True,470.0,532.5,2026
2026-02-12,2ES,True,1420.0,1482.5,2026
2026-02-12,2ES,True,-1367.5,-1367.5,2026
2026-02-13,2EL,True,-1417.5,-1417.5,2026
2026-02-17,2EL,True,-767.5,-705.0,2026
2026-02-18,2ES,True,320.0,382.5,2026
2026-02-25,2EL,True,470.0,532.5,2026
2026-02-25,2EL,True,445.0,507.5,2026
2026-03-04,2EL,True,-142.5,-80.0,2026
2026-03-05,2ES,True,107.5,170.0,2026
2026-03-17,2ES,True,-42.5,20.0,2026
2026-04-07,2EL,True,-1492.5,-1492.5,2026
2026-04-09,2EL,True,-455.0,-392.5,2026
2026-04-10,2ES,True,-330.0,-267.5,2026
2026-04-13,2EL,True,1870.0,1932.5,2026
2026-04-15,2EL,True,757.5,820.0,2026
2026-04-15,2EL,True,445.0,507.5,2026
2026-04-20,2ES,True,-617.5,-555.0,2026
2026-04-21,2ES,True,370.0,432.5,2026
2026-04-21,2ES,True,195.0,257.5,2026
2026-04-22,2EL,True,82.5,145.0,2026
2026-04-27,2ES,True,-1005.0,-630.0,2026
2026-04-27,2EL,True,307.5,370.0,2026
2026-04-29,2ES,True,-855.0,-855.0,2026
2026-04-29,2ES,True,-855.0,-855.0,2026
2026-04-29,2ES,True,-855.0,-855.0,2026
2026-05-04,2ES,True,-892.5,-892.5,2026
2026-05-07,2EL,True,-917.5,-917.5,2026
2026-05-07,2ES,True,-917.5,-917.5,2026
2026-05-13,2EL,True,2107.5,2170.0,2026
2026-05-13,2EL,True,1770.0,1832.5,2026
2026-05-13,2EL,False,1270.0,,2026
2026-05-13,2EL,True,107.5,170.0,2026
2026-05-18,2EL,True,-917.5,-917.5,2026
2026-05-20,2EL,False,1207.5,,2026
2026-05-20,2EL,True,-967.5,282.5,2026
2026-05-28,2EL,True,670.0,732.5,2026
2026-05-28,2EL,True,395.0,457.5,2026
2026-06-01,2EL,True,-817.5,-505.0,2026
2026-06-03,2ES,True,495.0,557.5,2026
2026-06-16,2ES,True,1507.5,1570.0,2026
2026-06-17,2ES,True,4070.0,4132.5,2026
2026-06-22,2ES,True,-480.0,-417.5,2026
2026-06-24,2ES,True,-1280.0,-1280.0,2026
2026-06-24,2ES,True,-1280.0,-1280.0,2026
2026-07-01,2EL,True,-1217.5,-1217.5,2026
2026-07-01,2ES,True,995.0,1057.5,2026
2026-07-02,2ES,True,220.0,282.5,2026
2026-07-02,2ES,False,-1130.0,,2026
2026-07-02,2ES,True,-1130.0,-1130.0,2026
2026-07-06,2EL,True,770.0,832.5,2026
2026-07-06,2EL,True,407.5,470.0,2026
