Date,yr,side,net,R
2015-09-07,2015,L,51.2,0.5125
2015-09-14,2015,L,-155.0,-1.1272727272727272
2015-09-17,2015,S,-117.5,-1.175
2015-09-23,2015,S,-180.0,-1.1076923076923078
2015-09-30,2015,S,195.0,1.3
2015-10-05,2015,S,-117.5,-1.175
2015-10-06,2015,L,201.2,1.4636363636363636
2015-10-07,2015,L,-117.5,-1.175
2015-10-08,2015,S,-117.5,-1.175
2015-10-09,2015,L,-117.5,-1.175
2015-10-13,2015,S,-117.5,-1.175
2015-10-14,2015,L,-155.0,-1.1272727272727272
2015-10-15,2015,S,-117.5,-1.175
2015-10-15,2015,L,-117.5,-1.175
2015-10-16,2015,S,-117.5,-1.175
2015-10-20,2015,L,176.2,1.7625
2015-10-23,2015,L,-167.5,-1.1166666666666667
2015-10-26,2015,S,138.8,1.3875
2015-10-28,2015,S,-117.5,-1.175
2015-10-29,2015,L,157.5,1.575
2015-10-30,2015,L,-130.0,-1.1555555555555554
2015-11-11,2015,S,195.0,1.95
2015-11-12,2015,L,57.5,0.46
2015-11-18,2015,S,-142.5,-1.14
2015-11-19,2015,L,-130.0,-1.1555555555555554
2015-11-26,2015,S,-117.5,-1.175
2015-11-30,2015,L,-117.5,-1.175
2015-12-08,2015,L,-86.2,-0.20909090909090908
2015-12-11,2015,S,157.5,0.63
2015-12-11,2015,L,195.0,1.04
2015-12-16,2015,S,-267.5,-1.07
2015-12-21,2015,L,-117.5,-1.175
2015-12-22,2015,S,-117.5,-1.175
2015-12-24,2015,L,-30.0,-0.3
2015-12-28,2015,S,-130.0,-1.1555555555555554
2015-12-29,2015,S,-142.5,-1.14
2015-12-30,2015,L,70.0,0.509090909090909
2015-12-31,2015,S,-117.5,-1.175
2016-01-18,2016,S,101.2,1.0125
2016-01-25,2016,L,-167.5,-1.1166666666666667
2016-01-26,2016,S,-117.5,-1.175
2016-02-08,2016,S,-130.0,-0.49523809523809526
2016-02-08,2016,L,-117.5,-1.175
2016-02-10,2016,L,-117.5,-1.175
2016-02-16,2016,L,170.0,0.8
2016-02-17,2016,S,-117.5,-1.175
2016-02-22,2016,S,245.0,2.45
2016-02-24,2016,L,107.5,0.39090909090909093
2016-02-26,2016,L,-117.5,-1.175
2016-02-29,2016,S,-117.5,-1.175
2016-02-29,2016,L,-192.5,-1.1
2016-03-02,2016,L,-217.5,-1.0875
2016-03-03,2016,S,157.5,1.575
2016-03-08,2016,L,82.5,0.44
2016-03-14,2016,S,63.8,0.51
2016-03-15,2016,S,126.2,1.2625
2016-03-16,2016,S,157.5,1.575
2016-03-16,2016,L,107.5,0.7818181818181819
2016-03-18,2016,L,107.5,0.9555555555555556
2016-03-21,2016,L,-117.5,-1.175
2016-03-23,2016,S,-67.5,-0.24545454545454545
2016-03-23,2016,L,7.5,0.05
2016-03-24,2016,S,-117.5,-1.175
2016-03-29,2016,S,-117.5,-1.175
2016-03-30,2016,S,-117.5,-1.175
2016-03-30,2016,L,-117.5,-1.175
2016-03-31,2016,S,82.5,0.825
2016-03-31,2016,L,-117.5,-1.175
2016-04-08,2016,L,-117.5,-1.175
2016-04-11,2016,L,-117.5,-1.175
2016-04-13,2016,L,45.0,0.32727272727272727
2016-04-14,2016,S,-117.5,-1.175
2016-04-15,2016,L,-117.5,-1.175
2016-04-20,2016,S,-117.5,-1.175
2016-04-21,2016,L,-117.5,-1.175
2016-04-25,2016,L,-130.0,-1.1555555555555554
2016-04-26,2016,L,-117.5,-1.175
2016-05-02,2016,S,113.8,0.7583333333333333
2016-05-05,2016,L,-155.0,-1.1272727272727272
2016-05-11,2016,L,-130.0,-1.1555555555555554
2016-05-12,2016,L,-117.5,-1.175
2016-05-16,2016,S,-155.0,-1.1272727272727272
2016-05-17,2016,L,-117.5,-1.175
2016-05-20,2016,S,-117.5,-1.175
2016-05-23,2016,L,132.5,1.325
2016-05-25,2016,S,170.0,1.7
2016-05-26,2016,L,120.0,1.2
2016-05-30,2016,S,-30.0,-0.3
2016-06-01,2016,S,-117.5,-1.175
2016-06-08,2016,S,-5.0,-0.05
2016-06-08,2016,L,76.2,0.5545454545454546
2016-06-09,2016,L,32.5,0.26
2016-06-10,2016,S,101.2,0.81
2016-06-10,2016,L,113.8,1.1375
2016-06-15,2016,S,-5.0,-0.017391304347826087
2016-06-15,2016,L,-5.0,-0.025
2016-06-20,2016,L,-117.5,-1.175
2016-06-21,2016,S,-117.5,-1.175
2016-06-23,2016,S,-117.5,-1.175
2016-06-28,2016,L,-142.5,-1.14
2016-06-29,2016,S,-130.0,-1.1555555555555554
2016-06-30,2016,S,-117.5,-1.175
2016-07-01,2016,S,220.0,2.2
2016-07-06,2016,L,220.0,1.6
2016-07-08,2016,S,-117.5,-1.175
2016-07-11,2016,S,-117.5,-1.175
2016-07-13,2016,L,-117.5,-1.175
2016-07-14,2016,L,-117.5,-1.175
2016-07-19,2016,S,76.2,0.7625
2016-07-19,2016,L,76.2,0.7625
2016-08-01,2016,S,-117.5,-1.175
2016-08-03,2016,S,132.5,1.325
2016-08-09,2016,S,132.5,1.325
2016-08-12,2016,L,70.0,0.7
2016-08-16,2016,L,107.5,1.075
2016-08-23,2016,L,-117.5,-1.175
2016-08-24,2016,L,-117.5,-1.175
2016-09-02,2016,L,-117.5,-1.175
2016-09-05,2016,S,-17.5,-0.175
2016-09-05,2016,L,51.2,0.5125
2016-09-07,2016,S,32.5,0.28888888888888886
2016-09-07,2016,L,-117.5,-1.175
2016-09-08,2016,S,-130.0,-1.1555555555555554
2016-09-16,2016,S,151.2,1.5125
2016-09-16,2016,L,138.8,1.3875
2016-09-21,2016,S,32.5,0.1625
2016-09-21,2016,L,-117.5,-1.175
2016-09-22,2016,L,101.2,1.0125
2016-09-23,2016,L,-117.5,-1.175
2016-09-26,2016,S,88.8,0.6454545454545455
2016-09-26,2016,L,163.8,1.6375
2016-09-28,2016,L,-117.5,-1.175
2016-09-29,2016,L,-142.5,-1.14
2016-10-03,2016,S,113.8,0.91
2016-10-05,2016,S,-117.5,-1.175
2016-10-10,2016,L,88.8,0.8875
2016-10-12,2016,S,-117.5,-1.175
2016-10-17,2016,L,-117.5,-1.175
2016-10-19,2016,S,-117.5,-1.175
2016-10-24,2016,L,-117.5,-1.175
2016-10-31,2016,S,-117.5,-1.175
2016-11-04,2016,S,-142.5,-1.14
2016-11-08,2016,S,-117.5,-1.175
2016-11-11,2016,S,-167.5,-1.1166666666666667
2016-11-11,2016,L,-142.5,-1.14
2016-11-15,2016,S,63.8,0.5666666666666667
2016-11-16,2016,S,88.8,0.8875
2016-11-21,2016,S,-117.5,-1.175
2016-11-25,2016,S,-117.5,-1.175
2016-11-28,2016,S,45.0,0.36
2016-12-02,2016,S,-167.5,-1.1166666666666667
2016-12-07,2016,S,-117.5,-1.175
2016-12-12,2016,L,-117.5,-1.175
2016-12-13,2016,S,-130.0,-1.1555555555555554
2016-12-14,2016,S,-117.5,-1.175
2016-12-16,2016,L,20.0,0.13333333333333333
2016-12-19,2016,S,-117.5,-1.175
2016-12-20,2016,L,70.0,0.7
2016-12-21,2016,L,-117.5,-1.175
2016-12-23,2016,S,-117.5,-1.175
2016-12-23,2016,L,-117.5,-1.175
2017-01-09,2017,S,107.5,1.075
2017-01-13,2017,L,95.0,0.95
2017-01-16,2017,S,13.8,0.1375
2017-01-16,2017,L,-17.5,-0.175
2017-01-17,2017,L,-130.0,-1.1555555555555554
2017-01-26,2017,L,-117.5,-1.175
2017-02-07,2017,L,-117.5,-1.175
2017-02-09,2017,S,-142.5,-1.14
2017-02-13,2017,S,-117.5,-1.175
2017-02-14,2017,S,-117.5,-1.175
2017-02-14,2017,L,88.8,0.8875
2017-02-17,2017,S,-117.5,-1.175
2017-02-20,2017,S,7.5,0.075
2017-02-27,2017,S,-117.5,-1.175
2017-03-03,2017,L,120.0,1.2
2017-03-06,2017,S,-117.5,-1.175
2017-03-06,2017,L,82.5,0.7333333333333333
2017-03-07,2017,S,138.8,1.3875
2017-03-15,2017,S,63.8,0.6375
2017-03-17,2017,L,-117.5,-1.175
2017-03-20,2017,S,82.5,0.825
2017-03-22,2017,L,107.5,0.7166666666666667
2017-03-23,2017,L,70.0,0.4666666666666667
2017-03-24,2017,S,-130.0,-1.1555555555555554
2017-03-24,2017,L,-142.5,-1.14
2017-03-31,2017,S,-117.5,-1.175
2017-03-31,2017,L,-80.0,-0.5818181818181818
2017-04-04,2017,S,145.0,1.0545454545454545
2017-04-06,2017,S,220.0,2.2
2017-04-17,2017,S,-117.5,-1.175
2017-04-18,2017,L,-117.5,-1.175
2017-04-21,2017,L,-117.5,-1.175
2017-04-24,2017,S,101.2,1.0125
2017-04-24,2017,L,-117.5,-1.175
2017-04-25,2017,S,-117.5,-1.175
2017-04-26,2017,S,-117.5,-1.175
2017-04-28,2017,L,-117.5,-1.175
2017-05-01,2017,S,-117.5,-1.175
2017-05-03,2017,S,32.5,0.28888888888888886
2017-05-05,2017,L,82.5,0.825
2017-05-08,2017,L,-117.5,-1.175
2017-05-12,2017,S,-5.0,-0.05
2017-05-12,2017,L,70.0,0.7
2017-05-22,2017,L,70.0,0.7
2017-05-23,2017,S,-117.5,-1.175
2017-05-24,2017,L,57.5,0.575
2017-05-25,2017,S,-117.5,-1.175
2017-05-26,2017,S,57.5,0.575
2017-05-30,2017,S,107.5,1.075
2017-06-07,2017,S,57.5,0.575
2017-06-13,2017,L,-130.0,-1.1555555555555554
2017-06-14,2017,L,-130.0,-1.1555555555555554
2017-06-20,2017,L,-117.5,-1.175
2017-06-21,2017,S,70.0,0.7
2017-06-27,2017,L,-117.5,-1.175
2017-07-10,2017,S,-117.5,-1.175
2017-07-12,2017,S,120.0,1.2
2017-07-13,2017,S,-117.5,-1.175
2017-07-13,2017,L,20.0,0.13333333333333333
2017-07-14,2017,S,-117.5,-1.175
2017-07-17,2017,S,88.8,0.8875
2017-07-18,2017,S,-117.5,-1.175
2017-07-19,2017,S,-117.5,-1.175
2017-07-24,2017,L,88.8,0.8875
2017-07-25,2017,S,88.8,0.8875
2017-07-26,2017,L,38.8,0.3875
2017-07-28,2017,L,120.0,1.2
2017-08-03,2017,L,63.8,0.6375
2017-08-07,2017,S,-117.5,-1.175
2017-08-08,2017,L,-155.0,-1.1272727272727272
2017-08-16,2017,S,-117.5,-1.175
2017-08-16,2017,L,38.8,0.31
2017-08-23,2017,S,157.5,1.575
2017-08-25,2017,L,-117.5,-1.175
2017-08-28,2017,L,170.0,1.7
2017-08-30,2017,S,-130.0,-1.1555555555555554
2017-09-01,2017,S,82.5,0.825
2017-09-06,2017,S,-117.5,-1.175
2017-09-06,2017,L,63.8,0.2833333333333333
2017-09-12,2017,S,57.5,0.575
2017-09-12,2017,L,-117.5,-1.175
2017-09-13,2017,S,88.8,0.8875
2017-09-15,2017,S,-117.5,-1.175
2017-09-19,2017,S,7.5,0.075
2017-09-19,2017,L,51.2,0.5125
2017-09-22,2017,S,32.5,0.325
2017-10-03,2017,S,-117.5,-1.175
2017-10-03,2017,L,51.2,0.5125
2017-10-06,2017,L,-117.5,-1.175
2017-10-09,2017,L,120.0,1.2
2017-10-11,2017,S,-117.5,-1.175
2017-10-12,2017,S,-117.5,-1.175
2017-10-12,2017,L,45.0,0.4
2017-10-13,2017,S,70.0,0.7
2017-10-18,2017,S,82.5,0.825
2017-10-20,2017,S,-117.5,-1.175
2017-10-23,2017,L,-117.5,-1.175
2017-10-30,2017,S,101.2,1.0125
2017-11-06,2017,S,-117.5,-1.175
2017-11-08,2017,S,-117.5,-1.175
2017-11-10,2017,L,88.8,0.8875
2017-11-17,2017,L,51.2,0.45555555555555555
2017-11-22,2017,L,51.2,0.45555555555555555
2017-11-23,2017,L,7.5,0.075
2017-12-05,2017,S,-117.5,-1.175
2017-12-06,2017,L,63.8,0.4636363636363636
2017-12-08,2017,S,88.8,0.8875
2017-12-11,2017,S,-117.5,-1.175
2017-12-12,2017,S,-117.5,-1.175
2017-12-13,2017,S,70.0,0.7
2017-12-22,2017,S,13.8,0.12222222222222222
2017-12-22,2017,L,-130.0,-1.1555555555555554
2017-12-27,2017,S,45.0,0.45
2017-12-27,2017,L,-117.5,-1.175
2017-12-28,2017,L,88.8,0.8875
2018-01-08,2018,S,88.8,0.8875
2018-01-09,2018,S,70.0,0.7
2018-01-11,2018,S,-117.5,-1.175
2018-01-15,2018,S,45.0,0.45
2018-01-19,2018,S,-117.5,-1.175
2018-01-24,2018,S,113.8,0.7583333333333333
2018-02-01,2018,L,-180.0,-1.1076923076923078
2018-02-08,2018,L,-142.5,-1.14
2018-02-19,2018,L,-192.5,-1.1
2018-02-21,2018,L,151.2,0.44814814814814813
2018-02-22,2018,S,-267.5,-1.07
2018-02-22,2018,L,88.8,0.22903225806451613
2018-02-23,2018,L,113.8,0.7583333333333333
2018-02-27,2018,L,-155.0,-1.1272727272727272
2018-03-01,2018,L,-217.5,-1.0875
2018-03-08,2018,S,-117.5,-1.175
2018-03-12,2018,L,-167.5,-1.1166666666666667
2018-03-14,2018,L,-117.5,-1.175
2018-03-15,2018,L,-117.5,-1.175
2018-03-16,2018,S,-167.5,-1.1166666666666667
2018-03-16,2018,L,-117.5,-1.175
2018-03-21,2018,S,-117.5,-1.175
2018-03-21,2018,L,88.8,0.39444444444444443
2018-03-27,2018,L,382.5,3.4
2018-03-28,2018,L,-292.5,-1.0636363636363637
2018-04-03,2018,S,-130.0,-1.1555555555555554
2018-04-05,2018,L,101.2,0.45
2018-04-09,2018,L,-205.0,-1.0933333333333333
2018-04-10,2018,L,213.8,0.5896551724137931
2018-04-12,2018,S,307.5,1.7571428571428571
2018-04-13,2018,L,-342.5,-1.0538461538461539
2018-04-16,2018,S,207.5,2.075
2018-04-19,2018,S,201.2,1.788888888888889
2018-04-19,2018,L,-230.0,-1.0823529411764705
2018-04-23,2018,L,88.8,0.47333333333333333
2018-05-02,2018,S,-117.5,-1.175
2018-05-08,2018,S,188.8,1.8875
2018-05-08,2018,L,176.2,1.0846153846153845
2018-05-10,2018,S,-142.5,-1.14
2018-05-11,2018,L,-167.5,-1.1166666666666667
2018-05-14,2018,L,113.8,1.1375
2018-05-15,2018,L,201.2,1.2384615384615385
2018-05-16,2018,S,145.0,1.45
2018-05-21,2018,L,-130.0,-1.1555555555555554
2018-05-22,2018,L,138.8,1.2333333333333334
2018-05-25,2018,S,151.2,1.21
2018-05-25,2018,L,-117.5,-1.175
2018-05-28,2018,L,-23.8,-0.2111111111111111
2018-05-30,2018,S,-142.5,-1.14
2018-05-31,2018,S,138.8,1.11
2018-06-06,2018,L,107.5,0.7818181818181819
2018-06-08,2018,S,82.5,0.825
2018-06-13,2018,S,45.0,0.45
2018-06-13,2018,L,-117.5,-1.175
2018-06-14,2018,L,-117.5,-1.175
2018-06-20,2018,S,-117.5,-1.175
2018-06-20,2018,L,95.0,0.6333333333333333
2018-06-28,2018,S,-267.5,-1.07
2018-06-28,2018,L,45.0,0.13846153846153847
2018-06-29,2018,L,-117.5,-1.175
2018-07-04,2018,S,-30.0,-0.3
2018-07-05,2018,L,-167.5,-1.1166666666666667
2018-07-06,2018,S,-155.0,-1.1272727272727272
2018-07-10,2018,L,138.8,1.3875
2018-07-11,2018,S,220.0,2.2
2018-07-11,2018,L,-192.5,-1.1
2018-07-12,2018,S,-130.0,-1.1555555555555554
2018-07-20,2018,S,-117.5,-1.175
2018-07-20,2018,L,63.8,0.6375
2018-07-23,2018,S,-117.5,-1.175
2018-07-23,2018,L,82.5,0.6
2018-07-25,2018,S,-117.5,-1.175
2018-07-26,2018,S,-117.5,-1.175
2018-07-26,2018,L,13.8,0.044
2018-07-27,2018,L,-155.0,-1.1272727272727272
2018-08-01,2018,S,-117.5,-1.175
2018-08-03,2018,S,126.2,1.2625
2018-08-06,2018,S,-117.5,-1.175
2018-08-07,2018,S,-155.0,-1.1272727272727272
2018-08-09,2018,S,88.8,0.8875
2018-08-09,2018,L,113.8,1.1375
2018-08-10,2018,S,-155.0,-1.1272727272727272
2018-08-20,2018,S,-117.5,-1.175
2018-08-20,2018,L,95.0,0.95
2018-08-21,2018,L,82.5,0.6
2018-08-28,2018,L,-117.5,-1.175
2018-08-29,2018,S,-117.5,-1.175
2018-08-30,2018,S,57.5,0.575
2018-09-03,2018,S,-5.0,-0.05
2018-09-12,2018,S,-117.5,-1.175
2018-09-13,2018,L,163.8,1.0076923076923077
2018-09-14,2018,S,95.0,0.8444444444444444
2018-09-14,2018,L,-180.0,-1.1076923076923078
2018-09-19,2018,S,151.2,1.5125
2018-09-20,2018,S,-117.5,-1.175
2018-09-21,2018,L,-130.0,-1.1555555555555554
2018-09-26,2018,S,-117.5,-1.175
2018-09-28,2018,S,-117.5,-1.175
2018-10-01,2018,S,157.5,1.4
2018-10-01,2018,L,-155.0,-1.1272727272727272
2018-10-02,2018,S,-142.5,-1.14
2018-10-03,2018,L,170.0,1.7
2018-10-12,2018,L,163.8,0.46785714285714286
2018-10-19,2018,L,-167.5,-1.1166666666666667
2018-10-25,2018,S,-205.0,-1.0933333333333333
2018-11-05,2018,S,251.2,1.1823529411764706
2018-11-08,2018,S,-117.5,-1.175
2018-11-08,2018,L,-123.8,-0.3193548387096774
2018-11-09,2018,L,-117.5,-1.175
2018-11-13,2018,L,270.0,0.675
2018-11-21,2018,L,-217.5,-1.0875
2018-11-22,2018,L,-117.5,-1.175
2018-11-23,2018,S,-117.5,-1.175
2018-11-23,2018,L,-105.0,-1.05
2018-11-26,2018,S,-192.5,-1.1
2018-11-27,2018,S,-242.5,-1.0777777777777777
2018-11-28,2018,L,238.8,2.3875
2018-11-29,2018,S,26.2,0.09545454545454546
2018-12-04,2018,L,-242.5,-1.0777777777777777
2018-12-12,2018,L,-330.0,-1.056
2018-12-13,2018,L,-205.0,-1.0933333333333333
2018-12-17,2018,S,-117.5,-1.175
2018-12-17,2018,L,-380.0,-1.0482758620689656
2018-12-19,2018,S,-142.5,-1.14
2018-12-19,2018,L,-280.0,-1.0666666666666667
2018-12-20,2018,L,-255.0,-1.0736842105263158
2018-12-28,2018,S,-380.0,-1.0482758620689656
2018-12-28,2018,L,-155.0,-1.1272727272727272
2018-12-31,2018,S,-55.0,-0.18333333333333332
2019-01-08,2019,L,-142.5,-1.14
2019-01-09,2019,L,-142.5,-1.14
2019-01-10,2019,S,-130.0,-1.1555555555555554
2019-01-14,2019,S,-142.5,-1.14
2019-01-16,2019,S,-117.5,-1.175
2019-01-16,2019,L,13.8,0.04782608695652174
2019-01-17,2019,S,-117.5,-1.175
2019-01-18,2019,S,-142.5,-1.14
2019-01-21,2019,S,-117.5,-1.175
2019-01-23,2019,L,-180.0,-1.1076923076923078
2019-01-25,2019,S,-217.5,-1.0875
2019-01-28,2019,S,257.5,2.575
2019-01-28,2019,L,-167.5,-1.1166666666666667
2019-02-05,2019,S,-117.5,-1.175
2019-02-05,2019,L,-117.5,-1.175
2019-02-07,2019,S,257.5,2.2888888888888888
2019-02-11,2019,L,113.8,0.5352941176470588
2019-02-15,2019,S,88.8,0.44375
2019-02-15,2019,L,63.8,0.3923076923076923
2019-02-20,2019,L,-180.0,-1.1076923076923078
2019-02-21,2019,S,-155.0,-1.1272727272727272
2019-02-22,2019,S,-117.5,-1.175
2019-02-25,2019,L,1.2,0.006666666666666667
2019-02-26,2019,L,113.8,0.65
2019-02-28,2019,S,195.0,1.95
2019-02-28,2019,L,107.5,0.6615384615384615
2019-03-05,2019,S,201.2,1.4636363636363636
2019-03-13,2019,S,-130.0,-1.1555555555555554
2019-03-14,2019,S,-117.5,-1.175
2019-03-18,2019,S,195.0,1.95
2019-03-18,2019,L,-130.0,-1.1555555555555554
2019-03-20,2019,L,-117.5,-1.175
2019-03-26,2019,S,-117.5,-1.175
2019-03-26,2019,L,-130.0,-1.1555555555555554
2019-03-28,2019,S,251.2,2.2333333333333334
2019-03-28,2019,L,-155.0,-1.1272727272727272
2019-04-01,2019,S,-117.5,-1.175
2019-04-02,2019,S,132.5,1.325
2019-04-03,2019,S,-117.5,-1.175
2019-04-03,2019,L,-117.5,-1.175
2019-04-05,2019,S,113.8,0.7
2019-04-08,2019,S,-117.5,-1.175
2019-04-09,2019,S,70.0,0.4307692307692308
2019-04-09,2019,L,170.0,1.7
2019-04-10,2019,S,107.5,0.86
2019-04-16,2019,L,-117.5,-1.175
2019-04-24,2019,S,-155.0,-1.1272727272727272
2019-04-24,2019,L,-117.5,-1.175
2019-04-29,2019,S,113.8,1.1375
2019-04-30,2019,S,-117.5,-1.175
2019-05-01,2019,L,-117.5,-1.175
2019-05-03,2019,S,-117.5,-1.175
2019-05-14,2019,S,-255.0,-1.0736842105263158
2019-05-20,2019,L,401.2,2.918181818181818
2019-05-22,2019,L,276.2,2.7625
2019-05-24,2019,L,-142.5,-1.14
2019-05-27,2019,S,7.5,0.075
2019-05-27,2019,L,32.5,0.325
2019-05-30,2019,S,101.2,0.4764705882352941
2019-05-30,2019,L,-130.0,-1.1555555555555554
2019-05-31,2019,S,-117.5,-1.175
2019-05-31,2019,L,-5.0,-0.05
2019-06-05,2019,S,-142.5,-1.14
2019-06-06,2019,S,-117.5,-1.175
2019-06-06,2019,L,132.5,0.7571428571428571
2019-06-10,2019,L,-117.5,-1.175
2019-06-12,2019,L,63.8,0.2833333333333333
2019-06-13,2019,L,-142.5,-1.14
2019-06-20,2019,S,-130.0,-0.49523809523809526
2019-06-21,2019,S,-130.0,-1.1555555555555554
2019-06-24,2019,S,101.2,1.0125
2019-06-27,2019,S,138.8,1.3875
2019-06-27,2019,L,113.8,0.4789473684210526
2019-07-02,2019,L,101.2,0.5785714285714286
2019-07-08,2019,L,-117.5,-1.175
2019-07-12,2019,S,45.0,0.45
2019-07-15,2019,L,120.0,1.2
2019-07-16,2019,S,57.5,0.575
2019-07-16,2019,L,-117.5,-1.175
2019-07-22,2019,S,-130.0,-1.1555555555555554
2019-07-23,2019,L,176.2,1.7625
2019-07-26,2019,S,-155.0,-1.1272727272727272
2019-07-31,2019,S,101.2,1.0125
2019-08-15,2019,L,-192.5,-1.1
2019-08-19,2019,S,-117.5,-1.175
2019-08-21,2019,L,138.8,1.11
2019-08-30,2019,L,-192.5,-1.1
2019-09-02,2019,S,138.8,1.3875
2019-09-04,2019,S,-117.5,-1.175
2019-09-06,2019,S,-117.5,-1.175
2019-09-11,2019,S,-130.0,-1.1555555555555554
2019-09-16,2019,L,-180.0,-1.1076923076923078
2019-09-18,2019,S,-167.5,-0.44666666666666666
2019-09-18,2019,L,-117.5,-1.175
2019-09-19,2019,L,-180.0,-1.1076923076923078
2019-09-20,2019,L,-142.5,-1.14
2019-09-23,2019,S,-117.5,-1.175
2019-09-26,2019,S,-155.0,-1.1272727272727272
2019-10-07,2019,S,-117.5,-1.175
2019-10-08,2019,S,-292.5,-1.0636363636363637
2019-10-09,2019,S,-142.5,-1.14
2019-10-09,2019,L,226.2,2.2625
2019-10-11,2019,S,-130.0,-1.1555555555555554
2019-10-11,2019,L,-98.8,-0.17173913043478262
2019-10-14,2019,S,70.0,0.3111111111111111
2019-10-15,2019,S,-117.5,-1.175
2019-10-16,2019,S,-130.0,-1.1555555555555554
2019-10-21,2019,S,-117.5,-1.175
2019-10-22,2019,S,45.0,0.32727272727272727
2019-10-22,2019,L,107.5,1.075
2019-10-28,2019,S,57.5,0.30666666666666664
2019-11-04,2019,L,107.5,1.075
2019-11-06,2019,S,-167.5,-0.3526315789473684
2019-11-07,2019,S,151.2,1.1
2019-11-14,2019,S,-117.5,-1.175
2019-11-14,2019,L,-117.5,-1.175
2019-11-18,2019,S,-117.5,-1.175
2019-11-20,2019,S,113.8,1.011111111111111
2019-11-26,2019,S,-117.5,-1.175
2019-11-27,2019,S,45.0,0.45
2019-11-28,2019,S,-117.5,-1.175
2019-11-29,2019,L,-167.5,-1.1166666666666667
2019-12-09,2019,L,-130.0,-1.1555555555555554
2019-12-11,2019,L,145.0,1.288888888888889
2019-12-17,2019,L,-117.5,-1.175
2019-12-18,2019,S,132.5,1.325
2019-12-19,2019,S,-117.5,-1.175
2019-12-23,2019,L,-117.5,-1.175
2019-12-26,2019,S,-117.5,-1.175
2020-01-07,2020,S,-117.5,-1.175
2020-01-09,2020,S,182.5,1.825
2020-01-09,2020,L,95.0,0.5846153846153846
2020-01-10,2020,L,-142.5,-1.14
2020-01-13,2020,S,-117.5,-1.175
2020-01-14,2020,S,82.5,0.66
2020-01-14,2020,L,120.0,0.7384615384615385
2020-01-16,2020,S,38.8,0.31
2020-01-17,2020,S,-117.5,-1.175
2020-02-05,2020,L,213.8,0.7772727272727272
2020-02-06,2020,S,-17.5,-0.175
2020-02-07,2020,S,-167.5,-1.1166666666666667
2020-02-11,2020,S,307.5,3.075
2020-02-11,2020,L,-167.5,-1.1166666666666667
2020-02-12,2020,S,-117.5,-1.175
2020-02-13,2020,S,-117.5,-1.175
2020-02-14,2020,S,188.8,1.8875
2020-02-14,2020,L,-117.5,-1.175
2020-03-23,2020,S,1538.8,4.1033333333333335
2020-03-26,2020,S,-192.5,-1.1
2020-03-31,2020,S,-155.0,-1.1272727272727272
2020-03-31,2020,L,1038.8,3.324
2020-04-23,2020,L,238.8,0.2329268292682927
2020-04-24,2020,L,576.2,2.711764705882353
2020-04-27,2020,S,370.0,3.2888888888888888
2020-04-30,2020,S,582.5,5.177777777777778
2020-05-04,2020,S,-155.0,-1.1272727272727272
2020-05-08,2020,S,-117.5,-1.175
2020-05-11,2020,S,-280.0,-1.0666666666666667
2020-05-19,2020,S,-180.0,-1.1076923076923078
2020-05-19,2020,L,-267.5,-1.07
2020-05-29,2020,L,-180.0,-1.1076923076923078
2020-06-02,2020,S,245.0,1.0888888888888888
2020-06-08,2020,S,-117.5,-1.175
2020-06-08,2020,L,276.2,2.0090909090909093
2020-06-17,2020,L,270.0,0.5023255813953489
2020-06-18,2020,S,-342.5,-1.0538461538461539
2020-06-23,2020,L,257.5,1.0842105263157895
2020-06-25,2020,S,-155.0,-1.1272727272727272
2020-07-08,2020,S,-167.5,-1.1166666666666667
2020-07-08,2020,L,-267.5,-1.07
2020-07-13,2020,S,-217.5,-1.0875
2020-07-13,2020,L,170.0,0.4689655172413793
2020-07-16,2020,S,282.5,1.5066666666666666
2020-07-17,2020,L,451.2,3.2818181818181817
2020-07-21,2020,L,332.5,3.325
2020-07-22,2020,S,370.0,2.466666666666667
2020-07-22,2020,L,195.0,0.8210526315789474
2020-07-23,2020,L,-217.5,-1.0875
2020-07-27,2020,S,420.0,2.8
2020-07-28,2020,S,70.0,0.175
2020-08-05,2020,S,-130.0,-1.1555555555555554
2020-08-05,2020,L,-186.2,-0.4257142857142857
2020-08-06,2020,L,-117.5,-1.175
2020-08-07,2020,L,-242.5,-1.0777777777777777
2020-08-13,2020,S,-117.5,-1.175
2020-08-13,2020,L,-280.0,-1.0666666666666667
2020-08-14,2020,S,213.8,2.1375
2020-08-14,2020,L,-167.5,-1.1166666666666667
2020-08-19,2020,S,-117.5,-1.175
2020-08-21,2020,S,207.5,1.0375
2020-08-25,2020,S,-117.5,-1.175
2020-08-25,2020,L,-205.0,-1.0933333333333333
2020-08-28,2020,S,-117.5,-1.175
2020-08-28,2020,L,-255.0,-1.0736842105263158
2020-08-31,2020,S,132.5,0.8833333333333333
2020-09-11,2020,S,-217.5,-1.0875
2020-09-11,2020,L,-142.5,-1.14
2020-09-16,2020,L,-205.0,-1.0933333333333333
2020-09-25,2020,S,-230.0,-1.0823529411764705
2020-09-30,2020,S,-330.0,-1.056
2020-09-30,2020,L,557.5,1.5379310344827586
2020-10-06,2020,L,195.0,0.78
2020-10-07,2020,S,-180.0,-1.1076923076923078
2020-10-08,2020,S,20.0,0.05714285714285714
2020-10-12,2020,S,-117.5,-1.175
2020-10-13,2020,L,332.5,2.216666666666667
