Date,variant,net,stop_pts
2026-05-28,adr30,457.5,16.75
2026-05-28,atr,457.5,8.75
2026-05-28,hybMax,457.5,16.75
2026-05-28,hybMax15,457.5,16.75
2026-05-28,expand,457.5,17.5
2026-06-01,adr30,-505.0,16.0
2026-06-01,atr,-505.0,17.75
2026-06-01,hybMax,-505.0,17.75
2026-06-01,hybMax15,-505.0,26.75
2026-06-01,expand,-505.0,16.75
2026-06-03,adr30,557.5,14.5
2026-06-03,atr,557.5,16.25
2026-06-03,hybMax,557.5,16.25
2026-06-03,hybMax15,557.5,24.5
2026-06-03,expand,557.5,14.5
2026-06-16,adr30,1570.0,33.25
2026-06-16,atr,1570.0,24.75
2026-06-16,hybMax,1570.0,33.25
2026-06-16,hybMax15,1570.0,37.25
2026-06-16,expand,1570.0,33.25
2026-06-17,adr30,4132.5,34.0
2026-06-17,atr,-780.0,15.25
2026-06-17,hybMax,4132.5,34.0
2026-06-17,hybMax15,4132.5,34.0
2026-06-17,expand,4132.5,34.0
2026-06-22,adr30,-417.5,30.25
2026-06-22,atr,-417.5,34.75
2026-06-22,hybMax,-417.5,34.75
2026-06-22,hybMax15,-417.5,52.0
2026-06-22,expand,-417.5,30.25
2026-06-24,adr30,-1280.0,25.25
2026-06-24,atr,-1992.5,39.5
2026-06-24,hybMax,-1992.5,39.5
2026-06-24,hybMax15,-742.5,59.25
2026-06-24,expand,-1280.0,25.25
2026-06-24,adr30,-1280.0,25.25
2026-06-24,atr,-1655.0,32.75
2026-06-24,hybMax,-1655.0,32.75
2026-06-24,hybMax15,-2317.5,49.25
2026-06-24,expand,-1342.5,26.5
2026-07-01,adr30,-1217.5,24.0
2026-07-01,atr,-942.5,18.5
2026-07-01,hybMax,-1217.5,24.0
2026-07-01,hybMax15,-1392.5,27.5
2026-07-01,expand,-1217.5,24.0
2026-07-01,adr30,1057.5,24.0
2026-07-01,atr,1057.5,12.25
2026-07-01,hybMax,1057.5,24.0
2026-07-01,hybMax15,1057.5,24.0
2026-07-01,expand,1057.5,24.0
2026-07-02,adr30,282.5,22.25
2026-07-02,atr,282.5,49.75
2026-07-02,hybMax,282.5,49.75
2026-07-02,hybMax15,282.5,74.75
2026-07-02,expand,282.5,22.25
2026-07-02,adr30,-1130.0,22.25
2026-07-02,atr,-1342.5,26.5
2026-07-02,hybMax,-1342.5,26.5
2026-07-02,hybMax15,-1492.5,39.75
2026-07-02,expand,-1680.0,33.25
2026-07-06,adr30,832.5,24.25
2026-07-06,atr,832.5,15.5
2026-07-06,hybMax,832.5,24.25
2026-07-06,hybMax15,832.5,24.25
2026-07-06,expand,832.5,24.25
2026-07-06,adr30,470.0,24.25
2026-07-06,atr,470.0,11.75
2026-07-06,hybMax,470.0,24.25
2026-07-06,hybMax15,470.0,24.25
2026-07-06,expand,470.0,24.25
