Date,time,rev,side,entry,stop,bar
2022-03-16,2022-03-16 13:45:00,BO,1,5110.25,5065.75,62
2022-03-17,2022-03-17 09:50:00,BO,-1,5166.0,5178.0,15
2022-03-17,2022-03-17 13:05:00,BO,-1,5210.75,5216.75,54
2022-03-17,2022-03-17 14:15:00,OB,-1,5203.0,5216.0,68
2022-03-17,2022-03-17 14:45:00,BO,1,5220.5,5206.75,74
2022-03-21,2022-03-21 08:50:00,OB,-1,5281.75,5296.5,3
2022-03-21,2022-03-21 12:20:00,BO,-1,5239.0,5256.75,45
2022-03-21,2022-03-21 14:15:00,BO,1,5260.5,5249.0,68
2022-03-21,2022-03-21 15:00:00,BO,1,5276.5,5252.75,77
2022-03-24,2022-03-24 09:20:00,BO,-1,5288.25,5301.75,9
2022-03-25,2022-03-25 09:55:00,IB,-1,5355.5,5362.5,16
2022-03-25,2022-03-25 14:50:00,BO,1,5348.0,5332.75,75
2022-03-29,2022-03-29 11:05:00,BO,-1,5424.75,5432.75,30
2022-03-29,2022-03-29 11:30:00,BO,-1,5417.25,5423.25,35
2022-03-30,2022-03-30 11:05:00,BO,1,5432.75,5426.25,30
2022-03-30,2022-03-30 12:10:00,BO,-1,5427.25,5433.5,43
2022-03-30,2022-03-30 14:35:00,BO,1,5407.75,5398.25,72
2022-04-01,2022-04-01 09:25:00,BO,-1,5344.75,5362.0,10
2022-04-01,2022-04-01 13:05:00,BO,1,5346.75,5335.75,54
2022-04-01,2022-04-01 14:55:00,BO,1,5359.25,5337.25,76
2022-04-04,2022-04-04 13:00:00,BO,1,5390.75,5386.25,53
2022-04-04,2022-04-04 14:55:00,OB,1,5398.75,5391.0,76
2022-04-05,2022-04-05 10:55:00,BO,-1,5371.5,5377.0,28
2022-04-06,2022-04-06 09:45:00,BO,1,5288.5,5280.5,14
2022-04-06,2022-04-06 10:50:00,BO,1,5293.0,5282.75,27
2022-04-07,2022-04-07 14:55:00,OB,-1,5325.25,5340.75,76
2022-04-08,2022-04-08 09:10:00,OB,1,5306.5,5292.25,7
2022-04-08,2022-04-08 10:00:00,BO,1,5331.0,5304.25,17
2022-04-08,2022-04-08 13:55:00,BO,1,5322.75,5311.5,64
2022-04-11,2022-04-11 12:25:00,BO,-1,5249.0,5258.5,46
2022-04-14,2022-04-14 12:50:00,BO,1,5241.75,5233.5,51
2022-04-14,2022-04-14 13:05:00,BO,1,5248.75,5239.25,54
2022-04-18,2022-04-18 15:00:00,OB,1,5212.5,5188.5,77
2022-04-20,2022-04-20 10:55:00,OB,-1,5288.75,5298.0,28
2022-04-21,2022-04-21 12:30:00,BO,1,5264.75,5245.75,47
2022-04-22,2022-04-22 08:40:00,BO,-1,5183.0,5214.25,1
2022-04-22,2022-04-22 13:55:00,BO,-1,5103.5,5116.25,64
2022-04-22,2022-04-22 14:20:00,OB,1,5122.5,5098.0,69
2022-04-25,2022-04-25 14:05:00,OB,-1,5075.5,5098.5,66
2022-04-26,2022-04-26 12:00:00,BO,1,5053.0,5036.0,41
2022-04-28,2022-04-28 14:35:00,BO,-1,5112.0,5127.0,72
2022-04-29,2022-04-29 11:05:00,BO,-1,5022.25,5046.75,30
2022-04-29,2022-04-29 14:15:00,BO,-1,4971.0,4987.5,68
2022-05-02,2022-05-02 13:05:00,BO,1,4914.0,4898.5,54
2022-05-02,2022-05-02 13:55:00,BO,1,4901.25,4879.5,64
2022-05-02,2022-05-02 14:10:00,BO,1,4917.25,4889.0,67
2022-05-03,2022-05-03 09:35:00,BO,1,4993.25,4972.25,12
2022-05-03,2022-05-03 11:05:00,BO,1,5013.5,5003.0,30
2022-05-03,2022-05-03 14:25:00,BO,-1,4996.5,5009.75,70
2022-05-03,2022-05-03 14:45:00,BO,-1,4982.25,5003.25,74
2022-05-06,2022-05-06 08:40:00,BO,-1,4909.0,4977.25,1
2022-05-06,2022-05-06 13:55:00,OB,1,4930.25,4906.0,64
2022-05-09,2022-05-09 09:10:00,BO,-1,4857.75,4887.0,7
2022-05-09,2022-05-09 14:50:00,BO,-1,4805.25,4824.5,75
2022-05-10,2022-05-10 08:50:00,BO,-1,4849.5,4876.0,3
2022-05-10,2022-05-10 11:50:00,BO,1,4798.75,4780.0,39
2022-05-11,2022-05-11 09:55:00,OB,-1,4842.75,4868.5,16
2022-05-12,2022-05-12 08:40:00,BO,-1,4700.75,4766.5,1
2022-05-13,2022-05-13 12:45:00,BO,-1,4828.75,4841.0,50
2022-05-16,2022-05-16 13:30:00,BO,1,4863.0,4849.0,59
2022-05-17,2022-05-17 11:20:00,IB,1,4882.25,4873.5,33
2022-05-17,2022-05-17 15:00:00,BO,1,4909.75,4894.25,77
2022-05-18,2022-05-18 09:00:00,BO,-1,4838.5,4852.25,5
2022-05-18,2022-05-18 10:55:00,BO,-1,4790.25,4808.75,28
2022-05-18,2022-05-18 12:10:00,BO,-1,4775.75,4798.25,43
2022-05-18,2022-05-18 12:50:00,BO,-1,4756.75,4775.75,51
2022-05-19,2022-05-19 08:50:00,BO,-1,4701.5,4744.0,3
2022-05-19,2022-05-19 10:40:00,BO,1,4747.5,4717.0,25
2022-05-19,2022-05-19 13:00:00,BO,1,4743.5,4710.5,53
2022-05-20,2022-05-20 09:55:00,BO,-1,4711.0,4734.5,16
2022-05-20,2022-05-20 10:35:00,OB,1,4697.25,4680.5,24
2022-05-20,2022-05-20 14:35:00,BO,1,4687.25,4656.75,72
2022-05-24,2022-05-24 13:50:00,BO,-1,4732.75,4757.25,63
2022-05-24,2022-05-24 14:05:00,OB,1,4743.75,4726.0,66
2022-05-25,2022-05-25 09:50:00,BO,-1,4786.75,4801.0,15
2022-05-25,2022-05-25 11:25:00,BO,-1,4765.75,4778.25,34
2022-05-26,2022-05-26 08:40:00,BO,1,4837.25,4792.5,1
2022-05-26,2022-05-26 10:05:00,BO,1,4872.25,4861.5,18
2022-05-27,2022-05-27 08:40:00,BO,1,4923.75,4871.0,1
2022-05-27,2022-05-27 08:55:00,BO,1,4936.5,4918.25,4
2022-05-27,2022-05-27 10:05:00,BO,-1,4934.5,4943.5,18
2022-05-27,2022-05-27 10:15:00,BO,1,4943.5,4931.5,20
2022-05-27,2022-05-27 11:25:00,BO,-1,4946.5,4955.5,34
2022-05-27,2022-05-27 14:05:00,BO,1,4961.0,4953.75,66
2022-05-27,2022-05-27 15:00:00,OB,1,4979.75,4962.75,77
2022-05-31,2022-05-31 08:40:00,BO,-1,4935.0,5003.25,43
2022-05-31,2022-05-31 12:05:00,OB,-1,4971.5,4984.0,84
2022-05-31,2022-05-31 13:50:00,BO,-1,4961.0,4982.0,105
2022-06-01,2022-06-01 14:15:00,BO,1,4946.0,4931.25,68
2022-06-03,2022-06-03 11:05:00,BO,1,4936.25,4922.75,30
2022-06-03,2022-06-03 14:15:00,BO,-1,4926.75,4943.25,68
2022-06-06,2022-06-06 13:30:00,BO,-1,4943.0,4958.5,59
2022-06-07,2022-06-07 10:25:00,BO,-1,4945.25,4959.25,22
2022-06-07,2022-06-07 13:10:00,OB,1,4967.75,4954.75,55
2022-06-07,2022-06-07 15:05:00,OB,-1,4977.5,4987.5,78
2022-06-08,2022-06-08 10:15:00,BO,1,4974.25,4961.75,20
2022-06-08,2022-06-08 11:40:00,BO,-1,4948.25,4968.25,37
2022-06-09,2022-06-09 08:55:00,BO,1,4937.0,4908.5,4
2022-06-09,2022-06-09 10:45:00,BO,1,4923.5,4909.5,26
2022-06-13,2022-06-13 10:20:00,OB,1,4596.0,4572.75,21
2022-06-13,2022-06-13 12:45:00,OB,1,4614.5,4592.5,50
2022-06-14,2022-06-14 08:55:00,BO,1,4592.25,4569.25,4
2022-06-14,2022-06-14 13:50:00,BO,-1,4548.25,4564.75,63
2022-06-14,2022-06-14 14:15:00,BO,-1,4534.25,4551.25,68
2022-06-14,2022-06-14 14:35:00,BO,1,4555.5,4532.75,72
2022-06-15,2022-06-15 13:00:00,OB,1,4606.25,4586.5,53
2022-06-15,2022-06-15 13:45:00,BO,1,4642.5,4545.75,62
2022-06-16,2022-06-16 08:35:00,BO,-1,4520.5,4620.75,0
2022-06-16,2022-06-16 09:40:00,BO,-1,4501.75,4515.5,13
2022-06-16,2022-06-16 14:05:00,OB,1,4482.5,4464.25,66
2022-06-17,2022-06-17 08:35:00,BO,1,4513.5,4487.5,0
2022-06-17,2022-06-17 14:25:00,IB,1,4516.0,4497.0,70
2022-06-21,2022-06-21 08:40:00,BO,1,4574.25,4536.5,43
2022-06-21,2022-06-21 10:15:00,BO,-1,4595.0,4603.5,62
2022-06-23,2022-06-23 14:35:00,BO,1,4620.5,4602.0,72
2022-06-24,2022-06-24 09:10:00,BO,1,4708.75,4610.75,1
2022-06-24,2022-06-24 15:00:00,BO,1,4741.25,4723.75,71
2022-06-27,2022-06-27 08:50:00,BO,-1,4719.25,4736.25,3
2022-06-28,2022-06-28 10:25:00,BO,-1,4706.5,4726.75,22
2022-06-28,2022-06-28 10:45:00,BO,-1,4686.25,4702.75,26
2022-06-28,2022-06-28 12:10:00,BO,-1,4670.0,4687.5,43
2022-06-28,2022-06-28 12:30:00,OB,1,4675.5,4665.25,47
2022-06-29,2022-06-29 08:40:00,OB,-1,4630.0,4656.75,1
2022-06-29,2022-06-29 08:55:00,OB,1,4655.75,4623.5,4
2022-06-29,2022-06-29 11:40:00,BO,1,4635.25,4623.75,37
2022-06-29,2022-06-29 13:00:00,BO,1,4647.75,4639.0,53
2022-06-30,2022-06-30 11:10:00,IB,-1,4609.0,4622.25,31
2022-06-30,2022-06-30 12:15:00,BO,-1,4617.0,4639.75,44
2022-06-30,2022-06-30 14:30:00,BO,1,4612.75,4589.0,71
2022-07-01,2022-07-01 09:50:00,OB,1,4591.5,4575.75,15
2022-07-01,2022-07-01 13:10:00,OB,-1,4615.0,4621.5,55
2022-07-04,2022-07-04 09:15:00,BO,-1,4629.5,4634.5,8
2022-07-04,2022-07-04 10:10:00,BO,1,4638.0,4632.0,19
2022-07-05,2022-07-05 08:40:00,BO,-1,4575.25,4636.75,43
2022-07-05,2022-07-05 09:15:00,IB,1,4586.75,4566.25,50
2022-07-08,2022-07-08 10:30:00,BO,1,4741.0,4732.25,23
2022-07-08,2022-07-08 13:55:00,OB,-1,4732.0,4740.25,64
2022-07-11,2022-07-11 09:35:00,BO,1,4683.25,4673.5,12
2022-07-12,2022-07-12 09:05:00,BO,-1,4664.75,4686.5,6
2022-07-12,2022-07-12 14:00:00,BO,-1,4662.25,4672.25,65
2022-07-13,2022-07-13 09:35:00,BO,1,4613.75,4587.0,12
2022-07-14,2022-07-14 14:40:00,OB,-1,4612.25,4622.25,73
2022-07-15,2022-07-15 08:55:00,BO,-1,4644.5,4659.0,4
2022-07-15,2022-07-15 14:00:00,IB,-1,4680.5,4684.75,65
2022-07-18,2022-07-18 10:10:00,BO,-1,4712.25,4717.75,19
2022-07-18,2022-07-18 11:10:00,BO,-1,4717.25,4721.25,31
2022-07-18,2022-07-18 13:40:00,IB,1,4681.5,4675.5,61
2022-07-18,2022-07-18 14:30:00,OB,-1,4663.25,4676.0,71
2022-07-19,2022-07-19 12:40:00,BO,1,4747.0,4737.25,49
2022-07-20,2022-07-20 12:10:00,BO,-1,4770.0,4786.0,43
2022-07-21,2022-07-21 08:35:00,BO,-1,4769.5,4789.25,0
2022-07-21,2022-07-21 10:00:00,BO,1,4780.25,4766.25,17
2022-07-21,2022-07-21 10:35:00,BO,1,4794.5,4775.5,24
2022-07-21,2022-07-21 14:10:00,BO,1,4816.0,4804.25,67
2022-07-22,2022-07-22 11:35:00,OB,1,4798.75,4785.5,36
2022-07-26,2022-07-26 10:55:00,BO,-1,4742.25,4751.25,28
2022-07-27,2022-07-27 12:35:00,BO,1,4799.0,4794.0,48
2022-07-27,2022-07-27 13:45:00,BO,1,4836.25,4790.75,62
2022-07-27,2022-07-27 14:30:00,BO,1,4864.25,4842.25,71
2022-07-28,2022-07-28 12:05:00,IB,-1,4874.25,4880.0,42
2022-07-28,2022-07-28 14:40:00,BO,-1,4895.25,4900.75,73
2022-07-29,2022-07-29 10:45:00,BO,1,4931.5,4915.75,26
2022-08-01,2022-08-01 08:45:00,BO,1,4938.25,4919.25,2
2022-08-02,2022-08-02 12:05:00,BO,-1,4958.5,4965.25,42
2022-08-03,2022-08-03 10:15:00,BO,1,4958.75,4949.0,20
2022-08-03,2022-08-03 11:50:00,BO,1,4980.75,4972.75,39
2022-08-04,2022-08-04 09:50:00,OB,1,4970.0,4958.25,15
2022-08-08,2022-08-08 12:15:00,BO,1,4971.75,4963.25,44
2022-08-09,2022-08-09 13:55:00,BO,1,4945.0,4937.5,64
2022-08-09,2022-08-09 14:25:00,BO,1,4949.5,4941.0,70
2022-08-10,2022-08-10 10:05:00,BO,1,5031.5,5018.5,18
2022-08-11,2022-08-11 09:20:00,BO,1,5081.75,5071.0,9
2022-08-11,2022-08-11 12:20:00,BO,1,5061.25,5052.75,45
2022-08-11,2022-08-11 13:55:00,BO,-1,5028.75,5040.0,64
2022-08-12,2022-08-12 10:20:00,BO,1,5066.75,5058.25,21
2022-08-15,2022-08-15 09:35:00,BO,1,5098.75,5088.5,12
2022-08-15,2022-08-15 10:25:00,BO,1,5094.75,5087.0,22
2022-08-15,2022-08-15 12:40:00,BO,-1,5114.5,5120.5,49
2022-08-15,2022-08-15 13:10:00,BO,-1,5115.25,5119.0,55
2022-08-16,2022-08-16 09:35:00,BO,-1,5101.75,5115.75,12
2022-08-16,2022-08-16 09:45:00,IB,1,5108.5,5101.0,14
2022-08-16,2022-08-16 10:15:00,BO,1,5118.5,5106.5,20
2022-08-18,2022-08-18 14:55:00,BO,-1,5107.0,5117.0,76
2022-08-19,2022-08-19 10:00:00,BO,-1,5055.5,5066.0,17
2022-08-22,2022-08-22 10:00:00,BO,-1,4973.5,4984.75,17
2022-08-22,2022-08-22 11:25:00,BO,1,4986.5,4979.25,34
2022-08-23,2022-08-23 08:55:00,BO,1,4971.25,4953.5,4
2022-08-23,2022-08-23 14:05:00,BO,1,4961.5,4954.25,66
2022-08-24,2022-08-24 08:45:00,OB,1,4954.75,4943.5,2
2022-08-24,2022-08-24 11:45:00,BO,-1,4960.0,4973.5,38
2022-08-24,2022-08-24 13:35:00,IB,-1,4958.25,4963.75,60
2022-08-24,2022-08-24 14:55:00,BO,-1,4970.0,4974.5,76
2022-08-25,2022-08-25 08:55:00,BO,1,4986.0,4971.75,4
2022-08-25,2022-08-25 13:40:00,OB,-1,4993.75,4999.0,61
2022-08-25,2022-08-25 14:45:00,BO,1,5013.0,4999.0,74
2022-08-26,2022-08-26 11:05:00,BO,-1,4929.0,4947.0,30
2022-08-29,2022-08-29 12:20:00,BO,-1,4868.75,4879.75,45
2022-08-29,2022-08-29 13:55:00,BO,-1,4871.75,4878.0,64
2022-08-29,2022-08-29 14:55:00,BO,-1,4860.75,4875.5,76
2022-08-30,2022-08-30 09:50:00,BO,-1,4792.5,4810.5,15
2022-08-30,2022-08-30 10:00:00,IB,1,4810.75,4790.75,17
2022-08-30,2022-08-30 12:55:00,OB,1,4802.5,4786.75,52
2022-08-30,2022-08-30 14:35:00,BO,-1,4805.25,4817.75,72
2022-08-31,2022-08-31 11:45:00,BO,-1,4802.5,4810.75,38
2022-09-01,2022-09-01 09:40:00,BO,-1,4736.0,4753.25,13
2022-09-01,2022-09-01 12:30:00,BO,1,4755.5,4744.25,47
2022-09-01,2022-09-01 15:00:00,BO,1,4789.75,4765.5,77
2022-09-02,2022-09-02 14:40:00,BO,-1,4734.0,4753.5,73
2022-09-02,2022-09-02 14:55:00,OB,1,4745.75,4728.25,76
2022-09-05,2022-09-05 09:50:00,IB,-1,4757.25,4760.0,15
2022-09-05,2022-09-05 11:05:00,BO,1,4758.25,4755.0,30
2022-09-07,2022-09-07 12:40:00,BO,1,4780.25,4770.5,49
2022-09-12,2022-09-12 12:45:00,BO,-1,4928.75,4936.25,50
2022-09-12,2022-09-12 13:35:00,BO,-1,4921.75,4930.75,60
2022-09-13,2022-09-13 11:10:00,OB,1,4811.25,4800.25,31
2022-09-13,2022-09-13 14:35:00,BO,-1,4756.0,4774.5,72
2022-09-14,2022-09-14 11:45:00,BO,1,4777.5,4764.25,38
2022-09-14,2022-09-14 13:05:00,BO,-1,4748.5,4760.0,54
2022-09-15,2022-09-15 08:50:00,BO,1,4770.5,4745.0,3
2022-09-15,2022-09-15 10:25:00,OB,1,4745.0,4727.25,22
2022-09-15,2022-09-15 14:45:00,BO,1,4718.75,4710.5,74
2022-09-16,2022-09-16 11:10:00,BO,-1,4669.75,4681.0,31
2022-09-16,2022-09-16 11:50:00,BO,1,4670.5,4659.25,39
2022-09-16,2022-09-16 13:05:00,OB,1,4668.5,4661.0,54
2022-09-19,2022-09-19 11:40:00,BO,1,4692.5,4678.75,37
2022-09-20,2022-09-20 12:35:00,BO,-1,4657.0,4671.25,48
2022-09-22,2022-09-22 09:15:00,BO,1,4598.5,4576.5,8
2022-09-22,2022-09-22 10:00:00,BO,-1,4574.5,4588.0,17
2022-09-22,2022-09-22 15:00:00,BO,-1,4575.75,4609.5,77
2022-09-23,2022-09-23 12:30:00,IB,-1,4490.0,4504.25,47
2022-09-23,2022-09-23 13:15:00,OB,-1,4478.25,4499.0,56
2022-09-23,2022-09-23 14:10:00,BO,1,4488.0,4464.75,67
2022-09-26,2022-09-26 15:05:00,BO,-1,4467.25,4501.5,78
2022-09-27,2022-09-27 11:15:00,BO,-1,4457.5,4473.5,32
2022-09-28,2022-09-28 11:20:00,BO,1,4527.0,4513.5,33
2022-09-28,2022-09-28 12:30:00,OB,-1,4524.75,4532.5,47
2022-09-28,2022-09-28 15:00:00,BO,-1,4537.0,4555.75,77
2022-09-29,2022-09-29 08:40:00,BO,-1,4482.25,4540.5,1
2022-09-29,2022-09-29 11:20:00,BO,-1,4459.25,4474.5,33
2022-09-29,2022-09-29 14:40:00,BO,1,4457.25,4439.5,73
2022-09-30,2022-09-30 13:45:00,BO,-1,4430.75,4441.75,62
2022-10-03,2022-10-03 11:10:00,BO,1,4477.5,4464.25,31
2022-10-04,2022-10-04 08:40:00,BO,1,4574.5,4499.0,1
2022-10-04,2022-10-04 12:15:00,BO,-1,4581.5,4593.5,44
2022-10-04,2022-10-04 12:55:00,BO,1,4593.5,4582.5,52
2022-10-05,2022-10-05 11:15:00,BO,1,4572.75,4551.75,32
2022-10-05,2022-10-05 13:00:00,BO,-1,4588.0,4600.0,53
2022-10-05,2022-10-05 13:20:00,BO,1,4601.0,4591.25,57
2022-10-06,2022-10-06 09:05:00,BO,-1,4579.5,4610.5,6
2022-10-06,2022-10-06 14:30:00,BO,1,4573.5,4559.5,71
2022-10-07,2022-10-07 09:50:00,BO,1,4495.75,4483.0,15
2022-10-07,2022-10-07 12:20:00,BO,1,4468.5,4458.5,45
2022-10-07,2022-10-07 12:45:00,BO,1,4468.5,4461.75,50
2022-10-07,2022-10-07 12:55:00,BO,-1,4463.5,4471.25,52
2022-10-07,2022-10-07 14:45:00,BO,1,4453.5,4437.0,74
2022-10-10,2022-10-10 09:40:00,BO,-1,4429.75,4458.0,13
2022-10-10,2022-10-10 13:35:00,BO,1,4440.0,4426.75,60
2022-10-11,2022-10-11 11:20:00,BO,1,4439.75,4421.75,33
2022-10-12,2022-10-12 08:45:00,BO,1,4421.0,4390.0,2
2022-10-12,2022-10-12 11:50:00,IB,1,4408.5,4403.0,39
2022-10-12,2022-10-12 13:15:00,BO,1,4416.0,4397.25,56
2022-10-13,2022-10-13 08:55:00,BO,1,4343.5,4311.5,4
2022-10-14,2022-10-14 14:15:00,BO,-1,4404.25,4419.5,68
2022-10-18,2022-10-18 12:05:00,BO,-1,4519.5,4541.25,42
2022-10-18,2022-10-18 13:30:00,OB,1,4546.25,4536.75,59
2022-10-19,2022-10-19 10:55:00,BO,1,4528.25,4518.25,28
2022-10-19,2022-10-19 13:45:00,BO,-1,4500.5,4509.25,62
2022-10-21,2022-10-21 08:45:00,BO,1,4488.5,4460.0,2
2022-10-21,2022-10-21 13:20:00,OB,-1,4549.0,4559.25,57
2022-10-21,2022-10-21 14:05:00,BO,1,4558.75,4546.5,66
2022-10-24,2022-10-24 11:20:00,BO,1,4609.25,4600.0,33
2022-10-25,2022-10-25 09:40:00,OB,-1,4644.5,4653.75,13
2022-10-25,2022-10-25 12:35:00,BO,1,4659.75,4650.0,48
2022-10-25,2022-10-25 13:45:00,IB,-1,4664.0,4670.75,62
2022-10-25,2022-10-25 14:30:00,BO,1,4673.75,4666.75,71
2022-10-26,2022-10-26 10:10:00,BO,1,4691.75,4676.0,19
2022-10-28,2022-10-28 12:40:00,BO,1,4703.75,4698.5,49
2022-10-31,2022-10-31 13:05:00,BO,1,4697.25,4689.75,54
2022-11-01,2022-11-01 14:00:00,BO,1,4678.0,4667.0,65
2022-11-02,2022-11-02 14:55:00,BO,-1,4575.75,4596.25,76
2022-11-03,2022-11-03 11:20:00,BO,1,4555.25,4541.5,33
2022-11-03,2022-11-03 12:05:00,IB,-1,4557.0,4563.0,42
2022-11-07,2022-11-07 08:55:00,BO,-1,4581.75,4595.0,4
2022-11-07,2022-11-07 10:45:00,BO,-1,4584.0,4602.25,26
2022-11-07,2022-11-07 12:05:00,OB,1,4596.0,4586.0,42
2022-11-07,2022-11-07 14:00:00,BO,-1,4614.25,4620.5,65
2022-11-08,2022-11-08 12:20:00,IB,-1,4661.25,4670.5,45
2022-11-08,2022-11-08 12:55:00,BO,-1,4637.5,4645.75,52
2022-11-08,2022-11-08 14:35:00,BO,1,4656.5,4638.75,72
2022-11-09,2022-11-09 09:10:00,BO,1,4627.0,4599.5,7
2022-11-10,2022-11-10 09:50:00,OB,1,4719.75,4698.75,15
2022-11-11,2022-11-11 13:20:00,BO,-1,4799.0,4806.75,57
2022-11-11,2022-11-11 13:30:00,BO,1,4808.25,4797.0,59
2022-11-11,2022-11-11 14:10:00,BO,-1,4800.75,4814.0,67
2022-11-11,2022-11-11 15:00:00,OB,-1,4805.25,4814.25,77
2022-11-14,2022-11-14 10:20:00,BO,-1,4786.25,4802.0,21
2022-11-14,2022-11-14 11:20:00,OB,-1,4801.25,4806.75,33
2022-11-14,2022-11-14 13:10:00,OB,-1,4816.75,4822.0,55
2022-11-14,2022-11-14 14:50:00,BO,-1,4785.25,4797.0,75
2022-11-15,2022-11-15 12:35:00,BO,-1,4776.0,4803.25,48
2022-11-15,2022-11-15 14:35:00,BO,-1,4798.5,4815.25,72
2022-11-15,2022-11-15 14:55:00,BO,-1,4798.25,4812.5,76
2022-11-16,2022-11-16 14:10:00,OB,-1,4769.0,4781.5,67
2022-11-17,2022-11-17 09:00:00,BO,-1,4720.75,4734.25,5
2022-11-18,2022-11-18 10:05:00,BO,-1,4759.0,4772.75,18
2022-11-18,2022-11-18 12:45:00,OB,-1,4753.5,4765.5,50
2022-11-18,2022-11-18 13:05:00,BO,1,4760.75,4750.5,54
2022-11-18,2022-11-18 14:00:00,BO,1,4764.0,4757.25,65
2022-11-21,2022-11-21 10:00:00,IB,1,4755.25,4748.75,17
2022-11-21,2022-11-21 10:35:00,BO,-1,4751.75,4760.25,24
2022-11-22,2022-11-22 09:05:00,BO,1,4779.25,4770.5,6
2022-11-23,2022-11-23 10:55:00,BO,-1,4818.5,4834.75,28
2022-11-23,2022-11-23 13:50:00,BO,1,4838.75,4827.0,63
2022-11-25,2022-11-25 09:00:00,BO,1,4839.25,4832.5,47
2022-11-25,2022-11-25 10:15:00,IB,-1,4840.0,4843.75,62
2022-11-28,2022-11-28 14:45:00,BO,1,4771.5,4764.75,74
2022-11-30,2022-11-30 12:40:00,OB,1,4796.25,4753.0,49
2022-12-02,2022-12-02 15:00:00,OB,1,4879.75,4869.25,77
2022-12-05,2022-12-05 09:00:00,BO,-1,4843.5,4854.5,5
2022-12-05,2022-12-05 11:35:00,BO,-1,4817.25,4828.5,36
2022-12-06,2022-12-06 12:00:00,BO,-1,4750.25,4755.25,41
2022-12-06,2022-12-06 13:35:00,BO,-1,4728.5,4737.25,60
2022-12-07,2022-12-07 10:15:00,OB,-1,4751.5,4766.0,20
2022-12-07,2022-12-07 11:45:00,BO,1,4746.25,4735.75,38
2022-12-07,2022-12-07 12:05:00,BO,-1,4743.75,4749.75,42
2022-12-07,2022-12-07 13:00:00,BO,-1,4739.5,4748.5,53
2022-12-07,2022-12-07 13:35:00,BO,1,4744.25,4734.0,60
2022-12-08,2022-12-08 15:00:00,OB,1,4770.25,4758.0,77
2022-12-09,2022-12-09 11:25:00,BO,-1,4773.25,4782.75,34
2022-12-12,2022-12-12 11:05:00,BO,1,4764.25,4758.5,30
2022-12-13,2022-12-13 12:20:00,BO,1,4822.0,4804.5,45
2022-12-13,2022-12-13 13:55:00,IB,-1,4821.25,4839.75,64
2022-12-14,2022-12-14 12:20:00,OB,-1,4845.25,4851.25,45
2022-12-14,2022-12-14 12:35:00,BO,1,4852.5,4845.25,48
2022-12-15,2022-12-15 11:45:00,OB,-1,4694.5,4705.75,38
2022-12-15,2022-12-15 14:45:00,BO,-1,4692.0,4710.25,74
2022-12-15,2022-12-15 15:00:00,BO,1,4698.5,4690.5,77
2022-12-16,2022-12-16 09:05:00,BO,-1,4664.5,4684.0,6
2022-12-16,2022-12-16 10:50:00,BO,-1,4634.5,4648.25,27
2022-12-16,2022-12-16 13:15:00,BO,1,4642.5,4632.5,56
2022-12-16,2022-12-16 15:05:00,BO,-1,4645.25,4662.5,78
2022-12-19,2022-12-19 09:40:00,BO,-1,4640.5,4652.25,13
2022-12-19,2022-12-19 11:25:00,IB,-1,4628.25,4634.25,34
2022-12-19,2022-12-19 12:35:00,OB,-1,4623.0,4634.0,48
2022-12-20,2022-12-20 10:15:00,BO,-1,4620.75,4631.0,20
2022-12-20,2022-12-20 13:45:00,BO,-1,4622.75,4630.25,62
2022-12-20,2022-12-20 15:00:00,BO,-1,4620.75,4630.5,77
2022-12-21,2022-12-21 09:10:00,BO,1,4662.25,4644.25,7
2022-12-21,2022-12-21 13:10:00,BO,1,4687.5,4679.25,55
2022-12-22,2022-12-22 08:40:00,BO,-1,4626.5,4683.75,1
2022-12-22,2022-12-22 09:50:00,OB,1,4608.75,4602.0,15
2022-12-22,2022-12-22 14:25:00,BO,1,4613.75,4597.75,70
2022-12-23,2022-12-23 12:05:00,BO,1,4634.25,4628.5,42
2022-12-23,2022-12-23 12:45:00,OB,-1,4631.0,4637.5,50
2022-12-23,2022-12-23 13:05:00,BO,-1,4624.5,4631.75,54
2022-12-23,2022-12-23 13:20:00,BO,1,4632.0,4624.0,57
2022-12-23,2022-12-23 14:50:00,BO,1,4639.25,4629.25,75
2022-12-27,2022-12-27 08:40:00,OB,-1,4626.75,4643.5,1
2022-12-27,2022-12-27 10:00:00,BO,-1,4632.0,4644.5,17
2022-12-27,2022-12-27 12:00:00,BO,1,4633.5,4627.25,41
2022-12-28,2022-12-28 11:35:00,BO,1,4594.25,4584.75,36
2022-12-29,2022-12-29 08:40:00,BO,1,4616.75,4581.5,1
2022-12-29,2022-12-29 09:50:00,IB,-1,4636.5,4641.5,15
2022-12-29,2022-12-29 10:10:00,OB,-1,4636.75,4643.0,19
2022-12-29,2022-12-29 10:35:00,BO,1,4644.5,4634.75,24
2022-12-30,2022-12-30 09:20:00,BO,1,4620.75,4605.0,9
2023-01-03,2023-01-03 08:35:00,BO,1,4653.5,4634.5,0
2023-01-03,2023-01-03 11:25:00,BO,-1,4594.0,4605.25,34
2023-01-04,2023-01-04 11:25:00,BO,1,4664.75,4659.75,34
2023-01-04,2023-01-04 11:55:00,BO,-1,4660.0,4666.5,40
2023-01-04,2023-01-04 13:30:00,BO,-1,4623.25,4655.5,59
2023-01-05,2023-01-05 09:00:00,BO,1,4607.75,4595.0,5
