level,lo,hi,grid,band,side,n_fit,exact_fit,w25_fit,medae_fit,n_hold,exact_hold,w25_hold,medae_hold
cr,1,180,m50,b20,none,549,0.6102003642987249,0.6193078324225865,0.0,632,0.7579113924050633,0.7642405063291139,0.0
cr,1,180,m50,b30,none,549,0.6102003642987249,0.6193078324225865,0.0,632,0.7579113924050633,0.7626582278481012,0.0
cr,1,180,m50,none,ge,549,0.6083788706739527,0.6174863387978142,0.0,632,0.7990506329113924,0.8037974683544303,0.0
cr,1,180,m50,b20,ge,549,0.6083788706739527,0.6174863387978142,0.0,632,0.7990506329113924,0.805379746835443,0.0
cr,1,180,m50,b30,ge,549,0.6083788706739527,0.6174863387978142,0.0,632,0.7990506329113924,0.8037974683544303,0.0
cr,1,180,m100,none,ge,549,0.604735883424408,0.604735883424408,0.0,632,0.7484177215189873,0.75,0.0
cr,1,180,m100,b20,ge,549,0.604735883424408,0.604735883424408,0.0,632,0.7484177215189873,0.7515822784810127,0.0
cr,1,180,m100,b30,ge,549,0.604735883424408,0.604735883424408,0.0,632,0.7484177215189873,0.75,0.0
cr,1,180,m25,none,ge,549,0.6029143897996357,0.6193078324225865,0.0,632,0.7705696202531646,0.7911392405063291,0.0
cr,1,180,m25,b20,ge,549,0.6029143897996357,0.6193078324225865,0.0,632,0.7705696202531646,0.7927215189873418,0.0
cr,1,180,m25,b30,ge,549,0.6029143897996357,0.6193078324225865,0.0,632,0.7705696202531646,0.7911392405063291,0.0
cr,2,120,m25,none,ge,549,0.6029143897996357,0.6193078324225865,0.0,632,0.819620253164557,0.8322784810126582,0.0
cr,2,120,m25,b30,ge,549,0.6029143897996357,0.6193078324225865,0.0,632,0.819620253164557,0.8322784810126582,0.0
cr,2,120,m50,none,ge,549,0.6029143897996357,0.6193078324225865,0.0,632,0.819620253164557,0.8306962025316456,0.0
cr,2,120,m50,b30,ge,549,0.6029143897996357,0.6193078324225865,0.0,632,0.819620253164557,0.8306962025316456,0.0
cr,1,180,m25,none,none,549,0.6010928961748634,0.6174863387978142,0.0,632,0.7136075949367089,0.7420886075949367,0.0
cr,1,180,m25,b20,none,549,0.6010928961748634,0.6174863387978142,0.0,632,0.7136075949367089,0.7436708860759493,0.0
cr,1,180,m25,b30,none,549,0.6010928961748634,0.6174863387978142,0.0,632,0.7136075949367089,0.7420886075949367,0.0
cr,2,120,m25,b20,ge,549,0.6010928961748634,0.6174863387978142,0.0,632,0.819620253164557,0.8322784810126582,0.0
cr,2,120,m50,b20,ge,549,0.6010928961748634,0.6174863387978142,0.0,632,0.819620253164557,0.8306962025316456,0.0
cr,2,120,m100,none,none,549,0.599271402550091,0.6065573770491803,0.0,632,0.759493670886076,0.7674050632911392,0.0
cr,2,120,m100,b30,none,549,0.599271402550091,0.6065573770491803,0.0,632,0.759493670886076,0.7674050632911392,0.0
cr,2,120,m100,b20,none,549,0.5974499089253188,0.604735883424408,0.0,632,0.759493670886076,0.7674050632911392,0.0
