formula,dte,band,excl,prec_fit,jacc_fit,n_fit,prec_holdout,jacc_holdout,n_holdout
net_oi,wexp10,band10,exclCPH,0.2281818181818172,0.14333883179084517,550,0.14066455696202537,0.07976959104761218,632
net_oi,dte_le14,band10,exclCPH,0.22690909090908995,0.14149020741900087,550,0.14746835443037967,0.08424424985320726,632
net_oi,dte_le90,band10,exclCPH,0.22327272727272646,0.14466051148713766,550,0.09066455696202581,0.050426194239632516,632
tot_oi,monthly,band15,exclCPH,0.22109090909090767,0.13583976738775647,550,0.14018987341772163,0.07868950655989752,632
tot_oi,dte_le30,band20,exclCPH,0.22090909090908978,0.13292214149799428,550,0.15838607594936727,0.0895346729631234,632
net_oi,dte_le7,band10,exclCPH,0.22054545454545388,0.1352393787842713,550,0.15664556962025314,0.08968624091875332,632
tot_oi,dte_le30,band15,exclNone,0.22018181818181698,0.13237704847612097,550,0.17088607594936742,0.09715187151920597,632
tot_oi,monthly_le90,band20,exclCPH,0.21999999999999878,0.13292957644350967,550,0.14952531645569642,0.08457841830936308,632
net_oi,monthly_le90,band10,exclCPH,0.21981818181818102,0.1451309723206719,550,0.06487341772151915,0.03614706208932611,632
tot_oi,dte_le45,band20,exclCPH,0.21872727272727163,0.13133289654961622,550,0.14319620253164567,0.0806391871649843,632
tot_oi,wexp10,band15,exclNone,0.21799999999999906,0.1301408429891415,550,0.18528481012658254,0.1061847929267207,632
tot_oi,dte_le45,band15,exclNone,0.21727272727272604,0.13022379581203244,550,0.1602848101265825,0.09091311130270531,632
net_oi,all,band10,exclCPH,0.21709090909090822,0.14277132052673924,550,0.06329113924050657,0.034796519096201683,632
net_oi,dte1p,band10,exclCPH,0.21709090909090822,0.14277132052673924,550,0.06329113924050657,0.034796519096201683,632
net_oi,monthly,band10,exclCPH,0.21490909090909008,0.14171785980539214,550,0.05996835443037995,0.032917189194132,632
tot_oi,dte_le7,band15,exclNone,0.21472727272727216,0.12665308547661613,550,0.20268987341772188,0.11707233692944274,632
tot_oi,dte_le14,band15,exclNone,0.21327272727272623,0.12654339984061477,550,0.19066455696202556,0.10947943745564043,632
tot_oi,wexp30,band15,exclNone,0.2132727272727261,0.12751948601793933,550,0.1678797468354433,0.09549107784353,632
tot_oi,dte_le60,band20,exclCPH,0.2130909090909079,0.12750654402357325,550,0.1419303797468355,0.07971972933077358,632
tot_oi,wexp30,band20,exclCPH,0.21272727272727165,0.12750967127128254,550,0.15379746835443053,0.08684229576796369,632
tot_oi,dte_le60,band15,exclNone,0.21090909090908963,0.12588611594803678,550,0.15648734177215198,0.08858391791093592,632
tot_oi,monthly_le90,band15,exclNone,0.20963636363636234,0.12571285783360217,550,0.1474683544303799,0.0832066476379588,632
tot_oi,dte_le90,band15,exclNone,0.20709090909090772,0.12343516648470339,550,0.15189873417721533,0.08595576805005883,632
tot_oi,wexp10,band20,exclCPH,0.20581818181818107,0.12146468254827518,550,0.17199367088607628,0.09812303780050854,632
tot_oi,dte_le90,band20,exclCPH,0.20527272727272594,0.12279598454521182,550,0.14509493670886087,0.08182902574754153,632
tot_oi,dte_le14,band20,exclCPH,0.1972727272727265,0.11561220341406225,550,0.17167721518987356,0.09795504366525731,632
tot_oi,dte_le30,nobandcap,exclCPH,0.19563636363636266,0.11554038840416679,550,0.12357594936708874,0.06873821591705792,632
net_oi,dte_le60,band10,exclNone,0.19436363636363552,0.12211113276128846,550,0.07816455696202565,0.043037484814045644,632
net_oi,dte_le30,band10,exclNone,0.19436363636363538,0.12065684229771009,550,0.1041139240506332,0.05805266532551309,632
tot_oi,monthly_le90,band20,exclNone,0.1938181818181806,0.1145065031287954,550,0.13987341772151918,0.07863412409156484,632
tot_oi,monthly,band20,exclCPH,0.19345454545454424,0.11675938268817643,550,0.12642405063291168,0.07051412892494377,632
tot_oi,dte_le30,band20,exclNone,0.1932727272727263,0.11410759519118774,550,0.13797468354430398,0.07710219330903641,632
tot_oi,dte_le45,nobandcap,exclCPH,0.19309090909090815,0.11353314212447466,550,0.11566455696202542,0.06418787257296914,632
net_oi,dte_le45,band10,exclNone,0.19309090909090806,0.12067750790661096,550,0.08765822784810168,0.04840835956856659,632
tot_oi,dte_le45,band20,exclNone,0.19145454545454452,0.11318189894041406,550,0.12579113924050644,0.07009923667446148,632
net_oi,wexp10,band10,exclNone,0.19072727272727177,0.11688681803232986,550,0.11740506329113946,0.06573531588962517,632
tot_oi,wexp30,nobandcap,exclCPH,0.19054545454545363,0.11209722166378637,550,0.12626582278481036,0.07037968696250475,632
net_oi,wexp30,band10,exclNone,0.1903636363636354,0.1187301174917283,550,0.08939873417721556,0.04956227438788097,632
tot_oi,dte1p,band20,exclCPH,0.18999999999999892,0.11400068112142533,550,0.1276898734177218,0.07094249258664209,632
tot_oi,all,band20,exclCPH,0.18999999999999892,0.11400068112142533,550,0.1276898734177218,0.07094249258664209,632
tot_oi,monthly_le90,nobandcap,exclCPH,0.1894545454545445,0.11125526863917079,550,0.14003164556962042,0.07882571749552646,632
net_oi,dte_le90,band10,exclNone,0.18927272727272648,0.11958929271622849,550,0.06787974683544329,0.0372499488358524,632
tot_oi,dte1p,band15,exclNone,0.1892727272727262,0.11277755955774649,550,0.1281645569620256,0.07142528619264767,632
tot_oi,all,band15,exclNone,0.1892727272727262,0.11277755955774649,550,0.1281645569620256,0.07142528619264767,632
net_oi,dte_le7,band10,exclNone,0.18909090909090842,0.1141431891122304,550,0.12911392405063307,0.07249510674800728,632
tot_oi,dte_le7,band20,exclCPH,0.18872727272727224,0.10955901339802389,550,0.18528481012658246,0.10640632280005127,632
tot_oi,wexp30,band20,exclNone,0.18836363636363543,0.11098053992790954,550,0.13591772151898743,0.07606448642081806,632
net_oi,dte_le14,band10,exclNone,0.18818181818181734,0.11447667915160273,550,0.12231012658227863,0.06858472347411132,632
tot_oi,wexp10,nobandcap,exclCPH,0.18745454545454485,0.10892990050884903,550,0.1344936708860761,0.07516761701349488,632
tot_oi,monthly,band15,exclNone,0.18745454545454435,0.11192963727019567,550,0.12357594936708882,0.06891171136453737,632
tot_oi,dte_le60,nobandcap,exclCPH,0.18599999999999905,0.10874446846583188,550,0.11835443037974687,0.06565666462010115,632
net_oi,monthly_le90,band10,exclNone,0.18581818181818105,0.11939668174962358,550,0.050474683544303886,0.027845543058440312,632
tot_oi,wexp10,band20,exclNone,0.18218181818181756,0.1060058036219038,550,0.15063291139240514,0.08479913173352913,632
tot_oi,dte_le90,nobandcap,exclCPH,0.18218181818181728,0.10650311161147187,550,0.126107594936709,0.07020115674517688,632
tot_oi,dte_le60,band20,exclNone,0.18163636363636285,0.10653773986591433,550,0.12610759493670898,0.07020319786808843,632
net_oi,monthly,band10,exclNone,0.1814545454545448,0.11647229447539112,550,0.04588607594936719,0.024991100704105696,632
net_oi,dte1p,band10,exclNone,0.18127272727272659,0.11585068182591472,550,0.048101265822784955,0.026354162584420807,632
net_oi,all,band10,exclNone,0.18127272727272659,0.11585068182591472,550,0.048101265822784955,0.026354162584420807,632
tot_oi,dte_le90,band20,exclNone,0.18018181818181733,0.10589643930201315,550,0.1322784810126584,0.07389001014574219,632
tot_oi,dte_le14,nobandcap,exclCPH,0.17945454545454473,0.10368068120390209,550,0.13781645569620268,0.07711893051691089,632
tot_oi,dte_le14,band20,exclNone,0.17636363636363572,0.10193677151881589,550,0.15284810126582282,0.0862285981458991,632
tot_oi,dte_le30,nobandcap,exclNone,0.1739999999999992,0.1009537435388839,550,0.10949367088607641,0.06038267516644709,632
tot_oi,monthly,band20,exclNone,0.1714545454545447,0.1008291897301195,550,0.1153481012658229,0.06420365725681826,632
tot_oi,dte_le45,nobandcap,exclNone,0.16999999999999932,0.09869211799552456,550,0.10031645569620301,0.05526081740713186,632
tot_oi,wexp30,nobandcap,exclNone,0.16945454545454486,0.09834287143884766,550,0.10759493670886124,0.05938102811633234,632
tot_oi,dte_le7,nobandcap,exclCPH,0.1676363636363631,0.09631623622335792,550,0.14493670886075963,0.08147577540898725,632
tot_oi,dte_le7,band20,exclNone,0.16690909090909034,0.09610796152591915,550,0.16439873417721534,0.09328339930242663,632
tot_oi,monthly_le90,nobandcap,exclNone,0.16545454545454477,0.09567268472841325,550,0.12642405063291154,0.07050487583441155,632
tot_oi,dte1p,band20,exclNone,0.16436363636363574,0.09621622271777164,550,0.11123417721519016,0.061454672919579026,632
tot_oi,all,band20,exclNone,0.16436363636363574,0.09621622271777164,550,0.11123417721519016,0.061454672919579026,632
tot_oi,wexp10,nobandcap,exclNone,0.1636363636363631,0.09416781704707493,550,0.11724683544303814,0.06495914488380336,632
tot_oi,dte_le60,nobandcap,exclNone,0.16290909090909034,0.09359083984471075,550,0.10268987341772193,0.05656876896883587,632
tot_oi,all,nobandcap,exclCPH,0.1627272727272721,0.09516925111352446,550,0.10537974683544354,0.05788243567469211,632
tot_oi,dte1p,nobandcap,exclCPH,0.1627272727272721,0.09516925111352446,550,0.10537974683544354,0.05788243567469211,632
tot_oi,monthly,nobandcap,exclCPH,0.1623636363636357,0.0947622844991275,550,0.11424050632911405,0.06347960292267064,632
tot_oi,dte_le14,nobandcap,exclNone,0.1619999999999994,0.0927948212777943,550,0.12104430379746853,0.06707606149277436,632
tot_oi,dte_le90,nobandcap,exclNone,0.1599999999999994,0.09201680672269,550,0.11060126582278514,0.06109706818548021,632
tot_oi,dte_le7,nobandcap,exclNone,0.14909090909090875,0.08511436791622626,550,0.1286392405063293,0.07173240715340153,632
tot_oi,dte1p,nobandcap,exclNone,0.14618181818181775,0.08387707236004527,550,0.09398734177215244,0.05119204299530178,632
tot_oi,all,nobandcap,exclNone,0.14618181818181775,0.08387707236004527,550,0.09398734177215244,0.05119204299530178,632
tot_oi,monthly,nobandcap,exclNone,0.14254545454545417,0.08157707101979618,550,0.09920886075949414,0.05447498508619548,632
net_oi,dte_le30,band15,exclCPH,0.14018181818181785,0.08506571515859497,550,0.07579113924050658,0.04156515482053362,632
net_oi,dte_le45,band15,exclCPH,0.13563636363636333,0.082123224213008,550,0.0631329113924053,0.03433100699751367,632
net_oi,monthly_le90,band15,exclCPH,0.13545454545454527,0.08482191011602819,550,0.029905063291139223,0.016277683069674646,632
net_oi,dte_le14,band15,exclCPH,0.135090909090909,0.08000775626162678,550,0.10063291139240542,0.05594105563611209,632
net_oi,dte_le60,band15,exclCPH,0.13490909090909067,0.08238315691876112,550,0.05237341772151913,0.02833446003318044,632
net_oi,dte_le7,band15,exclCPH,0.1345454545454546,0.07807710005852475,550,0.11898734177215224,0.06661395126560543,632
net_oi,wexp10,band15,exclCPH,0.13363636363636355,0.07958973259282907,550,0.09841772151898773,0.05456438626972014,632
net_oi,wexp30,band15,exclCPH,0.13345454545454521,0.08067273971298786,550,0.06819620253164581,0.03718381645351905,632
net_oi,dte_le90,band15,exclCPH,0.13236363636363613,0.08094162974967972,550,0.04430379746835448,0.023941283153279008,632
net_oi,monthly,band15,exclCPH,0.1314545454545452,0.08190933421583614,550,0.021202531645569594,0.011524316033319815,632
net_oi,all,band15,exclCPH,0.12509090909090897,0.07698015606684372,550,0.025316455696202483,0.013562309223045172,632
net_oi,dte1p,band15,exclCPH,0.12509090909090897,0.07698015606684372,550,0.025316455696202483,0.013562309223045172,632
net_oi,monthly,band15,exclNone,0.11363636363636387,0.06911906462990076,550,0.01582278481012657,0.008584146516701278,632
net_oi,dte_le7,band15,exclNone,0.11309090909090949,0.06491844584723874,550,0.10537974683544343,0.05844959569437393,632
net_oi,dte_le30,band15,exclNone,0.11309090909090948,0.06742580261156145,550,0.06218354430379767,0.03383365338140587,632
net_oi,monthly_le90,band15,exclNone,0.11254545454545475,0.06825009527795922,550,0.022943037974683507,0.01239805271431244,632
net_oi,dte_le14,band15,exclNone,0.11072727272727312,0.06472859957380112,550,0.08560126582278514,0.04724532773358077,632
net_oi,dte_le45,band15,exclNone,0.11072727272727312,0.06581445214572179,550,0.05015822784810137,0.027113732457228888,632
net_oi,dte_le90,band15,exclNone,0.10909090909090939,0.06521501202615773,550,0.0324367088607595,0.017437040883419724,632
net_oi,all,band15,exclNone,0.10727272727272752,0.06461187763045362,550,0.01898734177215187,0.010163159201055493,632
net_oi,dte1p,band15,exclNone,0.10727272727272752,0.06461187763045362,550,0.01898734177215187,0.010163159201055493,632
net_oi,dte_le60,band15,exclNone,0.10709090909090944,0.06368484972200165,550,0.0405063291139241,0.021823005795700408,632
net_oi,wexp30,band15,exclNone,0.10509090909090947,0.062258199317023095,550,0.0549050632911394,0.029680104331317212,632
net_oi,wexp10,band15,exclNone,0.10454545454545493,0.061069630403996,550,0.08196202531645601,0.04512324027990063,632
net_oi,monthly_le90,band20,exclCPH,0.10181818181818199,0.06154958732358123,550,0.01835443037974681,0.00989808537227904,632
net_oi,monthly,band20,exclCPH,0.09563636363636385,0.0568951344493141,550,0.009018987341772148,0.004872024314944722,632
net_oi,dte1p,band20,exclCPH,0.08654545454545476,0.05097002756445488,550,0.011075949367088599,0.005943749918355087,632
net_oi,all,band20,exclCPH,0.08654545454545476,0.05097002756445488,550,0.011075949367088599,0.005943749918355087,632
net_oi,dte_le30,band20,exclCPH,0.08636363636363667,0.05062939468512239,550,0.03987341772151903,0.021592903206141382,632
net_oi,dte_le60,band20,exclCPH,0.08381818181818206,0.04905684442836156,550,0.02484177215189869,0.01337330124143815,632
net_oi,dte_le90,band20,exclCPH,0.08327272727272751,0.04887865832138287,550,0.019620253164556935,0.010575193879461611,632
net_oi,dte_le45,band20,exclCPH,0.08272727272727298,0.04820974003636554,550,0.031012658227848083,0.016711625800664442,632
net_oi,monthly_le90,band20,exclNone,0.08163636363636383,0.04784090350653824,550,0.01408227848101264,0.007544534580432218,632
net_oi,dte_le7,band20,exclCPH,0.07945454545454576,0.04484973574756873,550,0.08101265822784842,0.0446905222226577,632
net_oi,monthly,band20,exclNone,0.07854545454545475,0.045507686328119835,550,0.007594936708860761,0.00409313181190753,632
net_oi,dte_le14,band20,exclCPH,0.07800000000000024,0.044665451507556936,550,0.0610759493670888,0.03333235359433583,632
net_oi,wexp30,band20,exclCPH,0.075818181818182,0.044176483990725574,550,0.03560126582278484,0.01919308696163337,632
net_oi,wexp10,band20,exclCPH,0.07290909090909109,0.04184905222056938,550,0.05822784810126595,0.03199024724257901,632
net_oi,all,band20,exclNone,0.07200000000000013,0.04166233319484101,550,0.009968354430379741,0.0053406661354304125,632
net_oi,dte1p,band20,exclNone,0.07200000000000013,0.04166233319484101,550,0.009968354430379741,0.0053406661354304125,632
net_oi,dte_le30,band20,exclNone,0.06836363636363658,0.03950703407359767,550,0.03259493670886073,0.01758903650289781,632
net_oi,dte_le7,band20,exclNone,0.06781818181818204,0.038272821090158615,550,0.06787974683544325,0.03734084684284554,632
net_oi,dte_le90,band20,exclNone,0.06763636363636376,0.038979244010203834,550,0.0156645569620253,0.00843446416985626,632
net_oi,dte_le60,band20,exclNone,0.06763636363636376,0.03905548184185965,550,0.018670886075949338,0.009996603571475218,632
net_oi,dte_le45,band20,exclNone,0.06690909090909106,0.03859646889058664,550,0.023259493670886037,0.012544469264499028,632
net_oi,dte_le14,band20,exclNone,0.06436363636363655,0.036655788312135104,550,0.04873417721518998,0.026413082999133412,632
net_oi,wexp10,band20,exclNone,0.06163636363636379,0.0351559603107591,550,0.04778481012658236,0.026152635715623092,632
net_oi,wexp30,band20,exclNone,0.06109090909090921,0.03523423085342593,550,0.028322784810126553,0.01527576386983838,632
net_oi,dte_le30,nobandcap,exclCPH,0.060181818181818274,0.035013648202502745,550,0.019620253164556928,0.010468511188619337,632
net_oi,dte_le7,nobandcap,exclCPH,0.05690909090909107,0.03194014447884416,550,0.04889240506329121,0.02668931496649288,632
net_oi,dte_le45,nobandcap,exclCPH,0.056181818181818256,0.03253282493220576,550,0.011550632911392395,0.006193583362725508,632
net_oi,dte_le60,nobandcap,exclCPH,0.05563636363636371,0.032109797667073225,550,0.009335443037974681,0.005033000875233505,632
net_oi,dte_le14,nobandcap,exclCPH,0.05527272727272737,0.03142796831651319,550,0.03132911392405063,0.016905940701841433,632
net_oi,dte_le90,nobandcap,exclCPH,0.05472727272727281,0.03152687869406135,550,0.00901898734177215,0.0048611383260832655,632
net_oi,wexp30,nobandcap,exclCPH,0.054181818181818255,0.03132298214341558,550,0.016772151898734156,0.00898964960179052,632
net_oi,wexp10,nobandcap,exclCPH,0.05309090909090919,0.030209905333744316,550,0.03306962025316458,0.017895341014487035,632
net_oi,dte_le30,nobandcap,exclNone,0.050181818181818244,0.028819128927488013,550,0.015981012658227826,0.008514476187987962,632
net_oi,dte_le7,nobandcap,exclNone,0.05000000000000012,0.027987147011914747,550,0.04382911392405071,0.023843989627829746,632
net_oi,dte_le90,nobandcap,exclNone,0.049272727272727336,0.028252493980048112,550,0.007753164556962026,0.004156270547303976,632
net_oi,dte_le45,nobandcap,exclNone,0.04872727272727278,0.027924043620638002,550,0.009810126582278476,0.005268274309501729,632
net_oi,dte_le14,nobandcap,exclNone,0.04763636363636373,0.02691347352338059,550,0.02737341772151895,0.014728198630107131,632
net_oi,wexp30,nobandcap,exclNone,0.04763636363636367,0.027219564061669282,550,0.012974683544303782,0.0069245775147722885,632
net_oi,dte_le60,nobandcap,exclNone,0.0474545454545455,0.027144041029489904,550,0.00791139240506329,0.004241181260423334,632
net_oi,all,nobandcap,exclCPH,0.04709090909090916,0.027219631074120187,550,0.004430379746835444,0.002407436436711037,632
net_oi,dte1p,nobandcap,exclCPH,0.04709090909090916,0.027219631074120187,550,0.004430379746835444,0.002407436436711037,632
net_oi,monthly_le90,nobandcap,exclCPH,0.046727272727272756,0.027510688485920646,550,0.009968354430379744,0.00538856448642082,632
net_oi,wexp10,nobandcap,exclNone,0.04636363636363645,0.026110798386340128,550,0.027056962025316423,0.014484352479610512,632
net_oi,monthly_le90,nobandcap,exclNone,0.04163636363636369,0.024189417393751723,550,0.008386075949367086,0.004498634896996775,632
net_oi,all,nobandcap,exclNone,0.041090909090909164,0.02366951246208208,550,0.003639240506329115,0.0019817942722281,632
net_oi,dte1p,nobandcap,exclNone,0.041090909090909164,0.02366951246208208,550,0.003639240506329115,0.0019817942722281,632
net_oi,monthly,nobandcap,exclCPH,0.038363636363636426,0.02213957353276235,550,0.0030063291139240515,0.0016116706509385892,632
net_oi,monthly,nobandcap,exclNone,0.0365454545454546,0.02096694499171276,550,0.0030063291139240515,0.0016116706509385892,632
