i,short,en,st,rk,tg,kind,flagged,belim,date,res,pnl,year
144,True,4683.5,4692.25,8.75,4666.0,EBrev,False,False,2022-09-21,stop,-8.75,2022
171,True,4723.75,4729.5,5.75,4712.25,Basic,False,False,2022-09-21,rev,-3.5,2022
172,False,4727.25,4720.0,7.25,4741.75,EBrev,False,False,2022-09-21,stop,-7.25,2022
179,False,4699.75,4694.5,5.25,4710.25,Basic,False,False,2022-09-21,stop,-5.25,2022
180,True,4693.25,4702.25,9.0,4675.25,Basic,False,False,2022-09-21,rev,-8.25,2022
181,False,4701.5,4691.75,9.75,4721.0,EBrev,False,False,2022-09-21,rev,-7.75,2022
182,True,4693.75,4702.25,8.5,4676.75,EBrev,False,False,2022-09-21,rev,-1.75,2022
183,False,4695.5,4687.25,8.25,,EBrev,True,True,2022-09-21,be_fill,0.0,2022
194,False,4703.5,4699.5,4.0,4711.5,Basic,False,False,2022-09-21,target,8.0,2022
200,True,4703.75,4717.25,13.5,4676.75,Basic,False,False,2022-09-21,rev,1.75,2022
203,False,4702.0,4697.0,5.0,4712.0,EBrev,False,False,2022-09-21,rev,-3.0,2022
205,True,4699.0,4708.5,9.5,,EBrev,True,True,2022-09-21,be_fill,0.0,2022
208,False,4708.25,4697.25,11.0,4730.25,Basic,False,False,2022-09-21,stop,-11.0,2022
219,False,4666.0,4660.0,6.0,4678.0,Basic,False,False,2022-09-21,target,12.0,2022
225,True,4689.5,4694.5,5.0,4679.5,Basic,False,False,2022-09-21,stop,-5.0,2022
226,False,4699.0,4688.0,11.0,4721.0,Basic,False,False,2022-09-21,rev,-4.75,2022
227,True,4694.25,4700.75,6.5,4681.25,EBrev,False,False,2022-09-21,target,13.0,2022
240,True,4663.75,4676.25,12.5,4638.75,Basic,False,False,2022-09-21,rev,9.0,2022
243,False,4654.75,4651.75,3.0,4660.75,EBrev,False,False,2022-09-21,stop,-3.0,2022
249,False,4640.5,4638.0,2.5,4645.5,Basic,False,False,2022-09-21,target,5.0,2022
253,True,4648.75,4656.0,7.25,4634.25,Basic,False,False,2022-09-21,target,14.5,2022
258,True,4632.5,4642.5,10.0,4612.5,Basic,False,False,2022-09-21,rev,-0.75,2022
261,False,4633.25,4628.0,5.25,,EBrev,True,True,2022-09-21,stop,-5.25,2022
1,True,4606.25,4610.0,3.75,4598.75,Basic,False,False,2022-09-22,rev,-1.5,2022
2,False,4607.75,4605.0,2.75,4613.25,EBrev,False,False,2022-09-22,rev,0.0,2022
3,True,4607.75,4611.5,3.75,4600.25,EBrev,False,False,2022-09-22,target,7.5,2022
30,False,4515.5,4512.5,3.0,4521.5,Basic,False,False,2022-09-23,stop,-3.0,2022
31,True,4511.5,4516.75,5.25,4501.0,Basic,False,False,2022-09-23,stop,-5.25,2022
74,True,4518.0,4520.75,2.75,,Basic,True,True,2022-09-23,be_fill,0.0,2022
136,False,4497.75,4493.5,4.25,4506.25,Basic,False,False,2022-09-23,stop,-4.25,2022
251,True,4481.0,4483.75,2.75,4475.5,Basic,False,False,2022-09-23,stop,-2.75,2022
275,True,4497.5,4501.0,3.5,4490.5,Basic,False,False,2022-09-23,stop,-3.5,2022
57,True,4528.75,4534.5,5.75,,Basic,True,True,2022-09-26,be_fill,0.0,2022
103,False,4502.25,4499.0,3.25,4508.75,Basic,False,False,2022-09-26,stop,-3.25,2022
132,False,4493.5,4485.25,8.25,4510.0,Basic,False,False,2022-09-26,rev,-1.25,2022
133,True,4492.25,4495.25,3.0,4486.25,EBrev,False,False,2022-09-26,stop,-3.0,2022
134,False,4495.75,4490.5,5.25,,Basic,True,True,2022-09-26,stop,-5.25,2022
142,True,4498.0,4504.25,6.25,4485.5,Basic,False,False,2022-09-26,target,12.5,2022
164,False,4474.75,4472.5,2.25,4479.25,Basic,False,False,2022-09-26,stop,-2.25,2022
200,True,4471.5,4476.5,5.0,4461.5,Basic,False,False,2022-09-26,stop,-5.0,2022
274,True,4488.5,4494.25,5.75,4477.0,Basic,False,False,2022-09-26,stop,-5.75,2022
25,False,4516.25,4514.0,2.25,4520.75,Basic,False,False,2022-09-27,stop,-2.25,2022
26,True,4511.5,4517.75,6.25,,Basic,True,True,2022-09-27,stop,-6.25,2022
38,False,4507.5,4502.0,5.5,,Basic,True,True,2022-09-27,stop,-5.5,2022
150,False,4476.75,4472.75,4.0,,Basic,True,True,2022-09-27,stop,-4.0,2022
162,False,4460.0,4457.5,2.5,4465.0,Basic,False,False,2022-09-27,stop,-2.5,2022
166,False,4456.25,4451.25,5.0,4466.25,Basic,False,False,2022-09-27,rev,-2.0,2022
167,True,4454.25,4458.0,3.75,4446.75,EBrev,False,False,2022-09-27,target,7.5,2022
172,False,4445.5,4443.0,2.5,4450.5,Basic,False,False,2022-09-27,target,5.0,2022
174,True,4448.75,4451.25,2.5,4443.75,Basic,False,False,2022-09-27,stop,-2.5,2022
197,False,4454.75,4447.75,7.0,4468.75,Basic,False,False,2022-09-27,stop,-7.0,2022
208,False,4448.5,4445.0,3.5,4455.5,Basic,False,False,2022-09-27,target,7.0,2022
213,False,4451.25,4448.25,3.0,4457.25,Basic,False,False,2022-09-27,stop,-3.0,2022
23,True,4468.75,4477.0,8.25,4452.25,Basic,False,False,2022-09-28,stop,-8.25,2022
115,True,4509.75,4513.0,3.25,4503.25,Basic,False,False,2022-09-28,stop,-3.25,2022
1,True,4500.0,4502.25,2.25,,Basic,True,True,2022-09-29,be_fill,0.0,2022
24,False,4463.75,4458.5,5.25,4474.25,Basic,False,False,2022-09-29,stop,-5.25,2022
66,False,4441.25,4435.5,5.75,4452.75,Basic,False,False,2022-09-29,rev,-0.25,2022
67,True,4441.0,4443.5,2.5,,EBrev,True,True,2022-09-29,stop,-2.5,2022
117,True,4467.0,4469.5,2.5,,Basic,True,True,2022-09-29,be_fill,0.0,2022
157,False,4475.0,4473.0,2.0,4479.0,Basic,False,False,2022-09-29,stop,-2.0,2022
26,True,4444.0,4452.5,8.5,,Basic,True,True,2022-09-30,be_fill,0.0,2022
155,False,4453.75,4451.25,2.5,4458.75,Basic,False,False,2022-09-30,stop,-2.5,2022
273,True,4430.0,4436.75,6.75,4416.5,Basic,False,False,2022-09-30,target,13.5,2022
317,True,4402.25,4410.75,8.5,4385.25,Basic,False,False,2022-09-30,stop,-8.5,2022
117,False,4599.5,4595.5,4.0,4607.5,Basic,False,False,2022-10-04,stop,-4.0,2022
167,False,4575.0,4570.75,4.25,4583.5,Basic,False,False,2022-10-04,target,8.5,2022
33,False,4563.75,4558.5,5.25,,Basic,True,True,2022-10-05,stop,-5.25,2022
250,False,4606.25,4599.5,6.75,,Basic,True,True,2022-10-05,be_fill,0.0,2022
2,True,4589.0,4593.25,4.25,4580.5,Basic,False,False,2022-10-06,stop,-4.25,2022
58,False,4453.5,4447.25,6.25,,Basic,True,True,2022-10-10,be_fill,0.0,2022
169,True,4444.5,4448.25,3.75,4437.0,Basic,False,False,2022-10-10,rev,-0.0,2022
170,False,4444.5,4442.0,2.5,4449.5,EBrev,False,False,2022-10-10,target,5.0,2022
94,True,4419.75,4422.25,2.5,4414.75,Basic,False,False,2022-10-11,target,5.0,2022
171,False,4409.5,4398.0,11.5,4432.5,Basic,False,False,2022-10-12,stop,-11.5,2022
1,False,4316.25,4310.5,5.75,4327.75,Basic,False,False,2022-10-13,rev,-2.5,2022
2,True,4313.75,4318.75,5.0,4303.75,EBrev,False,False,2022-10-13,rev,-0.75,2022
4,False,4314.5,4310.25,4.25,4323.0,EBrev,False,False,2022-10-13,rev,-1.75,2022
5,True,4312.75,4317.25,4.5,4303.75,EBrev,False,False,2022-10-13,stop,-4.5,2022
39,True,4334.0,4336.5,2.5,4329.0,Basic,False,False,2022-10-13,stop,-2.5,2022
116,False,4363.25,4356.25,7.0,4377.25,Basic,False,False,2022-10-13,rev,0.25,2022
118,True,4363.5,4368.5,5.0,4353.5,EBrev,False,False,2022-10-13,stop,-5.0,2022
128,False,4371.25,4361.0,10.25,4391.75,Basic,False,False,2022-10-13,rev,-1.25,2022
129,True,4370.0,4373.0,3.0,4364.0,EBrev,False,False,2022-10-13,target,6.0,2022
145,True,4391.5,4394.25,2.75,4386.0,Basic,False,False,2022-10-13,target,5.5,2022
153,True,4391.5,4397.0,5.5,4380.5,Basic,False,False,2022-10-13,stop,-5.5,2022
154,False,4399.25,4390.0,9.25,4417.75,Basic,False,False,2022-10-13,target,18.5,2022
161,False,4413.75,4409.5,4.25,4422.25,Basic,False,False,2022-10-13,rev,0.75,2022
162,True,4414.5,4418.0,3.5,4407.5,EBrev,False,False,2022-10-13,rev,-1.5,2022
163,False,4416.0,4412.25,3.75,4423.5,EBrev,False,False,2022-10-13,target,7.5,2022
167,True,4435.25,4440.5,5.25,4424.75,Basic,False,False,2022-10-13,stop,-5.25,2022
168,False,4444.75,4434.0,10.75,4466.25,Basic,False,False,2022-10-13,rev,1.0,2022
169,True,4445.75,4450.5,4.75,4436.25,EBrev,False,False,2022-10-13,stop,-4.75,2022
170,False,4449.75,4443.25,6.5,4462.75,Basic,False,False,2022-10-13,stop,-6.5,2022
171,True,4441.5,4453.25,11.75,4418.0,Basic,False,False,2022-10-13,rev,5.5,2022
174,False,4436.0,4433.0,3.0,4442.0,EBrev,False,False,2022-10-13,rev,1.75,2022
177,True,4437.75,4440.75,3.0,4431.75,EBrev,False,False,2022-10-13,target,6.0,2022
181,False,4427.0,4419.25,7.75,4442.5,Basic,False,False,2022-10-13,stop,-7.75,2022
193,True,4431.75,4435.5,3.75,4424.25,Basic,False,False,2022-10-13,target,7.5,2022
198,False,4431.5,4424.0,7.5,4446.5,Basic,False,False,2022-10-13,target,15.0,2022
204,True,4442.0,4447.0,5.0,4432.0,Basic,False,False,2022-10-13,stop,-5.0,2022
205,False,4448.0,4440.0,8.0,4464.0,Basic,False,False,2022-10-13,target,16.0,2022
210,True,4467.5,4474.75,7.25,4453.0,Basic,False,False,2022-10-13,rev,1.25,2022
212,False,4466.25,4460.25,6.0,4478.25,EBrev,False,False,2022-10-13,rev,1.75,2022
214,True,4468.0,4471.75,3.75,4460.5,EBrev,False,False,2022-10-13,stop,-3.75,2022
215,False,4477.0,4466.25,10.75,4498.5,Basic,False,False,2022-10-13,rev,-2.25,2022
216,True,4474.75,4480.25,5.5,4463.75,EBrev,False,False,2022-10-13,target,11.0,2022
219,False,4470.25,4460.75,9.5,4489.25,Basic,False,False,2022-10-13,rev,-3.75,2022
220,True,4466.5,4471.0,4.5,4457.5,EBrev,False,False,2022-10-13,target,9.0,2022
228,False,4452.0,4447.0,5.0,4462.0,Basic,False,False,2022-10-13,rev,-2.5,2022
229,True,4449.5,4456.0,6.5,4436.5,EBrev,False,False,2022-10-13,rev,-2.0,2022
230,False,4451.5,4446.25,5.25,4462.0,EBrev,False,False,2022-10-13,stop,-5.25,2022
233,True,4448.75,4454.75,6.0,4436.75,Basic,False,False,2022-10-13,rev,1.0,2022
236,False,4447.75,4442.25,5.5,4458.75,EBrev,False,False,2022-10-13,target,11.0,2022
251,True,4463.0,4466.75,3.75,4455.5,Basic,False,False,2022-10-13,target,7.5,2022
295,True,4456.75,4464.25,7.5,4441.75,Basic,False,False,2022-10-13,stop,-7.5,2022
1,True,4509.0,4513.0,4.0,4501.0,Basic,False,False,2022-10-14,stop,-4.0,2022
2,False,4514.5,4507.5,7.0,4528.5,Basic,False,False,2022-10-14,rev,-0.5,2022
3,True,4514.0,4516.75,2.75,4508.5,EBrev,False,False,2022-10-14,target,5.5,2022
5,False,4511.25,4504.25,7.0,4525.25,Basic,False,False,2022-10-14,stop,-7.0,2022
37,False,4490.5,4487.75,2.75,4496.0,Basic,False,False,2022-10-14,target,5.5,2022
57,False,4464.0,4457.75,6.25,4476.5,Basic,False,False,2022-10-14,rev,4.0,2022
60,True,4468.0,4475.25,7.25,4453.5,EBrev,False,False,2022-10-14,rev,5.5,2022
63,False,4462.5,4458.75,3.75,4470.0,EBrev,False,False,2022-10-14,target,7.5,2022
85,False,4453.0,4447.75,5.25,4463.5,Basic,False,False,2022-10-14,stop,-5.25,2022
114,True,4448.0,4451.0,3.0,4442.0,Basic,False,False,2022-10-14,stop,-3.0,2022
188,False,4427.25,4422.75,4.5,,Basic,True,True,2022-10-14,be_fill,0.0,2022
329,False,4404.5,4402.0,2.5,4409.5,Basic,False,False,2022-10-14,stop,-2.5,2022
1,False,4577.25,4575.0,2.25,4581.75,Basic,False,False,2022-10-18,stop,-2.25,2022
5,True,4579.25,4582.0,2.75,,Basic,True,True,2022-10-18,be_fill,0.0,2022
311,False,4539.5,4533.0,6.5,4552.5,Basic,False,False,2022-10-18,stop,-6.5,2022
313,True,4532.75,4543.5,10.75,4511.25,Basic,False,False,2022-10-18,rev,0.75,2022
314,False,4532.0,4527.75,4.25,4540.5,EBrev,False,False,2022-10-18,target,8.5,2022
147,False,4504.75,4501.5,3.25,,Basic,True,True,2022-10-19,stop,-3.25,2022
164,False,4489.0,4481.0,8.0,,Basic,True,True,2022-10-19,be_fill,0.0,2022
188,False,4482.25,4478.0,4.25,,Basic,True,True,2022-10-20,be_fill,0.0,2022
1,False,4471.0,4468.0,3.0,4477.0,Basic,False,False,2022-10-21,stop,-3.0,2022
2,True,4463.25,4473.25,10.0,4443.25,Basic,False,False,2022-10-21,rev,0.25,2022
3,False,4463.0,4459.75,3.25,4469.5,EBrev,False,False,2022-10-21,target,6.5,2022
8,True,4473.5,4480.25,6.75,4460.0,Basic,False,False,2022-10-21,stop,-6.75,2022
9,False,4481.75,4472.0,9.75,,Basic,True,True,2022-10-21,stop,-9.75,2022
109,False,4491.0,4487.25,3.75,4498.5,Basic,False,False,2022-10-21,target,7.5,2022
127,True,4505.0,4507.0,2.0,4501.0,Basic,False,False,2022-10-21,target,4.0,2022
129,False,4504.75,4498.25,6.5,4517.75,Basic,False,False,2022-10-21,stop,-6.5,2022
190,True,4513.5,4521.75,8.25,4497.0,Basic,False,False,2022-10-21,rev,-5.25,2022
191,False,4518.75,4511.25,7.5,,EBrev,True,True,2022-10-21,be_fill,0.0,2022
205,True,4530.75,4534.0,3.25,4524.25,Basic,False,False,2022-10-21,rev,-0.75,2022
206,False,4531.5,4528.5,3.0,4537.5,EBrev,False,False,2022-10-21,stop,-3.0,2022
194,False,4667.25,4661.75,5.5,4678.25,Basic,False,False,2022-10-25,rev,-2.75,2022
195,True,4664.5,4672.25,7.75,4649.0,EBrev,False,False,2022-10-25,open,9.0,2022
36,False,4661.5,4653.0,8.5,4678.5,Basic,False,False,2022-10-26,rev,-0.75,2022
37,True,4660.75,4663.75,3.0,4654.75,EBrev,False,False,2022-10-26,stop,-3.0,2022
38,False,4666.0,4659.25,6.75,4679.5,Basic,False,False,2022-10-26,rev,-3.5,2022
39,True,4662.5,4666.75,4.25,4654.0,EBrev,False,False,2022-10-26,target,8.5,2022
149,False,4668.75,4666.25,2.5,4673.75,Basic,False,False,2022-10-26,stop,-2.5,2022
170,False,4647.5,4642.75,4.75,4657.0,Basic,False,False,2022-10-27,stop,-4.75,2022
1,False,4690.0,4688.0,2.0,4694.0,Basic,False,False,2022-10-31,stop,-2.0,2022
102,False,4691.5,4687.25,4.25,4700.0,Basic,False,False,2022-10-31,target,8.5,2022
32,False,4697.75,4690.5,7.25,,Basic,True,True,2022-11-01,stop,-7.25,2022
106,False,4659.5,4643.75,15.75,4691.0,Basic,False,False,2022-11-02,rev,16.0,2022
108,True,4675.5,4683.0,7.5,4660.5,EBrev,False,False,2022-11-02,stop,-7.5,2022
109,False,4688.25,4673.0,15.25,4718.75,Basic,False,False,2022-11-02,rev,-5.5,2022
111,True,4682.75,4694.0,11.25,4660.25,EBrev,False,False,2022-11-02,stop,-11.25,2022
112,False,4690.25,4681.25,9.0,4708.25,Basic,False,False,2022-11-02,rev,7.5,2022
115,True,4697.75,4704.0,6.25,4685.25,EBrev,False,False,2022-11-02,rev,3.75,2022
117,False,4694.0,4689.75,4.25,4702.5,EBrev,False,False,2022-11-02,rev,1.5,2022
120,True,4695.5,4702.25,6.75,4682.0,EBrev,False,False,2022-11-02,rev,-0.5,2022
121,False,4696.0,4690.75,5.25,4706.5,EBrev,False,False,2022-11-02,stop,-5.25,2022
122,True,4688.25,4699.25,11.0,4666.25,Basic,False,False,2022-11-02,stop,-11.0,2022
146,False,4683.25,4676.5,6.75,,Basic,True,True,2022-11-02,be_fill,0.0,2022
176,False,4674.25,4662.75,11.5,4697.25,Basic,False,False,2022-11-02,stop,-11.5,2022
210,False,4665.0,4659.0,6.0,,Basic,True,True,2022-11-02,be_fill,0.0,2022
218,False,4647.75,4644.0,3.75,4655.25,Basic,False,False,2022-11-02,stop,-3.75,2022
219,True,4640.25,4650.25,10.0,4620.25,Basic,False,False,2022-11-02,target,20.0,2022
247,False,4632.0,4628.25,3.75,4639.5,Basic,False,False,2022-11-02,target,7.5,2022
254,True,4649.0,4653.25,4.25,4640.5,Basic,False,False,2022-11-02,stop,-4.25,2022
255,False,4653.75,4645.5,8.25,4670.25,Basic,False,False,2022-11-02,stop,-8.25,2022
256,True,4645.75,4656.0,10.25,4625.25,Basic,False,False,2022-11-02,target,20.5,2022
271,False,4613.75,4609.75,4.0,4621.75,Basic,False,False,2022-11-02,stop,-4.0,2022
272,True,4610.0,4615.5,5.5,4599.0,Basic,False,False,2022-11-02,target,11.0,2022
281,False,4588.25,4585.5,2.75,4593.75,Basic,False,False,2022-11-02,target,5.5,2022
283,True,4590.75,4595.5,4.75,4581.25,Basic,False,False,2022-11-02,stop,-4.75,2022
25,False,4531.25,4522.5,8.75,4548.75,Basic,False,False,2022-11-03,stop,-8.75,2022
123,True,4635.75,4637.75,2.0,4631.75,Basic,False,False,2022-11-08,stop,-2.0,2022
59,False,4602.5,4600.25,2.25,4607.0,Basic,False,False,2022-11-09,target,4.5,2022
130,True,4596.0,4602.25,6.25,,Basic,True,True,2022-11-09,be_fill,0.0,2022
143,True,4795.5,4798.5,3.0,4789.5,Basic,False,False,2022-11-15,target,6.0,2022
146,False,4787.75,4779.75,8.0,4803.75,Basic,False,False,2022-11-15,stop,-8.0,2022
147,True,4780.0,4788.5,8.5,4763.0,Basic,False,False,2022-11-15,rev,-1.5,2022
148,False,4781.5,4778.5,3.0,4787.5,EBrev,False,False,2022-11-15,target,6.0,2022
151,False,4788.25,4781.0,7.25,4802.75,Basic,False,False,2022-11-15,rev,-2.75,2022
152,True,4785.5,4790.75,5.25,4775.0,EBrev,False,False,2022-11-15,rev,4.25,2022
155,False,4781.25,4775.0,6.25,4793.75,EBrev,False,False,2022-11-15,rev,-1.5,2022
156,True,4779.75,4784.0,4.25,4771.25,EBrev,False,False,2022-11-15,stop,-4.25,2022
159,False,4781.25,4773.0,8.25,4797.75,Basic,False,False,2022-11-15,rev,-3.0,2022
160,True,4778.25,4785.75,7.5,4763.25,EBrev,False,False,2022-11-15,rev,4.25,2022
164,False,4774.0,4767.5,6.5,4787.0,EBrev,False,False,2022-11-15,rev,-4.25,2022
165,True,4769.75,4777.25,7.5,4754.75,EBrev,False,False,2022-11-15,rev,-1.0,2022
166,False,4770.75,4764.25,6.5,4783.75,EBrev,False,False,2022-11-15,target,13.0,2022
170,True,4782.0,4785.5,3.5,4775.0,Basic,False,False,2022-11-15,stop,-3.5,2022
174,False,4792.0,4780.75,11.25,4814.5,Basic,False,False,2022-11-15,rev,-3.5,2022
175,True,4788.5,4793.5,5.0,4778.5,EBrev,False,False,2022-11-15,target,10.0,2022
177,False,4782.0,4777.75,4.25,4790.5,Basic,False,False,2022-11-15,stop,-4.25,2022
203,True,4795.5,4804.25,8.75,4778.0,Basic,False,False,2022-11-15,stop,-8.75,2022
98,True,4777.5,4784.75,7.25,4763.0,Basic,False,False,2022-11-30,rev,0.25,2022
100,False,4777.25,4770.75,6.5,4790.25,EBrev,False,False,2022-11-30,rev,5.25,2022
102,True,4782.5,4788.75,6.25,4770.0,EBrev,False,False,2022-11-30,rev,-5.5,2022
104,False,4788.0,4779.75,8.25,4804.5,EBrev,False,False,2022-11-30,rev,-5.75,2022
105,True,4782.25,4788.5,6.25,4769.75,EBrev,False,False,2022-11-30,stop,-6.25,2022
117,True,4796.5,4802.5,6.0,,Basic,True,True,2022-11-30,stop,-6.0,2022
127,False,4786.0,4777.75,8.25,4802.5,Basic,False,False,2022-11-30,target,16.5,2022
140,True,4810.75,4813.25,2.5,4805.75,Basic,False,False,2022-11-30,stop,-2.5,2022
141,False,4815.75,4809.25,6.5,4828.75,Basic,False,False,2022-11-30,target,13.0,2022
164,True,4844.0,4847.5,3.5,4837.0,Basic,False,False,2022-11-30,stop,-3.5,2022
252,False,4886.75,4882.25,4.5,4895.75,Basic,False,False,2022-11-30,rev,-3.25,2022
256,True,4883.5,4888.75,5.25,4873.0,EBrev,False,False,2022-11-30,rev,-2.5,2022
258,False,4886.0,4880.25,5.75,4897.5,EBrev,False,False,2022-11-30,open,6.0,2022
45,False,4739.5,4731.75,7.75,4755.0,Basic,False,False,2022-12-07,rev,0.25,2022
46,True,4739.75,4743.0,3.25,4733.25,EBrev,False,False,2022-12-07,rev,1.5,2022
48,False,4738.25,4733.75,4.5,4747.25,EBrev,False,False,2022-12-07,target,9.0,2022
170,False,4805.5,4800.25,5.25,4816.0,Basic,False,False,2022-12-13,target,10.5,2022
182,False,4800.75,4797.75,3.0,4806.75,Basic,False,False,2022-12-13,stop,-3.0,2022
183,True,4800.25,4805.0,4.75,4790.75,Basic,False,False,2022-12-13,stop,-4.75,2022
94,False,4829.75,4822.25,7.5,,Basic,True,True,2022-12-14,be_fill,0.0,2022
177,True,4795.25,4801.25,6.0,4783.25,Basic,False,False,2022-12-14,rev,0.5,2022
178,False,4794.75,4789.25,5.5,4805.75,EBrev,False,False,2022-12-14,stop,-5.5,2022
179,True,4789.25,4799.25,10.0,,Basic,True,True,2022-12-14,be_fill,0.0,2022
197,True,4813.5,4819.25,5.75,,Basic,True,True,2022-12-14,be_fill,0.0,2022
207,True,4829.0,4834.0,5.0,4819.0,Basic,False,False,2022-12-14,stop,-5.0,2022
215,False,4825.75,4819.75,6.0,4837.75,Basic,False,False,2022-12-14,stop,-6.0,2022
226,True,4696.75,4701.5,4.75,,Basic,True,True,2022-12-15,stop,-4.75,2022
16,False,4672.0,4666.25,5.75,,Basic,True,True,2022-12-16,be_fill,0.0,2022
3,False,4638.0,4634.75,3.25,4644.5,Basic,False,False,2022-12-22,stop,-3.25,2022
204,False,4623.75,4620.0,3.75,,Basic,True,True,2022-12-22,be_fill,0.0,2022
31,False,4627.5,4624.0,3.5,4634.5,Basic,False,False,2023-01-04,target,7.0,2023
37,True,4646.5,4651.75,5.25,4636.0,Basic,False,False,2023-01-04,target,10.5,2023
42,False,4624.75,4620.25,4.5,,Basic,True,True,2023-01-04,stop,-4.5,2023
41,True,4619.5,4625.25,5.75,4608.0,Basic,False,False,2023-01-05,target,11.5,2023
121,True,4603.5,4610.0,6.5,4590.5,Basic,False,False,2023-01-05,stop,-6.5,2023
122,False,4612.75,4602.25,10.5,4633.75,Basic,False,False,2023-01-05,stop,-10.5,2023
43,True,4621.25,4627.5,6.25,4608.75,Basic,False,False,2023-01-06,stop,-6.25,2023
47,True,4628.75,4636.0,7.25,,Basic,True,True,2023-01-06,be_fill,0.0,2023
71,True,4644.25,4646.5,2.25,,Basic,True,True,2023-01-06,be_fill,0.0,2023
24,False,4681.5,4677.5,4.0,,Basic,True,True,2023-01-10,be_fill,0.0,2023
94,False,4739.25,4735.5,3.75,,Basic,True,True,2023-01-11,be_fill,0.0,2023
90,True,4755.25,4762.0,6.75,4741.75,Basic,False,False,2023-01-12,stop,-6.75,2023
106,False,4751.75,4747.75,4.0,4759.75,Basic,False,False,2023-01-12,target,8.0,2023
59,True,4811.25,4814.25,3.0,,Basic,True,True,2023-01-23,stop,-3.0,2023
19,True,4794.25,4798.0,3.75,,Basic,True,True,2023-01-24,be_fill,0.0,2023
46,True,4797.25,4801.0,3.75,4789.75,Basic,False,False,2023-01-24,target,7.5,2023
165,False,4814.25,4800.75,13.5,4841.25,Basic,False,False,2023-01-24,open,1.0,2023
156,True,4858.5,4863.0,4.5,4849.5,Basic,False,False,2023-01-31,open,2.0,2023
162,True,4891.25,4896.25,5.0,4881.25,Basic,False,False,2023-02-01,stop,-5.0,2023
192,True,4907.0,4910.75,3.75,4899.5,Basic,False,False,2023-02-01,stop,-3.75,2023
223,True,4926.5,4932.75,6.25,,Basic,True,True,2023-02-01,stop,-6.25,2023
233,False,4961.5,4958.5,3.0,4967.5,Basic,False,False,2023-02-02,stop,-3.0,2023
1,True,4914.75,4918.25,3.5,4907.75,Basic,False,False,2023-02-03,stop,-3.5,2023
2,False,4918.0,4912.0,6.0,4930.0,Basic,False,False,2023-02-03,target,12.0,2023
71,True,4946.75,4951.5,4.75,4937.25,Basic,False,False,2023-02-03,stop,-4.75,2023
74,True,4901.25,4904.5,3.25,4894.75,Basic,False,False,2023-02-06,target,6.5,2023
81,True,4906.5,4912.25,5.75,4895.0,Basic,False,False,2023-02-07,target,11.5,2023
84,False,4896.75,4892.75,4.0,4904.75,Basic,False,False,2023-02-07,target,8.0,2023
96,False,4922.5,4916.25,6.25,4935.0,Basic,False,False,2023-02-07,rev,0.25,2023
100,True,4922.75,4926.0,3.25,4916.25,EBrev,False,False,2023-02-07,stop,-3.25,2023
102,False,4927.0,4921.0,6.0,4939.0,Basic,False,False,2023-02-07,rev,-0.5,2023
103,True,4926.5,4930.0,3.5,4919.5,EBrev,False,False,2023-02-07,stop,-3.5,2023
122,True,4937.0,4944.25,7.25,4922.5,Basic,False,False,2023-02-07,rev,5.0,2023
128,False,4932.0,4929.0,3.0,4938.0,EBrev,False,False,2023-02-07,stop,-3.0,2023
141,False,4924.25,4921.25,3.0,4930.25,Basic,False,False,2023-02-07,stop,-3.0,2023
142,True,4917.5,4924.75,7.25,4903.0,Basic,False,False,2023-02-07,rev,8.0,2023
145,False,4909.5,4905.0,4.5,4918.5,EBrev,False,False,2023-02-07,rev,1.25,2023
149,True,4910.75,4917.25,6.5,4897.75,EBrev,False,False,2023-02-07,stop,-6.5,2023
152,True,4914.5,4920.0,5.5,,Basic,True,True,2023-02-07,be_fill,0.0,2023
155,False,4910.5,4906.5,4.0,4918.5,Basic,False,False,2023-02-07,stop,-4.0,2023
167,False,4887.75,4884.75,3.0,4893.75,Basic,False,False,2023-02-07,stop,-3.0,2023
168,True,4884.0,4889.25,5.25,4873.5,Basic,False,False,2023-02-07,rev,-0.5,2023
170,False,4884.5,4880.0,4.5,4893.5,EBrev,False,False,2023-02-07,stop,-4.5,2023
176,False,4878.25,4873.25,5.0,,Basic,True,True,2023-02-07,stop,-5.0,2023
47,False,4915.25,4913.0,2.25,4919.75,Basic,False,False,2023-02-09,stop,-2.25,2023
68,False,4910.25,4908.25,2.0,4914.25,Basic,False,False,2023-02-09,stop,-2.0,2023
51,True,4866.0,4872.5,6.5,,Basic,True,True,2023-02-10,be_fill,0.0,2023
80,False,4908.0,4904.5,3.5,4915.0,Basic,False,False,2023-02-14,stop,-3.5,2023
81,True,4902.0,4908.5,6.5,4889.0,Basic,False,False,2023-02-14,target,13.0,2023
94,False,4888.5,4883.0,5.5,4899.5,Basic,False,False,2023-02-14,target,11.0,2023
134,False,4882.5,4880.5,2.0,4886.5,Basic,False,False,2023-02-14,stop,-2.0,2023
135,True,4879.0,4884.0,5.0,4869.0,Basic,False,False,2023-02-14,rev,-1.25,2023
138,False,4880.25,4876.75,3.5,4887.25,EBrev,False,False,2023-02-14,stop,-3.5,2023
175,True,4902.75,4906.5,3.75,4895.25,Basic,False,False,2023-02-16,target,7.5,2023
44,True,4778.5,4783.25,4.75,4769.0,Basic,False,False,2023-02-27,target,9.5,2023
