i,short,en,stop,rk,tg,date,tpct1,tpct2,tempo_ratio,amp1,amp2,amp_sum,dur1,dur2,dur_ratio,vol_ratio,ibs1,ibs2,range1,range2,box_pts,box_abr,overlap,sb_poke_abr,rt_depth_abr,net6_abr,net20_abr,fade_run20,eff10,t10,ncx20,prev_state,sess_net_abr,pos_in_day_range,dayrange_abr,gap_abr,new20,new60,newsess,beyond_pd,room_abr,dist_lvl_abr,session_min,hour_ct,dow,side,n_prior_day,prev_res_day,res,pnl,R,win,year
1,False,5118.75,5113.0,5.75,5130.25,2021-10-05,95.84199584199584,95.01039501039502,0.9278666623550912,247.88732394366198,160.0,407.88732394366195,37.151835118,40.040058152,1.0777410597572517,1.2385225063556153,0.3181818181818182,0.9411764705882353,5.5,4.25,6.0,2.2588235294117647,0.7272727272727273,-0.5647058823529412,0.3764705882352941,,,False,,,0,-1,0.8470588235294118,0.9565217391304348,2.164705882352941,4.988235294117647,False,False,False,False,13.08235294117647,1.411764705882353,1.1220011980833333,8,1,long,0,none,stop,-5.75,-1.0,False,2021
52,True,5120.25,5125.0,4.75,5110.75,2021-10-06,97.10144927536231,96.144578313253,0.8195459283557865,94.11764705882354,83.23699421965318,177.35464127847672,44.8042348,54.66958379,1.2201878691609749,1.0533033920340384,0.85,0.0,5.0,4.5,7.25,1.3410404624277457,0.5,0.3699421965317919,-0.4624277456647399,3.3757225433526012,5.086705202312139,True,0.34615384615384615,93.57783703620368,3,6,2.6358381502890174,0.8355263157894737,7.028901734104046,-7.121387283236994,True,False,False,False,2.3583815028901736,2.3583815028901736,54.90097687431667,9,2,short,0,none,stop,-4.75,-1.0,False,2021
141,False,5137.25,5133.25,4.0,5145.25,2021-10-06,96.3963963963964,97.30941704035874,1.2080462796398417,211.42857142857142,119.25465838509317,330.6832298136646,42.068706644,34.82375415,0.8277828563804135,0.8839407625249449,0.02702702702702703,0.625,9.25,6.0,9.75,1.937888198757764,0.6216216216216216,0.049689440993788817,-0.9440993788819876,0.09937888198757763,4.770186335403727,False,0.0,89.69206567707297,5,6,6.211180124223603,0.8944954128440367,10.832298136645962,-7.6521739130434785,False,False,False,False,0.1729192546583634,0.1729192546583634,271.36910264575,13,2,long,1,stop,target,8.0,2.0,True,2021
40,False,5336.0,5333.0,3.0,5342.0,2021-10-22,98.70967741935483,99.0,1.0913496570920225,93.75,118.75,212.5,77.526160708,71.036958874,0.9162966181384709,1.0236716973330577,0.2,0.5789473684210527,3.75,4.75,5.0,1.25,1.0,0.0625,0.0,-2.375,-5.0,True,0.35185185185185186,78.12985914438798,4,0,-2.25,0.10091743119266056,6.8125,-0.9375,True,True,True,False,0.875,0.25,115.98358875295,10,4,long,0,none,stop,-3.0,-1.0,False,2021
45,True,5432.25,5439.75,7.5,5417.25,2021-11-03,99.0,97.87985865724382,0.6124589160888069,201.86915887850466,204.8,406.6691588785047,16.97895524,27.722602764,1.6327625800372862,0.9407011975183956,0.8518518518518519,0.09375,6.75,8.0,8.25,2.112,1.0,0.192,0.0,1.472,1.408,True,0.0963855421686747,39.54065624416311,1,0,1.344,0.5857142857142857,4.48,-0.832,True,True,True,False,0.512,0.32,271.3675226851167,13,2,short,0,none,stop,-7.5,-1.0,False,2021
66,False,5487.0,5483.0,4.0,5495.0,2021-11-05,95.260663507109,98.11320754716981,1.4321096908527635,118.75,88.88888888888889,207.63888888888889,127.177432138,88.804253578,0.6982705349927074,1.0145639742673338,0.0,1.0,4.75,3.75,7.25,1.7185185185185186,0.3157894736842105,0.5333333333333333,-0.7703703703703704,-2.3703703703703702,-4.859259259259259,True,0.37037037037037035,80.6550903340188,1,0,-4.681481481481481,0.1,8.88888888888889,5.925925925925926,True,True,True,True,,0.7703703703703704,239.19695939471666,12,4,long,0,none,target,8.0,2.0,True,2021
18,False,5481.75,5478.0,3.75,5489.25,2021-11-09,99.0,98.96049896049897,0.7988144118066276,82.96296296296296,99.27007299270073,182.2330359556637,30.520688906,38.20748406,1.2518552309770723,1.0433784714252927,0.0,0.8235294117647058,3.5,4.25,5.0,1.167883211678832,0.8571428571428571,0.291970802919708,0.0,-2.978102189781022,,False,0.41566265060240964,81.62952182952183,2,0,-5.956204379562044,0.112,7.299270072992701,1.2846715328467153,True,True,True,True,3.27007299270073,3.27007299270073,29.171408141216666,8,1,long,0,none,rev,0.75,0.2,True,2021
19,True,5482.5,5484.5,2.0,5478.5,2021-11-09,98.96049896049897,99.0,1.2970320285689207,99.27007299270073,62.857142857142854,162.1272158498436,38.20748406,29.457625732,0.7709909840108954,0.980312362516498,0.8235294117647058,0.36363636363636365,4.25,2.75,6.25,1.4285714285714286,0.23529411764705882,0.4,-0.6857142857142857,-2.057142857142857,,False,0.4,84.68960498960499,3,0,-5.6571428571428575,0.136,7.142857142857143,1.2571428571428571,False,False,False,True,,3.0285714285714285,29.80819961035,8,1,short,1,rev,stop,-2.0,-1.0,False,2021
20,False,5487.0,5481.25,5.75,5498.5,2021-11-09,99.0,96.67359667359668,0.7516397525132622,62.857142857142854,117.6470588235294,180.50420168067225,29.457625732,39.191149262,1.3304245772742782,1.0493660944687535,0.36363636363636365,1.0,2.75,5.0,5.75,1.3529411764705883,0.8181818181818182,-0.11764705882352941,1.2352941176470589,-1.0588235294117647,-5.176470588235294,True,0.23976608187134502,88.47338877338878,4,0,-4.764705882352941,0.28,7.352941176470588,1.2941176470588236,False,False,False,True,2.0588235294117645,2.0588235294117645,30.302037208316666,9,1,long,2,stop,rev,-3.25,-0.5652173913043478,False,2021
21,True,5483.75,5488.5,4.75,5474.25,2021-11-09,96.67359667359668,98.96049896049897,1.2490946635020097,117.6470588235294,109.35251798561151,226.99957680914093,39.191149262,31.375643822,0.800579835315573,1.111408104351545,1.0,0.05263157894736842,5.0,4.75,6.5,1.4964028776978417,0.7,0.28776978417266186,-0.34532374100719426,-1.0935251798561152,-5.525179856115108,False,0.29714285714285715,92.67297297297299,5,0,-5.410071942446043,0.176,7.194244604316546,1.2661870503597121,False,False,False,True,,2.762589928057554,30.95653741028333,9,1,short,3,rev,rev,4.25,0.8947368421052632,True,2021
26,False,5479.5,5475.0,4.5,5488.5,2021-11-09,96.25779625779626,98.33679833679834,1.1536284832780312,156.39097744360902,104.82758620689656,261.2185636505056,39.502026028,34.241548818,0.8668301922977001,0.7462925851703407,0.0,0.8947368421052632,6.5,4.75,8.5,1.8758620689655172,0.46153846153846156,0.38620689655172413,-0.27586206896551724,-1.6551724137931034,-5.13103448275862,True,0.05056179775280899,96.41122661122662,7,6,-6.124137931034483,0.12408759124087591,7.558620689655172,1.2137931034482758,True,True,True,True,3.586206896551724,3.586206896551724,34.66790554685,9,1,long,4,rev,target,9.0,2.0,True,2021
68,False,5460.5,5458.75,1.75,5464.0,2021-11-10,97.71689497716895,97.72727272727273,1.0700445984649372,38.888888888888886,57.142857142857146,96.03174603174602,96.970157682,90.62253837,0.9345404868494065,0.9516728624535316,0.0,0.6666666666666666,1.75,2.25,2.5,0.6349206349206349,1.0,0.0,0.0,-1.4603174603174602,-4.507936507936508,True,0.20625,92.88457186518917,5,6,-2.2857142857142856,0.05217391304347826,7.301587301587301,-3.9365079365079363,True,True,True,True,2.984126984126984,2.984126984126984,232.65470704965,12,2,long,0,none,target,3.5,2.0,True,2021
26,True,5480.75,5484.0,3.25,5474.25,2021-11-18,97.0893970893971,97.5051975051975,1.1171178517799323,95.5223880597015,96.7741935483871,192.29658160808862,46.581680494,41.698089794,0.8951607016275629,1.045630385088799,0.875,0.2,4.0,3.75,7.0,1.806451612903226,0.25,0.7096774193548387,0.0,-0.4516129032258065,-5.290322580645162,False,0.296969696969697,84.65696465696466,1,1,-6.580645161290323,0.13157894736842105,7.35483870967742,3.1612903225806455,False,False,False,True,,1.9354838709677422,50.804845740850006,9,3,short,0,none,eb_scr,-1.25,-0.38461538461538464,False,2021
1,False,5506.5,5503.5,3.0,5512.5,2021-11-19,97.92099792099792,97.29729729729729,0.9515177533477367,240.0,94.6236559139785,334.6236559139785,31.920205178,33.546620718,1.0509525402775592,0.9926713947990544,0.08333333333333333,1.0,6.0,2.75,6.75,2.3225806451612905,0.375,0.17204301075268819,-1.2043010752688172,,,False,,,0,-1,-1.118279569892473,0.4230769230769231,2.236559139784946,0.6021505376344086,False,False,False,False,0.5161290322580645,0.5161290322580645,0.82312788355,8,4,long,0,none,stop,-3.0,-1.0,False,2021
58,False,5513.25,5506.25,7.0,5527.25,2021-11-22,97.83281733746131,98.14814814814815,1.108813698359283,127.27272727272727,129.41176470588235,256.6844919786096,60.025150256,54.134567732,0.9018647600401268,0.879973348562726,0.42857142857142855,0.9090909090909091,5.25,5.5,7.5,1.7647058823529411,0.6666666666666666,-0.4117647058823529,0.6470588235294118,-2.2941176470588234,-5.588235294117647,True,0.4342857142857143,96.35260390174824,6,0,-1.9411764705882353,0.1569767441860465,10.117647058823529,4.0588235294117645,True,True,True,False,2.3529411764705883,0.29411764705882354,148.52920806871668,10,0,long,0,none,rev,0.25,0.03571428571428571,True,2021
61,True,5513.5,5520.75,7.25,5499.0,2021-11-22,97.07792207792208,96.44012944983818,0.8316049689579899,82.75862068965517,147.94520547945206,230.70382616910723,69.690315478,83.802187432,1.2024940173854552,0.8076496674057649,0.7333333333333333,0.1111111111111111,3.75,6.75,8.0,1.7534246575342465,0.7333333333333333,-0.2191780821917808,0.8767123287671232,0.0547945205479452,-5.095890410958904,False,0.25133689839572193,97.45362007457344,9,0,-1.7534246575342465,0.16279069767441862,9.424657534246576,3.780821917808219,False,False,False,False,0.3287671232876712,0.3287671232876712,151.65421343145,11,0,short,1,rev,rev,-2.5,-0.3448275862068966,False,2021
62,False,5516.0,5510.25,5.75,5527.5,2021-11-22,96.44012944983818,96.45161290322581,1.0559159555989392,147.94520547945206,120.26143790849673,268.2066433879488,83.802187432,79.364448456,0.9470450699201506,1.2431937771676962,0.1111111111111111,0.9565217391304348,6.75,5.75,9.25,1.934640522875817,0.5185185185185185,0.47058823529411764,-0.7320261437908496,1.1503267973856208,-4.339869281045751,True,0.14285714285714285,97.38180023282055,10,0,-1.1503267973856208,0.22093023255813954,8.993464052287582,3.607843137254902,False,False,False,False,1.5163398692810457,0.8366013071895425,153.0544069494833,11,0,long,2,rev,stop,-5.75,-1.0,False,2021
58,False,5460.0,5457.75,2.25,5464.5,2021-11-23,99.0,99.0,1.6245818377330827,70.96774193548387,71.54471544715447,142.51245738263833,53.08784905,32.677854582,0.6155430134534713,0.8161049072840898,0.0,0.7272727272727273,2.75,2.75,4.5,1.170731707317073,0.45454545454545453,0.3902439024390244,-0.2601626016260163,-1.951219512195122,-6.634146341463414,True,0.3835616438356164,88.90030877366644,4,0,-6.699186991869919,0.043010752688172046,12.097560975609756,-1.7560975609756098,True,True,True,True,6.048780487804878,6.048780487804878,92.81880332961667,10,1,long,0,none,target,4.5,2.0,True,2021
116,False,5421.5,5414.5,7.0,5435.5,2021-11-26,97.76119402985074,97.02602230483271,0.8821292959665569,84.70588235294117,125.5813953488372,210.28727770177838,101.683208472,115.27018651,1.133620666009387,0.9481556455240666,0.3888888888888889,0.9629629629629629,4.5,6.75,7.25,1.3488372093023255,0.9444444444444444,-0.046511627906976744,1.2093023255813953,2.186046511627907,2.8372093023255816,False,0.23255813953488372,92.95567501326698,0,6,-17.348837209302324,0.2222222222222222,23.023255813953487,1.1162790697674418,False,False,False,True,8.13953488372093,8.13953488372093,178.24497905088336,11,4,long,0,none,rev,-2.5,-0.35714285714285715,False,2021
117,True,5419.0,5422.75,3.75,5411.5,2021-11-26,97.02602230483271,98.02371541501977,1.2109913372499208,125.5813953488372,89.94082840236686,215.52222375120408,115.27018651,95.186631782,0.8257697385936155,0.9608587356185506,0.9629629629629629,0.2631578947368421,6.75,4.75,7.75,1.467455621301775,0.5925925925925926,0.14201183431952663,-0.47337278106508873,2.272189349112426,2.9822485207100593,True,0.11926605504587157,93.30350110022351,1,0,-18.130177514792898,0.20202020202020202,23.431952662721894,1.136094674556213,True,False,False,True,,8.757396449704142,180.16676663395,11,4,short,1,rev,rev,-0.75,-0.2,False,2021
118,False,5419.75,5417.0,2.75,5425.25,2021-11-26,98.02371541501977,95.66929133858268,0.8122925366673729,89.94082840236686,64.59627329192547,154.53710169429235,95.186631782,117.182698948,1.2310835750168805,1.0150598691519566,0.2631578947368421,0.7692307692307693,4.75,3.25,5.5,1.093167701863354,0.5789473684210527,0.09937888198757763,-0.34782608695652173,1.639751552795031,4.124223602484472,False,0.20398009950248755,93.59550576278268,2,0,-18.88198757763975,0.2080808080808081,24.596273291925467,1.1925465838509317,False,False,False,True,9.043478260869565,9.043478260869565,181.75321050125,11,4,long,2,rev,target,5.5,2.0,True,2021
133,False,5397.5,5390.0,7.5,5412.5,2021-11-26,98.81422924901186,99.0,1.503046232213728,200.0,148.14814814814815,348.14814814814815,57.432732254,38.210888676,0.6653155296009575,0.8531673750252985,0.19444444444444445,0.9333333333333333,9.0,7.5,9.25,1.8271604938271604,0.8333333333333334,-0.04938271604938271,-0.04938271604938271,-2.271604938271605,-2.5185185185185186,True,0.45714285714285713,97.81250974894627,14,0,-23.160493827160494,0.056862745098039215,25.185185185185187,1.1851851851851851,True,True,True,True,13.382716049382717,13.382716049382717,204.85464496031668,11,4,long,3,target,target,15.0,2.0,True,2021
143,False,5408.25,5399.5,8.75,5425.75,2021-11-26,99.0,99.0,1.651095845545473,77.71428571428571,154.54545454545453,232.25974025974023,6.592958958,3.993080702,0.6056583587790628,1.0962046601008888,0.35294117647058826,1.0,4.25,8.5,8.75,1.5909090909090906,1.0,0.49999999999999994,0.8636363636363635,-0.7272727272727272,-2.4090909090909087,True,0.1902654867256637,98.79413178733031,18,0,-19.36363636363636,0.1411764705882353,23.181818181818176,1.0909090909090908,False,False,False,True,10.363636363636362,10.363636363636362,209.9354814906167,11,4,long,4,target,stop,-8.75,-1.0,False,2021
144,True,5398.75,5410.25,11.5,5375.75,2021-11-26,99.0,99.0,0.2226999583184487,154.54545454545453,234.04255319148936,388.5880077369439,3.993080702,17.930316342,4.490346597057082,0.8460611372849787,1.0,0.18181818181818182,8.5,13.75,14.0,2.382978723404255,1.0,0.2978723404255319,0.8936170212765957,-2.425531914893617,-3.617021276595745,False,0.01509433962264151,98.81177884615384,18,0,-19.74468085106383,0.06666666666666667,21.70212765957447,1.0212765957446808,False,False,False,True,,11.319148936170214,210.00204365221668,12,4,short,5,stop,rev,-6.25,-0.5434782608695652,False,2021
145,False,5405.0,5396.0,9.0,5423.0,2021-11-26,99.0,99.0,0.69020125496856,234.04255319148936,140.95238095238096,374.9949341438703,17.930316342,25.978388496,1.4488527698280584,0.9168609168609169,0.18181818181818182,0.7837837837837838,13.75,9.25,14.0,2.1333333333333337,0.6727272727272727,-0.2285714285714286,-0.3047619047619048,-0.3428571428571429,-1.7904761904761908,True,0.014285714285714285,98.94615384615385,19,0,-16.723809523809525,0.11568627450980393,19.42857142857143,0.9142857142857144,False,False,False,True,9.180952380952382,9.180952380952382,210.30105332491667,12,4,long,6,rev,rev,-1.25,-0.1388888888888889,False,2021
146,True,5403.75,5408.5,4.75,5394.25,2021-11-26,99.0,98.87218045112782,0.5196628564159841,140.95238095238096,79.65367965367966,220.60606060606062,25.978388496,49.990851136,1.9243245647703398,1.2049435028248587,0.7837837837837838,0.21739130434782608,9.25,5.75,10.75,1.4891774891774894,0.4864864864864865,0.17316017316017318,-0.6926406926406927,-0.1038961038961039,-0.7965367965367967,False,0.0962962962962963,98.93337189126663,19,0,-15.376623376623378,0.10588235294117647,17.662337662337663,0.8311688311688312,False,False,False,True,,8.51948051948052,210.73402648335002,12,4,short,7,rev,rev,1.25,0.2631578947368421,True,2021
147,False,5402.5,5398.75,3.75,5410.0,2021-11-26,98.87218045112782,96.62921348314607,0.534502842815824,79.65367965367966,71.1864406779661,150.84012033164578,49.990851136,93.527755386,1.8708974394446283,0.8176063767436409,0.21739130434782608,0.6666666666666666,5.75,5.25,9.5,1.2881355932203389,0.30434782608695654,0.4745762711864407,-0.3389830508474576,-0.13559322033898305,-0.8813559322033898,True,0.14181818181818182,98.69629323958124,20,0,-15.220338983050848,0.09607843137254903,17.28813559322034,0.8135593220338984,False,False,False,True,8.508474576271187,8.508474576271187,211.56721025621667,12,4,long,8,rev,eb_scr,-2.75,-0.7333333333333333,False,2021
1,False,5432.25,5426.75,5.5,5443.25,2021-11-30,98.96049896049897,99.0,1.077015074057248,125.92592592592592,120.35398230088495,246.27990822681087,32.380117882,30.064684016,0.9284921112876139,0.905100687326661,0.35294117647058826,0.8823529411764706,4.25,4.25,6.0,1.6991150442477876,0.6470588235294118,-0.4247787610619469,0.6371681415929203,,,False,,,0,-1,-0.21238938053097345,0.9130434782608695,1.6283185840707965,-8.141592920353983,False,False,False,False,3.9646017699115044,0.2831858407079646,0.8353501943833332,8,1,long,0,none,rev,6.75,1.2272727272727273,True,2021
4,True,5439.0,5441.5,2.5,5434.0,2021-11-30,95.63409563409563,99.0,1.496682465562712,221.42857142857142,99.2248062015504,320.6533776301218,40.707724486,27.198637936,0.6681443946923151,1.146053362979433,0.9354838709677419,0.4375,7.75,4.0,11.0,2.7286821705426356,0.12903225806451613,0.7441860465116279,-1.6744186046511629,,,False,,,2,3,1.4883720930232558,0.8421052631578947,3.5348837209302326,-7.131782945736434,True,True,True,False,1.9224806201550388,1.7984496124031009,2.73568171185,8,1,short,1,rev,eb_scr,1.0,0.4,True,2021
53,True,5446.75,5449.75,3.0,5440.75,2021-11-30,98.12889812889813,95.42619542619542,0.7600319938314851,136.17021276595744,79.47019867549669,215.64041144145415,50.083075878,65.896010016,1.3157340850334265,1.0030816640986133,0.8333333333333334,0.26666666666666666,6.0,3.75,9.0,1.9072847682119205,0.16666666666666666,0.5827814569536424,-1.1655629139072847,2.2781456953642385,1.3774834437086092,True,0.011111111111111112,78.21205821205821,0,2,2.9139072847682117,0.8157894736842105,6.039735099337748,-6.0927152317880795,False,False,False,False,0.10596026490066225,0.10596026490066225,60.991307930249995,9,1,short,2,eb_scr,eb_scr,-1.0,-0.3333333333333333,False,2021
58,False,5440.0,5436.5,3.5,5447.0,2021-11-30,99.0,99.0,0.8170371885159319,212.24489795918367,98.82352941176471,311.06842737094837,24.161996124,29.572700562,1.2239344965636167,0.9909373731908562,0.2564102564102564,0.6190476190476191,9.75,5.25,12.25,2.3058823529411763,0.3076923076923077,0.4235294117647059,-1.5058823529411764,-1.0823529411764705,-1.4588235294117646,True,0.057971014492753624,87.13887733887734,3,0,1.3176470588235294,0.5546218487394958,5.6,-5.411764705882353,False,False,False,False,1.1764705882352942,1.1764705882352942,66.30646399788333,9,1,long,3,eb_scr,rev,-0.25,-0.07142857142857142,False,2021
59,True,5439.75,5443.25,3.5,5432.75,2021-11-30,99.0,98.96049896049897,0.795260589886723,98.82352941176471,73.14285714285714,171.96638655462186,29.572700562,37.186176378,1.2574494608646962,0.9821184821184821,0.6190476190476191,0.1875,5.25,4.0,6.5,1.1885714285714286,0.5714285714285714,0.18285714285714286,0.32,-1.28,-1.782857142857143,False,0.043478260869565216,90.98503118503119,4,0,1.2342857142857142,0.5462184873949579,5.44,-5.257142857142857,False,False,False,False,1.5542857142857143,1.1885714285714286,66.80030686931667,9,1,short,4,rev,target,7.0,2.0,True,2021
63,True,5438.25,5442.75,4.5,5429.25,2021-11-30,98.12889812889813,96.04989604989605,0.7240796882047633,112.99435028248588,83.06010928961749,196.05445957210338,39.943863998,55.165011046,1.3810634606797711,0.8899485316379049,0.8,0.2631578947368421,6.25,4.75,6.5,1.1366120218579234,0.76,-0.13114754098360656,-0.34972677595628415,-0.5683060109289617,-1.3989071038251366,False,0.15384615384615385,95.54199584199584,8,0,0.9180327868852459,0.4957983193277311,5.202185792349726,-5.027322404371585,False,False,False,False,1.2240437158469946,1.2240437158469946,69.22730948031668,9,1,short,5,target,rev,-2.75,-0.6111111111111112,False,2021
64,False,5441.0,5435.5,5.5,5452.0,2021-11-30,96.04989604989605,96.25779625779626,1.059981863862855,83.06010928961749,106.38297872340425,189.44308801302174,55.165011046,52.04335369,0.9434123677887607,0.9991495152236775,0.2631578947368421,0.84,4.75,6.25,6.5,1.1063829787234043,1.0,0.2127659574468085,-0.0425531914893617,0.1702127659574468,-0.5106382978723404,True,0.11894273127753303,96.18648648648649,9,0,1.3617021276595744,0.5882352941176471,5.0638297872340425,-4.8936170212765955,False,False,False,False,0.8936170212765957,0.8936170212765957,70.14790116194999,9,1,long,6,rev,stop,-5.5,-1.0,False,2021
73,False,5418.0,5415.25,2.75,5423.5,2021-11-30,98.96049896049897,98.75259875259876,0.9810808720701152,79.53216374269006,88.34355828220859,167.87572202489866,47.934342238,48.858706354,1.0192839637062383,0.8962858384013901,0.058823529411764705,0.5555555555555556,4.25,4.5,7.75,1.521472392638037,0.29411764705882354,0.6380368098159509,-0.8343558282208589,-4.024539877300613,-5.644171779141105,True,0.3932038834951456,94.24511434511435,14,0,-2.9447852760736195,0.06622516556291391,7.411042944785276,-5.644171779141105,True,True,True,True,2.4049079754601226,2.4049079754601226,80.18473708391666,9,1,long,7,stop,rev,0.0,0.0,False,2021
75,True,5418.0,5423.5,5.5,5407.0,2021-11-30,98.96049896049897,99.0,1.1970016598328783,98.15950920245399,115.66265060240964,213.82215980486365,47.313991206,39.527089054,0.835420729608359,1.0609269872913032,0.85,0.125,5.0,6.0,6.25,1.2048192771084338,1.0,0.1927710843373494,0.0,-2.6506024096385543,-5.879518072289157,False,0.45410628019323673,94.9975051975052,14,0,-2.891566265060241,0.06622516556291391,7.27710843373494,-5.542168674698795,False,False,False,True,,2.36144578313253,81.78764502971667,9,1,short,8,rev,target,11.0,2.0,True,2021
83,False,5401.25,5396.5,4.75,5410.75,2021-11-30,98.54469854469855,99.0,1.163883225587873,162.0253164556962,127.05882352941177,289.084139985108,32.63024385,28.035668126,0.8591927248499555,0.9429061181434599,0.125,0.6296296296296297,8.0,6.75,8.25,1.5529411764705883,0.84375,-0.047058823529411764,-0.611764705882353,-1.6941176470588235,-6.964705882352941,True,0.3087557603686636,98.88024948024949,16,0,-5.976470588235294,0.07964601769911504,10.635294117647058,-5.411764705882353,True,True,True,True,5.458823529411765,5.458823529411765,85.76902990948334,9,1,long,9,target,rev,0.0,0.0,False,2021
85,True,5401.25,5406.0,4.75,5391.75,2021-11-30,98.33679833679834,97.71309771309771,0.818351543696663,92.48554913294798,91.95402298850574,184.43957212145372,32.08027558,39.201093744,1.2219687342224508,0.9067018735068527,0.85,0.1,5.0,5.0,5.25,0.9655172413793104,1.0,0.0,0.0,-0.8735632183908046,-7.402298850574713,False,0.3145539906103286,98.6891891891892,16,0,-5.839080459770115,0.07964601769911504,10.39080459770115,-5.287356321839081,False,False,False,True,,5.333333333333333,86.77099385165,9,1,short,10,rev,target,9.5,2.0,True,2021
90,False,5393.25,5388.25,5.0,5403.25,2021-11-30,97.92099792099792,99.0,1.2607882018626897,73.5632183908046,103.52941176470588,177.09263015551048,32.989043392,26.165412512,0.7931546301929215,1.052667025862069,0.0,0.8636363636363636,4.0,5.5,7.25,1.3647058823529412,0.625,0.5647058823529412,-0.3764705882352941,-2.211764705882353,-6.258823529411765,True,0.23113207547169812,98.07442827442827,20,0,-7.482352941176471,0.07335907335907337,12.188235294117646,-5.411764705882353,True,True,True,True,6.964705882352941,6.964705882352941,90.06748244865,10,1,long,11,target,rev,-3.0,-0.6,False,2021
91,True,5390.25,5396.75,6.5,5377.25,2021-11-30,99.0,99.0,0.818445718257942,103.52941176470588,130.0,233.52941176470588,26.165412512,31.969636994,1.2218281282337156,1.0019193857965452,0.8636363636363636,0.038461538461538464,5.5,6.5,8.25,1.65,0.7272727272727273,0.5,0.25,-2.2,-6.45,False,0.26146788990825687,98.11995841995842,20,0,-8.55,0.02702702702702703,12.95,-5.75,False,False,False,True,,8.0,90.50357481268334,10,1,short,12,rev,rev,0.25,0.038461538461538464,True,2021
95,False,5390.0,5383.75,6.25,5402.5,2021-11-30,98.28326180257511,98.50107066381156,1.199053259355545,52.69461077844311,142.33128834355827,195.0258991220014,42.157469068,35.158962906,0.833991311226217,0.9909305503789291,0.09090909090909091,0.8275862068965517,2.75,7.25,7.5,1.4723926380368098,1.0,0.39263803680981596,0.6380368098159509,-0.294478527607362,-5.4969325153374236,True,0.21739130434782608,98.23893220713762,20,0,-8.441717791411042,0.08992805755395683,13.644171779141104,-5.644171779141105,False,False,False,True,7.901840490797546,7.901840490797546,92.70914353001668,10,1,long,13,rev,rev,4.25,0.68,True,2021
98,True,5394.25,5398.25,4.0,5386.25,2021-11-30,98.50746268656717,98.51063829787235,1.037115427853406,102.92397660818713,94.91525423728814,197.83923084547527,33.906436288,32.693020832,0.9642128283346179,0.9651209407991447,0.9090909090909091,0.2857142857142857,5.5,5.25,5.75,1.03954802259887,0.9545454545454546,0.0,-0.0903954802259887,1.6723163841807909,-2.0338983050847457,False,0.014018691588785047,98.60140296624225,20,0,-7.005649717514125,0.1510791366906475,12.564971751412429,-5.19774011299435,False,False,False,True,,6.508474576271187,94.51219380615,10,1,short,14,rev,rev,-2.5,-0.625,False,2021
99,False,5396.75,5392.5,4.25,5405.25,2021-11-30,98.51063829787235,96.81528662420382,0.6072998595487571,94.91525423728814,72.72727272727273,167.6425269645609,32.693020832,53.83340753,1.646633017078304,0.8925505400166159,0.2857142857142857,0.8125,5.25,4.0,5.5,1.0000000000000002,0.7619047619047619,-0.13636363636363638,-0.18181818181818185,1.8181818181818186,-1.681818181818182,True,0.09813084112149532,98.49083183656282,20,0,-6.590909090909092,0.18705035971223022,12.636363636363638,-5.227272727272728,False,False,False,True,6.090909090909092,6.090909090909092,95.05718272891666,10,1,long,15,rev,stop,-4.25,-1.0,False,2021
100,True,5392.5,5397.75,5.25,5382.0,2021-11-30,96.81528662420382,96.82203389830508,1.007948007315204,72.72727272727273,125.3012048192771,198.02847754654982,53.83340753,53.408913098,0.9921146653820224,1.0758609990691903,0.8125,0.2692307692307692,4.0,6.5,7.0,1.3493975903614457,0.9375,-0.04819277108433735,0.3373493975903614,1.2048192771084338,-2.5060240963855422,False,0.013761467889908258,98.27303522639333,20,0,-7.807228915662651,0.12589928057553956,13.397590361445783,-5.542168674698795,False,False,False,True,,7.27710843373494,95.95440636511667,10,1,short,16,stop,stop,-5.25,-1.0,False,2021
102,False,5396.75,5391.5,5.25,5407.25,2021-11-30,97.04016913319239,95.9915611814346,0.9038201008196696,71.00591715976331,105.66037735849056,176.6662945182539,52.920523946,58.55205466,1.1064148707171986,1.117967332123412,0.4,0.6666666666666666,3.75,5.25,7.0,1.4088050314465408,0.6,-0.3018867924528302,0.8553459119496856,0.6037735849056604,-0.20125786163522014,True,0.22926829268292684,97.77620825785604,20,0,-7.29559748427673,0.18705035971223022,13.9874213836478,-5.786163522012578,False,False,False,True,6.7421383647798745,6.7421383647798745,97.72659749525,10,1,long,17,stop,eb_scr,-1.25,-0.23809523809523808,False,2021
110,True,5408.75,5411.75,3.0,5402.75,2021-11-30,99.0,99.0,1.0229755363427164,151.63398692810458,76.64670658682634,228.28069351493093,67.16770414,65.659149954,0.9775404831039681,0.9803682477746616,0.6896551724137931,0.3125,7.25,4.0,8.5,1.6287425149700596,0.41379310344827586,0.19161676646706582,-0.9101796407185627,2.1077844311377243,2.9700598802395204,True,0.3282828282828283,95.71076242257193,16,6,-4.646706586826347,0.3597122302158273,13.317365269461076,-5.508982035928143,True,False,False,True,,4.119760479041916,106.66551605278333,10,1,short,18,eb_scr,target,6.0,2.0,True,2021
