rule,book,date,baseline_pnl,vix_prior,next_ret
vixprior>25_standdown,puts_band,2022-05-26,122.0,28.37,2.47
vixprior>25_standdown,puts_band,2022-05-27,0.0,27.5,-0.63
vixprior>25_standdown,puts_band,2022-05-31,0.0,25.72,-0.75
vixprior>25_standdown,puts_band,2022-06-01,102.0,26.19,1.84
vixprior>25_standdown,puts_band,2022-06-02,147.0,25.69,-1.63
vixprior>25_standdown,puts_band,2022-06-07,57.0,25.07,-1.08
vixprior>25_standdown,puts_band,2022-06-10,0.0,26.09,-3.88
vixprior>25_standdown,puts_band,2022-06-13,0.0,27.75,-0.38
vixprior>25_standdown,puts_band,2022-06-14,148.0,34.02,1.46
vixprior>25_standdown,puts_band,2022-06-15,433.0,32.69,-3.25
vixprior>25_standdown,puts_band,2022-06-16,0.0,29.62,0.22
vixprior>25_standdown,puts_band,2022-06-17,183.0,32.95,2.45
vixprior>25_standdown,puts_band,2022-06-21,0.0,31.13,-0.13
vixprior>25_standdown,puts_band,2022-06-22,0.0,30.19,0.95
vixprior>25_standdown,puts_band,2022-06-23,0.0,28.95,3.06
vixprior>25_standdown,puts_band,2022-06-24,0.0,29.05,-0.3
vixprior>25_standdown,puts_band,2022-06-27,183.0,27.23,-2.01
vixprior>25_standdown,puts_band,2022-06-28,0.0,26.95,-0.07
vixprior>25_standdown,puts_band,2022-06-29,178.0,28.36,-0.88
vixprior>25_standdown,puts_band,2022-06-30,0.0,28.16,1.06
vixprior>25_standdown,puts_band,2022-07-01,102.0,28.71,0.16
vixprior>25_standdown,puts_band,2022-07-05,0.0,26.7,0.36
vixprior>25_standdown,puts_band,2022-07-06,268.0,27.54,1.5
vixprior>25_standdown,puts_band,2022-07-07,0.0,26.73,-0.08
vixprior>25_standdown,puts_band,2022-07-08,338.0,26.08,-1.15
vixprior>25_standdown,puts_band,2022-07-12,158.0,26.17,-0.45
vixprior>25_standdown,puts_band,2022-07-13,122.0,27.29,-0.3
vixprior>25_standdown,puts_band,2022-07-14,0.0,26.82,1.92
vixprior>25_standdown,puts_band,2022-07-15,0.0,26.4,-0.84
vixprior>25_standdown,puts_band,2022-07-19,0.0,25.3,0.59
vixprior>25_standdown,puts_band,2022-08-29,132.0,25.56,-1.1
vixprior>25_standdown,puts_band,2022-08-30,-642.0,26.21,-0.78
vixprior>25_standdown,puts_band,2022-08-31,128.0,26.21,0.3
vixprior>25_standdown,puts_band,2022-09-01,363.0,25.87,-1.07
vixprior>25_standdown,puts_band,2022-09-02,-732.0,25.56,-0.41
vixprior>25_standdown,puts_band,2022-09-06,47.0,25.47,1.83
vixprior>25_standdown,puts_band,2022-09-07,168.0,26.91,0.66
vixprior>25_standdown,puts_band,2022-09-14,233.0,27.27,-1.13
vixprior>25_standdown,puts_band,2022-09-15,212.0,26.16,-0.72
vixprior>25_standdown,puts_band,2022-09-16,0.0,26.27,0.69
vixprior>25_standdown,puts_band,2022-09-19,67.0,26.3,-1.13
vixprior>25_standdown,puts_band,2022-09-20,217.0,25.76,-1.71
vixprior>25_standdown,puts_band,2022-09-21,0.0,27.16,-0.84
vixprior>25_standdown,puts_band,2022-09-22,202.0,27.99,-1.72
vixprior>25_standdown,puts_band,2022-09-23,0.0,27.35,-1.03
vixprior>25_standdown,puts_band,2022-09-26,67.0,29.92,-0.21
vixprior>25_standdown,puts_band,2022-09-27,82.0,32.26,1.97
vixprior>25_standdown,puts_band,2022-09-28,258.0,32.6,-2.11
vixprior>25_standdown,puts_band,2022-09-29,0.0,30.18,-1.51
vixprior>25_standdown,puts_band,2022-09-30,378.0,31.84,2.59
vixprior>25_standdown,puts_band,2022-10-03,0.0,31.62,3.06
vixprior>25_standdown,puts_band,2022-10-04,0.0,30.1,-0.2
vixprior>25_standdown,puts_band,2022-10-05,142.0,29.07,-1.02
vixprior>25_standdown,puts_band,2022-10-06,318.0,28.55,-2.8
vixprior>25_standdown,puts_band,2022-10-07,0.0,30.52,-0.75
vixprior>25_standdown,puts_band,2022-10-10,213.0,31.36,-0.65
vixprior>25_standdown,puts_band,2022-10-11,288.0,32.45,-0.33
vixprior>25_standdown,puts_band,2022-10-12,157.0,33.63,2.6
vixprior>25_standdown,puts_band,2022-10-13,77.0,33.57,-2.37
vixprior>25_standdown,puts_band,2022-10-14,-887.0,31.94,2.65
vixprior>25_standdown,puts_band,2022-10-17,0.0,32.02,1.14
vixprior>25_standdown,puts_band,2022-10-18,67.0,31.37,-0.67
vixprior>25_standdown,puts_band,2022-10-19,323.0,30.5,-0.8
vixprior>25_standdown,puts_band,2022-10-20,117.0,30.76,2.37
vixprior>25_standdown,puts_band,2022-10-21,0.0,29.98,1.19
vixprior>25_standdown,puts_band,2022-10-24,198.0,29.69,1.63
vixprior>25_standdown,puts_band,2022-10-25,67.0,29.85,-0.74
vixprior>25_standdown,puts_band,2022-10-26,0.0,28.46,-0.61
vixprior>25_standdown,puts_band,2022-10-27,143.0,27.28,2.46
vixprior>25_standdown,puts_band,2022-10-28,107.0,27.39,-0.75
vixprior>25_standdown,puts_band,2022-10-31,122.0,25.75,-0.41
vixprior>25_standdown,puts_band,2022-11-01,242.0,25.88,-2.5
vixprior>25_standdown,puts_band,2022-11-02,0.0,25.81,-1.06
vixprior>25_standdown,puts_band,2022-11-03,187.0,25.86,1.36
vixprior>25_standdown,puts_band,2022-11-04,187.0,25.3,0.96
vixprior>25_standdown,puts_band,2022-11-09,-21.0,25.54,5.54
vixprior>25_standdown,puts_band,2022-11-10,0.0,26.09,0.92
vixprior>25_standdown,puts_band,2023-03-14,52.0,26.52,-0.7
vixprior>25_standdown,puts_band,2023-03-16,102.0,26.14,-1.1
vixprior>25_standdown,puts_band,2023-03-20,213.0,25.51,1.3
vixprior>25_standdown,puts_band,2024-08-06,67.0,38.57,-0.77
vixprior>25_standdown,puts_band,2024-08-07,0.0,27.71,2.3
vixprior>25_standdown,puts_band,2024-08-08,77.0,27.85,0.47
vixprior>25_standdown,puts_band,2024-12-19,77.0,27.62,1.09
vixprior>25_standdown,puts_band,2025-03-11,0.0,27.86,0.49
vixprior>25_standdown,puts_band,2025-03-12,62.0,26.92,-1.39
vixprior>25_standdown,puts_band,2025-04-04,0.0,30.02,-0.23
vixprior>25_standdown,puts_band,2025-04-07,0.0,45.31,-1.57
vixprior>25_standdown,puts_band,2025-04-08,-1477.0,46.98,9.52
vixprior>25_standdown,puts_band,2025-04-09,147.0,52.33,-3.46
vixprior>25_standdown,puts_band,2025-04-10,0.0,33.62,1.81
vixprior>25_standdown,puts_band,2025-04-11,0.0,40.72,0.79
vixprior>25_standdown,puts_band,2025-04-14,127.0,37.56,-0.17
vixprior>25_standdown,puts_band,2025-04-15,163.0,30.89,-2.24
vixprior>25_standdown,puts_band,2025-04-16,-997.0,30.12,0.13
vixprior>25_standdown,puts_band,2025-04-17,198.0,32.64,-2.36
vixprior>25_standdown,puts_band,2025-04-21,0.0,29.65,2.51
vixprior>25_standdown,puts_band,2025-04-22,0.0,33.82,1.67
vixprior>25_standdown,puts_band,2025-04-23,77.0,30.57,2.03
vixprior>25_standdown,puts_band,2025-04-24,218.0,28.45,0.74
vixprior>25_standdown,puts_band,2025-04-25,383.0,26.47,0.06
vixprior>25_standdown,puts_band,2025-04-29,227.0,25.15,0.15
vixprior>25_standdown,puts_band,2025-10-17,353.0,25.31,1.07
vixprior>25_standdown,puts_band,2025-11-21,263.0,26.42,1.55
vixprior>25_standdown,puts_band,2026-03-09,117.0,29.49,-0.21
vixprior>25_standdown,puts_band,2026-03-10,198.0,25.5,-0.08
vixprior>25_standdown,puts_band,2026-03-13,0.0,27.29,1.01
vixprior>25_standdown,puts_band,2026-03-16,0.0,27.19,0.25
vixprior>25_standdown,puts_band,2026-03-19,0.0,25.09,-1.51
vixprior>25_standdown,puts_band,2026-03-23,0.0,26.78,-0.37
vixprior>25_standdown,puts_band,2026-03-24,52.0,26.15,0.54
vixprior>25_standdown,puts_band,2026-03-25,57.0,26.95,-1.74
vixprior>25_standdown,puts_band,2026-03-26,0.0,25.33,-1.67
vixprior>25_standdown,puts_band,2026-03-27,318.0,27.44,-0.39
vixprior>25_standdown,puts_band,2026-03-30,62.0,31.05,2.91
vixprior>25_standdown,puts_band,2026-03-31,0.0,30.61,0.72
vixprior>25_standdown,puts_band,2026-04-01,0.0,25.25,0.11
vixprior>25_standdown,puts_band,2026-04-08,0.0,25.78,0.62
vixprior>30_standdown,puts_band,2022-05-19,0.0,30.96,0.01
vixprior>30_standdown,puts_band,2022-06-14,148.0,34.02,1.46
vixprior>30_standdown,puts_band,2022-06-15,433.0,32.69,-3.25
vixprior>30_standdown,puts_band,2022-06-17,183.0,32.95,2.45
vixprior>30_standdown,puts_band,2022-06-21,0.0,31.13,-0.13
vixprior>30_standdown,puts_band,2022-06-22,0.0,30.19,0.95
vixprior>30_standdown,puts_band,2022-09-27,82.0,32.26,1.97
vixprior>30_standdown,puts_band,2022-09-28,258.0,32.6,-2.11
vixprior>30_standdown,puts_band,2022-09-29,0.0,30.18,-1.51
vixprior>30_standdown,puts_band,2022-09-30,378.0,31.84,2.59
vixprior>30_standdown,puts_band,2022-10-03,0.0,31.62,3.06
vixprior>30_standdown,puts_band,2022-10-04,0.0,30.1,-0.2
vixprior>30_standdown,puts_band,2022-10-07,0.0,30.52,-0.75
vixprior>30_standdown,puts_band,2022-10-10,213.0,31.36,-0.65
vixprior>30_standdown,puts_band,2022-10-11,288.0,32.45,-0.33
vixprior>30_standdown,puts_band,2022-10-12,157.0,33.63,2.6
vixprior>30_standdown,puts_band,2022-10-13,77.0,33.57,-2.37
vixprior>30_standdown,puts_band,2022-10-14,-887.0,31.94,2.65
vixprior>30_standdown,puts_band,2022-10-17,0.0,32.02,1.14
vixprior>30_standdown,puts_band,2022-10-18,67.0,31.37,-0.67
vixprior>30_standdown,puts_band,2022-10-19,323.0,30.5,-0.8
vixprior>30_standdown,puts_band,2022-10-20,117.0,30.76,2.37
vixprior>30_standdown,puts_band,2024-08-06,67.0,38.57,-0.77
vixprior>30_standdown,puts_band,2025-04-04,0.0,30.02,-0.23
vixprior>30_standdown,puts_band,2025-04-07,0.0,45.31,-1.57
vixprior>30_standdown,puts_band,2025-04-08,-1477.0,46.98,9.52
vixprior>30_standdown,puts_band,2025-04-09,147.0,52.33,-3.46
vixprior>30_standdown,puts_band,2025-04-10,0.0,33.62,1.81
vixprior>30_standdown,puts_band,2025-04-11,0.0,40.72,0.79
vixprior>30_standdown,puts_band,2025-04-14,127.0,37.56,-0.17
vixprior>30_standdown,puts_band,2025-04-15,163.0,30.89,-2.24
vixprior>30_standdown,puts_band,2025-04-16,-997.0,30.12,0.13
vixprior>30_standdown,puts_band,2025-04-17,198.0,32.64,-2.36
vixprior>30_standdown,puts_band,2025-04-22,0.0,33.82,1.67
vixprior>30_standdown,puts_band,2025-04-23,77.0,30.57,2.03
vixprior>30_standdown,puts_band,2026-03-30,62.0,31.05,2.91
vixprior>30_standdown,puts_band,2026-03-31,0.0,30.61,0.72
vixprior>35_standdown,puts_band,2024-08-06,67.0,38.57,-0.77
vixprior>35_standdown,puts_band,2025-04-07,0.0,45.31,-1.57
vixprior>35_standdown,puts_band,2025-04-08,-1477.0,46.98,9.52
vixprior>35_standdown,puts_band,2025-04-09,147.0,52.33,-3.46
vixprior>35_standdown,puts_band,2025-04-11,0.0,40.72,0.79
vixprior>35_standdown,puts_band,2025-04-14,127.0,37.56,-0.17
loss<-1000_until_vixdown,puts_band,2023-04-26,87.0,18.76,1.96
loss<-1000_until_vixdown,puts_band,2023-04-27,0.0,18.84,0.83
loss<-1000_until_vixdown,puts_band,2023-04-28,62.0,17.03,-0.04
loss<-1000_until_vixdown,puts_band,2023-05-03,438.0,17.78,-0.72
loss<-1000_until_vixdown,puts_band,2023-05-04,247.0,18.34,1.85
loss<-1000_until_vixdown,puts_band,2023-05-05,0.0,20.09,0.05
loss<-1000_until_vixdown,puts_band,2023-05-08,0.0,17.19,-0.46
loss<-1000_until_vixdown,puts_band,2023-09-07,62.0,14.45,0.14
loss<-1000_until_vixdown,puts_band,2023-09-08,0.0,14.4,0.67
loss<-1000_until_vixdown,puts_band,2024-07-19,258.0,15.93,1.08
loss<-1000_until_vixdown,puts_band,2024-07-22,87.0,16.52,-0.16
loss<-1000_until_vixdown,puts_band,2024-07-23,67.0,14.91,-2.31
loss<-1000_until_vixdown,puts_band,2024-07-31,197.0,17.69,-1.37
loss<-1000_until_vixdown,puts_band,2024-08-01,-2468.0,16.36,-1.84
loss<-1000_until_vixdown,puts_band,2024-08-23,138.0,17.55,-0.32
loss<-1000_until_vixdown,puts_band,2024-08-26,47.0,15.86,0.16
loss<-1000_until_vixdown,puts_band,2024-12-19,77.0,27.62,1.09
loss<-1000_until_vixdown,puts_band,2024-12-20,0.0,24.09,0.73
loss<-1000_until_vixdown,puts_band,2025-02-24,0.0,18.21,-0.47
loss<-1000_until_vixdown,puts_band,2025-02-25,122.0,18.98,0.01
loss<-1000_until_vixdown,puts_band,2025-02-26,77.0,19.43,-1.59
loss<-1000_until_vixdown,puts_band,2025-02-27,-987.0,19.1,1.59
loss<-1000_until_vixdown,puts_band,2025-04-09,147.0,52.33,-3.46
loss<-1000_until_vixdown,puts_band,2025-04-10,0.0,33.62,1.81
loss<-1000_until_vixdown,puts_band,2026-01-30,383.0,16.88,0.54
loss<-1000_until_vixdown,puts_band,2026-02-02,157.0,17.44,-0.84
loss<-1000_until_vixdown,puts_band,2026-02-03,-937.0,16.34,-0.51
loss<-1000_until_vixdown,puts_band,2026-06-18,127.0,18.44,-0.37
loss<-1000_until_vixdown,puts_band,2026-06-22,0.0,16.4,-1.44
loss<-1500_until_vixdown,puts_band,2023-05-03,438.0,17.78,-0.72
loss<-1500_until_vixdown,puts_band,2023-05-04,247.0,18.34,1.85
loss<-1500_until_vixdown,puts_band,2023-05-05,0.0,20.09,0.05
loss<-1500_until_vixdown,puts_band,2023-05-08,0.0,17.19,-0.46
loss<-1500_until_vixdown,puts_band,2025-02-24,0.0,18.21,-0.47
loss<-1500_until_vixdown,puts_band,2025-02-25,122.0,18.98,0.01
loss<-1500_until_vixdown,puts_band,2025-02-26,77.0,19.43,-1.59
loss<-1500_until_vixdown,puts_band,2025-02-27,-987.0,19.1,1.59
loss<-1500_until_vixdown,puts_band,2026-06-18,127.0,18.44,-0.37
loss<-1500_until_vixdown,puts_band,2026-06-22,0.0,16.4,-1.44
loss<-2000_until_vixdown,puts_band,2023-05-03,438.0,17.78,-0.72
loss<-2000_until_vixdown,puts_band,2023-05-04,247.0,18.34,1.85
loss<-2000_until_vixdown,puts_band,2023-05-05,0.0,20.09,0.05
loss<-2000_until_vixdown,puts_band,2023-05-08,0.0,17.19,-0.46
loss<-2000_until_vixdown,puts_band,2026-06-18,127.0,18.44,-0.37
loss<-2000_until_vixdown,puts_band,2026-06-22,0.0,16.4,-1.44
cluster_2x_loss<-500,puts_band,2022-12-07,193.0,22.17,0.75
loss<-1000_stand1d,combined,2022-05-20,-4546.0,29.35,1.86
loss<-1000_stand1d,combined,2022-05-25,1131.0,29.45,1.99
loss<-1000_stand1d,combined,2022-05-31,284.0,25.72,-0.75
loss<-1000_stand1d,combined,2022-06-03,756.0,24.72,0.31
loss<-1000_stand1d,combined,2022-06-08,359.0,24.02,-2.38
loss<-1000_stand1d,combined,2022-06-10,-1248.0,26.09,-3.88
loss<-1000_stand1d,combined,2022-06-14,1002.0,34.02,1.46
loss<-1000_stand1d,combined,2022-06-17,-481.0,32.95,2.45
loss<-1000_stand1d,combined,2022-06-29,472.0,28.36,-0.88
loss<-1000_stand1d,combined,2022-07-05,-275.0,26.7,0.36
loss<-1000_stand1d,combined,2022-07-13,-447.0,27.29,-0.3
loss<-1000_stand1d,combined,2022-07-20,652.0,24.5,0.99
loss<-1000_stand1d,combined,2022-07-29,-617.0,22.33,-0.28
loss<-1000_stand1d,combined,2022-08-02,771.0,22.84,1.56
loss<-1000_stand1d,combined,2022-08-24,44.0,24.11,1.41
loss<-1000_stand1d,combined,2022-08-29,781.0,25.56,-1.1
loss<-1000_stand1d,combined,2022-09-06,53.0,25.47,1.83
loss<-1000_stand1d,combined,2022-09-08,86.0,24.64,1.53
loss<-1000_stand1d,combined,2022-09-14,-786.0,27.27,-1.13
loss<-1000_stand1d,combined,2022-09-28,323.0,32.6,-2.11
loss<-1000_stand1d,combined,2022-09-30,-166.0,31.84,2.59
loss<-1000_stand1d,combined,2022-10-10,852.0,31.36,-0.65
loss<-1000_stand1d,combined,2022-10-14,-2615.0,31.94,2.65
loss<-1000_stand1d,combined,2022-10-18,1724.0,31.37,-0.67
loss<-1000_stand1d,combined,2022-10-24,607.0,29.69,1.63
loss<-1000_stand1d,combined,2022-11-03,1764.0,25.86,1.36
loss<-1000_stand1d,combined,2022-11-07,1097.0,24.55,0.56
loss<-1000_stand1d,combined,2022-11-09,-803.0,25.54,5.54
loss<-1000_stand1d,combined,2022-11-11,1062.0,23.53,-0.89
loss<-1000_stand1d,combined,2022-11-30,-2306.0,21.89,-0.09
loss<-1000_stand1d,combined,2022-12-06,-997.0,20.75,-0.19
loss<-1000_stand1d,combined,2022-12-14,1271.0,22.55,-2.49
loss<-1000_stand1d,combined,2022-12-16,-330.0,22.83,-0.9
loss<-1000_stand1d,combined,2022-12-23,622.0,21.97,-0.4
loss<-1000_stand1d,combined,2023-01-04,646.0,22.9,-1.16
loss<-1000_stand1d,combined,2023-01-19,361.0,20.34,1.89
loss<-1000_stand1d,combined,2023-02-02,416.0,17.87,-1.04
loss<-1000_stand1d,combined,2023-02-08,1944.0,18.66,-0.88
loss<-1000_stand1d,combined,2023-02-10,532.0,20.71,1.14
loss<-1000_stand1d,combined,2023-02-15,-12.0,18.91,-1.38
loss<-1000_stand1d,combined,2023-03-10,-2656.0,22.61,-0.15
loss<-1000_stand1d,combined,2023-03-17,2025.0,22.99,0.89
loss<-1000_stand1d,combined,2023-03-23,-1795.0,22.26,0.56
loss<-1000_stand1d,combined,2023-04-19,331.0,16.83,-0.6
loss<-1000_stand1d,combined,2023-04-26,-877.0,18.76,1.96
loss<-1000_stand1d,combined,2023-04-28,111.0,17.03,-0.04
loss<-1000_stand1d,combined,2023-05-03,1174.0,17.78,-0.72
loss<-1000_stand1d,combined,2023-06-28,191.0,13.74,0.45
loss<-1000_stand1d,combined,2023-08-07,492.0,17.1,-0.42
loss<-1000_stand1d,combined,2023-08-25,-461.0,17.2,0.63
loss<-1000_stand1d,combined,2023-08-30,-21.0,14.45,-0.16
loss<-1000_stand1d,combined,2023-09-07,1424.0,14.45,0.14
loss<-1000_stand1d,combined,2023-09-18,451.0,13.79,-0.22
loss<-1000_stand1d,combined,2023-09-21,-797.0,15.14,-0.23
loss<-1000_stand1d,combined,2023-10-09,-819.0,17.45,0.52
loss<-1000_stand1d,combined,2023-10-13,336.0,16.69,1.06
loss<-1000_stand1d,combined,2023-10-19,-316.0,19.22,-1.26
loss<-1000_stand1d,combined,2023-10-26,-874.0,20.19,-0.48
loss<-1000_stand1d,combined,2023-11-10,-1276.0,15.29,-0.08
loss<-1000_stand1d,combined,2023-12-11,641.0,12.35,0.46
loss<-1000_stand1d,combined,2023-12-14,46.0,12.19,-0.01
loss<-1000_stand1d,combined,2023-12-21,-195.0,13.67,0.17
loss<-1000_stand1d,combined,2024-02-02,-67.0,13.88,-0.32
loss<-1000_stand1d,combined,2024-03-06,826.0,14.46,1.03
loss<-1000_stand1d,combined,2024-04-02,-1289.0,13.65,0.11
loss<-1000_stand1d,combined,2024-04-05,-323.0,16.35,-0.04
loss<-1000_stand1d,combined,2024-04-10,-254.0,14.98,0.74
loss<-1000_stand1d,combined,2024-04-16,194.0,19.23,-0.58
loss<-1000_stand1d,combined,2024-05-01,-1562.0,15.65,0.91
loss<-1000_stand1d,combined,2024-05-24,987.0,12.77,0.02
loss<-1000_stand1d,combined,2024-06-03,-3329.0,12.92,0.15
loss<-1000_stand1d,combined,2024-06-18,-564.0,12.75,-0.25
loss<-1000_stand1d,combined,2024-07-12,-555.0,12.92,0.28
loss<-1000_stand1d,combined,2024-07-19,782.0,15.93,1.08
loss<-1000_stand1d,combined,2024-07-31,1076.0,17.69,-1.37
loss<-1000_stand1d,combined,2024-08-02,0.0,18.59,-3.0
loss<-1000_stand1d,combined,2024-08-06,1919.0,38.57,-0.77
loss<-1000_stand1d,combined,2024-08-14,249.0,18.12,1.61
loss<-1000_stand1d,combined,2024-08-23,-311.0,17.55,-0.32
loss<-1000_stand1d,combined,2024-09-03,-915.0,15.0,-0.16
loss<-1000_stand1d,combined,2024-09-12,201.0,17.69,0.54
loss<-1000_stand1d,combined,2024-10-02,282.0,19.26,-0.17
loss<-1000_stand1d,combined,2024-10-24,-36.0,19.24,-0.03
loss<-1000_stand1d,combined,2024-10-30,-839.0,19.34,-1.86
loss<-1000_stand1d,combined,2024-11-18,929.0,16.14,0.4
loss<-1000_stand1d,combined,2024-12-19,-346.0,27.62,1.09
loss<-1000_stand1d,combined,2024-12-23,198.0,18.36,1.1
loss<-1000_stand1d,combined,2024-12-30,-109.0,15.95,-0.43
loss<-1000_stand1d,combined,2025-01-06,-859.0,16.13,-1.11
loss<-1000_stand1d,combined,2025-01-08,-296.0,17.82,-1.54
loss<-1000_stand1d,combined,2025-02-04,1454.0,18.62,0.39
loss<-1000_stand1d,combined,2025-02-24,-286.0,18.21,-0.47
loss<-1000_stand1d,combined,2025-02-27,-4018.0,19.1,1.59
loss<-1000_stand1d,combined,2025-03-03,-5763.0,19.63,-1.22
loss<-1000_stand1d,combined,2025-03-05,639.0,23.51,-1.78
loss<-1000_stand1d,combined,2025-03-27,-907.0,18.33,-1.97
loss<-1000_stand1d,combined,2025-03-31,-1280.0,21.65,0.38
loss<-1000_stand1d,combined,2025-04-03,-1598.0,21.51,-5.97
loss<-1000_stand1d,combined,2025-04-08,-5178.0,46.98,9.52
loss<-1000_stand1d,combined,2025-04-10,-1363.0,33.62,1.81
loss<-1000_stand1d,combined,2025-04-17,-381.0,32.64,-2.36
loss<-1000_stand1d,combined,2025-05-22,-187.0,20.87,-0.67
loss<-1000_stand1d,combined,2025-06-24,-282.0,19.83,-0.0
loss<-1000_stand1d,combined,2025-07-08,-774.0,17.79,0.61
loss<-1000_stand1d,combined,2025-07-17,-106.0,17.16,-0.01
loss<-1000_stand1d,combined,2025-07-31,-1351.0,15.48,-1.6
loss<-1000_stand1d,combined,2025-08-21,651.0,15.69,1.52
loss<-1000_stand1d,combined,2025-09-08,-151.0,15.18,0.27
loss<-1000_stand1d,combined,2025-09-10,-291.0,15.04,0.85
loss<-1000_stand1d,combined,2025-10-13,-819.0,21.66,-0.16
loss<-1000_stand1d,combined,2025-10-16,-356.0,20.64,0.53
loss<-1000_stand1d,combined,2025-10-23,226.0,18.6,0.79
loss<-1000_stand1d,combined,2025-11-10,-734.0,19.08,0.21
loss<-1000_stand1d,combined,2025-11-14,-347.0,20.0,-0.92
loss<-1000_stand1d,combined,2025-11-18,2182.0,22.38,0.38
loss<-1000_stand1d,combined,2025-11-21,-296.0,26.42,1.55
loss<-1000_stand1d,combined,2025-12-03,-382.0,16.59,0.11
loss<-1000_stand1d,combined,2025-12-15,-644.0,15.74,-0.24
loss<-1000_stand1d,combined,2025-12-18,-1157.0,17.62,0.88
loss<-1000_stand1d,combined,2026-01-15,124.0,16.75,-0.06
loss<-1000_stand1d,combined,2026-01-21,-1793.0,20.09,0.55
loss<-1000_stand1d,combined,2026-01-30,967.0,16.88,0.54
loss<-1000_stand1d,combined,2026-02-04,-852.0,18.0,-1.23
loss<-1000_stand1d,combined,2026-02-13,-551.0,20.82,0.1
loss<-1000_stand1d,combined,2026-03-04,1700.0,23.57,-0.56
loss<-1000_stand1d,combined,2026-03-10,-1021.0,25.5,-0.08
loss<-1000_stand1d,combined,2026-03-23,-754.0,26.78,-0.37
loss<-1000_stand1d,combined,2026-04-01,-131.0,25.25,0.11
loss<-1000_stand1d,combined,2026-05-05,547.0,18.29,1.46
loss<-1000_stand1d,combined,2026-05-22,196.0,16.76,0.61
loss<-1000_stand1d,combined,2026-06-08,651.0,21.51,-0.26
loss<-1000_stand1d,combined,2026-06-10,1331.0,19.87,1.75
loss<-1000_stand1d,combined,2026-06-12,1297.0,19.44,1.65
loss<-1000_stand1d,combined,2026-06-18,2304.0,18.44,-0.37
loss<-1000_stand1d,combined,2026-06-25,16.0,18.63,-0.05
loss<-1000_stand1d,combined,2026-07-21,909.0,18.65,-0.14
loss<-1000_stand1d,combined,2026-07-30,-414.0,20.66,0.7
loss<-1000_stand1d,combined,2026-08-03,-1240.0,15.99,1.79
loss<-1000_stand1d,combined,2026-08-05,-467.0,16.5,-0.18
loss<-1000_stand1d,combined,2026-08-26,-359.0,15.45,0.72
loss<-1000_stand2d,combined,2022-05-20,-4546.0,29.35,1.86
loss<-1000_stand2d,combined,2022-05-23,982.0,29.43,-0.81
loss<-1000_stand2d,combined,2022-05-25,1131.0,29.45,1.99
loss<-1000_stand2d,combined,2022-05-26,-428.0,28.37,2.47
loss<-1000_stand2d,combined,2022-05-31,284.0,25.72,-0.75
loss<-1000_stand2d,combined,2022-06-01,-24.0,26.19,1.84
loss<-1000_stand2d,combined,2022-06-03,756.0,24.72,0.31
loss<-1000_stand2d,combined,2022-06-06,1692.0,24.79,0.95
loss<-1000_stand2d,combined,2022-06-08,359.0,24.02,-2.38
loss<-1000_stand2d,combined,2022-06-09,-2182.0,23.96,-2.91
loss<-1000_stand2d,combined,2022-06-13,-1643.0,27.75,-0.38
loss<-1000_stand2d,combined,2022-06-14,1002.0,34.02,1.46
loss<-1000_stand2d,combined,2022-06-17,-481.0,32.95,2.45
loss<-1000_stand2d,combined,2022-06-21,-294.0,31.13,-0.13
loss<-1000_stand2d,combined,2022-06-29,472.0,28.36,-0.88
loss<-1000_stand2d,combined,2022-06-30,434.0,28.16,1.06
loss<-1000_stand2d,combined,2022-07-05,-275.0,26.7,0.36
loss<-1000_stand2d,combined,2022-07-06,289.0,27.54,1.5
loss<-1000_stand2d,combined,2022-07-13,-447.0,27.29,-0.3
loss<-1000_stand2d,combined,2022-07-14,549.0,26.82,1.92
loss<-1000_stand2d,combined,2022-07-20,652.0,24.5,0.99
loss<-1000_stand2d,combined,2022-07-21,-551.0,23.88,-0.93
loss<-1000_stand2d,combined,2022-07-29,-617.0,22.33,-0.28
loss<-1000_stand2d,combined,2022-08-01,-1039.0,21.33,-0.67
loss<-1000_stand2d,combined,2022-08-24,44.0,24.11,1.41
loss<-1000_stand2d,combined,2022-08-25,194.0,22.82,-3.37
loss<-1000_stand2d,combined,2022-08-29,781.0,25.56,-1.1
loss<-1000_stand2d,combined,2022-08-30,-916.0,26.21,-0.78
loss<-1000_stand2d,combined,2022-09-06,53.0,25.47,1.83
loss<-1000_stand2d,combined,2022-09-07,-1240.0,26.91,0.66
loss<-1000_stand2d,combined,2022-09-14,-786.0,27.27,-1.13
loss<-1000_stand2d,combined,2022-09-15,546.0,26.16,-0.72
loss<-1000_stand2d,combined,2022-09-28,323.0,32.6,-2.11
loss<-1000_stand2d,combined,2022-09-29,-1618.0,30.18,-1.51
loss<-1000_stand2d,combined,2022-10-10,852.0,31.36,-0.65
loss<-1000_stand2d,combined,2022-10-11,427.0,32.45,-0.33
loss<-1000_stand2d,combined,2022-10-14,-2615.0,31.94,2.65
loss<-1000_stand2d,combined,2022-10-17,-1109.0,32.02,1.14
loss<-1000_stand2d,combined,2022-10-24,607.0,29.69,1.63
loss<-1000_stand2d,combined,2022-10-25,1779.0,29.85,-0.74
loss<-1000_stand2d,combined,2022-11-03,1764.0,25.86,1.36
loss<-1000_stand2d,combined,2022-11-04,-1065.0,25.3,0.96
loss<-1000_stand2d,combined,2022-11-09,-803.0,25.54,5.54
