day,t5,Open,Close,High,Low,delta,vol,poc,hi_minfrac,lo_minfrac,cvd,kind,delta_flip,delta_close_mismatch,churn_absorption,cvd_div_local,vol_climax,finished_rej,rng,close_pos,wick_up,wick_dn,delta3,px_prog3,cvd_d1,cvd_kink,dist_mq,ERD,CVDkink,Trapped,WickRej,ExhPulse,LvlDiv,TurnScore
2026-07-14,2026-07-14 09:50:00,7578.0,7586.75,7587.25,7575.25,256,10000,7583.0,0.0,0.0,8060,control,1,0,1,0,0,,12.0,0.9583333333333334,0.041666666666666664,0.22916666666666666,-204.0,-12.0,256.0,320.0,47.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 09:55:00,7586.5,7587.5,7590.75,7585.75,-284,10000,7588.0,0.0,0.0,7776,control,1,1,1,0,0,,5.0,0.35,0.65,0.15,-92.0,14.0,-284.0,540.0,50.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 10:00:00,7587.5,7593.0,7600.75,7583.25,1884,20000,7596.0,0.0,0.1842105263157894,9660,control,1,0,0,0,1,,17.5,0.5571428571428572,0.44285714285714284,0.24285714285714285,1856.0,60.0,1884.0,2168.0,28.0,0,1,0,0,0,0,1.2
2026-07-14,2026-07-14 10:05:00,7593.0,7598.75,7601.5,7592.0,848,16000,7596.5,0.125,0.0,10508,HIGH,0,0,1,0,0,1.0,9.5,0.7105263157894737,0.2894736842105263,0.10526315789473684,2448.0,48.0,848.0,1036.0,6.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 10:10:00,7598.75,7595.25,7601.0,7594.25,-166,12000,7596.0,0.0,0.0,10342,control,1,0,1,0,0,,6.75,0.14814814814814814,0.3333333333333333,0.14814814814814814,2566.0,31.0,-166.0,1014.0,19.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 10:15:00,7595.25,7589.5,7596.0,7587.0,-375,9999,7588.5,0.4117647058823529,0.2608695652173913,9967,control,0,0,1,0,0,,9.0,0.2777777777777778,0.08333333333333333,0.2777777777777778,307.0,-14.0,-375.0,209.0,42.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 10:20:00,7589.5,7594.5,7596.5,7589.25,237,10001,7592.5,0.0,0.1388888888888889,10204,control,1,0,1,0,0,,7.25,0.7241379310344828,0.27586206896551724,0.034482758620689655,-304.0,-17.0,237.0,612.0,22.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 10:25:00,7594.5,7598.75,7599.0,7594.0,22,6000,7597.25,0.16,0.2857142857142857,10226,control,0,0,1,0,0,,5.0,0.95,0.05,0.1,-116.0,14.0,22.0,215.0,5.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 10:30:00,7598.75,7586.75,7600.5,7585.5,-1323,13999,7591.25,0.0,0.0,8903,control,1,0,0,0,0,,15.0,0.08333333333333333,0.11666666666666667,0.08333333333333333,-1064.0,-11.0,-1323.0,1345.0,47.0,0,1,0,0,0,0,0.0
2026-07-14,2026-07-14 10:35:00,7586.75,7586.0,7590.75,7585.5,-249,9999,7588.5,0.0,0.0,8654,control,0,0,1,0,0,,5.25,0.09523809523809523,0.7619047619047619,0.09523809523809523,-1550.0,-34.0,-249.0,1074.0,44.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 10:40:00,7586.0,7586.75,7587.75,7577.75,-216,14002,7581.0,0.0638297872340425,0.0,8438,control,0,1,1,0,1,,10.0,0.9,0.1,0.825,-1788.0,-48.0,-216.0,33.0,47.0,0,0,0,1,0,0,2.2
2026-07-14,2026-07-14 10:45:00,7586.75,7584.0,7590.0,7583.75,8,8000,7586.25,0.0,0.3076923076923077,8446,control,1,1,1,0,0,,6.25,0.04,0.52,0.04,-457.0,-11.0,8.0,224.0,36.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 10:50:00,7584.0,7580.75,7584.75,7578.75,-398,8000,7581.0,0.0,0.3142857142857143,8048,control,1,0,1,0,0,,6.0,0.3333333333333333,0.125,0.3333333333333333,-606.0,-21.0,-398.0,406.0,23.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 10:55:00,7580.75,7577.5,7582.0,7576.25,-292,8000,7578.75,0.3265306122448979,0.0,7756,control,0,0,1,0,0,,5.75,0.21739130434782608,0.21739130434782608,0.21739130434782608,-682.0,-37.0,-292.0,106.0,10.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 11:00:00,7577.5,7573.25,7577.75,7570.0,-612,10000,7572.25,0.3788819875776397,0.0,7144,LOW,0,0,1,1,0,1.0,7.75,0.41935483870967744,0.03225806451612903,0.41935483870967744,-1302.0,-43.0,-612.0,320.0,0.0,0,0,0,0,0,1,2.8
2026-07-14,2026-07-14 11:05:00,7573.25,7574.5,7577.0,7570.0,-566,10000,7573.75,0.0,0.0,6578,control,0,1,1,0,1,,7.0,0.6428571428571429,0.35714285714285715,0.4642857142857143,-1470.0,-25.0,-566.0,46.0,2.0,0,0,0,1,0,0,2.2
2026-07-14,2026-07-14 11:10:00,7574.5,7573.0,7576.75,7570.0,590,8000,7575.5,0.0,0.0,7168,control,1,1,1,1,0,,6.75,0.4444444444444444,0.3333333333333333,0.4444444444444444,-588.0,-18.0,590.0,1156.0,8.0,0,1,0,0,0,1,2.8
2026-07-14,2026-07-14 11:15:00,7573.0,7574.75,7574.75,7570.0,14,6000,7572.5,0.0,0.0,7182,control,0,0,1,1,0,,4.75,1.0,0.0,0.631578947368421,38.0,6.0,14.0,576.0,1.0,0,0,0,1,0,1,3.8
2026-07-14,2026-07-14 11:20:00,7574.75,7574.0,7575.75,7570.0,226,6000,7572.25,0.2833333333333333,0.2674418604651162,7408,control,0,1,1,1,0,,5.75,0.6956521739130435,0.17391304347826086,0.6956521739130435,830.0,-2.0,226.0,212.0,4.0,1,0,0,1,0,1,4.3999999999999995
2026-07-14,2026-07-14 11:25:00,7574.0,7577.25,7579.25,7572.5,1642,8000,7574.25,0.1791044776119403,0.25,9050,control,0,0,0,0,0,,6.75,0.7037037037037037,0.2962962962962963,0.2222222222222222,1882.0,17.0,1642.0,1416.0,9.0,0,1,0,0,0,0,0.0
2026-07-14,2026-07-14 11:30:00,7577.25,7582.0,7583.0,7576.5,234,6000,7579.25,0.0,0.3170731707317073,9284,control,0,0,1,0,0,,6.5,0.8461538461538461,0.15384615384615385,0.11538461538461539,2102.0,29.0,234.0,1408.0,28.0,0,1,0,0,0,0,0.0
2026-07-14,2026-07-14 11:35:00,7582.0,7581.75,7583.75,7579.75,-138,6000,7582.0,0.0,0.0,9146,control,1,0,1,0,0,,4.0,0.5,0.4375,0.5,1738.0,31.0,-138.0,372.0,27.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 11:40:00,7582.0,7583.25,7588.25,7581.5,437,7999,7587.0,0.0,0.1111111111111111,9583,control,1,0,1,0,0,,6.75,0.25925925925925924,0.7407407407407407,0.07407407407407407,533.0,24.0,437.0,575.0,33.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 11:45:00,7583.25,7585.25,7585.25,7580.0,-367,6001,7582.0,0.1333333333333333,0.0109890109890109,9216,control,1,1,1,0,0,,5.25,1.0,0.0,0.6190476190476191,-68.0,13.0,-367.0,804.0,41.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 11:50:00,7585.5,7586.75,7587.25,7584.25,152,4000,7586.25,0.0,0.0,9368,control,1,0,1,0,0,,3.0,0.8333333333333334,0.16666666666666666,0.4166666666666667,222.0,20.0,152.0,519.0,47.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 11:55:00,7586.75,7589.25,7589.5,7584.25,196,4000,7588.25,0.0,0.0,9564,control,0,0,1,0,0,,5.25,0.9523809523809523,0.047619047619047616,0.47619047619047616,-19.0,24.0,196.0,44.0,43.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 12:00:00,7589.25,7587.5,7591.0,7586.75,-142,6000,7590.25,0.024390243902439,0.0,9422,control,1,0,1,0,0,,4.25,0.17647058823529413,0.4117647058823529,0.17647058823529413,206.0,9.0,-142.0,338.0,50.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 12:05:00,7587.5,7592.5,7592.75,7586.0,120,6000,7592.0,0.0,0.21875,9542,control,1,0,1,0,0,,6.75,0.9629629629629629,0.037037037037037035,0.2222222222222222,174.0,23.0,120.0,262.0,30.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 12:10:00,7592.5,7589.0,7592.75,7588.25,-465,3999,7592.0,0.0,0.0,9077,control,1,0,0,0,0,,4.5,0.16666666666666666,0.05555555555555555,0.16666666666666666,-487.0,-1.0,-465.0,585.0,44.0,1,0,0,0,0,0,0.6
2026-07-14,2026-07-14 12:15:00,7589.0,7592.75,7592.75,7585.25,524,8000,7588.5,0.2542372881355932,0.3125,9601,control,1,0,1,0,1,,7.5,1.0,0.0,0.5,179.0,21.0,524.0,989.0,29.0,0,0,0,1,0,0,2.2
2026-07-14,2026-07-14 12:20:00,7592.75,7595.25,7596.75,7592.5,465,5975,7595.25,0.0,0.2,10066,HIGH,0,0,1,0,0,1.0,4.25,0.6470588235294118,0.35294117647058826,0.058823529411764705,524.0,11.0,465.0,59.0,13.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 12:25:00,7595.25,7594.5,7596.25,7592.75,-352,6026,7594.75,0.3255813953488372,0.0,9714,control,1,0,1,0,0,,3.5,0.5,0.2857142857142857,0.5,637.0,22.0,-352.0,817.0,22.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 12:30:00,7594.5,7589.25,7595.75,7588.75,-759,5995,7592.0,0.0,0.3668341708542713,8955,control,0,0,0,0,0,,7.0,0.07142857142857142,0.17857142857142858,0.07142857142857142,-646.0,-14.0,-759.0,407.0,43.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 12:35:00,7589.25,7592.0,7592.0,7588.75,-168,4002,7590.75,0.0,0.2741935483870967,8787,control,0,1,1,0,0,,3.25,1.0,0.0,0.15384615384615385,-1279.0,-13.0,-168.0,591.0,32.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 12:40:00,7592.0,7588.25,7592.0,7588.25,-477,4003,7590.5,0.3369565217391304,0.0,8310,control,0,0,0,0,0,,3.75,0.0,0.0,0.0,-1404.0,-25.0,-477.0,309.0,47.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 12:45:00,7588.5,7591.75,7592.75,7587.75,456,4000,7592.0,0.0,0.0,8766,LOW,1,0,0,1,0,1.0,5.0,0.8,0.2,0.15,-189.0,10.0,456.0,933.0,49.0,0,0,0,0,0,0,2.0
2026-07-14,2026-07-14 12:50:00,7591.75,7592.5,7593.5,7591.5,-64,4000,7592.5,0.3026315789473684,0.0,8702,control,1,1,1,0,0,,2.0,0.5,0.5,0.125,-85.0,2.0,-64.0,520.0,30.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 12:55:00,7592.5,7591.0,7593.75,7590.5,-336,4000,7593.0,0.0,0.3771929824561403,8366,control,0,0,0,0,0,,3.25,0.15384615384615385,0.38461538461538464,0.15384615384615385,56.0,11.0,-336.0,272.0,36.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 13:00:00,7591.0,7594.5,7595.5,7589.75,200,6000,7595.0,0.0,0.0,8566,control,1,0,1,0,0,,5.75,0.8260869565217391,0.17391304347826086,0.21739130434782608,-200.0,11.0,200.0,536.0,22.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 13:05:00,7594.5,7594.25,7595.5,7593.0,82,4000,7595.0,0.3684210526315789,0.0,8648,control,0,1,1,0,0,,2.5,0.5,0.4,0.5,-54.0,7.0,82.0,118.0,23.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 13:10:00,7594.25,7598.0,7598.0,7593.75,534,3984,7595.0,0.0,0.0,9182,control,0,0,0,0,0,,4.25,1.0,0.0,0.11764705882352941,816.0,28.0,534.0,452.0,8.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 13:15:00,7598.0,7597.5,7598.25,7595.0,-428,6016,7596.75,0.4130434782608695,0.0,8754,HIGH,1,0,1,1,0,0.0,3.25,0.7692307692307693,0.07692307692307693,0.7692307692307693,188.0,12.0,-428.0,962.0,7.0,0,0,0,0,0,1,2.8
2026-07-14,2026-07-14 13:20:00,7597.5,7594.25,7597.75,7593.75,-584,2000,7594.75,0.0,0.0,8170,control,0,0,0,0,0,,4.0,0.125,0.0625,0.125,-478.0,0.0,-584.0,156.0,23.0,1,0,0,0,0,0,0.6
2026-07-14,2026-07-14 13:25:00,7594.25,7595.0,7596.75,7593.5,-336,3968,7595.5,0.0,0.3666666666666666,7834,control,0,1,0,0,0,,3.25,0.46153846153846156,0.5384615384615384,0.23076923076923078,-1348.0,-12.0,-336.0,248.0,20.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 13:30:00,7595.0,7595.25,7596.25,7593.5,-800,6032,7594.5,0.0,0.0784313725490196,7034,control,0,1,0,0,0,,2.75,0.6363636363636364,0.36363636363636365,0.5454545454545454,-1720.0,-9.0,-800.0,464.0,19.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 13:35:00,7595.25,7593.0,7595.25,7590.5,-429,7999,7592.5,0.1428571428571428,0.0,6605,control,0,0,1,0,0,,4.75,0.5263157894736842,0.0,0.5263157894736842,-1565.0,-5.0,-429.0,371.0,28.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 13:40:00,7593.0,7591.5,7593.0,7587.0,159,12001,7589.75,0.5,0.0,6764,LOW,1,1,1,1,1,1.0,6.0,0.75,0.0,0.75,-1070.0,-14.0,159.0,588.0,48.0,0,0,0,1,0,0,4.2
2026-07-14,2026-07-14 13:45:00,7591.25,7590.5,7592.0,7588.75,-238,4000,7591.25,0.0,0.0,6526,control,1,0,1,0,0,,3.25,0.5384615384615384,0.23076923076923078,0.5384615384615384,-508.0,-19.0,-238.0,397.0,38.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 13:50:00,7590.5,7591.75,7593.5,7590.0,610,4000,7592.0,0.0,0.0833333333333333,7136,control,1,0,0,0,0,,3.5,0.5,0.5,0.14285714285714285,531.0,-5.0,610.0,848.0,33.0,1,0,0,1,0,0,1.6
2026-07-14,2026-07-14 13:55:00,7591.75,7591.0,7592.75,7590.75,-136,4000,7592.0,0.1203007518796992,0.0,7000,control,1,0,1,0,0,,2.0,0.125,0.5,0.125,236.0,-2.0,-136.0,746.0,36.0,1,0,0,1,0,0,1.6
2026-07-14,2026-07-14 14:00:00,7591.0,7590.5,7591.25,7588.75,50,4000,7589.75,0.3235294117647059,0.1494252873563218,7050,control,1,1,1,0,0,,2.5,0.7,0.1,0.7,524.0,0.0,50.0,186.0,38.0,1,0,0,1,0,0,1.6
2026-07-14,2026-07-14 14:05:00,7590.5,7587.5,7591.0,7587.5,-336,4000,7590.0,0.0,0.0,6714,LOW,1,0,0,1,0,1.0,3.5,0.0,0.14285714285714285,0.0,-422.0,-17.0,-336.0,386.0,50.0,0,0,0,0,0,0,2.0
2026-07-14,2026-07-14 14:10:00,7587.5,7591.75,7591.75,7587.5,806,3990,7590.5,0.0,0.1,7520,control,1,0,0,0,0,,4.25,1.0,0.0,0.0,520.0,3.0,806.0,1142.0,33.0,0,1,0,0,0,0,0.0
2026-07-14,2026-07-14 14:15:00,7591.75,7591.5,7592.5,7588.25,260,6010,7590.75,0.0,0.0,7780,control,0,1,1,0,0,,4.25,0.7647058823529411,0.17647058823529413,0.7647058823529411,730.0,4.0,260.0,546.0,34.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 14:20:00,7591.5,7593.75,7594.75,7591.25,538,4000,7593.5,0.0,0.0,8318,HIGH,0,0,0,1,0,1.0,3.5,0.7142857142857143,0.2857142857142857,0.07142857142857142,1604.0,25.0,538.0,278.0,21.0,0,0,0,0,0,0,2.0
2026-07-14,2026-07-14 14:25:00,7593.75,7591.5,7594.5,7591.0,-682,4000,7594.0,0.0151515151515151,0.0,7636,control,1,0,0,0,0,,3.5,0.14285714285714285,0.21428571428571427,0.14285714285714285,116.0,-1.0,-682.0,1220.0,34.0,1,1,0,0,0,0,0.6
2026-07-14,2026-07-14 14:30:00,7591.5,7589.75,7591.75,7587.0,102,11998,7588.5,0.0833333333333333,0.0,7738,LOW,1,1,1,1,0,1.0,4.75,0.5789473684210527,0.05263157894736842,0.5789473684210527,-42.0,-7.0,102.0,784.0,48.0,0,0,0,1,0,0,3.0
2026-07-14,2026-07-14 14:35:00,7590.0,7589.75,7593.0,7589.25,74,5994,7589.75,0.0,0.046875,7812,control,0,1,1,0,0,,3.75,0.13333333333333333,0.8,0.13333333333333333,-506.0,-16.0,74.0,28.0,41.0,0,0,0,1,0,0,1.0
2026-07-14,2026-07-14 14:40:00,7589.75,7593.75,7594.75,7589.75,528,6008,7593.0,0.0,0.417391304347826,8340,control,0,0,0,0,0,,5.0,0.8,0.2,0.0,704.0,9.0,528.0,454.0,25.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 14:45:00,7593.75,7594.0,7596.0,7592.75,110,6000,7594.0,0.0,0.0,8450,control,0,0,1,1,0,,3.25,0.38461538461538464,0.6153846153846154,0.3076923076923077,712.0,17.0,110.0,418.0,24.0,0,0,0,1,0,0,3.0
2026-07-14,2026-07-14 14:50:00,7593.75,7590.75,7595.25,7590.5,-450,14000,7593.75,0.0,0.0,8000,control,1,0,1,0,0,,4.75,0.05263157894736842,0.3157894736842105,0.05263157894736842,188.0,4.0,-450.0,560.0,37.0,0,0,0,0,0,0,0.0
2026-07-14,2026-07-14 14:55:00,7590.75,7590.0,7596.0,7589.25,3267,53997,7590.5,0.0,0.0372881355932203,11267,control,1,1,1,1,1,,6.75,0.1111111111111111,0.7777777777777778,0.1111111111111111,2927.0,-15.0,3267.0,3717.0,40.0,1,1,1,1,1,0,5.6
2026-07-15,2026-07-15 08:30:00,7612.5,7620.0,7622.75,7611.75,2462,36000,7617.0,0.0,0.0,2462,control,0,0,1,0,1,,11.0,0.75,0.25,0.06818181818181818,2462.0,,,,20.0,0,0,0,0,0,0,1.2
2026-07-15,2026-07-15 08:35:00,7620.0,7615.75,7626.25,7615.25,-366,26000,7618.5,0.0,0.0,2096,control,1,0,1,1,0,,11.0,0.045454545454545456,0.5681818181818182,0.045454545454545456,2096.0,,-366.0,,37.0,0,0,0,1,0,0,3.0
2026-07-15,2026-07-15 08:40:00,7615.75,7612.0,7618.25,7610.5,-115,15997,7616.0,0.0,0.0,1981,control,0,0,1,0,0,,7.75,0.1935483870967742,0.3225806451612903,0.1935483870967742,1981.0,,-115.0,251.0,48.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 08:45:00,7611.75,7602.0,7611.75,7601.75,-193,26003,7607.25,0.3939393939393939,0.2232142857142857,1788,control,0,0,1,0,0,,10.0,0.025,0.0,0.025,-674.0,-72.0,-193.0,78.0,8.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 08:50:00,7602.0,7610.25,7612.5,7601.25,2052,22000,7602.25,0.0,0.0,3840,LOW,1,0,0,1,0,1.0,11.25,0.8,0.2,0.06666666666666667,1744.0,-22.0,2052.0,2245.0,5.0,1,1,0,0,0,1,3.4
2026-07-15,2026-07-15 08:55:00,7610.25,7618.0,7618.0,7608.5,30,24000,7613.25,0.1,0.0,3870,control,0,0,1,0,0,,9.5,1.0,0.0,0.18421052631578946,1889.0,24.0,30.0,2022.0,28.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 09:00:00,7618.0,7618.75,7621.75,7615.75,-586,22000,7620.0,0.2705882352941176,0.0,3284,control,1,1,1,0,0,,6.0,0.5,0.5,0.375,1496.0,67.0,-586.0,616.0,25.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 09:05:00,7618.75,7620.5,7623.5,7616.5,-10,16000,7620.75,0.0,0.2714285714285714,3274,control,0,1,1,0,0,,7.0,0.5714285714285714,0.42857142857142855,0.32142857142857145,-566.0,41.0,-10.0,576.0,18.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 09:10:00,7620.5,7619.0,7622.25,7616.5,-538,13996,7619.75,0.0642201834862385,0.0875912408759124,2736,control,0,0,1,0,0,,5.75,0.43478260869565216,0.30434782608695654,0.43478260869565216,-1134.0,4.0,-538.0,528.0,24.0,1,0,0,0,0,0,0.6
2026-07-15,2026-07-15 09:15:00,7619.0,7621.0,7626.0,7618.25,932,14004,7624.25,0.0,0.0,3668,HIGH,1,0,1,1,0,1.0,7.75,0.3548387096774194,0.6451612903225806,0.0967741935483871,384.0,9.0,932.0,1470.0,4.0,0,1,0,1,0,1,3.8
2026-07-15,2026-07-15 09:20:00,7621.0,7605.5,7621.25,7603.25,-2196,26000,7618.25,0.4655172413793103,0.34375,1472,control,1,0,0,0,1,,18.0,0.125,0.013888888888888888,0.125,-1802.0,-60.0,-2196.0,3128.0,22.0,0,1,0,0,0,0,1.2
2026-07-15,2026-07-15 09:25:00,7605.5,7616.25,7617.5,7603.75,344,24000,7606.0,0.0,0.4355828220858895,1816,control,1,0,1,0,0,,13.75,0.9090909090909091,0.09090909090909091,0.12727272727272726,-920.0,-11.0,344.0,2540.0,35.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 09:30:00,7616.25,7614.5,7618.75,7609.25,-468,17998,7616.25,0.1590909090909091,0.0,1348,control,1,0,1,0,0,,9.5,0.5526315789473685,0.2631578947368421,0.5526315789473685,-2320.0,-26.0,-468.0,812.0,42.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 09:35:00,7614.5,7606.25,7615.25,7605.0,-1025,14001,7606.75,0.0,0.0666666666666666,323,control,0,0,1,0,0,,10.25,0.12195121951219512,0.07317073170731707,0.12195121951219512,-1149.0,3.0,-1025.0,557.0,25.0,1,0,0,0,0,0,0.6
2026-07-15,2026-07-15 09:40:00,7606.25,7602.5,7609.75,7597.75,-1,22001,7603.0,0.2307692307692307,0.0,322,control,0,0,1,0,0,,12.0,0.3958333333333333,0.2916666666666667,0.3958333333333333,-1494.0,-55.0,-1.0,1024.0,10.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 09:45:00,7602.5,7607.5,7608.25,7599.0,1236,13998,7602.5,0.2105263157894736,0.2203389830508474,1558,control,1,0,0,0,0,,9.25,0.918918918918919,0.08108108108108109,0.3783783783783784,210.0,-28.0,1236.0,1237.0,30.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 09:50:00,7607.5,7602.25,7608.25,7597.25,-962,14002,7603.0,0.04,0.0,596,LOW,1,0,1,1,0,1.0,11.0,0.45454545454545453,0.06818181818181818,0.45454545454545453,273.0,-16.0,-962.0,2198.0,11.0,0,1,0,1,0,0,3.0
2026-07-15,2026-07-15 09:55:00,7602.25,7605.75,7606.75,7598.25,-92,12000,7602.0,0.3055555555555556,0.25,504,control,0,1,1,0,0,,8.5,0.8823529411764706,0.11764705882352941,0.47058823529411764,182.0,13.0,-92.0,870.0,23.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 10:00:00,7605.75,7602.75,7606.5,7600.0,-190,8000,7602.0,0.0,0.0,314,control,0,0,1,0,0,,6.5,0.4230769230769231,0.11538461538461539,0.4230769230769231,-1244.0,-19.0,-190.0,98.0,11.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 10:05:00,7602.75,7609.5,7611.5,7599.5,1008,10000,7610.0,0.0,0.0,1322,HIGH,1,0,0,1,0,1.0,12.0,0.8333333333333334,0.16666666666666666,0.2708333333333333,726.0,29.0,1008.0,1198.0,46.0,0,1,0,0,0,0,2.0
2026-07-15,2026-07-15 10:10:00,7609.5,7600.5,7609.5,7600.5,-662,7996,7607.5,0.4444444444444444,0.0,660,control,1,0,0,0,0,,9.0,0.0,0.0,0.0,156.0,-21.0,-662.0,1670.0,2.0,0,1,0,0,0,0,0.0
2026-07-15,2026-07-15 10:15:00,7600.5,7599.75,7603.5,7592.0,-394,18002,7596.0,0.3333333333333333,0.2338709677419354,266,LOW,0,0,1,1,1,1.0,11.5,0.6739130434782609,0.2608695652173913,0.6739130434782609,-48.0,-12.0,-394.0,268.0,32.0,0,0,0,1,0,0,4.2
2026-07-15,2026-07-15 10:20:00,7599.75,7598.0,7602.25,7594.25,250,12000,7596.25,0.0,0.0,516,control,1,1,1,0,0,,8.0,0.46875,0.3125,0.46875,-806.0,-46.0,250.0,644.0,8.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 10:25:00,7598.25,7605.75,7606.75,7598.25,222,16002,7600.5,0.3255813953488372,0.0,738,control,0,0,1,0,0,,8.5,0.8823529411764706,0.11764705882352941,0.0,78.0,21.0,222.0,28.0,23.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 10:30:00,7605.75,7604.25,7608.5,7601.5,82,14000,7604.75,0.0,0.0,820,control,0,1,1,0,0,,7.0,0.39285714285714285,0.39285714285714285,0.39285714285714285,554.0,18.0,82.0,140.0,17.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 10:35:00,7604.25,7605.25,7607.75,7601.0,-556,10000,7605.75,0.0,0.2992125984251969,264,control,1,1,1,0,0,,6.75,0.6296296296296297,0.37037037037037035,0.48148148148148145,-252.0,29.0,-556.0,638.0,21.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 10:40:00,7605.25,7600.75,7606.25,7599.25,-572,8000,7601.0,0.0,0.0,-308,control,0,0,1,0,0,,7.0,0.21428571428571427,0.14285714285714285,0.21428571428571427,-1046.0,-20.0,-572.0,16.0,3.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 10:45:00,7600.75,7596.0,7602.5,7596.0,266,8000,7600.5,0.0,0.0,-42,control,1,1,1,0,0,,6.5,0.0,0.2692307692307692,0.0,-862.0,-33.0,266.0,838.0,16.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 10:50:00,7596.0,7596.0,7597.5,7592.75,-156,10000,7595.5,0.0,0.0,-198,control,1,0,1,0,0,,4.75,0.6842105263157895,0.3157894736842105,0.6842105263157895,-462.0,-37.0,-156.0,422.0,16.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 10:55:00,7596.0,7597.25,7597.75,7592.5,62,8000,7596.75,0.0,0.0,-136,control,1,0,1,0,0,,5.25,0.9047619047619048,0.09523809523809523,0.6666666666666666,172.0,-14.0,62.0,218.0,11.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 11:00:00,7597.25,7589.75,7598.0,7587.25,-272,14000,7590.5,0.3015873015873015,0.0,-408,control,1,0,1,0,0,,10.75,0.23255813953488372,0.06976744186046512,0.23255813953488372,-366.0,-25.0,-272.0,334.0,39.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 11:05:00,7589.75,7587.5,7590.5,7583.25,26,16000,7585.0,0.2727272727272727,0.0,-382,control,1,1,1,0,0,,7.25,0.5862068965517241,0.10344827586206896,0.5862068965517241,-184.0,-34.0,26.0,298.0,30.0,0,0,0,1,0,0,1.0
2026-07-15,2026-07-15 11:10:00,7587.5,7581.5,7590.5,7580.25,-317,9999,7587.5,0.0,0.0,-699,control,1,0,1,0,0,,10.25,0.12195121951219512,0.2926829268292683,0.12195121951219512,-563.0,-63.0,-317.0,343.0,6.0,0,0,0,0,0,0,0.0
2026-07-15,2026-07-15 11:15:00,7581.75,7581.0,7583.25,7578.25,1251,16001,7582.0,0.2333333333333333,0.0,552,control,1,1,1,0,1,,5.0,0.55,0.3,0.55,960.0,-35.0,1251.0,1568.0,4.0,0,1,0,1,1,0,3.0
